CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -0.842, 93.9, None, None, None, None,76.6, None,0.635,251.2, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-29 00:00:00, None, None, 99.1,5
None, -0.506, 93.3, None, None, None, None,75.7, None,0.787,210.8, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-29 01:00:00, None, None, 99.0,5
None, -0.123, 88.4, None, None, None, None,49.98, None,7.64,206.2, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-29 03:00:00, None, None, 98.8,5
None, -0.218, 88.3, None, None, None, None,55.33, None,4.702,209.0, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-29 04:00:00, None, None, 98.8,5
None, -0.266, 88.1, None, None, None, None,65.09, None,2.121,50.09, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-29 05:00:00, None, None, 98.9,5
None, -0.171, 86.9, None, None, None, None,74.5, None,1.205,40.14, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-29 06:00:00, None, None, 98.6,5
None, -0.842, 90.7, None, None, None, None,75.2, None,1.005,347.0, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-29 07:00:00, None, None, 97.7,5
None, -0.506, 90.8, None, None, None, None,71.9, None,1.442,1.454, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-29 08:00:00, None, None, 97.8,5
None, -0.027, 88.8, None, None, None, None,69.98, None,1.946,21.08, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-29 09:00:00, None, None, 97.8,5
None, 0.069, 89.9, None, None, None, None,72.4, None,1.45,17.2, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-29 10:00:00, None, None, 97.3,5
None, 0.836, 88.1, None, None, None, None,61.77, None,2.923,25.43, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-29 11:00:00, None, None, 97.2,5
None, 0.92, 88.2, None, None, None, None,64.62, None,2.191,19.4, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-29 12:00:00, None, None, 97.1,5
None, 1.782, 83.7, None, None, None, None,73.2, None,1.006,359.8, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-29 13:00:00, None, None, 96.8,5
None, 1.819, 80.4, None, None, None, None,75.1, None,0.841,272.5, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-29 14:00:00, None, None, 97.0,5
None, 2.009, 78.1, None, None, None, None,57.94, None,3.325,238.4, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2018-01-29 15:00:00, None, None, 96.8,5
None, 1.482, 79.5, None, None, None, None,44.29, None,6.447,228.1, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-29 16:00:00, None, None, 96.8,5
None, 0.865, 80.4, None, None, None, None,35.38, None,9.0,221.0, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2018-01-29 17:00:00, None, None, 96.7,5
None, -3.671, 95.3, None, None, None, None,48.28, None,3.079,257.9, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2018-01-29 19:00:00, None, None, 100.1,5
None, -4.197, 94.0, None, None, None, None,44.54, None,2.077,250.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2018-01-29 20:00:00, None, None, 102.6,5
None, -4.868, 92.2, None, None, None, None,29.37, None,3.126,60.57, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2018-01-29 21:00:00, None, None, 102.7,5
None, -5.335, 86.8, None, None, None, None,56.31, None,0.953,80.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2018-01-29 22:00:00, None, None, 102.5,5
None, -6.14, 88.4, None, None, None, None,34.39, None,2.392,189.8, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-29 23:00:00, None, None, 102.1,5
None, -6.763, 90.8, None, None, None, None,20.2, None,3.926,171.4, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-30 00:00:00, None, None, 102.2,5
None, -5.277, 88.7, None, None, None, None,22.13, None,7.83,209.6, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2018-01-30 01:00:00, None, None, 102.2,5
None, -5.085, 87.1, None, None, None, None,20.98, None,11.43,217.9, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2018-01-30 02:00:00, None, None, 102.4,5
None, -5.373, 84.5, None, None, None, None,21.32, None,14.11,221.6, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2018-01-30 03:00:00, None, None, 102.2,5
None, -5.517, 74.8, None, None, None, None,17.37, None,18.79,219.4, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2018-01-30 05:00:00, None, None, 101.7,5
None, -5.564, 76.6, None, None, None, None,19.16, None,15.54,218.5, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2018-01-30 06:00:00, None, None, 101.6,5
None, -5.756, 77.1, None, None, None, None,17.57, None,16.64,219.1, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2018-01-30 07:00:00, None, None, 101.4,5
None, -5.852, 78.8, None, None, None, None,19.04, None,14.89,218.2, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2018-01-30 08:00:00, None, None, 101.4,5
None, -5.708, 78.5, None, None, None, None,20.83, None,13.16,218.4, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-30 09:00:00, None, None, 101.3,5
None, -5.325, 78.6, None, None, None, None,20.76, None,11.18,224.5, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-30 10:00:00, None, None, 101.2,5
None, -5.037, 79.0, None, None, None, None,19.48, None,10.82,223.6, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-30 11:00:00, None, None, 101.1,5
None, -4.76, 79.7, None, None, None, None,22.69, None,8.54,225.5, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2018-01-30 12:00:00, None, None, 101.1,5
None, -4.627, 80.2, None, None, None, None,19.11, None,10.42,223.0, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2018-01-30 13:00:00, None, None, 101.0,5
None, -5.012, 77.3, None, None, None, None,19.39, None,10.22,223.4, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-30 14:00:00, None, None, 100.9,5
None, -5.056, 79.8, None, None, None, None,19.68, None,11.03,220.7, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-30 15:00:00, None, None, 100.9,5
None, -5.528, 82.1, None, None, None, None,19.79, None,10.38,223.6, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-30 16:00:00, None, None, 100.8,5
None, -5.566, 78.5, None, None, None, None,20.26, None,11.49,226.4, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-30 17:00:00, None, None, 100.7,5
None, -5.948, 84.0, None, None, None, None,17.12, None,15.95,222.3, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-30 18:00:00, None, None, 101.0,5
None, -6.236, 88.7, None, None, None, None,18.79, None,14.54,222.5, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-30 19:00:00, None, None, 100.8,5
None, -6.044, 81.3, None, None, None, None,16.77, None,16.24,221.7, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2018-01-30 20:00:00, None, None, 100.7,5
None, -6.428, 78.4, None, None, None, None,18.04, None,14.94,227.1, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2018-01-30 21:00:00, None, None, 100.8,5
None, -6.763, 81.6, None, None, None, None,18.97, None,11.76,229.0, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2018-01-30 22:00:00, None, None, 100.8,5
None, -7.05, 77.2, None, None, None, None,17.68, None,12.47,225.2, None, None, None, None, None, -10.0, None, None, None, None, None, None, None,2018-01-30 23:00:00, None, None, 100.7,5
