wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
1.6,1.4,315.0,100.0,2017-10-29 06:00:00,0.0,44
1.9,0.7,135.0,100.0,2017-10-29 07:00:00,0.0,44
2.3,1.1,270.0,100.0,2017-10-29 08:00:00,0.0,44
2.4,1.8,315.0,100.0,2017-10-29 09:00:00,0.0,44
2.8,2.5,90.0,100.0,2017-10-29 10:00:00,0.0,44
3.6,3.0,45.0,100.0,2017-10-29 11:00:00,0.0,44
3.1,3.8,0.0,100.0,2017-10-29 12:00:00,0.0,44
5.3,4.1,90.0,100.0,2017-10-29 13:00:00,0.0,44
2.2,4.6,90.0,100.0,2017-10-29 14:00:00,0.0,44
3.6,4.3,135.0,100.0,2017-10-29 15:00:00,0.0,44
3.7,4.6,225.0,100.0,2017-10-29 16:00:00,0.0,44
3.5,5.2,270.0,57.0,2017-10-29 17:00:00,0.0,44
4.8,5.8,0.0,47.0,2017-10-29 18:00:00,0.0,44
7.2,6.2,315.0,39.0,2017-10-29 19:00:00,0.0,44
9.6,5.5,270.0,43.0,2017-10-29 20:00:00,0.0,44
8.9,4.8,225.0,44.0,2017-10-29 21:00:00,0.0,44
6.0,4.5,225.0,42.0,2017-10-29 22:00:00,0.0,44
5.3,0.9,225.0,75.0,2017-10-29 23:00:00,0.0,44
4.6,0.9,225.0,59.0,2017-10-30 00:00:00,0.0,44
2.6,0.5,180.0,62.0,2017-10-30 01:00:00,0.0,44
0.0,-0.9,270.0,69.0,2017-10-30 02:00:00,0.0,44
3.2,-1.7,225.0,78.0,2017-10-30 03:00:00,0.0,44
2.6,-2.3,180.0,85.0,2017-10-30 04:00:00,0.0,44
2.8,-2.3,225.0,84.0,2017-10-30 05:00:00,0.0,44
2.8,-2.6,225.0,90.0,2017-10-30 06:00:00,0.0,44
2.4,-3.0,135.0,97.0,2017-10-30 07:00:00,0.0,44
2.2,-2.8,90.0,100.0,2017-10-30 08:00:00,0.0,44
0.0,-1.2,90.0,100.0,2017-10-30 09:00:00,0.0,44
5.0,0.8,90.0,87.0,2017-10-30 10:00:00,0.0,44
3.3,3.2,45.0,74.0,2017-10-30 11:00:00,0.0,44
6.6,4.8,90.0,59.0,2017-10-30 12:00:00,0.0,44
4.9,5.2,90.0,49.0,2017-10-30 13:00:00,0.0,44
4.3,4.0,90.0,66.0,2017-10-30 14:00:00,0.0,44
0.0,3.2,225.0,63.0,2017-10-30 15:00:00,0.0,44
3.9,2.3,225.0,70.0,2017-10-30 16:00:00,0.0,44
5.4,0.3,225.0,81.0,2017-10-30 17:00:00,0.0,44
5.6,-0.6,225.0,84.0,2017-10-30 18:00:00,0.0,44
6.2,-1.1,225.0,85.0,2017-10-30 19:00:00,0.0,44
5.3,-1.1,225.0,85.0,2017-10-30 20:00:00,0.0,44
3.9,-1.3,225.0,83.0,2017-10-30 21:00:00,0.0,44
4.5,-1.4,225.0,83.0,2017-10-30 22:00:00,0.0,44
1.9,-1.1,225.0,82.0,2017-10-30 23:00:00,0.0,44
3.5,-1.3,270.0,83.0,2017-10-31 00:00:00,0.0,44
3.1,-0.9,135.0,79.0,2017-10-31 01:00:00,0.0,44
1.8,-0.7,45.0,81.0,2017-10-31 02:00:00,0.0,44
1.6,-1.0,45.0,89.0,2017-10-31 03:00:00,0.0,44
3.1,-0.7,225.0,91.0,2017-10-31 04:00:00,0.0,44
1.8,-0.3,135.0,87.0,2017-10-31 05:00:00,0.0,44
2.3,-0.5,270.0,88.0,2017-10-31 06:00:00,0.0,44
2.3,-0.3,135.0,87.0,2017-10-31 07:00:00,0.0,44
4.1,0.0,90.0,87.0,2017-10-31 08:00:00,0.0,44
2.3,0.2,90.0,87.0,2017-10-31 09:00:00,0.0,44
3.3,0.5,90.0,91.0,2017-10-31 10:00:00,0.0,44
3.0,1.4,225.0,94.0,2017-10-31 11:00:00,0.25,44
0.0,1.8,315.0,98.0,2017-10-31 12:00:00,0.51,44
3.0,0.8,90.0,100.0,2017-10-31 13:00:00,0.76,44
2.6,0.7,90.0,100.0,2017-10-31 14:00:00,1.27,44
1.8,0.9,315.0,100.0,2017-10-31 15:00:00,0.25,44
2.3,0.6,90.0,100.0,2017-10-31 16:00:00,0.51,44
3.1,0.4,90.0,100.0,2017-10-31 17:00:00,1.02,44
4.0,0.4,135.0,100.0,2017-10-31 18:00:00,0.25,44
3.1,-0.1,45.0,100.0,2017-10-31 19:00:00,0.0,44
1.8,0.2,225.0,100.0,2017-10-31 20:00:00,0.0,44
2.8,0.5,225.0,100.0,2017-10-31 21:00:00,0.0,44
2.1,0.4,135.0,100.0,2017-10-31 22:00:00,0.0,44
3.5,0.1,225.0,100.0,2017-10-31 23:00:00,0.0,44
3.4,-0.3,225.0,100.0,2017-11-01 00:00:00,0.0,44
2.4,-0.6,270.0,100.0,2017-11-01 01:00:00,0.0,44
2.8,-0.3,45.0,100.0,2017-11-01 02:00:00,0.0,44
4.7,0.1,45.0,100.0,2017-11-01 03:00:00,0.0,44
3.3,0.7,225.0,100.0,2017-11-01 04:00:00,0.0,44
4.5,1.0,225.0,100.0,2017-11-01 05:00:00,0.0,44
4.8,0.9,180.0,100.0,2017-11-01 06:00:00,0.25,44
4.2,0.6,180.0,100.0,2017-11-01 07:00:00,0.0,44
2.3,0.9,225.0,100.0,2017-11-01 08:00:00,0.0,44
3.0,1.9,0.0,100.0,2017-11-01 09:00:00,0.0,44
4.8,3.3,90.0,100.0,2017-11-01 10:00:00,0.0,44
2.9,6.3,90.0,100.0,2017-11-01 11:00:00,0.0,44
4.3,4.8,90.0,96.0,2017-11-01 12:00:00,0.0,44
3.0,4.5,225.0,99.0,2017-11-01 13:00:00,0.0,44
4.1,5.1,45.0,95.0,2017-11-01 14:00:00,0.0,44
3.0,4.2,0.0,100.0,2017-11-01 15:00:00,0.0,44
9.6,1.7,45.0,97.0,2017-11-01 16:00:00,0.0,44
3.3,1.9,0.0,93.0,2017-11-01 17:00:00,0.0,44
3.7,1.2,135.0,100.0,2017-11-01 18:00:00,0.0,44
6.1,1.1,270.0,100.0,2017-11-01 19:00:00,0.0,44
5.0,1.2,225.0,98.0,2017-11-01 20:00:00,0.0,44
4.7,1.0,270.0,99.0,2017-11-01 21:00:00,0.0,44
5.4,1.2,270.0,92.0,2017-11-01 22:00:00,0.0,44
6.0,1.4,270.0,89.0,2017-11-01 23:00:00,0.0,44
6.9,2.0,315.0,80.0,2017-11-02 00:00:00,0.0,44
3.6,1.2,270.0,89.0,2017-11-02 01:00:00,0.0,44
5.9,0.1,315.0,99.0,2017-11-02 02:00:00,0.0,44
10.5,-0.3,315.0,100.0,2017-11-02 03:00:00,0.0,44
6.8,-0.3,315.0,100.0,2017-11-02 04:00:00,0.0,44
7.3,-0.2,315.0,99.0,2017-11-02 05:00:00,0.0,44
10.3,-0.9,0.0,100.0,2017-11-02 06:00:00,0.0,44
5.7,-1.0,315.0,100.0,2017-11-02 07:00:00,0.0,44
5.6,-1.1,0.0,100.0,2017-11-02 08:00:00,0.0,44
