pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
0.0, -12.2, -12.2, 89.3, 0.0, None, -10.9, 89.0, -12.7,2022-11-19 00:00:00, None, -13.0,47
0.0, -11.6, -11.57, 90.0, 0.0, None, -10.9, 90.0, -12.7,2022-11-19 01:00:00, None, -13.0,47
0.0, -11.6, -11.62, 89.8, 0.0, None, -10.9, 90.0, -12.7,2022-11-19 02:00:00, None, -13.0,47
0.0, -12.2, -12.23, 89.3, 0.0, None, -10.9, 89.0, -12.7,2022-11-19 03:00:00, None, -14.0,47
0.0, -13.1, -13.09, 88.4, 0.0, None, -10.9, 88.0, -13.6,2022-11-19 04:00:00, None, -14.0,47
0.0, -12.4, -12.42, 88.8, 0.0, None, -10.9, 89.0, -13.6,2022-11-19 05:00:00, None, -14.0,47
0.0, -11.8, -11.81, 89.8, 0.0, None, -10.9, 90.0, -13.6,2022-11-19 06:00:00, None, -13.0,47
0.0, -11.6, -11.6, 90.0, 0.0, None, -11.4, 90.0, -11.9,2022-11-19 07:00:00, None, -13.0,47
0.0, -11.0, -10.98, 90.5, 0.0, None, -10.8, 91.0, -11.9,2022-11-19 08:00:00, None, -12.0,47
0.0, -9.9, -9.9, 91.3, 0.0, None, -9.8, 91.0, -11.9,2022-11-19 09:00:00, None, -11.0,47
0.0, -9.6, -9.57, 91.3, 0.0, None, -9.4, 91.0, -11.9,2022-11-19 10:00:00, None, -11.0,47
0.0, -8.6, -8.58, 91.9, 0.0, None, -8.6, 92.0, -11.9,2022-11-19 11:00:00, None, -9.0,47
0.0, -8.4, -8.39, 90.7, 0.0, None, -8.1, 91.0, -11.9,2022-11-19 12:00:00, None, -9.0,47
0.0, -7.9, -7.924, 91.2, 0.0, None, -7.8, 91.0, -11.9,2022-11-19 13:00:00, None, -9.0,47
0.0, -7.6, -7.56, 84.0, 0.0, None, -7.3, 84.0, -11.9,2022-11-19 14:00:00, None, -10.0,47
0.0, -8.3, -8.25, 85.8, 0.0, None, -7.2, 86.0, -11.9,2022-11-19 15:00:00, None, -10.0,47
0.0, -10.2, -10.2, 87.7, 0.0, None, -7.2, 88.0, -11.9,2022-11-19 16:00:00, None, -11.0,47
0.0, -11.0, -11.03, 89.7, 0.0, None, -7.2, 90.0, -11.9,2022-11-19 17:00:00, None, -12.0,47
0.0, -12.0, -12.04, 89.0, 0.0, None, -7.2, 89.0, -12.8,2022-11-19 18:00:00, None, -13.0,47
0.0, -11.9, -11.9, 84.4, 0.0, None, -11.3, 84.0, -12.5,2022-11-19 19:00:00, None, -14.0,47
0.0, -11.3, -11.31, 80.9, 0.0, None, -11.0, 81.0, -13.0,2022-11-19 20:00:00, None, -14.0,47
0.0, -12.4, -12.43, 85.0, 0.0, None, -11.0, 85.0, -13.7,2022-11-19 21:00:00, None, -14.0,47
0.0, -12.7, -12.74, 85.9, 0.0, None, -11.0, 86.0, -13.7,2022-11-19 22:00:00, None, -14.0,47
0.0, -11.7, -11.69, 88.7, 0.0, None, -11.0, 89.0, -13.7,2022-11-19 23:00:00, None, -13.0,47
0.0, -12.0, -12.03, 86.4, 0.0, None, -11.0, 86.0, -13.7,2022-11-20 00:00:00, None, -14.0,47
0.0, -12.0, -12.04, 85.9, 0.0, None, -11.0, 86.0, -13.7,2022-11-20 01:00:00, None, -14.0,47
0.0, -12.1, -12.14, 82.9, 0.0, None, -11.0, 83.0, -13.7,2022-11-20 02:00:00, None, -14.0,47
0.0, -12.2, -12.19, 78.35, 0.0, None, -11.0, 78.0, -13.7,2022-11-20 03:00:00, None, -15.0,47
0.0, -12.0, -11.97, 81.8, 0.0, None, -11.0, 82.0, -13.7,2022-11-20 04:00:00, None, -14.0,47
0.0, -10.6, -10.57, 81.9, 0.0, None, -10.3, 82.0, -13.7,2022-11-20 05:00:00, None, -13.0,47
0.0, -9.5, -9.49, 79.19, 0.0, None, -9.5, 79.0, -13.7,2022-11-20 06:00:00, None, -12.0,47
0.0, -9.5, -9.45, 79.17, 0.0, None, -9.1, 79.0, -9.8,2022-11-20 07:00:00, None, -12.0,47
0.0, -9.0, -8.97, 80.6, 0.0, None, -8.7, 81.0, -9.8,2022-11-20 08:00:00, None, -12.0,47
0.0, -8.2, -8.15, 77.06, 0.0, None, -8.0, 77.0, -9.8,2022-11-20 09:00:00, None, -11.0,47
0.0, -7.0, -6.965, 68.32, 0.0, None, -6.9, 68.0, -9.8,2022-11-20 10:00:00, None, -11.0,47
