CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-1.081, None, None, None, 18.44, 10.56, 323.1, None, None, -1.1, -4.1, None, None, -0.1, None, None, None, None,2022-11-19 00:00:00, None, None, None, None,47
-1.698, None, None, None, 60.93, 4.688, 288.7, None, None, -1.7, -5.2, None, None, -0.1, None, None, None, None,2022-11-19 01:00:00, None, None, None, None,47
-2.017, None, None, None, 61.52, 3.336, 91.7, None, None, -2.0, -5.2, None, None, -0.1, None, None, None, None,2022-11-19 02:00:00, None, None, None, None,47
-1.817, None, None, None, 10.62, 10.14, 134.4, None, None, -1.8, -5.2, None, None, -0.1, None, None, None, None,2022-11-19 03:00:00, None, None, None, None,47
-1.86, None, None, None, 14.89, 12.4, 135.6, None, None, -1.9, -5.2, None, None, -0.1, None, None, None, None,2022-11-19 04:00:00, None, None, None, None,47
-2.165, None, None, None, 16.82, 10.53, 139.8, None, None, -2.2, -5.2, None, None, -0.1, None, None, None, None,2022-11-19 05:00:00, None, None, None, None,47
-2.323, None, None, None, 15.28, 9.34, 135.0, None, None, -2.3, -5.2, None, None, -0.1, None, None, None, None,2022-11-19 06:00:00, None, None, None, None,47
-2.276, None, None, None, 9.29, 14.36, 131.5, None, None, -2.3, -5.4, None, None, -2.2, None, None, None, None,2022-11-19 07:00:00, None, None, None, None,47
-2.458, None, None, None, 10.63, 15.96, 131.9, None, None, -2.5, -5.4, None, None, -2.0, None, None, None, None,2022-11-19 08:00:00, None, None, None, None,47
-3.459, None, None, None, 8.36, 17.4, 136.0, None, None, -3.5, -5.4, None, None, -2.0, None, None, None, None,2022-11-19 09:00:00, None, None, None, None,47
-3.022, None, None, None, 9.57, 14.25, 129.4, None, None, -3.0, -5.4, None, None, -2.0, None, None, None, None,2022-11-19 10:00:00, None, None, None, None,47
-3.889, None, None, None, 10.44, 15.61, 135.8, None, None, -3.9, -5.4, None, None, -2.0, None, None, None, None,2022-11-19 11:00:00, None, None, None, None,47
-4.299, None, None, None, 9.49, 16.94, 138.6, None, None, -4.3, -5.4, None, None, -2.0, None, None, None, None,2022-11-19 12:00:00, None, None, None, None,47
-3.751, None, None, None, 8.91, 19.43, 141.4, None, None, -3.8, -5.4, None, None, -2.0, None, None, None, None,2022-11-19 13:00:00, None, None, None, None,47
-4.456, None, None, None, 8.05, 17.66, 141.0, None, None, -4.5, -5.4, None, None, -2.0, None, None, None, None,2022-11-19 14:00:00, None, None, None, None,47
-4.647, None, None, None, 7.42, 17.85, 140.4, None, None, -4.6, -5.4, None, None, -2.0, None, None, None, None,2022-11-19 15:00:00, None, None, None, None,47
-3.488, None, None, None, 9.41, 18.01, 136.7, None, None, -3.5, -5.4, None, None, -2.0, None, None, None, None,2022-11-19 16:00:00, None, None, None, None,47
-3.855, None, None, None, 8.49, 18.43, 140.2, None, None, -3.9, -6.8, None, None, -2.0, None, None, None, None,2022-11-19 17:00:00, None, None, None, None,47
-4.439, None, None, None, 6.933, 21.57, 141.2, None, None, -4.4, -6.8, None, None, -2.0, None, None, None, None,2022-11-19 18:00:00, None, None, None, None,47
-3.796, None, None, None, 8.86, 20.71, 140.6, None, None, -3.8, -7.1, None, None, -3.2, None, None, None, None,2022-11-19 19:00:00, None, None, None, None,47
