pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
0.0,0.0,0.1, 0.0, None,4.3, None,2022-11-19 00:00:00, None, None,47
0.0,-0.4,-0.4, 0.0, None,4.3, None,2022-11-19 01:00:00, None, None,47
0.0,-0.4,-0.8, 0.0, None,4.3, None,2022-11-19 02:00:00, None, None,47
0.0,-0.5,-0.8, 0.0, None,4.3, None,2022-11-19 03:00:00, None, None,47
0.0,-0.7,-0.8, 0.0, None,4.3, None,2022-11-19 04:00:00, None, None,47
0.0,-1.0,-1.0, 0.0, None,4.3, None,2022-11-19 05:00:00, None, None,47
0.0,-1.2,-1.2, 0.0, None,4.3, None,2022-11-19 06:00:00, None, None,47
0.0,-1.3,-1.4, 0.0, None,-1.1, None,2022-11-19 07:00:00, None, None,47
0.0,-1.2,-1.6, 0.0, None,-1.1, None,2022-11-19 08:00:00, None, None,47
0.0,1.0,-1.6, 0.0, None,0.9, None,2022-11-19 09:00:00, None, None,47
0.0,3.5,-1.6, 0.0, None,3.4, None,2022-11-19 10:00:00, None, None,47
0.0,5.4,-1.6, 0.0, None,6.0, None,2022-11-19 11:00:00, None, None,47
0.0,6.1,-1.6, 0.0, None,6.1, None,2022-11-19 12:00:00, None, None,47
0.0,7.0,-1.6, 0.0, None,7.4, None,2022-11-19 13:00:00, None, None,47
0.0,7.5,-1.6, 0.0, None,7.6, None,2022-11-19 14:00:00, None, None,47
0.0,7.3,-1.6, 0.0, None,7.6, None,2022-11-19 15:00:00, None, None,47
0.0,6.0,-1.6, 0.0, None,7.6, None,2022-11-19 16:00:00, None, None,47
0.0,4.7,-1.6, 0.0, None,7.6, None,2022-11-19 17:00:00, None, None,47
0.0,3.3,-1.6, 0.0, None,7.6, None,2022-11-19 18:00:00, None, None,47
0.0,2.6,2.6, 0.0, None,3.9, None,2022-11-19 19:00:00, None, None,47
0.0,2.1,2.0, 0.0, None,3.9, None,2022-11-19 20:00:00, None, None,47
0.0,1.7,1.7, 0.0, None,3.9, None,2022-11-19 21:00:00, None, None,47
0.0,1.4,1.5, 0.0, None,3.9, None,2022-11-19 22:00:00, None, None,47
0.0,1.3,1.2, 0.0, None,3.9, None,2022-11-19 23:00:00, None, None,47
0.0,1.9,1.2, 0.0, None,3.9, None,2022-11-20 00:00:00, None, None,47
0.0,1.8,1.2, 0.0, None,3.9, None,2022-11-20 01:00:00, None, None,47
0.0,1.9,1.2, 0.0, None,3.9, None,2022-11-20 02:00:00, None, None,47
0.0,1.7,1.2, 0.0, None,3.9, None,2022-11-20 03:00:00, None, None,47
0.0,1.1,1.1, 0.0, None,3.9, None,2022-11-20 04:00:00, None, None,47
0.0,0.8,0.7, 0.0, None,3.9, None,2022-11-20 05:00:00, None, None,47
0.0,0.6,0.6, 0.0, None,3.9, None,2022-11-20 06:00:00, None, None,47
0.0,-0.2,-0.2, 0.0, None,0.6, None,2022-11-20 07:00:00, None, None,47
0.0,0.0,-0.2, 0.0, None,0.6, None,2022-11-20 08:00:00, None, None,47
0.0,1.9,-0.2, 0.0, None,1.9, None,2022-11-20 09:00:00, None, None,47
0.0,2.8,-0.2, 0.0, None,2.9, None,2022-11-20 10:00:00, None, None,47
0.0,3.7,-0.2, 0.0, None,3.7, None,2022-11-20 11:00:00, None, None,47
0.0,4.8,-0.2, 0.0, None,4.9, None,2022-11-20 12:00:00, None, None,47
0.0,6.4,-0.2, 0.0, None,6.4, None,2022-11-20 13:00:00, None, None,47
0.0,6.2,-0.2, 0.0, None,6.9, None,2022-11-20 14:00:00, None, None,47
0.0,6.6,-0.2, 0.0, None,6.9, None,2022-11-20 15:00:00, None, None,47
0.0,6.1,-0.2, 0.0, None,6.9, None,2022-11-20 16:00:00, None, None,47
0.0,5.5,-0.2, 0.0, None,6.9, None,2022-11-20 17:00:00, None, None,47
0.0,5.3,-0.2, 0.0, None,6.9, None,2022-11-20 18:00:00, None, None,47
0.0,5.6,5.2, 0.0, None,5.8, None,2022-11-20 19:00:00, None, None,47
0.0,5.8,5.2, 0.0, None,6.1, None,2022-11-20 20:00:00, None, None,47
0.0,5.8,5.2, 0.0, None,6.1, None,2022-11-20 21:00:00, None, None,47
0.0,6.2,5.2, 0.0, None,6.2, None,2022-11-20 22:00:00, None, None,47
0.0,5.7,5.2, 0.0, None,6.2, None,2022-11-20 23:00:00, None, None,47
0.0,5.0,5.0, 0.0, None,6.2, None,2022-11-21 00:00:00, None, None,47
0.0,4.5,4.4, 0.0, None,6.2, None,2022-11-21 01:00:00, None, None,47
0.0,4.0,4.0, 0.0, None,6.2, None,2022-11-21 02:00:00, None, None,47
0.0,4.1,3.8, 0.0, None,6.2, None,2022-11-21 03:00:00, None, None,47
0.0,4.0,3.8, 0.0, None,6.2, None,2022-11-21 04:00:00, None, None,47
0.0,4.0,3.8, 0.0, None,6.2, None,2022-11-21 05:00:00, None, None,47
0.0,4.5,3.8, 0.0, None,6.2, None,2022-11-21 06:00:00, None, None,47
0.0,4.4,4.2, 0.0, None,4.5, None,2022-11-21 07:00:00, None, None,47
0.0,4.6,4.2, 0.0, None,4.7, None,2022-11-21 08:00:00, None, None,47
0.0,5.1,4.2, 0.0, None,5.1, None,2022-11-21 09:00:00, None, None,47
0.0,6.2,4.2, 0.0, None,6.2, None,2022-11-21 10:00:00, None, None,47
0.0,7.6,4.2, 0.0, None,7.6, None,2022-11-21 11:00:00, None, None,47
0.0,9.0,4.2, 0.0, None,9.0, None,2022-11-21 12:00:00, None, None,47
0.0,9.3,4.2, 0.0, None,9.4, None,2022-11-21 13:00:00, None, None,47
0.0,9.6,4.2, 0.0, None,9.7, None,2022-11-21 14:00:00, None, None,47
0.0,9.9,4.2, 0.0, None,9.9, None,2022-11-21 15:00:00, None, None,47
0.0,9.4,4.2, 0.0, None,10.0, None,2022-11-21 16:00:00, None, None,47
0.0,8.5,4.2, 0.0, None,10.0, None,2022-11-21 17:00:00, None, None,47
0.0,8.2,4.2, 0.0, None,10.0, None,2022-11-21 18:00:00, None, None,47
0.0,7.8,7.6, 0.0, None,8.3, None,2022-11-21 19:00:00, None, None,47
0.0,8.1,7.6, 0.0, None,8.3, None,2022-11-21 20:00:00, None, None,47
0.0,8.2,7.6, 0.0, None,8.4, None,2022-11-21 21:00:00, None, None,47
0.0,8.4,7.6, 0.0, None,8.5, None,2022-11-21 22:00:00, None, None,47
0.0,8.1,7.6, 0.0, None,8.5, None,2022-11-21 23:00:00, None, None,47
0.0,8.5,7.6, 0.0, None,8.5, None,2022-11-22 00:00:00, None, None,47
0.0,9.3,7.6, 0.0, None,9.3, None,2022-11-22 01:00:00, None, None,47
0.0,8.9,7.6, 0.0, None,9.3, None,2022-11-22 02:00:00, None, None,47
0.0,8.8,7.6, 0.0, None,9.3, None,2022-11-22 03:00:00, None, None,47
0.0,8.6,7.6, 0.0, None,9.3, None,2022-11-22 04:00:00, None, None,47
0.0,8.2,7.6, 0.0, None,9.3, None,2022-11-22 05:00:00, None, None,47
0.3,7.2,7.2, 0.3, None,9.3, None,2022-11-22 06:00:00, None, None,47
0.3,7.0,6.9, 0.1, None,7.2, None,2022-11-22 07:00:00, None, None,47
0.6,7.0,6.9, 0.3, None,7.2, None,2022-11-22 08:00:00, None, None,47
0.9,7.0,6.9, 0.3, None,7.2, None,2022-11-22 09:00:00, None, None,47
1.2,6.9,6.7, 0.3, None,7.2, None,2022-11-22 10:00:00, None, None,47
1.4,6.8,6.7, 0.2, None,7.2, None,2022-11-22 11:00:00, None, None,47
1.6,6.7,6.7, 0.2, None,7.2, None,2022-11-22 12:00:00, None, None,47
1.8,6.9,6.5, 0.2, None,7.2, None,2022-11-22 13:00:00, None, None,47
1.8,7.0,6.5, 0.1, None,7.2, None,2022-11-22 14:00:00, None, None,47
1.8,7.3,6.5, 0.0, None,7.3, None,2022-11-22 15:00:00, None, None,47
