pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -8.13, 90.9,2022-11-19 00:00:00, -8.0, None, -9.0, -8.1, -9.5, 0.0, 0.0, 91.0, None, None, 10.0, 10.39,47
None, None, -7.289, 85.3,2022-11-19 01:00:00, -7.2, None, -9.0, -7.3, -9.5, -0.1, 0.0, 85.0, None, None, 10.0, 10.47,47
None, None, -7.167, 84.0,2022-11-19 02:00:00, -7.0, None, -9.0, -7.2, -9.5, -0.1, 0.0, 84.0, None, None, 10.0, 10.44,47
None, None, -7.309, 84.6,2022-11-19 03:00:00, -6.9, None, -9.0, -7.3, -9.5, 0.1, 0.0, 85.0, None, None, 10.0, 10.46,47
None, None, -7.131, 82.5,2022-11-19 04:00:00, -6.9, None, -10.0, -7.1, -9.5, 0.0, 0.0, 83.0, None, None, 11.0, 10.51,47
None, None, -7.091, 82.3,2022-11-19 05:00:00, -6.8, None, -9.0, -7.1, -9.5, 0.1, 0.0, 82.0, None, None, 11.0, 10.53,47
None, None, -7.099, 80.6,2022-11-19 06:00:00, -6.8, None, -9.0, -7.1, -9.5, -0.1, 0.0, 81.0, None, None, 11.0, 10.51,47
None, None, -6.865, 80.7,2022-11-19 07:00:00, -6.5, None, -9.0, -6.9, -7.1, 0.1, None, 81.0, None, None, None, 10.49,47
None, None, -6.679, 79.55,2022-11-19 08:00:00, -6.5, None, -9.0, -6.7, -7.1, -0.1, 0.0, 80.0, None, None, 10.0, 10.43,47
None, None, -6.176, 77.4,2022-11-19 09:00:00, -6.1, None, -9.0, -6.2, -7.1, 0.1, 0.0, 77.0, None, None, 10.0, 10.46,47
None, None, -5.689, 73.93,2022-11-19 10:00:00, -5.5, None, -9.0, -5.7, -7.1, -0.1, 0.0, 74.0, None, None, 10.0, 10.45,47
None, None, -4.726, 71.47,2022-11-19 11:00:00, -4.7, None, -9.0, -4.7, -7.1, 0.1, 0.0, 71.0, None, None, 10.0, 10.48,47
None, None, -4.268, 68.7,2022-11-19 12:00:00, -4.1, None, -9.0, -4.3, -7.1, 0.0, 0.0, 69.0, None, None, 10.0, 10.48,47
None, None, -3.626, 66.36,2022-11-19 13:00:00, -3.2, None, -8.0, -3.6, -7.1, 0.2, 0.0, 66.0, None, None, 10.0, 10.34,47
None, None, -3.318, 66.93,2022-11-19 14:00:00, -3.0, None, -8.0, -3.3, -7.1, 0.0, 0.0, 67.0, None, None, 10.0, 10.35,47
None, None, -3.287, 67.19,2022-11-19 15:00:00, -2.9, None, -8.0, -3.3, -7.1, -0.1, 0.0, 67.0, None, None, 10.0, 10.16,47
None, None, -3.539, 69.46,2022-11-19 16:00:00, -2.9, None, -7.0, -3.5, -7.1, 0.1, 0.0, 69.0, None, None, 10.0, 10.15,47
None, None, -3.555, 69.24,2022-11-19 17:00:00, -2.9, None, -8.0, -3.6, -7.1, 0.1, 0.0, 69.0, None, None, 10.0, 10.17,47
None, None, -3.59, 70.14,2022-11-19 18:00:00, -2.9, None, -8.0, -3.6, -7.1, 0.0, 0.0, 70.0, None, None, 10.0, 10.06,47
None, None, -3.46, 71.66,2022-11-19 19:00:00, -3.4, None, -7.0, -3.5, -3.8, 0.0, 0.0, 72.0, None, None, 10.0, 10.18,47
None, None, -3.654, 74.11,2022-11-19 20:00:00, -3.2, None, -7.0, -3.7, -3.8, 0.0, 0.0, 74.0, None, None, 10.0, 10.2,47
None, None, -4.093, 79.88,2022-11-19 21:00:00, -3.2, None, -7.0, -4.1, -4.1, 0.0, 0.0, 80.0, None, None, 10.0, 10.16,47
None, None, -4.018, 79.16,2022-11-19 22:00:00, -3.2, None, -7.0, -4.0, -4.2, -0.1, 0.0, 79.0, None, None, 10.0, 10.14,47
None, None, -3.935, 79.74,2022-11-19 23:00:00, -3.2, None, -6.0, -3.9, -4.2, 0.1, 0.0, 80.0, None, None, 10.0, 9.77,47
None, None, -3.824, 80.3,2022-11-20 00:00:00, -3.2, None, -6.0, -3.8, -4.2, -0.1, 0.0, 80.0, None, None, 10.0, 9.78,47
None, None, -3.804, 81.7,2022-11-20 01:00:00, -3.2, None, -6.0, -3.8, -4.2, 0.1, 0.0, 82.0, None, None, 10.0, 9.74,47
None, None, -3.693, 78.32,2022-11-20 02:00:00, -3.2, None, -6.0, -3.7, -4.2, 0.2, 0.0, 78.0, None, None, 9.0, 9.47,47
None, None, -3.428, 79.18,2022-11-20 03:00:00, -3.2, None, -6.0, -3.4, -4.2, -0.1, 1.0, 79.0, None, None, 10.0, 9.84,47
None, None, -3.384, 77.84,2022-11-20 04:00:00, -3.1, None, -6.0, -3.4, -4.2, 0.0, 1.0, 78.0, None, None, 10.0, 10.22,47
None, None, -3.238, 77.13,2022-11-20 05:00:00, -3.0, None, -6.0, -3.2, -4.2, 0.2, 0.0, 77.0, None, None, 10.0, 10.16,47
None, None, -3.194, 78.37,2022-11-20 06:00:00, -3.0, None, -6.0, -3.2, -4.2, 0.0, 0.0, 78.0, None, None, 10.0, 10.15,47
None, None, -2.996, 79.23,2022-11-20 07:00:00, -2.6, None, -6.0, -3.0, -3.2, 0.0, 0.0, 79.0, None, None, 10.0, 10.1,47
None, None, -3.167, 80.4,2022-11-20 08:00:00, -2.6, None, -5.0, -3.2, -3.2, -0.1, 0.0, 80.0, None, None, 10.0, 10.11,47
None, None, -3.107, 80.2,2022-11-20 09:00:00, -2.6, None, -6.0, -3.1, -3.2, 0.0, 0.0, 80.0, None, None, 10.0, 10.28,47
None, None, -2.8, 79.19,2022-11-20 10:00:00, -2.6, None, -6.0, -2.8, -3.2, 0.1, 0.0, 79.0, None, None, 10.0, 10.37,47
None, None, -2.533, 78.47,2022-11-20 11:00:00, -2.3, None, -5.0, -2.5, -3.2, 0.0, 0.0, 78.0, None, None, 10.0, 10.39,47
None, None, -2.066, 75.77,2022-11-20 12:00:00, -2.0, None, -5.0, -2.1, -3.2, 0.0, 0.0, 76.0, None, None, 10.0, 10.32,47
None, None, -1.791, 76.65,2022-11-20 13:00:00, -1.6, None, -5.0, -1.8, -3.2, 0.0, 0.0, 77.0, None, None, 10.0, 10.34,47
None, None, -1.268, 78.35,2022-11-20 14:00:00, -1.2, None, -4.0, -1.3, -3.2, 0.1, 0.0, 78.0, None, None, 10.0, 10.32,47
None, None, -1.62, 79.77,2022-11-20 15:00:00, -1.2, None, -4.0, -1.6, -3.2, 0.1, 0.0, 80.0, None, None, 10.0, 10.25,47
None, None, -1.375, 79.85,2022-11-20 16:00:00, -1.1, None, -4.0, -1.4, -3.2, 0.1, 0.0, 80.0, None, None, 10.0, 10.4,47
None, None, -1.68, 79.98,2022-11-20 17:00:00, -1.1, None, -4.0, -1.7, -3.2, 0.0, 0.0, 80.0, None, None, 10.0, 10.24,47
None, None, -1.306, 78.08,2022-11-20 18:00:00, -1.1, None, -4.0, -1.3, -3.2, 0.1, 0.0, 78.0, None, None, 10.0, 10.15,47
None, None, -1.126, 76.69,2022-11-20 19:00:00, -1.0, None, -4.0, -1.1, -1.5, None, None, 77.0, None, None, None, 10.16,47
None, None, -1.069, 78.24,2022-11-20 20:00:00, -0.9, None, -4.0, -1.1, -1.5, 0.1, 0.0, 78.0, None, None, 10.0, 10.12,47
None, None, -1.406, 77.66,2022-11-20 21:00:00, -0.9, None, -4.0, -1.4, -1.5, -0.1, 0.0, 78.0, None, None, 10.0, 9.65,47
None, None, -1.603, 79.09,2022-11-20 22:00:00, -0.9, None, -4.0, -1.6, -1.8, 0.0, 0.0, 79.0, None, None, 10.0, 9.64,47
None, None, -1.211, 80.7,2022-11-20 23:00:00, -0.9, None, -3.0, -1.2, -1.8, None, None, 81.0, None, None, None, 9.51,47
None, None, -1.829, 82.1,2022-11-21 00:00:00, -0.9, None, -4.0, -1.8, -1.9, 0.1, 1.0, 82.0, None, None, 10.0, 10.29,47
None, None, -1.627, 81.1,2022-11-21 01:00:00, -0.9, None, -4.0, -1.6, -1.9, 0.0, 0.0, 81.0, None, None, 10.0, 10.29,47
None, None, -1.488, 79.93,2022-11-21 02:00:00, -0.9, None, -4.0, -1.5, -1.9, 0.0, 0.0, 80.0, None, None, 10.0, 10.32,47
None, None, -1.84, 82.5,2022-11-21 03:00:00, -0.9, None, -4.0, -1.8, -1.9, 0.0, 0.0, 83.0, None, None, 10.0, 10.32,47
None, None, -1.448, 84.2,2022-11-21 04:00:00, -0.9, None, -4.0, -1.4, -2.0, 0.1, 0.0, 84.0, None, None, 10.0, 10.3,47
None, None, -0.986, 82.6,2022-11-21 05:00:00, -0.9, None, -3.0, -1.0, -2.0, 0.0, 0.0, 83.0, None, None, 10.0, 10.36,47
None, None, -0.828, 85.4,2022-11-21 06:00:00, -0.4, None, -3.0, -0.8, -2.0, 0.0, 0.0, 85.0, None, None, 10.0, 10.26,47
None, None, -0.674, 83.7,2022-11-21 07:00:00, -0.3, None, -3.0, -0.7, -0.8, -0.2, 0.0, 84.0, None, None, 10.0, 10.36,47
