station_observations
AirTemp, ONE_DAY_PRECIPITATION, MIN_TEMP, Snow_WE, time, SNOW_ON_THE_GROUND, MAX_TEMP
None, 12.3, -7.1, None, 2021-01-01 00:00:00, None, -3.8
None, 47.4, -5.4, None, 2021-01-02 00:00:00, None, -3.8
None, 7.6, -7.8, None, 2021-01-03 00:00:00, None, -4.5
None, 7.3, -8.4, None, 2021-01-04 00:00:00, None, -5.7
None, 6.7, -9.7, None, 2021-01-05 00:00:00, None, -6.0
None, 13.9, -7.2, None, 2021-01-06 00:00:00, None, -4.3
None, 0.0, -9.5, None, 2021-01-07 00:00:00, None, -4.6
None, 0.0, -11.1, None, 2021-01-08 00:00:00, None, -6.5
None, 0.0, -12.1, None, 2021-01-09 00:00:00, None, -4.4
None, 1.8, -10.6, None, 2021-01-10 00:00:00, None, -3.3
None, 6.6, -8.9, None, 2021-01-11 00:00:00, None, -4.5
None, 19.6, -5.5, None, 2021-01-12 00:00:00, None, -2.9
None, 26.5, -9.6, None, 2021-01-13 00:00:00, None, -1.9
None, 2.2, -12.1, None, 2021-01-14 00:00:00, None, -1.2
None, 6.7, -10.2, None, 2021-01-15 00:00:00, None, -4.4
None, 1.6, -8.7, None, 2021-01-16 00:00:00, None, -4.7
None, 3.7, -9.3, None, 2021-01-17 00:00:00, None, -4.6
None, 2.3, -11.7, None, 2021-01-18 00:00:00, None, -2.3
None, 10.7, -11.7, None, 2021-01-19 00:00:00, None, -7.6
None, 4.4, -15.7, None, 2021-01-20 00:00:00, None, -5.1
None, 0.0, -17.2, None, 2021-01-21 00:00:00, None, 1.9
None, 0.0, -17.0, None, 2021-01-22 00:00:00, None, 3.6
None, 0.0, -17.3, None, 2021-01-23 00:00:00, None, -2.0
None, 0.0, -16.2, None, 2021-01-24 00:00:00, None, -12.0
None, 0.0, -14.0, None, 2021-01-25 00:00:00, None, 0.4
None, 0.0, -13.0, None, 2021-01-26 00:00:00, None, -3.3
None, 0.0, -12.6, None, 2021-01-27 00:00:00, None, -7.1
None, 0.0, -10.8, None, 2021-01-28 00:00:00, None, -1.6
None, 0.0, -10.3, None, 2021-01-29 00:00:00, None, -4.4
None, 0.0, -10.3, None, 2021-01-30 00:00:00, None, -5.5
None, 8.0, -8.2, None, 2021-01-31 00:00:00, None, -1.5
None, 15.1, -4.6, None, 2021-02-01 00:00:00, None, -0.5
None, 16.0, -7.5, None, 2021-02-02 00:00:00, None, -2.7
None, 2.7, -11.7, None, 2021-02-03 00:00:00, None, -5.6
None, 0.0, -11.5, None, 2021-02-04 00:00:00, None, -7.5
None, 6.3, -11.5, None, 2021-02-05 00:00:00, None, -7.1
None, 9.2, -20.7, None, 2021-02-06 00:00:00, None, -5.8
None, 1.5, -22.3, None, 2021-02-07 00:00:00, None, -10.0
None, 1.6, -28.6, None, 2021-02-08 00:00:00, None, -13.0
None, 0.2, -29.8, None, 2021-02-09 00:00:00, None, -11.8
None, 1.1, -29.2, None, 2021-02-10 00:00:00, None, -12.5
None, 0.0, -29.7, None, 2021-02-11 00:00:00, None, -24.3
None, 0.0, -28.1, None, 2021-02-12 00:00:00, None, -18.8
None, 0.0, -22.5, None, 2021-02-13 00:00:00, None, -11.2
None, 0.0, -18.7, None, 2021-02-14 00:00:00, None, -14.1
None, 0.0, -18.6, None, 2021-02-15 00:00:00, None, -9.7
None, 1.1, -13.5, None, 2021-02-16 00:00:00, None, -9.6
None, 0.8, -15.3, None, 2021-02-17 00:00:00, None, -10.6
None, 1.1, -17.3, None, 2021-02-18 00:00:00, None, -11.2
None, 6.6, -14.3, None, 2021-02-19 00:00:00, None, -9.9
