ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None,455.0, 328.0, None, None,2017-02-26 00:00:00, -8.7, None, None, None,9
None,455.0, 329.0, None, None,2017-02-26 01:00:00, -9.6, None, None, None,9
None,455.0, 329.0, None, None,2017-02-26 02:00:00, -10.3, None, None, None,9
None,455.0, 329.0, None, None,2017-02-26 03:00:00, -10.4, None, None, None,9
None,456.0, 329.0, None, None,2017-02-26 04:00:00, -10.6, None, None, None,9
None,456.0, 329.0, None, None,2017-02-26 05:00:00, -10.4, None, None, None,9
None,457.0, 329.0, None, None,2017-02-26 06:00:00, -10.6, None, None, None,9
None,457.0, 329.0, None, None,2017-02-26 07:00:00, -10.6, None, None, None,9
None,458.0, 329.0, None, None,2017-02-26 08:00:00, -10.7, None, None, None,9
None,458.0, 329.0, None, None,2017-02-26 09:00:00, -10.9, None, None, None,9
None,458.0, 329.0, None, None,2017-02-26 10:00:00, -11.1, None, None, None,9
None,458.0, 329.0, None, None,2017-02-26 11:00:00, -11.3, None, None, None,9
None,458.0, 329.0, None, None,2017-02-26 12:00:00, -11.6, None, None, None,9
None,459.0, 329.0, None, None,2017-02-26 13:00:00, -11.9, None, None, None,9
None,459.0, 329.0, None, None,2017-02-26 14:00:00, -12.0, None, None, None,9
None,459.0, 329.0, None, None,2017-02-26 15:00:00, -12.1, None, None, None,9
None,459.0, 329.0, None, None,2017-02-26 16:00:00, -11.3, None, None, None,9
None,459.0, 329.0, None, None,2017-02-26 17:00:00, -10.3, None, None, None,9
None,459.0, 329.0, None, None,2017-02-26 18:00:00, -9.6, None, None, None,9
None,460.0, 330.0, None, None,2017-02-26 19:00:00, -9.7, None, None, None,9
None,460.0, 331.0, None, None,2017-02-26 20:00:00, -8.5, None, None, None,9
None,460.0, 332.0, None, None,2017-02-26 21:00:00, -7.9, None, None, None,9
None,460.0, 334.0, None, None,2017-02-26 22:00:00, -8.6, None, None, None,9
None,461.0, 335.0, None, None,2017-02-26 23:00:00, -9.2, None, None, None,9
None,461.0, 336.0, None, None,2017-02-27 00:00:00, -9.4, None, None, None,9
None,461.0, 336.0, None, None,2017-02-27 01:00:00, -11.0, None, None, None,9
None,461.0, 336.0, None, None,2017-02-27 02:00:00, -13.0, None, None, None,9
None,461.0, 336.0, None, None,2017-02-27 03:00:00, -14.5, None, None, None,9
None,461.0, 336.0, None, None,2017-02-27 04:00:00, -14.8, None, None, None,9
None,461.0, 336.0, None, None,2017-02-27 05:00:00, -15.0, None, None, None,9
None,461.0, 336.0, None, None,2017-02-27 06:00:00, -15.5, None, None, None,9
None,461.0, 336.0, None, None,2017-02-27 07:00:00, None, None, None, None,9
None,461.0, 335.0, None, None,2017-02-27 08:00:00, None, None, None, None,9
None,461.0, 334.0, None, None,2017-02-27 09:00:00, None, None, None, None,9
None,461.0, 334.0, None, None,2017-02-27 10:00:00, None, None, None, None,9
None,462.0, 333.0, None, None,2017-02-27 11:00:00, None, None, None, None,9
None,462.0, 332.0, None, None,2017-02-27 12:00:00, None, None, None, None,9
None,462.0, 332.0, None, None,2017-02-27 13:00:00, None, None, None, None,9
None,462.0, 331.0, None, None,2017-02-27 14:00:00, None, None, None, None,9
None,462.0, 330.0, None, None,2017-02-27 15:00:00, None, None, None, None,9
None,462.0, 330.0, None, None,2017-02-27 16:00:00, None, None, None, None,9
None,462.0, 330.0, None, None,2017-02-27 17:00:00, None, None, None, None,9
None,461.0, 330.0, None, None,2017-02-27 18:00:00, None, None, None, None,9
None,461.0, 332.0, None, None,2017-02-27 19:00:00, -10.8, None, None, None,9
None,461.0, 333.0, None, None,2017-02-27 20:00:00, -11.3, None, None, None,9
None,461.0, 334.0, None, None,2017-02-27 21:00:00, -11.0, None, None, None,9
None,462.0, 336.0, None, None,2017-02-27 22:00:00, -10.5, None, None, None,9
None,462.0, 336.0, None, None,2017-02-27 23:00:00, -10.3, None, None, None,9
None,462.0, 337.0, None, None,2017-02-28 00:00:00, -10.7, None, None, None,9
None,462.0, 337.0, None, None,2017-02-28 01:00:00, -11.2, None, None, None,9
None,462.0, 337.0, None, None,2017-02-28 02:00:00, -11.5, None, None, None,9
None,463.0, 337.0, None, None,2017-02-28 03:00:00, -11.6, None, None, None,9
None,463.0, 337.0, None, None,2017-02-28 04:00:00, -12.0, None, None, None,9
None,463.0, 337.0, None, None,2017-02-28 05:00:00, -12.0, None, None, None,9
None,464.0, 337.0, None, None,2017-02-28 06:00:00, -12.2, None, None, None,9
None,464.0, 337.0, None, None,2017-02-28 07:00:00, -12.2, None, None, None,9
None,464.0, 337.0, None, None,2017-02-28 08:00:00, -12.8, None, None, None,9
None,465.0, 337.0, None, None,2017-02-28 09:00:00, -13.8, None, None, None,9
None,465.0, 337.0, None, None,2017-02-28 10:00:00, -14.4, None, None, None,9
None,465.0, 337.0, None, None,2017-02-28 11:00:00, None, None, None, None,9
None,465.0, 336.0, None, None,2017-02-28 12:00:00, None, None, None, None,9
None,465.0, 336.0, None, None,2017-02-28 13:00:00, None, None, None, None,9
None,465.0, 335.0, None, None,2017-02-28 14:00:00, None, None, None, None,9
None,465.0, 334.0, None, None,2017-02-28 15:00:00, None, None, None, None,9
None,465.0, 334.0, None, None,2017-02-28 16:00:00, None, None, None, None,9
None,465.0, 334.0, None, None,2017-02-28 17:00:00, None, None, None, None,9
None,465.0, 334.0, None, None,2017-02-28 18:00:00, None, None, None, None,9
None,465.0, 334.0, None, None,2017-02-28 19:00:00, -12.9, None, None, None,9
None,465.0, 335.0, None, None,2017-02-28 20:00:00, -11.5, None, None, None,9
None,465.0, 336.0, None, None,2017-02-28 21:00:00, -11.9, None, None, None,9
None,465.0, 337.0, None, None,2017-02-28 22:00:00, -11.0, None, None, None,9
None,465.0, 337.0, None, None,2017-02-28 23:00:00, -10.9, None, None, None,9
None,465.0, 337.0, None, None,2017-03-01 00:00:00, -9.9, None, None, None,9
None,465.0, 338.0, None, None,2017-03-01 01:00:00, -10.9, None, None, None,9
None,465.0, 338.0, None, None,2017-03-01 02:00:00, -11.3, None, None, None,9
None,465.0, 338.0, None, None,2017-03-01 03:00:00, -11.2, None, None, None,9
None,466.0, 338.0, None, None,2017-03-01 04:00:00, -10.9, None, None, None,9
None,466.0, 338.0, None, None,2017-03-01 05:00:00, -10.7, None, None, None,9
None,465.0, 338.0, None, None,2017-03-01 06:00:00, -10.2, None, None, None,9
None,466.0, 338.0, None, None,2017-03-01 07:00:00, -9.8, None, None, None,9
None,466.0, 338.0, None, None,2017-03-01 08:00:00, -10.0, None, None, None,9
None,466.0, 338.0, None, None,2017-03-01 09:00:00, -9.5, None, None, None,9
None,466.0, 338.0, None, None,2017-03-01 10:00:00, -9.2, None, None, None,9
None,466.0, 338.0, None, None,2017-03-01 11:00:00, -9.0, None, None, None,9
None,466.0, 338.0, None, None,2017-03-01 12:00:00, -8.7, None, None, None,9
None,466.0, 338.0, None, None,2017-03-01 13:00:00, -8.2, None, None, None,9
None,466.0, 338.0, None, None,2017-03-01 14:00:00, -7.7, None, None, None,9
None,467.0, 338.0, None, None,2017-03-01 15:00:00, -7.5, None, None, None,9
None,467.0, 338.0, None, None,2017-03-01 16:00:00, -7.0, None, None, None,9
None,467.0, 339.0, None, None,2017-03-01 17:00:00, -6.8, None, None, None,9
None,467.0, 339.0, None, None,2017-03-01 18:00:00, -6.8, None, None, None,9
None,466.0, 339.0, None, None,2017-03-01 19:00:00, -6.7, None, None, None,9
None,467.0, 340.0, None, None,2017-03-01 20:00:00, -6.2, None, None, None,9
None,467.0, 340.0, None, None,2017-03-01 21:00:00, -6.1, None, None, None,9
None,467.0, 341.0, None, None,2017-03-01 22:00:00, -5.2, None, None, None,9
None,467.0, 341.0, None, None,2017-03-01 23:00:00, -5.6, None, None, None,9
None,467.0, 341.0, None, None,2017-03-02 00:00:00, -5.7, None, None, None,9
None,467.0, 341.0, None, None,2017-03-02 01:00:00, -6.0, None, None, None,9
None,467.0, 341.0, None, None,2017-03-02 02:00:00, -6.4, None, None, None,9
None,467.0, 341.0, None, None,2017-03-02 03:00:00, -6.6, None, None, None,9
None,467.0, 341.0, None, None,2017-03-02 04:00:00, -6.6, None, None, None,9
None,467.0, 341.0, None, None,2017-03-02 05:00:00, -6.7, None, None, None,9
None,467.0, 341.0, None, None,2017-03-02 06:00:00, -6.6, None, None, None,9
None,467.0, 341.0, None, None,2017-03-02 07:00:00, -6.6, None, None, None,9
None,467.0, 341.0, None, None,2017-03-02 08:00:00, -6.6, None, None, None,9
None,468.0, 344.0, None, None,2017-03-02 09:00:00, -6.6, None, None, None,9
None,468.0, 345.0, None, None,2017-03-02 10:00:00, -6.5, None, None, None,9
None,468.0, 346.0, None, None,2017-03-02 11:00:00, -6.4, None, None, None,9
None,468.0, 346.0, None, None,2017-03-02 12:00:00, -6.3, None, None, None,9
None,468.0, 346.0, None, None,2017-03-02 13:00:00, -6.0, None, None, None,9
None,468.0, 346.0, None, None,2017-03-02 14:00:00, -5.8, None, None, None,9
None,468.0, 347.0, None, None,2017-03-02 15:00:00, -5.7, None, None, None,9
None,469.0, 347.0, None, None,2017-03-02 16:00:00, -5.5, None, None, None,9
None,470.0, 348.0, None, None,2017-03-02 17:00:00, -5.3, None, None, None,9
None,470.0, 349.0, None, None,2017-03-02 18:00:00, -5.2, None, None, None,9
None,470.0, 350.0, None, None,2017-03-02 19:00:00, -4.8, None, None, None,9
None,471.0, 350.0, None, None,2017-03-02 20:00:00, -4.6, None, None, None,9
None,471.0, 351.0, None, None,2017-03-02 21:00:00, -4.4, None, None, None,9
None,470.0, 352.0, None, None,2017-03-02 22:00:00, -3.7, None, None, None,9
None,470.0, 352.0, None, None,2017-03-02 23:00:00, -4.0, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 00:00:00, -4.2, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 01:00:00, -4.6, None, None, None,9
None,470.0, 352.0, None, None,2017-03-03 02:00:00, -4.9, None, None, None,9
None,470.0, 352.0, None, None,2017-03-03 03:00:00, -4.9, None, None, None,9
None,470.0, 352.0, None, None,2017-03-03 04:00:00, -5.3, None, None, None,9
None,470.0, 352.0, None, None,2017-03-03 05:00:00, -4.7, None, None, None,9
None,470.0, 352.0, None, None,2017-03-03 06:00:00, -5.0, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 07:00:00, -5.3, None, None, None,9
None,470.0, 352.0, None, None,2017-03-03 08:00:00, -5.1, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 09:00:00, -5.2, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 10:00:00, -5.1, None, None, None,9
None,470.0, 352.0, None, None,2017-03-03 11:00:00, -5.7, None, None, None,9
None,470.0, 352.0, None, None,2017-03-03 12:00:00, -5.5, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 13:00:00, -5.3, None, None, None,9
None,470.0, 352.0, None, None,2017-03-03 14:00:00, -5.0, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 15:00:00, -4.4, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 16:00:00, -4.3, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 17:00:00, -3.4, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 18:00:00, -3.0, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 19:00:00, -2.8, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 20:00:00, -2.3, None, None, None,9
None,471.0, 352.0, None, None,2017-03-03 21:00:00, -2.9, None, None, None,9
None,471.0, 354.0, None, None,2017-03-03 22:00:00, -2.6, None, None, None,9
None,471.0, 355.0, None, None,2017-03-03 23:00:00, -2.7, None, None, None,9
None,471.0, 356.0, None, None,2017-03-04 00:00:00, -3.6, None, None, None,9
None,471.0, 356.0, None, None,2017-03-04 01:00:00, -3.5, None, None, None,9
None,472.0, 356.0, None, None,2017-03-04 02:00:00, -3.4, None, None, None,9
None,472.0, 357.0, None, None,2017-03-04 03:00:00, -3.2, None, None, None,9
None,472.0, 357.0, None, None,2017-03-04 04:00:00, -3.2, None, None, None,9
None,473.0, 357.0, None, None,2017-03-04 05:00:00, -3.4, None, None, None,9
None,473.0, 358.0, None, None,2017-03-04 06:00:00, -3.1, None, None, None,9
None,474.0, 359.0, None, None,2017-03-04 07:00:00, -3.5, None, None, None,9
None,474.0, 359.0, None, None,2017-03-04 08:00:00, -3.6, None, None, None,9
None,474.0, 359.0, None, None,2017-03-04 09:00:00, -4.0, None, None, None,9
None,474.0, 359.0, None, None,2017-03-04 10:00:00, -4.4, None, None, None,9
None,474.0, 359.0, None, None,2017-03-04 11:00:00, -5.3, None, None, None,9
None,474.0, 359.0, None, None,2017-03-04 12:00:00, -6.5, None, None, None,9
None,474.0, 359.0, None, None,2017-03-04 13:00:00, -7.0, None, None, None,9
None,474.0, 358.0, None, None,2017-03-04 14:00:00, -8.1, None, None, None,9
None,474.0, 358.0, None, None,2017-03-04 15:00:00, -7.9, None, None, None,9
