TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 3.979, None,48.28,2017-06-04 00:00:00,10.04,23
None, 2.432, None,55.0,2017-06-04 01:00:00,8.87,23
None, 3.35, None,54.88,2017-06-04 02:00:00,9.18,23
None, 2.513, None,56.43,2017-06-04 03:00:00,8.74,23
None, 2.746, None,57.31,2017-06-04 04:00:00,8.64,23
None, 3.237, None,63.13,2017-06-04 05:00:00,7.668,23
None, 2.048, None,53.72,2017-06-04 06:00:00,10.03,23
None, 1.151, None,49.77,2017-06-04 07:00:00,11.7,23
None, 1.665, None,52.03,2017-06-04 08:00:00,12.03,23
None, 1.594, None,45.4,2017-06-04 09:00:00,13.25,23
None, 1.397, None,39.33,2017-06-04 10:00:00,14.06,23
None, 1.576, None,35.16,2017-06-04 11:00:00,15.27,23
None, 1.797, None,34.0,2017-06-04 12:00:00,16.24,23
None, 2.013, None,35.12,2017-06-04 13:00:00,16.94,23
None, 1.916, None,32.99,2017-06-04 14:00:00,17.89,23
None, 2.264, None,29.95,2017-06-04 15:00:00,18.44,23
None, 4.016, None,30.55,2017-06-04 16:00:00,18.35,23
None, 2.974, None,30.26,2017-06-04 17:00:00,18.93,23
None, 2.594, None,32.87,2017-06-04 18:00:00,18.18,23
None, 2.977, None,31.92,2017-06-04 19:00:00,17.99,23
None, 2.329, None,33.05,2017-06-04 20:00:00,15.73,23
None, 2.341, None,40.61,2017-06-04 21:00:00,13.28,23
None, 3.595, None,45.59,2017-06-04 22:00:00,11.68,23
None, 3.897, None,40.82,2017-06-04 23:00:00,12.32,23
None, 3.574, None,40.38,2017-06-05 00:00:00,12.06,23
None, 3.046, None,43.02,2017-06-05 01:00:00,11.02,23
None, 4.599, None,63.29,2017-06-05 02:00:00,7.51,23
None, 2.906, None,63.24,2017-06-05 03:00:00,7.115,23
None, 2.016, None,58.94,2017-06-05 04:00:00,7.636,23
None, 2.693, None,60.81,2017-06-05 05:00:00,7.625,23
None, 1.22, None,53.03,2017-06-05 06:00:00,10.01,23
None, 1.252, None,53.86,2017-06-05 07:00:00,11.05,23
None, 1.756, None,51.81,2017-06-05 08:00:00,12.03,23
None, 1.269, None,46.34,2017-06-05 09:00:00,13.52,23
None, 1.534, None,43.57,2017-06-05 10:00:00,14.61,23
None, 1.698, None,38.03,2017-06-05 11:00:00,16.31,23
None, 2.303, None,33.33,2017-06-05 12:00:00,17.52,23
None, 2.216, None,31.77,2017-06-05 13:00:00,18.51,23
None, 2.402, None,29.84,2017-06-05 14:00:00,19.49,23
None, 2.651, None,29.28,2017-06-05 15:00:00,20.3,23
None, 2.74, None,27.98,2017-06-05 16:00:00,20.77,23
None, 3.044, None,27.63,2017-06-05 17:00:00,21.2,23
None, 2.915, None,27.8,2017-06-05 18:00:00,21.31,23
None, 2.172, None,29.36,2017-06-05 19:00:00,20.46,23
None, 2.904, None,33.17,2017-06-05 20:00:00,17.89,23
None, 3.675, None,30.37,2017-06-05 21:00:00,17.72,23
None, 3.615, None,31.29,2017-06-05 22:00:00,16.9,23
None, 3.055, None,35.21,2017-06-05 23:00:00,15.66,23
None, 2.378, None,35.43,2017-06-06 00:00:00,15.6,23
None, 1.255, None,43.43,2017-06-06 01:00:00,13.5,23
None, 1.681, None,47.5,2017-06-06 02:00:00,12.66,23
None, 2.481, None,46.63,2017-06-06 03:00:00,12.78,23
None, 1.675, None,50.2,2017-06-06 04:00:00,11.92,23
None, 0.486999, None,52.8,2017-06-06 05:00:00,11.73,23
None, 0.791, None,52.82,2017-06-06 06:00:00,12.32,23
None, 0.716, None,53.1,2017-06-06 07:00:00,12.97,23
None, 0.893, None,52.13,2017-06-06 08:00:00,13.24,23
None, 0.791998, None,49.47,2017-06-06 09:00:00,14.73,23
None, 1.137, None,45.15,2017-06-06 10:00:00,16.84,23
None, 1.303, None,41.44,2017-06-06 11:00:00,19.03,23
None, 1.912, None,33.85,2017-06-06 12:00:00,20.9,23
None, 2.515, None,30.02,2017-06-06 13:00:00,22.26,23
None, 3.656, None,27.65,2017-06-06 14:00:00,23.17,23
None, 3.671, None,25.69,2017-06-06 15:00:00,24.18,23
None, 2.866, None,22.96,2017-06-06 16:00:00,24.96,23
None, 2.69, None,20.73,2017-06-06 17:00:00,25.31,23
None, 2.471, None,21.11,2017-06-06 18:00:00,25.04,23
None, 2.051, None,27.1,2017-06-06 19:00:00,23.3,23
None, 2.985, None,29.67,2017-06-06 20:00:00,21.42,23
None, 3.234, None,29.5,2017-06-06 21:00:00,20.17,23
None, 3.326, None,29.88,2017-06-06 22:00:00,19.13,23
None, 3.187, None,31.59,2017-06-06 23:00:00,18.41,23
None, 2.965, None,33.82,2017-06-07 00:00:00,17.42,23
None, 2.885, None,37.57,2017-06-07 01:00:00,15.26,23
None, 2.771, None,39.12,2017-06-07 02:00:00,14.99,23
None, 1.364, None,43.08,2017-06-07 03:00:00,14.3,23
None, 1.42, None,48.88,2017-06-07 04:00:00,13.28,23
None, 1.79, None,49.76,2017-06-07 05:00:00,13.84,23
None, 0.584999, None,52.31,2017-06-07 06:00:00,14.74,23
None, 0.665, None,49.73,2017-06-07 07:00:00,15.31,23
None, 0.469998, None,49.27,2017-06-07 08:00:00,16.39,23
None, 0.890999, None,47.03,2017-06-07 09:00:00,17.05,23
None, 0.866998, None,47.02,2017-06-07 10:00:00,17.73,23
None, 1.105, None,41.47,2017-06-07 11:00:00,19.93,23
None, 1.345, None,39.13,2017-06-07 12:00:00,21.21,23
None, 1.783, None,34.15,2017-06-07 13:00:00,23.31,23
None, 2.594, None,31.1,2017-06-07 14:00:00,24.94,23
None, 3.349, None,26.58,2017-06-07 15:00:00,26.31,23
None, 3.417, None,25.0,2017-06-07 16:00:00,27.09,23
None, 3.86, None,24.06,2017-06-07 17:00:00,27.41,23
None, 3.444, None,24.82,2017-06-07 18:00:00,27.18,23
None, 2.453, None,26.43,2017-06-07 19:00:00,26.42,23
None, 2.359, None,30.54,2017-06-07 20:00:00,24.15,23
None, 3.015, None,29.97,2017-06-07 21:00:00,23.29,23
None, 3.46, None,29.6,2017-06-07 22:00:00,23.1,23
None, 2.799, None,30.45,2017-06-07 23:00:00,22.61,23
None, 2.533, None,32.57,2017-06-08 00:00:00,21.59,23
None, 2.069, None,33.31,2017-06-08 01:00:00,20.99,23
None, 1.872, None,40.48,2017-06-08 02:00:00,19.17,23
None, 1.73, None,44.88,2017-06-08 03:00:00,17.92,23
None, 2.077, None,47.19,2017-06-08 04:00:00,17.7,23
None, 1.414, None,55.1,2017-06-08 05:00:00,16.53,23
None, 1.14, None,51.83,2017-06-08 06:00:00,18.24,23
None, 0.675, None,55.5,2017-06-08 07:00:00,17.92,23
