pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,0.081, None, None, None, None,32.48, None,0.296,329.2, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 01:00:00, None, None, 90.9, None,2
None,0.11, None, None, None, None,26.8, None,0.314,339.7, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 02:00:00, None, None, 91.7, None,2
None,0.242, None, None, None, None,27.6, None,0.312,326.0, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 03:00:00, None, None, 92.9, None,2
None,0.109, None, None, None, None,18.82, None,0.334,333.6, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 04:00:00, None, None, 93.3, None,2
None,0.062, None, None, None, None,22.07, None,0.327,330.5, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 05:00:00, None, None, 92.8, None,2
None,-0.64, None, None, None, None,26.23, None,0.316,346.1, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 06:00:00, None, None, 92.3, None,2
None,0.033, None, None, None, None,16.14, None,0.339,329.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 07:00:00, None, None, 93.2, None,2
None,-0.261, None, None, None, None,11.99, None,0.345,336.6, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 08:00:00, None, None, 94.4, None,2
None,0.11, None, None, None, None,6.552, None,0.351,335.0, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 09:00:00, None, None, 94.6, None,2
None,0.195, None, None, None, None,0.837, None,0.353,335.5, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 10:00:00, None, None, 93.2, None,2
None,0.185, None, None, None, None,9.44, None,0.348,345.3, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 11:00:00, None, None, 95.9, None,2
None,-0.062, None, None, None, None,37.99, None,0.275,333.8, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 12:00:00, None, None, 94.8, None,2
None,-0.005, None, None, None, None,53.19, None,0.207,82.8, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 13:00:00, None, None, 96.9, None,2
None,0.204, None, None, None, None,60.07, None,0.164,56.91, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 14:00:00, None, None, 97.1, None,2
