WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
86.7, None, None,2020-11-04 00:00:00, None,45
94.4, None, None,2020-11-04 01:00:00, None,45
50.6, None, None,2020-11-04 02:00:00, None,45
85.6, None, None,2020-11-04 03:00:00, None,45
82.2, None, None,2020-11-04 04:00:00, None,45
97.5, None, None,2020-11-04 05:00:00, None,45
81.5, None, None,2020-11-04 06:00:00, None,45
93.9, None, None,2020-11-04 07:00:00, None,45
90.1, None, None,2020-11-04 08:00:00, None,45
65.5, None, None,2020-11-04 09:00:00, None,45
85.6, None, None,2020-11-04 10:00:00, None,45
59.1, None, None,2020-11-04 11:00:00, None,45
60.3, None, None,2020-11-04 12:00:00, None,45
58.5, None, None,2020-11-04 13:00:00, None,45
40.8, None, None,2020-11-04 14:00:00, None,45
60.9, None, None,2020-11-04 15:00:00, None,45
59.0, None, None,2020-11-04 16:00:00, None,45
60.3, None, None,2020-11-04 17:00:00, None,45
67.7, None, None,2020-11-04 18:00:00, None,45
70.4, None, None,2020-11-04 19:00:00, None,45
61.7, None, None,2020-11-04 20:00:00, None,45
63.2, None, None,2020-11-04 21:00:00, None,45
57.3, None, None,2020-11-04 22:00:00, None,45
53.2, None, None,2020-11-04 23:00:00, None,45
50.2, None, None,2020-11-05 00:00:00, None,45
35.5, None, None,2020-11-05 01:00:00, None,45
34.7, None, None,2020-11-05 02:00:00, None,45
54.3, None, None,2020-11-05 03:00:00, None,45
96.7, None, None,2020-11-05 04:00:00, None,45
220.0, None, None,2020-11-05 05:00:00, None,45
222.3, None, None,2020-11-05 06:00:00, None,45
208.4, None, None,2020-11-05 07:00:00, None,45
236.9, None, None,2020-11-05 08:00:00, None,45
236.7, None, None,2020-11-05 09:00:00, None,45
248.7, None, None,2020-11-05 10:00:00, None,45
73.5, None, None,2020-11-05 11:00:00, None,45
120.2, None, None,2020-11-05 12:00:00, None,45
63.2, None, None,2020-11-05 13:00:00, None,45
179.7, None, None,2020-11-05 14:00:00, None,45
239.2, None, None,2020-11-05 15:00:00, None,45
217.8, None, None,2020-11-05 16:00:00, None,45
238.9, None, None,2020-11-05 17:00:00, None,45
253.1, None, None,2020-11-05 18:00:00, None,45
266.2, None, None,2020-11-05 19:00:00, None,45
248.4, None, None,2020-11-05 20:00:00, None,45
69.9, None, None,2020-11-05 21:00:00, None,45
253.2, None, None,2020-11-05 22:00:00, None,45
251.6, None, None,2020-11-05 23:00:00, None,45
255.0, None, None,2020-11-06 00:00:00, None,45
233.2, None, None,2020-11-06 01:00:00, None,45
268.0, None, None,2020-11-06 02:00:00, None,45
263.0, None, None,2020-11-06 03:00:00, None,45
266.1, None, None,2020-11-06 04:00:00, None,45
264.8, None, None,2020-11-06 05:00:00, None,45
269.0, None, None,2020-11-06 06:00:00, None,45
264.3, None, None,2020-11-06 07:00:00, None,45
265.9, None, None,2020-11-06 08:00:00, None,45
263.1, None, None,2020-11-06 09:00:00, None,45
265.0, None, None,2020-11-06 10:00:00, None,45
248.3, None, None,2020-11-06 11:00:00, None,45
238.5, None, None,2020-11-06 12:00:00, None,45
248.6, None, None,2020-11-06 13:00:00, None,45
244.0, None, None,2020-11-06 14:00:00, None,45
252.8, None, None,2020-11-06 15:00:00, None,45
260.0, None, None,2020-11-06 16:00:00, None,45
254.3, None, None,2020-11-06 17:00:00, None,45
260.7, None, None,2020-11-06 18:00:00, None,45
274.6, None, None,2020-11-06 19:00:00, None,45
259.0, None, None,2020-11-06 20:00:00, None,45
259.4, None, None,2020-11-06 21:00:00, None,45
253.3, None, None,2020-11-06 22:00:00, None,45
254.0, None, None,2020-11-06 23:00:00, None,45
254.4, None, None,2020-11-07 00:00:00, None,45
252.5, None, None,2020-11-07 01:00:00, None,45
247.1, None, None,2020-11-07 02:00:00, None,45
263.5, None, None,2020-11-07 03:00:00, None,45
266.0, None, None,2020-11-07 04:00:00, None,45
255.6, None, None,2020-11-07 05:00:00, None,45
255.5, None, None,2020-11-07 06:00:00, None,45
264.0, None, None,2020-11-07 07:00:00, None,45
269.2, None, None,2020-11-07 08:00:00, None,45
246.7, None, None,2020-11-07 09:00:00, None,45
244.2, None, None,2020-11-07 10:00:00, None,45
241.9, None, None,2020-11-07 11:00:00, None,45
230.4, None, None,2020-11-07 12:00:00, None,45
227.9, None, None,2020-11-07 13:00:00, None,45
228.7, None, None,2020-11-07 14:00:00, None,45
224.9, None, None,2020-11-07 15:00:00, None,45
228.1, None, None,2020-11-07 16:00:00, None,45
229.8, None, None,2020-11-07 17:00:00, None,45
229.3, None, None,2020-11-07 18:00:00, None,45
226.7, None, None,2020-11-07 19:00:00, None,45
226.6, None, None,2020-11-07 20:00:00, None,45
226.7, None, None,2020-11-07 21:00:00, None,45
223.6, None, None,2020-11-07 22:00:00, None,45
240.2, None, None,2020-11-07 23:00:00, None,45
250.4, None, None,2020-11-08 00:00:00, None,45
253.2, None, None,2020-11-08 01:00:00, None,45
254.8, None, None,2020-11-08 02:00:00, None,45
249.4, None, None,2020-11-08 03:00:00, None,45
254.2, None, None,2020-11-08 04:00:00, None,45
241.0, None, None,2020-11-08 05:00:00, None,45
236.9, None, None,2020-11-08 06:00:00, None,45
265.8, None, None,2020-11-08 07:00:00, None,45
240.3, None, None,2020-11-08 08:00:00, None,45
238.2, None, None,2020-11-08 09:00:00, None,45
237.9, None, None,2020-11-08 10:00:00, None,45
243.6, None, None,2020-11-08 11:00:00, None,45
243.5, None, None,2020-11-08 12:00:00, None,45
227.9, None, None,2020-11-08 13:00:00, None,45
222.5, None, None,2020-11-08 14:00:00, None,45
220.2, None, None,2020-11-08 15:00:00, None,45
222.3, None, None,2020-11-08 16:00:00, None,45
225.5, None, None,2020-11-08 17:00:00, None,45
225.2, None, None,2020-11-08 18:00:00, None,45
228.2, None, None,2020-11-08 19:00:00, None,45
242.0, None, None,2020-11-08 20:00:00, None,45
270.5, None, None,2020-11-08 21:00:00, None,45
265.0, None, None,2020-11-08 22:00:00, None,45
271.0, None, None,2020-11-08 23:00:00, None,45
269.6, None, None,2020-11-09 00:00:00, None,45
251.2, None, None,2020-11-09 01:00:00, None,45
72.8, None, None,2020-11-09 02:00:00, None,45
68.3, None, None,2020-11-09 03:00:00, None,45
71.6, None, None,2020-11-09 04:00:00, None,45
65.6, None, None,2020-11-09 05:00:00, None,45
79.2, None, None,2020-11-09 06:00:00, None,45
68.0, None, None,2020-11-09 07:00:00, None,45
73.3, None, None,2020-11-09 08:00:00, None,45
86.4, None, None,2020-11-09 09:00:00, None,45
89.6, None, None,2020-11-09 10:00:00, None,45
60.4, None, None,2020-11-09 11:00:00, None,45
45.5, None, None,2020-11-09 12:00:00, None,45
40.4, None, None,2020-11-09 13:00:00, None,45
40.9, None, None,2020-11-09 14:00:00, None,45
50.7, None, None,2020-11-09 15:00:00, None,45
61.6, None, None,2020-11-09 16:00:00, None,45
86.3, None, None,2020-11-09 17:00:00, None,45
135.5, None, None,2020-11-09 18:00:00, None,45
66.1, None, None,2020-11-09 19:00:00, None,45
54.2, None, None,2020-11-09 20:00:00, None,45
98.9, None, None,2020-11-09 21:00:00, None,45
136.7, None, None,2020-11-09 22:00:00, None,45
48.7, None, None,2020-11-09 23:00:00, None,45
67.4, None, None,2020-11-10 00:00:00, None,45
56.4, None, None,2020-11-10 01:00:00, None,45
40.6, None, None,2020-11-10 02:00:00, None,45
63.2, None, None,2020-11-10 03:00:00, None,45
56.3, None, None,2020-11-10 04:00:00, None,45
63.4, None, None,2020-11-10 05:00:00, None,45
65.3, None, None,2020-11-10 06:00:00, None,45
47.1, None, None,2020-11-10 07:00:00, None,45
63.3, None, None,2020-11-10 08:00:00, None,45
53.2, None, None,2020-11-10 09:00:00, None,45
69.4, None, None,2020-11-10 10:00:00, None,45
73.1, None, None,2020-11-10 11:00:00, None,45
54.4, None, None,2020-11-10 12:00:00, None,45
46.6, None, None,2020-11-10 13:00:00, None,45
107.0, None, None,2020-11-10 14:00:00, None,45
111.3, None, None,2020-11-10 15:00:00, None,45
188.7, None, None,2020-11-10 16:00:00, None,45
196.4, None, None,2020-11-10 17:00:00, None,45
146.5, None, None,2020-11-10 18:00:00, None,45
66.1, None, None,2020-11-10 19:00:00, None,45
58.4, None, None,2020-11-10 20:00:00, None,45
81.1, None, None,2020-11-10 21:00:00, None,45
184.8, None, None,2020-11-10 22:00:00, None,45
176.0, None, None,2020-11-10 23:00:00, None,45
