time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-04-08, 0.0,19.6,3.8,15
2016-04-09, 0.0,18.1,1.0,15
2016-04-10, 0.0,16.7,1.8,15
2016-04-11, 9.0,12.0,8.1,15
2016-04-12, 3.0,11.7,3.1,15
2016-04-13, 0.0,9.7,2.4,15
2016-04-14, 0.0,16.7,3.9,15
