CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-5.794, 99.0, -3.5, 99.0, None, 34.48, None, 274.4, 14.67, -5.8, -6.0, -6.0, None, -6.0,2022-02-19 00:00:00,8
-5.926, 98.9, -3.5, 99.0, None, 26.14, None, 267.9, 20.35, -5.9, -6.2, -6.0, None, -6.0,2022-02-19 01:00:00,8
-5.819, 99.1, -3.5, 99.0, None, 34.99, None, 266.1, 14.36, -5.8, -6.3, -6.0, None, -6.0,2022-02-19 02:00:00,8
-5.87, 98.9, -3.5, 99.0, None, 24.55, None, 264.6, 17.41, -5.9, -6.4, -6.0, None, -6.0,2022-02-19 03:00:00,8
-5.37, 99.0, -3.5, 99.0, None, 26.77, None, 272.2, 13.83, -5.4, -6.4, -5.0, None, -5.0,2022-02-19 04:00:00,8
-4.974, 99.0, -3.5, 99.0, None, 34.54, None, 274.8, 12.7, -5.0, -6.4, -5.0, None, -5.0,2022-02-19 05:00:00,8
-5.581, 98.9, -3.5, 99.0, None, 29.93, None, 269.8, 16.05, -5.6, -6.4, -5.0, None, -5.0,2022-02-19 06:00:00,8
-5.512, 99.0, -5.3, 99.0, None, 25.92, None, 265.5, 18.22, -5.5, -5.9, -6.0, None, -6.0,2022-02-19 07:00:00,8
-4.519, 76.2, -4.6, 76.0, None, 28.56, None, 271.0, 18.48, -4.5, -5.9, -7.0, None, -7.0,2022-02-19 08:00:00,8
-5.513, 87.0, -4.2, 87.0, None, 26.88, None, 275.7, 28.76, -5.5, -5.9, -8.0, None, -8.0,2022-02-19 09:00:00,8
-6.203, 98.9, -4.2, 99.0, None, 30.68, None, 270.5, 18.92, -6.2, -6.2, -6.0, None, -6.0,2022-02-19 10:00:00,8
-5.925, 98.9, -4.2, 99.0, None, 28.63, None, 272.1, 18.33, -5.9, -6.5, -6.0, None, -6.0,2022-02-19 11:00:00,8
-6.62, 99.0, -4.2, 99.0, None, 29.07, None, 275.5, 20.78, -6.6, -6.9, -7.0, None, -7.0,2022-02-19 12:00:00,8
-6.838, 98.9, -4.2, 99.0, None, 28.25, None, 267.1, 26.53, -6.8, -6.9, -7.0, None, -7.0,2022-02-19 13:00:00,8
-6.64, 99.1, -4.2, 99.0, None, 19.5, None, 267.7, 32.19, -6.6, -7.1, -7.0, None, -7.0,2022-02-19 14:00:00,8
-6.693, 99.0, -4.2, 99.0, None, 21.58, None, 269.9, 31.6, -6.7, -7.2, -7.0, None, -7.0,2022-02-19 15:00:00,8
-6.464, 99.1, -4.2, 99.0, None, 20.53, None, 270.8, 31.66, -6.5, -7.2, -7.0, None, -7.0,2022-02-19 16:00:00,8
-6.618, 99.0, -4.2, 99.0, None, 23.32, None, 273.2, 28.05, -6.6, -7.2, -7.0, None, -7.0,2022-02-19 17:00:00,8
-6.663, 99.0, -4.2, 99.0, None, 20.18, None, 270.4, 33.95, -6.7, -7.2, -7.0, None, -7.0,2022-02-19 18:00:00,8
-6.787, 99.0, -6.6, 99.0, None, 19.97, None, 273.9, 33.32, -6.8, -7.1, -6.0, None, -6.0,2022-02-19 19:00:00,8
-6.959, 98.9, -6.6, 99.0, None, 21.48, None, 271.0, 24.96, -7.0, -7.2, -7.0, None, -7.0,2022-02-19 20:00:00,8
-7.107, 98.9, -6.6, 99.0, None, 18.43, None, 268.3, 26.95, -7.1, -7.2, -7.0, None, -7.0,2022-02-19 21:00:00,8
-7.313, 98.9, -6.6, 99.0, None, 17.16, None, 269.5, 27.17, -7.3, -7.6, -7.0, None, -7.0,2022-02-19 22:00:00,8
-7.56, 98.9, -6.6, 99.0, None, 19.29, None, 271.5, 22.69, -7.6, -7.8, -8.0, None, -8.0,2022-02-19 23:00:00,8
-7.483, 99.0, -6.6, 99.0, None, 18.52, None, 271.9, 20.04, -7.5, -7.9, -8.0, None, -8.0,2022-02-20 00:00:00,8
-8.32, 98.9, -6.6, 99.0, None, 17.79, None, 277.3, 20.7, -8.3, -8.4, -8.0, None, -8.0,2022-02-20 01:00:00,8
-8.36, 98.9, -6.6, 99.0, None, 16.36, None, 275.3, 20.7, -8.4, -8.6, -9.0, None, -9.0,2022-02-20 02:00:00,8
-8.31, 98.9, -8.0, 99.0, None, 17.9, None, 271.4, 4.294, -8.3, -8.8, -9.0, None, -9.0,2022-02-20 03:00:00,8
-8.64, 98.9, -8.0, 99.0, None, 21.06, None, 273.1, 9.85, -8.6, -8.8, -9.0, None, -9.0,2022-02-20 04:00:00,8
-9.11, 98.6, -8.0, 99.0, None, 17.68, None, 268.4, 11.23, -9.1, -9.6, -9.0, None, -9.0,2022-02-20 05:00:00,8
-9.43, 97.6, -8.0, 98.0, None, 19.04, None, 274.0, 10.71, -9.4, -9.7, -10.0, None, -10.0,2022-02-20 06:00:00,8
-9.58, 97.2, -9.2, 97.0, None, 22.18, None, 274.6, 9.36, -9.6, -9.8, -10.0, None, -10.0,2022-02-20 07:00:00,8
-9.63, 97.3, -9.2, 97.0, None, 22.34, None, 280.2, 9.7, -9.6, -10.0, -10.0, None, -10.0,2022-02-20 08:00:00,8
-9.9, 96.8, -9.2, 97.0, None, 21.19, None, 274.2, 10.16, -9.9, -10.0, -10.0, None, -10.0,2022-02-20 09:00:00,8
-9.68, 96.0, -9.0, 96.0, None, 25.86, None, 270.8, 9.47, -9.7, -10.0, -11.0, None, -11.0,2022-02-20 11:00:00,8
-9.72, 96.5, -9.0, 97.0, None, 22.17, None, 266.1, 10.65, -9.7, -10.0, -10.0, None, -10.0,2022-02-20 12:00:00,8
-9.52, 96.6, -9.0, 97.0, None, 18.42, None, 264.6, 10.91, -9.5, -10.0, -10.0, None, -10.0,2022-02-20 13:00:00,8
-9.26, 96.8, -9.0, 97.0, None, 22.19, None, 276.1, 14.0, -9.3, -10.0, -9.0, None, -9.0,2022-02-20 14:00:00,8
-9.23, 97.3, -9.0, 97.0, None, 20.28, None, 268.6, 13.52, -9.2, -10.0, -9.0, None, -9.0,2022-02-20 15:00:00,8
-9.59, 96.8, -9.0, 97.0, None, 16.42, None, 269.9, 13.36, -9.6, -10.0, -10.0, None, -10.0,2022-02-20 16:00:00,8
-9.94, 96.7, -9.0, 97.0, None, 16.69, None, 270.2, 23.14, -9.9, -10.1, -10.0, None, -10.0,2022-02-20 17:00:00,8
-10.1, 96.2, -9.0, 96.0, None, 18.14, None, 278.2, 25.85, -10.1, -10.4, -10.0, None, -10.0,2022-02-20 18:00:00,8
-10.57, 95.5, -9.9, 96.0, None, 18.92, None, 262.6, 20.86, -10.6, -10.7, -11.0, None, -11.0,2022-02-20 19:00:00,8
-10.91, 94.7, -9.9, 95.0, None, 16.28, None, 266.4, 17.29, -10.9, -11.0, -12.0, None, -12.0,2022-02-20 20:00:00,8
-11.35, 93.9, -9.9, 94.0, None, 17.92, None, 259.5, 11.15, -11.4, -11.4, -12.0, None, -12.0,2022-02-20 21:00:00,8
-11.52, 93.7, -9.9, 94.0, None, 16.34, None, 272.2, 9.54, -11.5, -11.6, -12.0, None, -12.0,2022-02-20 22:00:00,8
-12.04, 92.6, -9.9, 93.0, None, 13.39, None, 252.2, 6.734, -12.0, -12.1, -13.0, None, -13.0,2022-02-20 23:00:00,8
-12.15, 92.9, -9.9, 93.0, None, 13.51, None, 236.2, 9.44, -12.2, -12.4, -13.0, None, -13.0,2022-02-21 00:00:00,8
-12.38, 92.4, -9.9, 92.0, None, 12.86, None, 252.2, 8.0, -12.4, -12.6, -14.0, None, -14.0,2022-02-21 01:00:00,8
-12.53, 92.1, -9.9, 92.0, None, 23.14, None, 257.4, 4.45, -12.5, -12.8, -13.0, None, -13.0,2022-02-21 02:00:00,8
-13.66, 89.7, -9.9, 90.0, None, 15.25, None, 95.2, 7.729, -13.7, -13.9, -15.0, None, -15.0,2022-02-21 03:00:00,8
-15.95, 86.8, -9.9, 87.0, None, 12.39, None, 84.0, 12.63, -16.0, -15.9, -17.0, None, -17.0,2022-02-21 04:00:00,8
-17.89, 85.4, -9.9, 85.0, None, 11.89, None, 79.73, 16.96, -17.9, -18.0, -20.0, None, -20.0,2022-02-21 05:00:00,8
-18.68, 84.3, -9.9, 84.0, None, 13.46, None, 92.7, 18.24, -18.7, -18.9, -21.0, None, -21.0,2022-02-21 06:00:00,8
-20.12, 83.1, -18.7, 83.0, None, 16.7, None, 90.9, 19.86, -20.1, -20.2, -22.0, None, -22.0,2022-02-21 07:00:00,8
-20.86, 82.4, -18.7, 82.0, None, 18.89, None, 90.4, 21.2, -20.9, -20.9, -23.0, None, -23.0,2022-02-21 08:00:00,8
-20.96, 82.4, -18.7, 82.0, None, 18.62, None, 91.8, 21.65, -21.0, -21.3, -23.0, None, -23.0,2022-02-21 09:00:00,8
-20.93, 82.4, -18.7, 82.0, None, 15.07, None, 88.9, 20.54, -20.9, -21.5, -23.0, None, -23.0,2022-02-21 10:00:00,8
-21.11, 82.2, -18.7, 82.0, None, 17.67, None, 90.8, 20.97, -21.1, -21.5, -23.0, None, -23.0,2022-02-21 11:00:00,8
