IGNITION_DATE,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2022-07-04,0.009,55.935133,-128.781617
2022-07-04,0.1,57.63945,-131.576117
2022-07-04,37.0,58.372383,-122.285067
2022-07-04,0.009,56.209167,-129.3085
2022-07-04,1.2,57.4505,-130.287333
2022-07-04,3.9,58.740733,-123.030533
2022-07-04,0.2,58.9765,-123.168
2022-07-04,0.06,58.8004,-122.450487
2022-07-04,0.009,56.262,-129.326
2022-07-04,0.8,56.262317,-129.342583
2022-07-04,0.28,58.72845,-123.032783
2022-07-04,0.009,54.523833,-123.642783
2022-07-04,0.01,55.484033,-127.67845
2022-07-04,0.009,58.707878,-122.556251
2022-07-04,0.1,56.244533,-129.339067
2022-07-05,0.009,56.2277,-129.379767
2022-07-05,0.009,57.813883,-131.36555
2022-07-05,0.009,57.47625,-130.29255
2022-07-05,0.1,49.074867,-119.180667
2022-07-05,0.009,52.7147,-122.471333
2022-07-05,0.1,57.034933,-130.2919
2022-07-05,0.02,57.754166,-131.548533
2022-07-05,0.1,59.321117,-133.434883
2022-07-06,2.5,59.262583,-120.209967
2022-07-06,0.6,58.617866,-130.876533
2022-07-06,20.4,59.33475,-131.3518
2022-07-06,0.1,56.583416,-130.792616
2022-07-06,0.92,58.897333,-130.469467
2022-07-06,0.05,57.6862,-131.590617
2022-07-06,20.5,59.70875,-122.212633
2022-07-06,35.6,58.784167,-127.442333
2022-07-06,0.022,49.483867,-119.612733
2022-07-07,0.001,54.359833,-121.248833
2022-07-07,0.009,52.124117,-119.331633
2022-07-07,9.6,59.715417,-129.100367
2022-07-07,0.3,59.38925,-132.230083
2022-07-07,0.1,50.770483,-120.367033
2022-07-08,0.21,58.933417,-122.848467
2022-07-08,0.009,49.402833,-117.28175
2022-07-08,0.1,58.928567,-122.874083
2022-07-08,944.8,59.831467,-126.6955
2022-07-08,0.009,56.274667,-129.342117
2022-07-10,0.001,50.220767,-123.102333
