pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None,5.967, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 00:00:00, None, None,20
None, None,4.98, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 01:00:00, None, None,20
None, None,4.734, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 02:00:00, None, None,20
None, None,4.423, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 03:00:00, None, None,20
None, None,3.851, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 04:00:00, None, None,20
None, None,3.918, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 05:00:00, None, None,20
None, None,4.156, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 06:00:00, None, None,20
None, None,4.994, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 07:00:00, None, None,20
None, None,6.646, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 08:00:00, None, None,20
None, None,9.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 09:00:00, None, None,20
None, None,11.32, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 10:00:00, None, None,20
None, None,13.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 11:00:00, None, None,20
None, None,14.68, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 12:00:00, None, None,20
None, None,16.84, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 13:00:00, None, None,20
None, None,17.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 14:00:00, None, None,20
None, None,18.47, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 15:00:00, None, None,20
None, None,19.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 16:00:00, None, None,20
None, None,19.16, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 17:00:00, None, None,20
None, None,18.29, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 18:00:00, None, None,20
None, None,17.01, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 19:00:00, None, None,20
None, None,13.99, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 20:00:00, None, None,20
None, None,12.02, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 21:00:00, None, None,20
None, None,11.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 22:00:00, None, None,20
None, None,10.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-13 23:00:00, None, None,20
None, None,9.96, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 00:00:00, None, None,20
None, None,9.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 01:00:00, None, None,20
None, None,8.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 02:00:00, None, None,20
None, None,7.675, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 03:00:00, None, None,20
None, None,7.031, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 04:00:00, None, None,20
None, None,6.51, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 05:00:00, None, None,20
None, None,6.192, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 06:00:00, None, None,20
None, None,6.533, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 07:00:00, None, None,20
None, None,7.849, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 08:00:00, None, None,20
None, None,12.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 09:00:00, None, None,20
None, None,15.07, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 10:00:00, None, None,20
None, None,17.11, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 11:00:00, None, None,20
None, None,17.61, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 12:00:00, None, None,20
None, None,18.01, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 13:00:00, None, None,20
None, None,18.18, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 14:00:00, None, None,20
None, None,19.16, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 15:00:00, None, None,20
None, None,18.68, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 16:00:00, None, None,20
None, None,18.26, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 17:00:00, None, None,20
None, None,17.81, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 18:00:00, None, None,20
None, None,15.55, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 19:00:00, None, None,20
None, None,12.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 20:00:00, None, None,20
None, None,10.09, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 21:00:00, None, None,20
None, None,8.61, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 22:00:00, None, None,20
None, None,8.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-14 23:00:00, None, None,20
None, None,7.482, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-15 00:00:00, None, None,20
None, None,6.968, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-15 01:00:00, None, None,20
None, None,7.601, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-15 02:00:00, None, None,20
None, None,7.699, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-15 03:00:00, None, None,20
None, None,7.377, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-15 04:00:00, None, None,20
None, None,7.589, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-15 05:00:00, None, None,20
