RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
None, None, None, None,21.35,128.7, None, None, None, None, None, None, None, None, None, None, None,12.73, None, None, None, None,16.93, None, None, None, None, None,2016-05-13 00:00:00, None,20
None, None, None, None,21.78,126.3, None, None, None, None, None, None, None, None, None, None, None,12.41, None, None, None, None,19.37, None, None, None, None, None,2016-05-13 01:00:00, None,20
None, None, None, None,19.81,112.4, None, None, None, None, None, None, None, None, None, None, None,11.96, None, None, None, None,29.36, None, None, None, None, None,2016-05-13 02:00:00, None,20
None, None, None, None,16.06,96.6, None, None, None, None, None, None, None, None, None, None, None,11.47, None, None, None, None,31.02, None, None, None, None, None,2016-05-13 03:00:00, None,20
None, None, None, None,14.43,97.7, None, None, None, None, None, None, None, None, None, None, None,10.93, None, None, None, None,33.11, None, None, None, None, None,2016-05-13 04:00:00, None,20
None, None, None, None,17.24,98.7, None, None, None, None, None, None, None, None, None, None, None,10.56, None, None, None, None,30.14, None, None, None, None, None,2016-05-13 05:00:00, None,20
None, None, None, None,17.58,88.5, None, None, None, None, None, None, None, None, None, None, None,9.99, None, None, None, None,28.2, None, None, None, None, None,2016-05-13 06:00:00, None,20
None, None, None, None,16.98,85.5, None, None, None, None, None, None, None, None, None, None, None,9.58, None, None, None, None,29.21, None, None, None, None, None,2016-05-13 07:00:00, None,20
None, None, None, None,19.31,81.0, None, None, None, None, None, None, None, None, None, None, None,10.41, None, None, None, None,27.46, None, None, None, None, None,2016-05-13 08:00:00, None,20
None, None, None, None,14.66,91.0, None, None, None, None, None, None, None, None, None, None, None,10.7, None, None, None, None,33.37, None, None, None, None, None,2016-05-13 09:00:00, None,20
None, None, None, None,18.27,77.7, None, None, None, None, None, None, None, None, None, None, None,11.46, None, None, None, None,28.34, None, None, None, None, None,2016-05-13 10:00:00, None,20
None, None, None, None,8.45,98.7, None, None, None, None, None, None, None, None, None, None, None,13.47, None, None, None, None,41.81, None, None, None, None, None,2016-05-13 11:00:00, None,20
None, None, None, None,3.358,115.5, None, None, None, None, None, None, None, None, None, None, None,14.73, None, None, None, None,60.13, None, None, None, None, None,2016-05-13 12:00:00, None,20
None, None, None, None,2.993,179.4, None, None, None, None, None, None, None, None, None, None, None,16.68, None, None, None, None,62.52, None, None, None, None, None,2016-05-13 13:00:00, None,20
None, None, None, None,3.933,179.3, None, None, None, None, None, None, None, None, None, None, None,17.67, None, None, None, None,54.93, None, None, None, None, None,2016-05-13 14:00:00, None,20
None, None, None, None,4.65,176.6, None, None, None, None, None, None, None, None, None, None, None,18.55, None, None, None, None,51.83, None, None, None, None, None,2016-05-13 15:00:00, None,20
None, None, None, None,4.587,171.8, None, None, None, None, None, None, None, None, None, None, None,18.48, None, None, None, None,52.68, None, None, None, None, None,2016-05-13 16:00:00, None,20
None, None, None, None,4.47,176.5, None, None, None, None, None, None, None, None, None, None, None,18.7, None, None, None, None,50.6, None, None, None, None, None,2016-05-13 17:00:00, None,20
None, None, None, None,3.875,168.5, None, None, None, None, None, None, None, None, None, None, None,20.29, None, None, None, None,46.17, None, None, None, None, None,2016-05-13 18:00:00, None,20
None, None, None, None,2.843,148.3, None, None, None, None, None, None, None, None, None, None, None,20.07, None, None, None, None,51.68, None, None, None, None, None,2016-05-13 19:00:00, None,20
None, None, None, None,4.525,145.2, None, None, None, None, None, None, None, None, None, None, None,16.65, None, None, None, None,43.44, None, None, None, None, None,2016-05-13 20:00:00, None,20
None, None, None, None,14.32,131.8, None, None, None, None, None, None, None, None, None, None, None,15.95, None, None, None, None,20.17, None, None, None, None, None,2016-05-13 21:00:00, None,20
None, None, None, None,19.11,127.9, None, None, None, None, None, None, None, None, None, None, None,15.23, None, None, None, None,19.21, None, None, None, None, None,2016-05-13 22:00:00, None,20
None, None, None, None,18.88,122.9, None, None, None, None, None, None, None, None, None, None, None,15.03, None, None, None, None,21.45, None, None, None, None, None,2016-05-13 23:00:00, None,20
None, None, None, None,25.2,130.1, None, None, None, None, None, None, None, None, None, None, None,14.88, None, None, None, None,16.78, None, None, None, None, None,2016-05-14 00:00:00, None,20
None, None, None, None,28.77,130.2, None, None, None, None, None, None, None, None, None, None, None,14.74, None, None, None, None,16.06, None, None, None, None, None,2016-05-14 01:00:00, None,20
None, None, None, None,23.45,129.6, None, None, None, None, None, None, None, None, None, None, None,14.27, None, None, None, None,18.44, None, None, None, None, None,2016-05-14 02:00:00, None,20
