BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 1.204, None, 90.6,2017-06-11 01:00:00, 7.48,24
None, None, 1.107, None, 90.9,2017-06-11 02:00:00, 7.421,24
None, None, 1.366, None, 91.9,2017-06-11 03:00:00, 7.378,24
None, None, 1.122, None, 92.3,2017-06-11 04:00:00, 7.297,24
None, None, 0.907, None, 91.9,2017-06-11 05:00:00, 7.402,24
None, None, 0.932, None, 90.1,2017-06-11 06:00:00, 7.442,24
None, None, 0.669, None, 85.5,2017-06-11 07:00:00, 7.981,24
None, None, 1.384, None, 85.9,2017-06-11 08:00:00, 8.58,24
None, None, 1.792, None, 86.1,2017-06-11 09:00:00, 8.68,24
None, None, 2.057, None, 88.1,2017-06-11 10:00:00, 8.74,24
None, None, 2.203, None, 86.2,2017-06-11 11:00:00, 8.96,24
None, None, 2.585, None, 88.2,2017-06-11 12:00:00, 9.0,24
None, None, 1.903, None, 89.9,2017-06-11 13:00:00, 9.02,24
None, None, 1.827, None, 91.0,2017-06-11 14:00:00, 9.19,24
None, None, 1.759, None, 90.5,2017-06-11 15:00:00, 9.56,24
None, None, 1.967, None, 87.1,2017-06-11 16:00:00, 10.34,24
None, None, 2.047, None, 88.2,2017-06-11 17:00:00, 10.58,24
None, None, 2.37, None, 86.9,2017-06-11 18:00:00, 11.04,24
None, None, 3.203, None, 86.0,2017-06-11 19:00:00, 11.15,24
None, None, 2.296, None, 87.2,2017-06-11 20:00:00, 10.85,24
None, None, 3.106, None, 87.5,2017-06-11 21:00:00, 10.6,24
None, None, 2.695, None, 87.9,2017-06-11 22:00:00, 10.41,24
None, None, 1.403, None, 89.1,2017-06-11 23:00:00, 10.26,24
None, None, 0.476, None, 89.9,2017-06-12 00:00:00, 10.27,24
None, None, 1.11, None, 91.3,2017-06-12 01:00:00, 10.16,24
None, None, 1.375, None, 92.8,2017-06-12 02:00:00, 9.99,24
None, None, 1.145, None, 93.1,2017-06-12 03:00:00, 10.16,24
None, None, 0.871, None, 92.8,2017-06-12 04:00:00, 9.84,24
None, None, 0.801, None, 93.2,2017-06-12 05:00:00, 9.42,24
None, None, 0.29, None, 92.5,2017-06-12 06:00:00, 9.77,24
None, None, 0.504, None, 84.0,2017-06-12 07:00:00, 11.62,24
None, None, 2.62, None, 70.25,2017-06-12 08:00:00, 14.01,24
None, None, 5.124, None, 57.38,2017-06-12 09:00:00, 16.02,24
None, None, 4.643, None, 52.81,2017-06-12 10:00:00, 17.18,24
None, None, 4.809, None, 48.48,2017-06-12 11:00:00, 18.03,24
None, None, 5.218, None, 44.31,2017-06-12 12:00:00, 19.17,24
None, None, 5.477, None, 41.67,2017-06-12 13:00:00, 20.32,24
None, None, 6.406, None, 36.89,2017-06-12 14:00:00, 20.76,24
