AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
18.7, 1.0,2022-08-20 00:00:00, 15.3, 27.5,34
17.8, None,2022-08-20 01:00:00, None, None,34
17.1, None,2022-08-20 02:00:00, None, None,34
16.4, None,2022-08-20 03:00:00, None, None,34
15.6, None,2022-08-20 04:00:00, None, None,34
15.3, None,2022-08-20 05:00:00, None, None,34
15.8, None,2022-08-20 06:00:00, None, None,34
17.3, None,2022-08-20 07:00:00, None, None,34
18.2, None,2022-08-20 08:00:00, None, None,34
20.0, None,2022-08-20 09:00:00, None, None,34
22.7, None,2022-08-20 10:00:00, None, None,34
24.9, None,2022-08-20 11:00:00, None, None,34
26.2, None,2022-08-20 12:00:00, None, None,34
26.3, None,2022-08-20 13:00:00, None, None,34
27.5, None,2022-08-20 14:00:00, None, None,34
27.1, None,2022-08-20 15:00:00, None, None,34
24.7, None,2022-08-20 16:00:00, None, None,34
25.4, None,2022-08-20 17:00:00, None, None,34
23.6, None,2022-08-20 18:00:00, None, None,34
21.0, None,2022-08-20 19:00:00, None, None,34
19.5, None,2022-08-20 20:00:00, None, None,34
18.9, None,2022-08-20 21:00:00, None, None,34
18.3, None,2022-08-20 22:00:00, None, None,34
17.6, None,2022-08-20 23:00:00, None, None,34
17.0, 0.0,2022-08-21 00:00:00, 16.8, 23.6,34
17.2, None,2022-08-21 01:00:00, None, None,34
17.1, None,2022-08-21 02:00:00, None, None,34
17.0, None,2022-08-21 03:00:00, None, None,34
17.2, None,2022-08-21 04:00:00, None, None,34
17.0, None,2022-08-21 05:00:00, None, None,34
17.0, None,2022-08-21 06:00:00, None, None,34
18.2, None,2022-08-21 07:00:00, None, None,34
18.1, None,2022-08-21 08:00:00, None, None,34
18.1, None,2022-08-21 09:00:00, None, None,34
18.5, None,2022-08-21 10:00:00, None, None,34
19.6, None,2022-08-21 11:00:00, None, None,34
23.3, None,2022-08-21 12:00:00, None, None,34
22.0, None,2022-08-21 13:00:00, None, None,34
22.5, None,2022-08-21 14:00:00, None, None,34
21.6, None,2022-08-21 15:00:00, None, None,34
22.5, None,2022-08-21 16:00:00, None, None,34
23.6, None,2022-08-21 17:00:00, None, None,34
21.6, None,2022-08-21 18:00:00, None, None,34
19.9, None,2022-08-21 19:00:00, None, None,34
19.0, None,2022-08-21 20:00:00, None, None,34
18.2, None,2022-08-21 21:00:00, None, None,34
17.3, None,2022-08-21 22:00:00, None, None,34
16.8, None,2022-08-21 23:00:00, None, None,34
16.3, 1.0,2022-08-22 00:00:00, 14.1, 28.5,34
15.7, None,2022-08-22 01:00:00, None, None,34
15.4, None,2022-08-22 02:00:00, None, None,34
14.6, None,2022-08-22 03:00:00, None, None,34
14.4, None,2022-08-22 04:00:00, None, None,34
14.1, None,2022-08-22 05:00:00, None, None,34
14.4, None,2022-08-22 06:00:00, None, None,34
16.7, None,2022-08-22 07:00:00, None, None,34
18.9, None,2022-08-22 08:00:00, None, None,34
21.5, None,2022-08-22 09:00:00, None, None,34
23.7, None,2022-08-22 10:00:00, None, None,34
24.9, None,2022-08-22 11:00:00, None, None,34
26.8, None,2022-08-22 12:00:00, None, None,34
28.5, None,2022-08-22 13:00:00, None, None,34
26.9, None,2022-08-22 14:00:00, None, None,34
27.3, None,2022-08-22 15:00:00, None, None,34
26.7, None,2022-08-22 16:00:00, None, None,34
