AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
11.0, 0.0,0.0, 0.0,2020-08-26 00:00:00, 210.0, 95.0,35
10.7, None,0.0, 0.0,2020-08-26 00:15:00, 180.0, 95.0,35
10.6, None,0.0, 0.0,2020-08-26 00:30:00, 168.0, 96.0,35
10.5, None,0.0, 0.0,2020-08-26 00:45:00, 201.0, 96.0,35
10.3, 1.0,0.0, 0.0,2020-08-26 01:00:00, 188.0, 96.0,35
10.1, None,0.0, 0.0,2020-08-26 01:15:00, 181.0, 97.0,35
9.9, None,0.0, 0.0,2020-08-26 01:30:00, 198.0, 97.0,35
9.7, None,0.0, 0.0,2020-08-26 01:45:00, 196.0, 97.0,35
9.6, -2.0,0.0, 0.0,2020-08-26 02:00:00, 196.0, 97.0,35
9.4, None,0.0, 0.0,2020-08-26 02:15:00, 187.0, 98.0,35
9.2, None,0.0, 0.0,2020-08-26 02:30:00, 196.0, 98.0,35
9.1, None,0.0, 0.0,2020-08-26 02:45:00, 201.0, 98.0,35
9.0, 2.0,0.0, 0.0,2020-08-26 03:00:00, 188.0, 98.0,35
8.9, None,0.0, 0.0,2020-08-26 03:15:00, 192.0, 98.0,35
8.7, None,0.0, 0.0,2020-08-26 03:30:00, 190.0, 98.0,35
8.6, None,0.0, 0.0,2020-08-26 03:45:00, 182.0, 98.0,35
8.5, 0.0,0.0, 0.0,2020-08-26 04:00:00, 201.0, 98.0,35
8.3, None,0.0, 0.0,2020-08-26 04:15:00, 188.0, 98.0,35
8.2, None,0.0, 0.0,2020-08-26 04:30:00, 193.0, 98.0,35
8.0, None,0.0, 0.0,2020-08-26 04:45:00, 191.0, 98.0,35
7.9, 0.0,0.0, 0.0,2020-08-26 05:00:00, 196.0, 98.0,35
7.9, None,0.0, 0.0,2020-08-26 05:15:00, 198.0, 98.0,35
7.6, None,0.0, 0.0,2020-08-26 05:30:00, 200.0, 98.0,35
7.5, None,0.0, 0.0,2020-08-26 05:45:00, 174.0, 98.0,35
7.5, 0.0,0.0, 0.0,2020-08-26 06:00:00, 174.0, 98.0,35
7.6, None,0.0, 0.0,2020-08-26 06:15:00, 193.0, 98.0,35
8.0, None,0.0, 0.0,2020-08-26 06:30:00, 172.0, 97.0,35
8.8, None,0.0, 0.0,2020-08-26 06:45:00, 175.0, 94.0,35
9.5, -1.0,0.0, 0.0,2020-08-26 07:00:00, 195.0, 94.0,35
10.6, None,0.0, 0.0,2020-08-26 07:15:00, 131.0, 92.0,35
11.6, None,0.0, 0.0,2020-08-26 07:30:00, 113.0, 91.0,35
12.7, None,0.0, 0.0,2020-08-26 07:45:00, 119.0, 87.0,35
14.3, -1.0,0.0, 0.0,2020-08-26 08:00:00, 139.0, 83.0,35
15.8, None,0.0, 0.0,2020-08-26 08:15:00, 107.0, 74.0,35
16.2, None,0.0, 0.0,2020-08-26 08:30:00, 16.0, 71.0,35
17.0, None,0.0, 0.0,2020-08-26 08:45:00, 32.0, 68.0,35
