RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
85.7, None, None, None,3.475,308.4, None, None, 3.0, 1004.0, None, None, None, None, None, 37.02, None, None, 5.333, None, None, None, None,33.99, None, None, None, None, None,2016-03-11 00:00:00, None,11
94.3, None, None, None,1.834,320.8, None, None, 3.0, 1005.0, None, None, None, None, None, 37.15, None, None, 4.17, None, None, None, None,51.33, None, None, None, None, None,2016-03-11 01:00:00, None,11
99.4, None, None, None,2.378,124.0, None, None, 3.0, 1005.0, None, None, None, None, None, 36.88, None, None, 3.397, None, None, None, None,30.59, None, None, None, None, None,2016-03-11 02:00:00, None,11
101.1, None, None, None,1.31,137.3, None, None, 3.0, 1007.0, None, None, None, None, None, 37.1, None, None, 3.118, None, None, None, None,51.39, None, None, None, None, None,2016-03-11 03:00:00, None,11
101.9, None, None, None,1.551,151.4, None, None, 3.0, 1007.0, None, None, None, None, None, 36.72, None, None, 2.8, None, None, None, None,38.47, None, None, None, None, None,2016-03-11 04:00:00, None,11
102.5, None, None, None,0.579,146.7, None, None, 3.0, 1007.0, None, None, None, None, None, 37.06, None, None, 2.723, None, None, None, None,61.25, None, None, None, None, None,2016-03-11 05:00:00, None,11
102.7, None, None, None,0.826,145.9, None, None, 2.0, 1007.0, None, None, None, None, None, 37.12, None, None, 2.453, None, None, None, None,45.68, None, None, None, None, None,2016-03-11 06:00:00, None,11
102.8, None, None, None,0.646,111.2, None, None, 2.0, 1007.0, None, None, None, None, None, 36.68, None, None, 1.895, None, None, None, None,64.85, None, None, None, None, None,2016-03-11 07:00:00, None,11
103.0, None, None, None,0.581,119.7, None, None, 1.0, 1005.0, None, None, None, None, None, 36.94, None, None, 1.261, None, None, None, None,64.31, None, None, None, None, None,2016-03-11 08:00:00, None,11
None, None, None, None,0.469,127.7, None, None, 2.0, 1005.0, None, None, None, None, None, 36.59, None, None, 1.568, None, None, None, None,66.53, None, None, None, None, None,2016-03-11 09:00:00, None,11
None, None, None, None,0.416,119.4, None, None, 1.0, 1004.0, None, None, None, None, None, 36.75, None, None, 1.309, None, None, None, None,71.9, None, None, None, None, None,2016-03-11 10:00:00, None,11
85.8, None, None, None,1.457,153.6, None, None, 5.0, 1003.0, None, None, None, None, None, 35.65, None, None, 7.7, None, None, None, None,57.16, None, None, None, None, None,2016-03-11 11:00:00, None,11
46.46, None, None, None,2.601,190.2, None, None, 1.0, 1003.0, None, None, None, None, None, 34.89, None, None, 11.92, None, None, None, None,41.18, None, None, None, None, None,2016-03-11 12:00:00, None,11
41.26, None, None, None,2.419,200.3, None, None, 0.0, 1001.0, None, None, None, None, None, 35.05, None, None, 12.95, None, None, None, None,47.97, None, None, None, None, None,2016-03-11 13:00:00, None,11
27.29, None, None, None,3.068,145.7, None, None, -5.0, 1000.0, None, None, None, None, None, 34.98, None, None, 13.31, None, None, None, None,47.56, None, None, None, None, None,2016-03-11 14:00:00, None,11
24.34, None, None, None,4.966,133.7, None, None, -6.0, 999.0, None, None, None, None, None, 34.84, None, None, 13.8, None, None, None, None,34.99, None, None, None, None, None,2016-03-11 15:00:00, None,11
26.38, None, None, None,3.049,61.97, None, None, -7.0, 997.0, None, None, None, None, None, 35.34, None, None, 11.96, None, None, None, None,52.52, None, None, None, None, None,2016-03-11 16:00:00, None,11
31.25, None, None, None,2.16,69.63, None, None, -5.0, 996.0, None, None, None, None, None, 36.18, None, None, 10.85, None, None, None, None,54.1, None, None, None, None, None,2016-03-11 17:00:00, None,11
63.45, None, None, None,0.979,1.366, None, None, 2.0, 996.0, None, None, None, None, None, 34.72, None, None, 8.29, None, None, None, None,59.97, None, None, None, None, None,2016-03-11 18:00:00, None,11
47.76, None, None, None,1.732,74.0, None, None, -3.0, 995.0, None, None, None, None, None, 36.7, None, None, 7.22, None, None, None, None,52.53, None, None, None, None, None,2016-03-11 19:00:00, None,11
47.7, None, None, None,0.5,74.1, None, None, -3.0, 995.0, None, None, None, None, None, 36.28, None, None, 7.6, None, None, None, None,73.5, None, None, None, None, None,2016-03-11 20:00:00, None,11
47.57, None, None, None,1.879,27.68, None, None, -3.0, 995.0, None, None, None, None, None, 36.17, None, None, 7.38, None, None, None, None,46.2, None, None, None, None, None,2016-03-11 21:00:00, None,11
48.03, None, None, None,1.356,75.1, None, None, -3.0, 995.0, None, None, None, None, None, 35.7, None, None, 7.66, None, None, None, None,68.4, None, None, None, None, None,2016-03-11 22:00:00, None,11
47.79, None, None, None,2.057,150.4, None, None, -3.0, 993.0, None, None, None, None, None, 36.03, None, None, 7.56, None, None, None, None,61.99, None, None, None, None, None,2016-03-11 23:00:00, None,11
49.03, None, None, None,7.56,150.1, None, None, -3.0, 993.0, None, None, None, None, None, 35.2, None, None, 7.32, None, None, None, None,25.83, None, None, None, None, None,2016-03-12 00:00:00, None,11
52.97, None, None, None,6.685,148.1, None, None, -2.0, 992.0, None, None, None, None, None, 35.27, None, None, 6.833, None, None, None, None,29.3, None, None, None, None, None,2016-03-12 01:00:00, None,11
71.6, None, None, None,0.557,84.6, None, None, 1.0, 992.0, None, None, None, None, None, 35.54, None, None, 5.702, None, None, None, None,70.7, None, None, None, None, None,2016-03-12 02:00:00, None,11
70.2, None, None, None,0.208,19.47, None, None, 0.0, 992.0, None, None, None, None, None, 36.23, None, None, 5.48, None, None, None, None,75.1, None, None, None, None, None,2016-03-12 03:00:00, None,11
68.77, None, None, None,3.515,149.3, None, None, 1.0, 991.0, None, None, None, None, None, 35.2, None, None, 6.462, None, None, None, None,32.94, None, None, None, None, None,2016-03-12 04:00:00, None,11
76.3, None, None, None,1.472,139.1, None, None, 2.0, 991.0, None, None, None, None, None, 34.81, None, None, 5.634, None, None, None, None,57.37, None, None, None, None, None,2016-03-12 05:00:00, None,11
79.2, None, None, None,0.984,336.9, None, None, 2.0, 989.0, None, None, None, None, None, 35.27, None, None, 5.003, None, None, None, None,58.78, None, None, None, None, None,2016-03-12 06:00:00, None,11
87.7, None, None, None,1.12,1.918, None, None, 3.0, 989.0, None, None, None, None, None, 35.22, None, None, 4.538, None, None, None, None,40.71, None, None, None, None, None,2016-03-12 07:00:00, None,11
76.7, None, None, None,1.259,14.14, None, None, 2.0, 989.0, None, None, None, None, None, 35.82, None, None, 5.324, None, None, None, None,49.54, None, None, None, None, None,2016-03-12 08:00:00, None,11
69.0, None, None, None,0.784,183.2, None, None, 2.0, 989.0, None, None, None, None, None, 34.67, None, None, 7.36, None, None, None, None,68.45, None, None, None, None, None,2016-03-12 09:00:00, None,11
66.72, None, None, None,1.024,205.9, None, None, 3.0, 988.0, None, None, None, None, None, 35.02, None, None, 8.38, None, None, None, None,55.91, None, None, None, None, None,2016-03-12 10:00:00, None,11
58.92, None, None, None,3.412,140.6, None, None, 2.0, 988.0, None, None, None, None, None, 34.19, None, None, 9.26, None, None, None, None,46.16, None, None, None, None, None,2016-03-12 11:00:00, None,11
58.26, None, None, None,4.14,148.7, None, None, 2.0, 989.0, None, None, None, None, None, 34.16, None, None, 9.69, None, None, None, None,34.93, None, None, None, None, None,2016-03-12 12:00:00, None,11
51.76, None, None, None,4.686,137.9, None, None, 2.0, 989.0, None, None, None, None, None, 33.81, None, None, 11.04, None, None, None, None,25.03, None, None, None, None, None,2016-03-12 13:00:00, None,11
47.18, None, None, None,2.84,144.8, None, None, 1.0, 989.0, None, None, None, None, None, 33.12, None, None, 11.47, None, None, None, None,42.04, None, None, None, None, None,2016-03-12 14:00:00, None,11
68.95, None, None, None,2.355,220.7, None, None, 3.0, 992.0, None, None, None, None, None, 32.59, None, None, 8.77, None, None, None, None,63.05, None, None, None, None, None,2016-03-12 15:00:00, None,11
94.2, None, None, None,2.719,113.2, None, None, 6.0, 993.0, None, None, None, None, None, 32.78, None, None, 6.462, None, None, None, None,39.57, None, None, None, None, None,2016-03-12 16:00:00, None,11
93.3, None, None, None,0.73,107.6, None, None, 5.0, 993.0, None, None, None, None, None, 33.28, None, None, 5.95, None, None, None, None,60.35, None, None, None, None, None,2016-03-12 18:00:00, None,11
97.7, None, None, None,1.065,133.0, None, None, 4.0, 993.0, None, None, None, None, None, 33.6, None, None, 4.614, None, None, None, None,34.47, None, None, None, None, None,2016-03-12 19:00:00, None,11
100.5, None, None, None,0.667,99.2, None, None, 3.0, 993.0, None, None, None, None, None, 33.63, None, None, 2.78, None, None, None, None,55.12, None, None, None, None, None,2016-03-12 20:00:00, None,11
102.1, None, None, None,1.368,140.6, None, None, 2.0, 995.0, None, None, None, None, None, 33.45, None, None, 2.492, None, None, None, None,46.04, None, None, None, None, None,2016-03-12 21:00:00, None,11
102.3, None, None, None,0.475,67.85, None, None, 1.0, 995.0, None, None, None, None, None, 33.2, None, None, 1.347, None, None, None, None,64.08, None, None, None, None, None,2016-03-12 22:00:00, None,11
102.7, None, None, None,0.45,152.8, None, None, 1.0, 995.0, None, None, None, None, None, 33.17, None, None, 0.617, None, None, None, None,68.38, None, None, None, None, None,2016-03-12 23:00:00, None,11
102.9, None, None, None,0.787,62.74, None, None, 0.0, 995.0, None, None, None, None, None, 33.32, None, None, 0.175, None, None, None, None,66.2, None, None, None, None, None,2016-03-13 00:00:00, None,11
103.0, None, None, None,0.613,118.9, None, None, 0.0, 995.0, None, None, None, None, None, 33.31, None, None, -0.43, None, None, None, None,70.8, None, None, None, None, None,2016-03-13 01:00:00, None,11
None, None, None, None,0.581,103.3, None, None, -1.0, 995.0, None, None, None, None, None, 33.34, None, None, -1.123, None, None, None, None,67.39, None, None, None, None, None,2016-03-13 04:00:00, None,11
None, None, None, None,1.108,99.5, None, None, -2.0, 995.0, None, None, None, None, None, 33.48, None, None, -1.574, None, None, None, None,62.35, None, None, None, None, None,2016-03-13 05:00:00, None,11
102.5, None, None, None,0.896,109.4, None, None, -2.0, 995.0, None, None, None, None, None, 33.57, None, None, -2.18, None, None, None, None,58.58, None, None, None, None, None,2016-03-13 08:00:00, None,11
102.6, None, None, None,0.743,175.6, None, None, -2.0, 995.0, None, None, None, None, None, 33.56, None, None, -1.92, None, None, None, None,62.47, None, None, None, None, None,2016-03-13 09:00:00, None,11
102.9, None, None, None,1.517,84.8, None, None, -1.0, 993.0, None, None, None, None, None, 33.41, None, None, -1.09, None, None, None, None,52.63, None, None, None, None, None,2016-03-13 10:00:00, None,11
None, None, None, None,2.15,127.0, None, None, 0.0, 993.0, None, None, None, None, None, 33.55, None, None, 0.272, None, None, None, None,39.15, None, None, None, None, None,2016-03-13 11:00:00, None,11
None, None, None, None,1.689,150.5, None, None, 4.0, 993.0, None, None, None, None, None, 33.06, None, None, 4.23, None, None, None, None,45.58, None, None, None, None, None,2016-03-13 12:00:00, None,11
71.8, None, None, None,2.145,160.1, None, None, 2.0, 992.0, None, None, None, None, None, 32.44, None, None, 6.57, None, None, None, None,37.16, None, None, None, None, None,2016-03-13 13:00:00, None,11
48.54, None, None, None,1.142,165.4, None, None, -1.0, 992.0, None, None, None, None, None, 31.92, None, None, 9.52, None, None, None, None,48.73, None, None, None, None, None,2016-03-13 14:00:00, None,11
41.25, None, None, None,0.35,200.1, None, None, 0.0, 991.0, None, None, None, None, None, 31.88, None, None, 12.92, None, None, None, None,71.0, None, None, None, None, None,2016-03-13 15:00:00, None,11
38.43, None, None, None,1.139,169.5, None, None, -1.0, 991.0, None, None, None, None, None, 32.74, None, None, 12.76, None, None, None, None,58.07, None, None, None, None, None,2016-03-13 16:00:00, None,11
39.34, None, None, None,0.923,308.6, None, None, 0.0, 989.0, None, None, None, None, None, 32.16, None, None, 13.28, None, None, None, None,61.36, None, None, None, None, None,2016-03-13 17:00:00, None,11
46.66, None, None, None,2.634,352.0, None, None, 0.0, 989.0, None, None, None, None, None, 31.21, None, None, 10.47, None, None, None, None,25.68, None, None, None, None, None,2016-03-13 18:00:00, None,11
70.5, None, None, None,1.338,32.36, None, None, 1.0, 989.0, None, None, None, None, None, 32.72, None, None, 5.837, None, None, None, None,52.17, None, None, None, None, None,2016-03-13 19:00:00, None,11
82.0, None, None, None,1.482,71.1, None, None, 1.0, 989.0, None, None, None, None, None, 32.65, None, None, 4.098, None, None, None, None,56.2, None, None, None, None, None,2016-03-13 20:00:00, None,11
77.3, None, None, None,0.338,5.142, None, None, 1.0, 989.0, None, None, None, None, None, 33.53, None, None, 4.141, None, None, None, None,74.0, None, None, None, None, None,2016-03-13 21:00:00, None,11
72.3, None, None, None,0.931,340.5, None, None, 0.0, 989.0, None, None, None, None, None, 33.6, None, None, 4.577, None, None, None, None,63.8, None, None, None, None, None,2016-03-13 22:00:00, None,11
