WDIR_VECT,time,TEMP_MEAN,week_of_year
19.4,2021-11-05 00:00:00, None,45
112.5,2021-11-05 01:00:00, None,45
95.4,2021-11-05 02:00:00, None,45
61.6,2021-11-05 03:00:00, None,45
48.8,2021-11-05 04:00:00, None,45
52.8,2021-11-05 05:00:00, None,45
64.2,2021-11-05 06:00:00, None,45
84.1,2021-11-05 07:00:00, None,45
113.1,2021-11-05 08:00:00, None,45
165.3,2021-11-05 09:00:00, None,45
184.5,2021-11-05 10:00:00, None,45
184.9,2021-11-05 11:00:00, None,45
179.4,2021-11-05 12:00:00, None,45
154.7,2021-11-05 13:00:00, None,45
145.7,2021-11-05 14:00:00, None,45
132.0,2021-11-05 15:00:00, None,45
133.5,2021-11-05 16:00:00, None,45
47.7,2021-11-05 17:00:00, None,45
19.5,2021-11-05 18:00:00, None,45
10.2,2021-11-05 19:00:00, None,45
16.6,2021-11-05 20:00:00, None,45
17.8,2021-11-05 21:00:00, None,45
17.6,2021-11-05 22:00:00, None,45
33.2,2021-11-05 23:00:00, None,45
28.5,2021-11-06 00:00:00, None,45
56.8,2021-11-06 01:00:00, None,45
118.7,2021-11-06 02:00:00, None,45
136.2,2021-11-06 03:00:00, None,45
95.0,2021-11-06 04:00:00, None,45
10.1,2021-11-06 05:00:00, None,45
32.2,2021-11-06 06:00:00, None,45
101.5,2021-11-06 07:00:00, None,45
93.7,2021-11-06 08:00:00, None,45
79.2,2021-11-06 09:00:00, None,45
41.9,2021-11-06 10:00:00, None,45
59.6,2021-11-06 11:00:00, None,45
65.4,2021-11-06 12:00:00, None,45
119.3,2021-11-06 13:00:00, None,45
71.7,2021-11-06 14:00:00, None,45
29.0,2021-11-06 15:00:00, None,45
32.7,2021-11-06 16:00:00, None,45
116.1,2021-11-06 17:00:00, None,45
132.0,2021-11-06 18:00:00, None,45
144.5,2021-11-06 19:00:00, None,45
159.3,2021-11-06 20:00:00, None,45
161.7,2021-11-06 21:00:00, None,45
173.0,2021-11-06 22:00:00, None,45
175.0,2021-11-06 23:00:00, None,45
181.8,2021-11-07 00:00:00, None,45
165.9,2021-11-07 01:00:00, None,45
152.0,2021-11-07 02:00:00, None,45
164.4,2021-11-07 03:00:00, None,45
164.2,2021-11-07 04:00:00, None,45
180.2,2021-11-07 05:00:00, None,45
142.2,2021-11-07 06:00:00, None,45
139.3,2021-11-07 07:00:00, None,45
125.9,2021-11-07 08:00:00, None,45
124.5,2021-11-07 09:00:00, None,45
122.2,2021-11-07 10:00:00, None,45
149.2,2021-11-07 11:00:00, None,45
140.8,2021-11-07 12:00:00, None,45
156.1,2021-11-07 13:00:00, None,45
163.7,2021-11-07 14:00:00, None,45
184.8,2021-11-07 15:00:00, None,45
187.1,2021-11-07 16:00:00, None,45
185.3,2021-11-07 17:00:00, None,45
185.0,2021-11-07 18:00:00, None,45
179.6,2021-11-07 19:00:00, None,45
184.1,2021-11-07 20:00:00, None,45
180.5,2021-11-07 21:00:00, None,45
240.4,2021-11-07 22:00:00, None,45
9.1,2021-11-07 23:00:00, None,45
14.4,2021-11-08 00:00:00, None,45
351.3,2021-11-08 01:00:00, None,45
359.5,2021-11-08 02:00:00, None,45
353.8,2021-11-08 03:00:00, None,45
16.9,2021-11-08 04:00:00, None,45
26.2,2021-11-08 05:00:00, None,45
24.1,2021-11-08 06:00:00, None,45
19.4,2021-11-08 07:00:00, None,45
11.5,2021-11-08 08:00:00, None,45
14.8,2021-11-08 09:00:00, None,45
23.4,2021-11-08 10:00:00, None,45
32.3,2021-11-08 11:00:00, None,45
35.0,2021-11-08 12:00:00, None,45
36.1,2021-11-08 13:00:00, None,45
35.4,2021-11-08 14:00:00, None,45
39.8,2021-11-08 15:00:00, None,45
39.7,2021-11-08 16:00:00, None,45
37.1,2021-11-08 17:00:00, None,45
32.2,2021-11-08 18:00:00, None,45
34.0,2021-11-08 19:00:00, None,45
47.1,2021-11-08 20:00:00, None,45
53.2,2021-11-08 21:00:00, None,45
39.1,2021-11-08 22:00:00, None,45
104.7,2021-11-08 23:00:00, None,45
46.1,2021-11-09 00:00:00, None,45
81.7,2021-11-09 01:00:00, None,45
133.0,2021-11-09 02:00:00, None,45
77.4,2021-11-09 03:00:00, None,45
47.5,2021-11-09 04:00:00, None,45
54.1,2021-11-09 05:00:00, None,45
44.3,2021-11-09 06:00:00, None,45
179.2,2021-11-09 07:00:00, None,45
195.6,2021-11-09 08:00:00, None,45
216.6,2021-11-09 09:00:00, None,45
190.1,2021-11-09 10:00:00, None,45
148.8,2021-11-09 11:00:00, None,45
193.1,2021-11-09 12:00:00, None,45
165.0,2021-11-09 13:00:00, None,45
182.2,2021-11-09 14:00:00, None,45
189.0,2021-11-09 15:00:00, None,45
176.9,2021-11-09 16:00:00, None,45
173.3,2021-11-09 17:00:00, None,45
172.5,2021-11-09 18:00:00, None,45
173.6,2021-11-09 19:00:00, None,45
174.6,2021-11-09 20:00:00, None,45
164.2,2021-11-09 21:00:00, None,45
179.4,2021-11-09 22:00:00, None,45
244.3,2021-11-09 23:00:00, None,45
34.7,2021-11-10 00:00:00, None,45
143.0,2021-11-10 01:00:00, None,45
158.7,2021-11-10 02:00:00, None,45
186.8,2021-11-10 03:00:00, None,45
56.7,2021-11-10 04:00:00, None,45
184.8,2021-11-10 05:00:00, None,45
197.7,2021-11-10 06:00:00, None,45
180.1,2021-11-10 07:00:00, None,45
174.8,2021-11-10 08:00:00, None,45
14.4,2021-11-10 09:00:00, None,45
15.2,2021-11-10 10:00:00, None,45
10.2,2021-11-10 11:00:00, None,45
20.6,2021-11-10 12:00:00, None,45
22.0,2021-11-10 13:00:00, None,45
23.3,2021-11-10 14:00:00, None,45
26.3,2021-11-10 15:00:00, None,45
24.8,2021-11-10 16:00:00, None,45
19.3,2021-11-10 17:00:00, None,45
22.9,2021-11-10 18:00:00, None,45
15.3,2021-11-10 19:00:00, None,45
20.4,2021-11-10 20:00:00, None,45
17.7,2021-11-10 21:00:00, None,45
19.6,2021-11-10 22:00:00, None,45
26.9,2021-11-10 23:00:00, None,45
18.3,2021-11-11 00:00:00, None,45
15.1,2021-11-11 01:00:00, None,45
28.3,2021-11-11 02:00:00, None,45
30.4,2021-11-11 03:00:00, None,45
29.6,2021-11-11 04:00:00, None,45
31.7,2021-11-11 05:00:00, None,45
29.6,2021-11-11 06:00:00, None,45
34.1,2021-11-11 07:00:00, None,45
347.9,2021-11-11 08:00:00, None,45
17.0,2021-11-11 09:00:00, None,45
13.6,2021-11-11 10:00:00, None,45
18.5,2021-11-11 11:00:00, None,45
26.4,2021-11-11 12:00:00, None,45
37.2,2021-11-11 13:00:00, None,45
187.6,2021-11-11 14:00:00, None,45
29.7,2021-11-11 15:00:00, None,45
15.7,2021-11-11 16:00:00, None,45
23.0,2021-11-11 17:00:00, None,45
149.2,2021-11-11 18:00:00, None,45
27.8,2021-11-11 19:00:00, None,45
28.8,2021-11-11 20:00:00, None,45
14.1,2021-11-11 21:00:00, None,45
8.0,2021-11-11 22:00:00, None,45
27.7,2021-11-11 23:00:00, None,45
