AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1
,0.0, None,2019-02-26,-22.1,-9.2,9,,,,,
,1.0, None,2019-02-27,-21.2,-5.0,9,,,,,
,5.0, None,2019-02-28,-12.5,-6.2,9,,,,,
,5.0, None,2019-03-01,-10.5,-5.7,9,,,,,
,3.0, None,2019-03-02,-20.8,-9.3,9,,,,,
,0.0, None,2019-03-03,-24.0,-9.0,9,,,,,
,0.0, None,2019-03-04,-22.6,-4.6,9,,,,,
,,,2019-02-26 00:00:00, None, None,9,675.0,405.0, None, None,-10.6
,,,2019-02-26 01:00:00, None, None,9,675.0,405.0, None, None,-13.0
,,,2019-02-26 02:00:00, None, None,9,675.0,405.0, None, None,-15.3
,,,2019-02-26 03:00:00, None, None,9,675.0,405.0, None, None,-16.0
,,,2019-02-26 04:00:00, None, None,9,676.0,404.0, None, None,-17.5
,,,2019-02-26 05:00:00, None, None,9,676.0,404.0, None, None,-18.7
,,,2019-02-26 06:00:00, None, None,9,676.0,404.0, None, None,-19.9
,,,2019-02-26 07:00:00, None, None,9,676.0,404.0, None, None,-20.9
,,,2019-02-26 08:00:00, None, None,9,677.0,403.0, None, None,-21.2
,,,2019-02-26 09:00:00, None, None,9,677.0,403.0, None, None,-21.6
,,,2019-02-26 10:00:00, None, None,9,677.0,403.0, None, None,-21.8
,,,2019-02-26 11:00:00, None, None,9,677.0,403.0, None, None,-21.6
,,,2019-02-26 12:00:00, None, None,9,677.0,403.0, None, None,-20.0
,,,2019-02-26 13:00:00, None, None,9,677.0,403.0, None, None,-19.4
,,,2019-02-26 14:00:00, None, None,9,677.0,403.0, None, None,-20.6
,,,2019-02-26 15:00:00, None, None,9,677.0,403.0, None, None,-21.7
,,,2019-02-26 16:00:00, None, None,9,677.0,403.0, 487.0, None,-20.3
,,,2019-02-26 17:00:00, None, None,9,677.0,402.0, None, None,-15.7
,,,2019-02-26 18:00:00, None, None,9,677.0,402.0, None, None,-12.9
,,,2019-02-26 19:00:00, None, None,9,676.0,402.0, None, None,-11.2
,,,2019-02-26 20:00:00, None, None,9,676.0,402.0, None, None,-10.3
,,,2019-02-26 21:00:00, None, None,9,675.0,403.0, None, None,-9.8
,,,2019-02-26 22:00:00, None, None,9,675.0,403.0, None, None,-9.7
,,,2019-02-26 23:00:00, None, None,9,675.0,403.0, None, None,-10.0
,,,2019-02-27 00:00:00, None, None,9,675.0,403.0, None, None,-11.6
,,,2019-02-27 01:00:00, None, None,9,675.0,403.0, None, None,-13.8
,,,2019-02-27 02:00:00, None, None,9,676.0,403.0, None, None,-16.4
,,,2019-02-27 03:00:00, None, None,9,676.0,403.0, None, None,-18.0
,,,2019-02-27 04:00:00, None, None,9,676.0,403.0, None, None,-18.0
,,,2019-02-27 05:00:00, None, None,9,676.0,403.0, None, None,-19.1
,,,2019-02-27 06:00:00, None, None,9,677.0,403.0, None, None,-18.8
,,,2019-02-27 07:00:00, None, None,9,677.0,403.0, None, None,-19.1
,,,2019-02-27 08:00:00, None, None,9,677.0,403.0, None, None,-19.9
,,,2019-02-27 09:00:00, None, None,9,677.0,402.0, None, None,-20.6
,,,2019-02-27 10:00:00, None, None,9,677.0,402.0, None, None,-21.2
