ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity
0.0,0.0,-11.5,0.0,2019-02-26,10.0,-2.5,9,,,,,,,,,,,,
4.0,0.0,-10.0,4.0,2019-02-27,9.0,-2.0,9,,,,,,,,,,,,
2.0,0.0,-5.5,2.0,2019-02-28,13.0,-1.5,9,,,,,,,,,,,,
0.0,0.0,-5.0,0.0,2019-03-01,12.0,2.0,9,,,,,,,,,,,,
0.0,0.0,-5.0,0.0,2019-03-02,12.0,0.0,9,,,,,,,,,,,,
0.0,0.0,-13.0,0.0,2019-03-03,12.0,-2.0,9,,,,,,,,,,,,
0.0,0.0,-12.0,0.0,2019-03-04,12.0,-1.0,9,,,,,,,,,,,,
,,,,2019-02-26 00:00:00,,,9,301.0, None, None,0.0, None,17.3, None,-9.0, None, None, None,45.0
,,,,2019-02-26 01:00:00,,,9,296.0, None, None,0.0, None,18.1, None,-9.5, None, None, None,44.0
,,,,2019-02-26 02:00:00,,,9,298.0, None, None,0.0, None,16.0, None,-9.7, None, None, None,42.0
,,,,2019-02-26 03:00:00,,,9,303.0, None, None,0.0, None,13.5, None,-10.3, None, None, None,43.0
,,,,2019-02-26 04:00:00,,,9,322.0, None, None,0.0, None,13.1, None,-10.6, None, None, None,43.0
,,,,2019-02-26 05:00:00,,,9,323.0, None, None,0.0, None,9.8, None,-11.3, None, None, None,46.0
,,,,2019-02-26 06:00:00,,,9,330.0, None, None,0.0, None,8.0, None,-11.9, None, None, None,47.0
,,,,2019-02-26 07:00:00,,,9,159.0, None, None,0.0, None,5.1, None,-8.3, None, None, None,39.0
,,,,2019-02-26 08:00:00,,,9,14.0, None, None,0.0, None,7.3, None,-7.6, None, None, None,38.0
,,,,2019-02-26 09:00:00,,,9,53.0, None, None,0.0, None,9.1, None,-5.9, None, None, None,35.0
,,,,2019-02-26 10:00:00,,,9,23.0, None, None,0.0, None,8.8, None,-5.2, None, None, None,36.0
,,,,2019-02-26 11:00:00,,,9,84.0, None, None,0.0, None,9.1, None,-3.6, None, None, None,39.0
,,,,2019-02-26 12:00:00,,,9,38.0, None, None,0.0, None,7.8, None,-3.5, None, None, None,32.0
,,,,2019-02-26 13:00:00,,,9,25.0, None, None,0.0, None,7.2, None,-3.8, None, None, None,35.0
,,,,2019-02-26 14:00:00,,,9,359.0, None, None,0.0, None,8.7, None,-4.0, None, None, None,33.0
,,,,2019-02-26 15:00:00,,,9,352.0, None, None,0.0, None,7.0, None,-3.6, None, None, None,35.0
,,,,2019-02-26 16:00:00,,,9,331.0, None, None,0.0, None,8.3, None,-6.2, None, None, None,44.0
,,,,2019-02-26 17:00:00,,,9,302.0, None, None,0.0, None,6.2, None,-8.1, None, None, None,49.0
,,,,2019-02-26 18:00:00,,,9,330.0, None, None,0.0, None,4.3, None,-9.3, None, None, None,53.0
,,,,2019-02-26 19:00:00,,,9,335.0, None, None,0.0, None,5.4, None,-9.6, None, None, None,56.0
,,,,2019-02-26 20:00:00,,,9,4.0, None, None,0.0, None,4.9, None,-9.7, None, None, None,52.0
,,,,2019-02-26 21:00:00,,,9,343.0, None, None,0.0, None,6.6, None,-10.3, None, None, None,53.0
,,,,2019-02-26 22:00:00,,,9,319.0, None, None,0.0, None,7.0, None,-10.8, None, None, None,57.0
,,,,2019-02-26 23:00:00,,,9,12.0, None, None,0.0, None,7.6, None,-11.0, None, None, None,59.0
,,,,2019-02-27 00:00:00,,,9,341.0, None, None,0.0, None,8.5, None,-10.8, None, None, None,57.0
,,,,2019-02-27 01:00:00,,,9,349.0, None, None,0.0, None,8.8, None,-11.0, None, None, None,58.0
,,,,2019-02-27 02:00:00,,,9,352.0, None, None,0.0, None,7.6, None,-12.0, None, None, None,61.0
,,,,2019-02-27 03:00:00,,,9,345.0, None, None,0.0, None,8.9, None,-12.5, None, None, None,63.0
,,,,2019-02-27 04:00:00,,,9,321.0, None, None,0.0, None,2.3, None,-12.9, None, None, None,63.0
,,,,2019-02-27 05:00:00,,,9,10.0, None, None,0.0, None,7.6, None,-11.2, None, None, None,55.0
,,,,2019-02-27 06:00:00,,,9,359.0, None, None,0.0, None,11.2, None,-12.3, None, None, None,61.0
,,,,2019-02-27 07:00:00,,,9,4.0, None, None,0.0, None,4.8, None,-9.5, None, None, None,54.0
,,,,2019-02-27 08:00:00,,,9,356.0, None, None,0.0, None,10.3, None,-9.7, None, None, None,58.0
,,,,2019-02-27 09:00:00,,,9,13.0, None, None,0.0, None,8.8, None,-8.6, None, None, None,52.0
,,,,2019-02-27 10:00:00,,,9,28.0, None, None,0.0, None,6.8, None,-7.5, None, None, None,46.0
,,,,2019-02-27 11:00:00,,,9,29.0, None, None,0.0, None,7.8, None,-6.5, None, None, None,41.0
