pcpn_amt_pst24hrs,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None,14.2, 105.0, None, None, 587.0, 702.0, None,2017-06-25 00:00:00, None,26
None, None, None, None,13.3, 105.0, None, None, 587.0, 699.0, None,2017-06-25 01:00:00, None,26
None, None, None, None,12.2, 105.0, None, None, 588.0, 697.0, None,2017-06-25 02:00:00, None,26
None, None, None, None,11.2, 104.0, None, None, 588.0, 694.0, None,2017-06-25 03:00:00, None,26
None, None, None, None,11.4, 104.0, None, None, 588.0, 690.0, None,2017-06-25 04:00:00, None,26
None, None, None, None,10.6, 105.0, None, None, 589.0, 688.0, None,2017-06-25 05:00:00, None,26
None, None, None, None,10.4, 105.0, None, None, 589.0, 686.0, None,2017-06-25 06:00:00, None,26
None, None, None, None,10.2, 106.0, None, None, 588.0, 684.0, None,2017-06-25 07:00:00, None,26
None, None, None, None,10.1, 106.0, None, None, 589.0, 682.0, None,2017-06-25 08:00:00, None,26
None, None, None, None,10.0, 105.0, None, None, 589.0, 682.0, None,2017-06-25 09:00:00, None,26
None, None, None, None,10.2, 105.0, None, None, 589.0, 680.0, None,2017-06-25 10:00:00, None,26
None, None, None, None,9.7, 106.0, None, None, 588.0, 679.0, None,2017-06-25 11:00:00, None,26
None, None, None, None,10.2, 106.0, None, None, 588.0, 678.0, None,2017-06-25 12:00:00, None,26
None, None, None, None,10.6, 105.0, None, None, 588.0, 677.0, None,2017-06-25 13:00:00, None,26
None, None, None, None,11.0, 105.0, None, None, 588.0, 676.0, None,2017-06-25 14:00:00, None,26
None, None, None, None,13.5, 104.0, None, None, 587.0, 676.0, None,2017-06-25 15:00:00, None,26
None, None, None, None,13.6, 103.0, None, None, 586.0, 676.0, None,2017-06-25 16:00:00, None,26
None, None, None, None,18.2, 102.0, None, None, 585.0, 677.0, None,2017-06-25 17:00:00, None,26
None, None, None, None,20.0, 103.0, None, None, 582.0, 679.0, None,2017-06-25 18:00:00, None,26
None, None, None, None,21.1, 99.0, None, None, 582.0, 681.0, None,2017-06-25 19:00:00, None,26
None, None, None, None,21.3, 100.0, None, None, 581.0, 681.0, None,2017-06-25 20:00:00, None,26
None, None, None, None,22.1, 99.0, None, None, 581.0, 680.0, None,2017-06-25 21:00:00, None,26
None, None, None, None,22.5, 96.0, None, None, 581.0, 678.0, None,2017-06-25 22:00:00, None,26
None, None, None, None,22.2, 96.0, None, None, 582.0, 674.0, None,2017-06-25 23:00:00, None,26
None, None, None, None,20.9, 95.0, None, None, 583.0, 669.0, None,2017-06-26 00:00:00, None,26
None, None, None, None,16.4, 94.0, None, None, 585.0, 666.0, None,2017-06-26 01:00:00, None,26
None, None, None, None,15.4, 96.0, None, None, 586.0, 661.0, None,2017-06-26 02:00:00, None,26
None, None, None, None,15.2, 95.0, None, None, 587.0, 655.0, None,2017-06-26 03:00:00, None,26
None, None, None, None,13.6, 95.0, None, None, 587.0, 652.0, None,2017-06-26 04:00:00, None,26
None, None, None, None,13.5, 95.0, None, None, 587.0, 647.0, None,2017-06-26 05:00:00, None,26
None, None, None, None,13.5, 95.0, None, None, 587.0, 645.0, None,2017-06-26 06:00:00, None,26
None, None, None, None,13.0, 95.0, None, None, 587.0, 641.0, None,2017-06-26 07:00:00, None,26
None, None, None, None,15.1, 96.0, None, None, 587.0, 639.0, None,2017-06-26 08:00:00, None,26
None, None, None, None,12.6, 95.0, None, None, 587.0, 638.0, None,2017-06-26 09:00:00, None,26
None, None, None, None,17.2, 95.0, None, None, 586.0, 636.0, None,2017-06-26 10:00:00, None,26
None, None, None, None,14.0, 94.0, None, None, 586.0, 635.0, None,2017-06-26 11:00:00, None,26
None, None, None, None,13.6, 93.0, None, None, 586.0, 633.0, None,2017-06-26 12:00:00, None,26
None, None, None, None,14.9, 95.0, None, None, 587.0, 631.0, None,2017-06-26 13:00:00, None,26
None, None, None, None,16.3, 94.0, None, None, 585.0, 631.0, None,2017-06-26 14:00:00, None,26
