AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,0.0, None,2020-07-29,6.7,27.0,31,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-07-30,8.9,28.2,31,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-07-31,10.2,29.2,31,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-01,11.8,27.7,31,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-02,9.5,26.0,31,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-03,5.9,19.9,31,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-04,4.7,23.4,31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2020-07-29 00:00:00, None, None,31,663.0,4.0, None, None,24.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-07-29 01:00:00, None, None,31,663.0,4.0, None, None,24.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-07-29 02:00:00, None, None,31,663.0,4.0, None, None,22.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-07-29 03:00:00, None, None,31,663.0,4.0, None, None,19.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-07-29 04:00:00, None, None,31,664.0,3.0, None, None,18.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-07-29 05:00:00, None, None,31,664.0,3.0, None, None,13.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-07-29 06:00:00, None, None,31,664.0,3.0, None, None,11.6,,,,,,,,,,,,,,,,,,,,,
