station_observations
pcpn_amt_pst24hrs, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
190.0, 265.0, None, -6.2, -6.1, 98.0, None, None, 2.0, 206.0, None, 2023-01-01 00:00:00, None
177.0, 265.0, None, -6.1, -6.1, 98.0, None, None, 0.0, 206.0, None, 2023-01-01 01:00:00, None
184.0, 265.0, None, -6.1, -6.0, 98.0, None, None, 0.0, 206.0, None, 2023-01-01 02:00:00, None
186.0, 266.0, None, -6.1, -6.0, 98.0, None, None, 1.0, 206.0, None, 2023-01-01 03:00:00, None
187.0, 264.0, None, -6.0, -6.0, 98.0, None, None, None, 206.0, None, 2023-01-01 04:00:00, None
187.0, 268.0, None, -6.2, -6.1, 98.0, None, None, 4.0, 206.0, None, 2023-01-01 05:00:00, None
166.0, 274.0, None, -6.4, -6.4, 98.0, None, None, 6.0, 206.0, None, 2023-01-01 06:00:00, None
176.0, 282.0, None, -6.6, -6.6, 98.0, None, None, 8.0, 206.0, None, 2023-01-01 07:00:00, None
174.0, 287.0, None, -6.9, -6.9, 98.0, None, None, 5.0, 206.0, None, 2023-01-01 08:00:00, None
118.0, 219.0, None, -5.9, -5.9, 98.0, None, None, None, 206.0, None, 2023-01-01 10:00:00, None
70.0, 176.0, None, -5.3, -5.1, 97.0, None, None, None, 206.0, None, 2023-01-01 11:00:00, None
16.0, 128.0, None, -4.4, -4.3, 97.0, None, None, None, 206.0, None, 2023-01-01 12:00:00, None
39.0, 155.0, None, -4.8, -4.7, 97.0, None, None, 27.0, 206.0, None, 2023-01-01 13:00:00, None
30.0, 161.0, None, -4.7, -4.6, 97.0, None, None, 6.0, 206.0, None, 2023-01-01 14:00:00, None
14.0, 167.0, None, -4.7, -4.9, 97.0, None, None, 6.0, 206.0, None, 2023-01-01 15:00:00, None
26.0, 199.0, None, -5.6, -5.7, 97.0, None, None, 32.0, 206.0, None, 2023-01-01 16:00:00, None
13.0, 202.0, None, -4.9, -5.3, 97.0, None, None, 3.0, 206.0, None, 2023-01-01 17:00:00, None
38.0, 237.0, None, -6.4, -6.1, 97.0, None, None, 35.0, 206.0, None, 2023-01-01 18:00:00, None
41.0, 250.0, None, -6.7, -6.0, 97.0, None, None, 13.0, 206.0, None, 2023-01-01 19:00:00, None
19.0, 249.0, None, -6.6, -6.4, 96.0, None, None, None, 206.0, None, 2023-01-01 20:00:00, None
None, 174.0, None, -4.3, -4.0, 96.0, None, None, None, 206.0, None, 2023-01-01 21:00:00, None
None, 191.0, None, -6.2, -5.6, 96.0, None, None, 17.0, 206.0, None, 2023-01-01 22:00:00, None
None, 131.0, None, -4.1, -3.2, 96.0, None, None, None, 206.0, None, 2023-01-01 23:00:00, None
None, 111.0, None, -2.7, -2.7, 96.0, None, None, None, 206.0, None, 2023-01-02 00:00:00, None
None, 100.0, None, -3.9, -3.7, 96.0, None, None, None, 206.0, None, 2023-01-02 01:00:00, None
None, 138.0, None, -4.7, -4.5, 96.0, None, None, 38.0, 206.0, None, 2023-01-02 02:00:00, None
None, 163.0, None, -5.8, -5.2, 96.0, None, None, 25.0, 206.0, None, 2023-01-02 03:00:00, None
None, 125.0, None, -3.7, -3.2, 96.0, None, None, None, 206.0, None, 2023-01-02 04:00:00, None
None, 102.0, None, -4.2, -3.9, 95.0, None, None, None, 206.0, None, 2023-01-02 05:00:00, None
None, 106.0, None, -4.2, -4.0, 95.0, None, None, 4.0, 206.0, None, 2023-01-02 06:00:00, None
None, 107.0, None, -3.9, -3.5, 95.0, None, None, 1.0, 206.0, None, 2023-01-02 07:00:00, None
None, 128.0, None, -5.5, -5.0, 95.0, None, None, 21.0, 206.0, None, 2023-01-02 08:00:00, None
None, 113.0, None, -4.1, -3.8, 95.0, None, None, None, 206.0, None, 2023-01-02 09:00:00, None
None, 54.0, None, -2.3, -2.4, 95.0, None, None, None, 206.0, None, 2023-01-02 10:00:00, None
None, -6.0, None, -1.9, -1.9, 94.0, None, None, None, 206.0, None, 2023-01-02 11:00:00, None
None, -5.0, None, -2.2, -2.3, 95.0, None, None, None, 206.0, None, 2023-01-02 12:00:00, None
None, -9.0, None, -2.0, -2.2, 95.0, None, None, None, 206.0, None, 2023-01-02 13:00:00, None
None, 39.0, None, -3.8, -3.6, 95.0, None, None, None, 206.0, None, 2023-01-02 14:00:00, None
None, 104.0, None, -4.8, -4.2, 94.0, None, None, 65.0, 207.0, None, 2023-01-02 15:00:00, None
None, 134.0, None, -5.4, -4.8, 95.0, None, None, 30.0, 206.0, None, 2023-01-02 16:00:00, None
None, 169.0, None, -6.1, -5.6, 95.0, None, None, 35.0, 206.0, None, 2023-01-02 17:00:00, None
None, 198.0, None, -6.9, -6.0, 94.0, None, None, 29.0, 206.0, None, 2023-01-02 18:00:00, None
None, 132.0, None, -4.8, -3.5, 95.0, None, None, None, 206.0, None, 2023-01-02 19:00:00, None
None, 186.0, None, -7.3, -6.1, 95.0, None, None, 54.0, 206.0, None, 2023-01-02 20:00:00, None
33.0, 207.0, None, -6.8, -5.7, 93.0, None, None, 21.0, 206.0, None, 2023-01-02 21:00:00, None
33.0, 224.0, None, -7.7, -7.0, 94.0, None, None, 17.0, 206.0, None, 2023-01-02 22:00:00, None
106.0, 237.0, None, -8.4, -7.6, 94.0, None, None, 13.0, 206.0, None, 2023-01-02 23:00:00, None
92.0, 203.0, None, -5.8, -4.5, 95.0, None, None, None, 206.0, None, 2023-01-03 00:00:00, None
129.0, 229.0, None, -7.7, -7.6, 94.0, None, None, 26.0, 206.0, None, 2023-01-03 01:00:00, None
