CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
0.184, None, None, None,10.75,45.94,133.5, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 00:00:00, None, None, None, None,48
0.364, None, None, None,10.15,49.35,131.4, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 01:00:00, None, None, None, None,48
-0.111, None, None, None,11.79,45.78,127.2, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 02:00:00, None, None, None, None,48
-0.519, None, None, None,11.33,43.05,136.9, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 03:00:00, None, None, None, None,48
-1.014, None, None, None,11.55,37.65,144.2, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 04:00:00, None, None, None, None,48
-1.222, None, None, None,13.49,23.71,140.7, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 05:00:00, None, None, None, None,48
-0.698, None, None, None,14.1,23.24,134.1, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 06:00:00, None, None, None, None,48
-1.127, None, None, None,12.68,23.42,138.3, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 07:00:00, None, None, None, None,48
-1.06, None, None, None,12.17,25.58,139.4, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 08:00:00, None, None, None, None,48
-1.404, None, None, None,12.54,24.07,137.6, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 09:00:00, None, None, None, None,48
-0.147, None, None, None,13.3,25.01,135.5, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 10:00:00, None, None, None, None,48
-0.919, None, None, None,13.65,22.12,141.9, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 11:00:00, None, None, None, None,48
-0.121, None, None, None,13.57,22.27,139.1, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 12:00:00, None, None, None, None,48
-0.406, None, None, None,12.01,23.79,142.8, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 13:00:00, None, None, None, None,48
-0.206, None, None, None,11.44,28.02,145.1, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 14:00:00, None, None, None, None,48
-0.738, None, None, None,12.04,23.49,144.1, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 15:00:00, None, None, None, None,48
-0.272, None, None, None,13.48,18.9,127.5, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 16:00:00, None, None, None, None,48
-0.51, None, None, None,11.71,18.98,128.0, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 17:00:00, None, None, None, None,48
-0.414, None, None, None,12.85,18.52,122.1, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 18:00:00, None, None, None, None,48
-0.482, None, None, None,12.28,21.55,112.4, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 19:00:00, None, None, None, None,48
-0.206, None, None, None,11.88,22.35,121.4, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 20:00:00, None, None, None, None,48
-0.367, None, None, None,9.93,23.38,128.8, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 21:00:00, None, None, None, None,48
-0.529, None, None, None,12.46,22.52,126.3, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 22:00:00, None, None, None, None,48
-0.234, None, None, None,14.12,20.1,109.1, None, None, None, None, None, None, None, None, None, None, None,2018-11-26 23:00:00, None, None, None, None,48
0.108, None, None, None,13.25,21.5,106.3, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 00:00:00, None, None, None, None,48
0.06, None, None, None,14.89,20.08,107.3, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 01:00:00, None, None, None, None,48
0.184, None, None, None,11.0,22.33,109.0, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 02:00:00, None, None, None, None,48
-0.701, None, None, None,11.62,24.82,120.1, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 03:00:00, None, None, None, None,48
-1.537, None, None, None,13.25,22.6,133.2, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 04:00:00, None, None, None, None,48
-1.205, None, None, None,11.66,25.43,143.6, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 05:00:00, None, None, None, None,48
-2.004, None, None, None,10.1,17.97,141.6, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 06:00:00, None, None, None, None,48
-2.117, None, None, None,13.81,14.02,141.5, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 07:00:00, None, None, None, None,48
-1.868, None, None, None,13.48,13.78,142.2, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 08:00:00, None, None, None, None,48
-1.515, None, None, None,13.58,11.7,131.6, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 09:00:00, None, None, None, None,48
-1.668, None, None, None,11.54,15.61,140.5, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 10:00:00, None, None, None, None,48
-1.402, None, None, None,9.69,15.0,140.0, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 11:00:00, None, None, None, None,48
-1.146, None, None, None,10.64,13.13,138.8, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 12:00:00, None, None, None, None,48
-1.234, None, None, None,11.95,9.65,142.3, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 13:00:00, None, None, None, None,48
-1.291, None, None, None,17.71,7.34,128.9, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 14:00:00, None, None, None, None,48
-1.196, None, None, None,9.76,10.42,125.3, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 15:00:00, None, None, None, None,48
-1.367, None, None, None,13.13,10.41,127.6, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 16:00:00, None, None, None, None,48
-0.89, None, None, None,7.39,12.07,129.9, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 17:00:00, None, None, None, None,48
-0.67, None, None, None,8.85,13.21,124.8, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 18:00:00, None, None, None, None,48
-0.823, None, None, None,8.07,12.29,121.6, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 19:00:00, None, None, None, None,48
-1.49, None, None, None,19.2,7.23,107.6, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 20:00:00, None, None, None, None,48
-0.785, None, None, None,18.52,3.921,121.7, None, None, None, None, None, None, None, None, None, None, None,2018-11-27 21:00:00, None, None, None, None,48
