station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
0.0, -24.27, 78.8, -24.2, None, 30.04, 1.945, 344.0, -27.0, None, -24.3, -25.8, 1012.5, 0.0, -27.0, 945.0, None, 0.0, 79.0, 2022-01-01 00:00:00, None, 945.0
0.0, -23.7, 79.27, -23.7, None, 33.68, 1.726, 331.8, -26.0, None, -23.7, -25.8, 1011.3, 0.0, -26.0, 944.0, None, 0.0, 79.0, 2022-01-01 01:00:00, None, 944.0
0.0, -23.06, 79.79, -23.1, None, 38.66, 2.008, 333.8, -25.0, None, -23.1, -25.8, 1010.2, 0.0, -25.0, 943.0, None, 0.0, 80.0, 2022-01-01 02:00:00, None, 943.0
0.0, -22.33, 80.3, -22.3, None, 36.39, 1.432, 340.9, -24.0, None, -22.3, -25.8, 1009.0, 0.0, -24.0, 942.0, None, 0.0, 80.0, 2022-01-01 03:00:00, None, 942.0
None, -18.22, 83.5, -17.5, None, 46.18, 2.105, 38.91, -20.0, None, -18.2, -25.8, 1004.5, 0.0, -20.0, 938.0, None, 0.0, 84.0, 2022-01-01 06:00:00, None, 938.0
None, -16.84, 84.9, -16.8, None, 44.37, 1.846, 34.56, -18.0, None, -16.8, -18.2, 1002.2, 0.0, -18.0, 936.0, None, 0.0, 85.0, 2022-01-01 07:00:00, None, 936.0
None, -16.2, 85.3, -16.2, None, 56.67, 1.339, 325.7, -18.0, None, -16.2, -18.2, 1001.2, 0.0, -18.0, 935.0, None, 0.0, 85.0, 2022-01-01 08:00:00, None, 935.0
None, -15.69, 85.7, -15.7, None, 29.31, 2.534, 11.16, -17.0, None, -15.7, -18.2, 1000.1, 0.0, -17.0, 934.0, None, 0.0, 86.0, 2022-01-01 09:00:00, None, 934.0
None, -14.23, 86.6, -14.1, None, 54.72, 1.89, 342.1, -16.0, None, -14.2, -18.2, 998.9, 0.0, -16.0, 933.0, None, 0.0, 87.0, 2022-01-01 10:00:00, None, 933.0
None, -13.1, 87.9, -13.2, None, 45.43, 3.061, 352.1, -14.0, None, -13.1, -18.2, 997.7, 0.0, -14.0, 932.0, None, 0.0, 88.0, 2022-01-01 11:00:00, None, 932.0
None, -12.88, 87.9, -12.8, None, 42.02, 5.328, 27.02, -14.0, None, -12.9, -18.2, 996.6, 0.0, -14.0, 931.0, None, 0.0, 88.0, 2022-01-01 12:00:00, None, 931.0
None, -12.31, 87.9, -12.2, None, 45.45, 3.436, 5.735, -14.0, None, -12.3, -18.2, 996.5, 0.0, -14.0, 931.0, None, 0.0, 88.0, 2022-01-01 13:00:00, None, 931.0
None, -8.11, 92.4, -8.3, None, 69.9, 3.073, 28.53, -9.0, None, -8.1, -18.2, 996.1, 0.0, -9.0, 931.0, None, 0.0, 92.0, 2022-01-01 14:00:00, None, 931.0
None, -2.415, 59.32, -2.3, None, 29.18, 11.96, 199.5, -9.0, None, -2.4, -18.2, 996.8, 0.0, -9.0, 932.0, None, 0.0, 59.0, 2022-01-01 15:00:00, None, 932.0
