station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_DIRECTION1, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, None, -11.22, 85.5, None, None, None, None, 1.0, None, -13.0, -11.2, -12.9, 0.4, -13.0, None, -11.2, 86.0, None, 2022-01-01 00:00:00, 58.0, None, 57.53
None, None, -11.03, 85.7, None, None, None, None, 0.0, None, -13.0, -11.0, -12.9, 0.0, -13.0, None, -11.0, 86.0, None, 2022-01-01 01:00:00, 57.0, None, 57.41
None, None, -10.4, 85.9, None, None, None, None, 0.0, None, -12.0, -10.4, -12.9, 0.0, -12.0, None, -10.4, 86.0, None, 2022-01-01 02:00:00, 57.0, None, 57.32
None, None, -9.94, 85.9, None, None, None, None, -1.0, None, -12.0, -9.9, -12.9, 0.0, -12.0, None, -10.0, 86.0, None, 2022-01-01 03:00:00, 57.0, None, 56.67
None, None, -9.92, 87.0, None, None, None, None, 0.0, None, -11.0, -9.9, -12.9, 0.4, -11.0, None, -9.8, 87.0, None, 2022-01-01 04:00:00, 57.0, None, 56.53
None, None, -9.78, 87.2, None, None, None, None, 0.0, None, -11.0, -9.8, -12.9, 0.0, -11.0, None, -9.7, 87.0, None, 2022-01-01 05:00:00, 57.0, None, 56.61
None, None, -8.91, 87.9, None, None, None, None, 1.0, None, -10.0, -8.9, -12.9, 0.0, -10.0, None, -8.9, 88.0, None, 2022-01-01 06:00:00, 57.0, None, 57.21
None, None, -8.13, 88.4, None, None, None, None, 1.0, None, -10.0, -8.1, -8.9, 0.2, -10.0, None, -8.1, 88.0, None, 2022-01-01 07:00:00, 58.0, None, 58.02
None, None, -8.15, 88.3, None, None, None, None, 0.0, None, -10.0, -8.2, -8.9, -0.3, -10.0, None, -8.0, 88.0, None, 2022-01-01 08:00:00, 58.0, None, 57.73
None, None, -7.842, 87.1, None, None, None, None, 0.0, None, -9.0, -7.8, -8.9, 0.1, -9.0, None, -7.5, 87.0, None, 2022-01-01 09:00:00, 58.0, None, 57.63
None, None, -6.236, 85.9, None, None, None, None, None, None, -8.0, -6.2, -8.9, 0.0, -8.0, None, -6.1, 86.0, None, 2022-01-01 10:00:00, None, None, 57.7
None, None, -3.497, 87.8, None, None, None, None, 0.0, None, -5.0, -3.5, -8.9, 0.2, -5.0, None, -3.6, 88.0, None, 2022-01-01 11:00:00, 58.0, None, 57.86
None, None, -2.35, 86.8, None, None, None, None, None, None, -4.0, -2.4, -8.9, None, -4.0, None, -2.2, 87.0, None, 2022-01-01 12:00:00, None, None, None
None, None, -2.267, 85.8, None, None, None, None, 0.0, None, -4.0, -2.3, -8.9, 0.0, -4.0, None, -1.6, 86.0, None, 2022-01-01 13:00:00, 58.0, None, 57.87
None, None, -3.437, 87.7, None, None, None, None, 1.0, None, -5.0, -3.4, -8.9, 0.4, -5.0, None, -1.6, 88.0, None, 2022-01-01 14:00:00, 58.0, None, 58.3
None, None, -3.681, 89.2, None, None, None, None, 2.0, None, -5.0, -3.7, -8.9, 0.9, -5.0, None, -1.6, 89.0, None, 2022-01-01 15:00:00, 59.0, None, 59.35
None, None, -3.827, 91.4, None, None, None, None, 2.0, None, -5.0, -3.8, -8.9, 1.4, -5.0, None, -1.6, 91.0, None, 2022-01-01 16:00:00, 61.0, None, 60.63
None, None, -3.684, 91.7, None, None, None, None, 2.0, None, -5.0, -3.7, -8.9, 1.1, -5.0, None, -1.6, 92.0, None, 2022-01-01 17:00:00, 62.0, None, 62.1
None, None, -3.535, 91.7, None, None, None, None, 1.0, None, -5.0, -3.5, -8.9, 0.9, -5.0, None, -1.6, 92.0, None, 2022-01-01 18:00:00, 63.0, None, 62.6
None, None, -3.389, 91.9, None, None, None, None, 1.0, None, -4.0, -3.4, -3.5, 0.7, -4.0, None, -3.4, 92.0, None, 2022-01-01 19:00:00, 63.0, None, 63.17
None, None, -3.389, 92.0, None, None, None, None, 0.0, None, -4.0, -3.4, -3.5, 0.3, -4.0, None, -3.3, 92.0, None, 2022-01-01 20:00:00, 63.0, None, 63.35
None, None, -3.34, 92.0, None, None, None, None, -2.0, None, -4.0, -3.3, -3.5, 0.8, -4.0, None, -3.3, 92.0, None, 2022-01-01 21:00:00, 61.0, None, 61.03
