station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, MEASURED_WIND_DIRECTION1, MEASURED_WIND_SPEED1, air_temp, min_air_temp_snc_last_reset, DEW_POINT, avg_wnd_dir_10m_pst10mts, dwpt_temp, time
-8.63, 99.6, -6.0, 100.0, None, 15.85, None, 237.4, 19.42, -8.6, -10.1, None, None, -9.0, 2022-01-10 15:00:00
None, None, -6.0, 100.0, None, None, None, None, None, -8.8, -10.1, None, None, -9.0, 2022-01-10 16:00:00
None, None, -6.0, 100.0, None, None, None, None, None, -8.2, -10.1, None, None, -8.0, 2022-01-10 17:00:00
None, None, -6.0, 100.0, None, None, None, None, None, -7.9, -10.1, None, None, -8.0, 2022-01-10 18:00:00
None, None, -7.7, 100.0, None, None, None, None, None, -7.8, -8.1, None, None, -8.0, 2022-01-10 19:00:00
None, None, -7.1, 100.0, None, None, None, None, None, -7.1, -8.1, None, None, -7.0, 2022-01-10 20:00:00
None, None, -6.8, 100.0, None, None, None, None, None, -6.7, -8.1, None, None, -7.0, 2022-01-10 21:00:00
None, None, -6.7, 100.0, None, None, None, None, None, -7.1, -8.1, None, None, -7.0, 2022-01-10 22:00:00
None, None, -6.7, 100.0, None, None, None, None, None, -7.2, -8.1, None, None, -7.0, 2022-01-10 23:00:00
None, None, -6.7, 100.0, None, None, None, None, None, -7.1, -8.1, None, None, -8.0, 2022-01-11 00:00:00
None, None, -6.7, 100.0, None, None, None, None, None, -6.9, -8.1, None, None, -7.0, 2022-01-11 01:00:00
None, None, -6.7, 100.0, None, None, None, None, None, -6.8, -8.1, None, None, -7.0, 2022-01-11 02:00:00
None, None, -6.6, 100.0, None, None, None, None, None, -6.7, -8.1, None, None, -7.0, 2022-01-11 03:00:00
None, None, -6.6, 100.0, None, None, None, None, None, -6.8, -8.1, None, None, -7.0, 2022-01-11 04:00:00
None, None, -6.6, 100.0, None, None, None, None, None, -7.0, -8.1, None, None, -7.0, 2022-01-11 05:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.1, -8.1, None, None, -6.0, 2022-01-11 06:00:00
None, None, -6.0, 100.0, None, None, None, None, None, -6.4, -6.3, None, None, -6.0, 2022-01-11 07:00:00
None, None, -5.9, 100.0, None, None, None, None, None, -6.1, -6.5, None, None, -6.0, 2022-01-11 08:00:00
None, None, -5.9, 100.0, None, None, None, None, None, -6.0, -6.5, None, None, -6.0, 2022-01-11 09:00:00
None, None, -5.9, 100.0, None, None, None, None, None, -6.2, -6.5, None, None, -6.0, 2022-01-11 10:00:00
None, None, -5.9, 100.0, None, None, None, None, None, -6.0, -6.5, None, None, -6.0, 2022-01-11 11:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -5.9, -6.5, None, None, -6.0, 2022-01-11 12:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -6.1, -6.5, None, None, -7.0, 2022-01-11 13:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -6.3, -6.5, None, None, -6.0, 2022-01-11 14:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -6.2, -6.5, None, None, -6.0, 2022-01-11 15:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -6.3, -6.5, None, None, -6.0, 2022-01-11 16:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -6.3, -6.6, None, None, -6.0, 2022-01-11 17:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -6.4, -6.6, None, None, -6.0, 2022-01-11 18:00:00
None, None, -6.3, 100.0, None, None, None, None, None, -6.5, -6.6, None, None, -6.0, 2022-01-11 19:00:00
None, None, -6.3, 100.0, None, None, None, None, None, -6.6, -6.7, None, None, -7.0, 2022-01-11 20:00:00
None, None, -6.2, 100.0, None, None, None, None, None, -6.2, -6.7, None, None, -6.0, 2022-01-11 21:00:00
None, None, -5.8, 100.0, None, None, None, None, None, -5.9, -6.7, None, None, -6.0, 2022-01-11 22:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -6.0, -6.7, None, None, -6.0, 2022-01-11 23:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -6.1, -6.7, None, None, -6.0, 2022-01-12 00:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -5.7, -6.7, None, None, -6.0, 2022-01-12 01:00:00
None, None, -5.1, 100.0, None, None, None, None, None, -5.1, -6.7, None, None, -5.0, 2022-01-12 02:00:00
None, None, -4.9, 100.0, None, None, None, None, None, -4.9, -6.7, None, None, -5.0, 2022-01-12 03:00:00
None, None, -4.5, 100.0, None, None, None, None, None, -4.6, -6.7, None, None, -4.0, 2022-01-12 04:00:00
None, None, -4.5, 100.0, None, None, None, None, None, -4.5, -6.7, None, None, -4.0, 2022-01-12 05:00:00
None, None, -4.3, 100.0, None, None, None, None, None, -4.5, -6.7, None, None, -4.0, 2022-01-12 06:00:00
None, None, -4.1, 100.0, None, None, None, None, None, -4.2, -4.5, None, None, -4.0, 2022-01-12 07:00:00
None, None, -4.0, 100.0, None, None, None, None, None, -4.0, -4.5, None, None, -4.0, 2022-01-12 08:00:00
None, None, -3.6, 100.0, None, None, None, None, None, -3.6, -4.5, None, None, -4.0, 2022-01-12 09:00:00
None, None, -3.3, 100.0, None, None, None, None, None, -3.3, -4.5, None, None, -3.0, 2022-01-12 10:00:00
None, None, -3.1, 100.0, None, None, None, None, None, -3.2, -4.5, None, None, -3.0, 2022-01-12 11:00:00
None, None, -2.7, 100.0, None, None, None, None, None, -2.7, -4.5, None, None, -3.0, 2022-01-12 12:00:00
None, None, -2.2, 100.0, None, None, None, None, None, -2.2, -4.5, None, None, -2.0, 2022-01-12 13:00:00
None, None, -2.2, 100.0, None, None, None, None, None, -2.6, -4.5, None, None, -3.0, 2022-01-12 14:00:00
None, None, -2.2, 100.0, None, None, None, None, None, -3.6, -4.5, None, None, -3.0, 2022-01-12 15:00:00
None, None, -2.2, 100.0, None, None, None, None, None, -4.1, -4.5, None, None, -4.0, 2022-01-12 16:00:00
None, None, -2.2, 100.0, None, None, None, None, None, -4.1, -4.5, None, None, -4.0, 2022-01-12 17:00:00
None, None, -2.2, 100.0, None, None, None, None, None, -3.9, -4.5, None, None, -4.0, 2022-01-12 18:00:00
None, None, -3.5, 100.0, None, None, None, None, None, -3.6, -3.9, None, None, -3.0, 2022-01-12 19:00:00
None, None, -2.3, 100.0, None, None, None, None, None, -2.2, -3.9, None, None, -2.0, 2022-01-12 20:00:00
None, None, -1.7, 100.0, None, None, None, None, None, -1.8, -3.9, None, None, -2.0, 2022-01-12 21:00:00
None, None, -1.6, 100.0, None, None, None, None, None, -1.6, -3.9, None, None, -2.0, 2022-01-12 22:00:00
None, None, -1.5, 100.0, None, None, None, None, None, -1.6, -3.9, None, None, -2.0, 2022-01-12 23:00:00
None, None, -1.4, 100.0, None, None, None, None, None, -1.6, -3.9, None, None, -2.0, 2022-01-13 00:00:00
None, None, -1.4, 100.0, None, None, None, None, None, -1.6, -3.9, None, None, -1.0, 2022-01-13 01:00:00
None, None, -1.4, 100.0, None, None, None, None, None, -1.8, -3.9, None, None, -2.0, 2022-01-13 02:00:00
None, None, -1.4, 100.0, None, None, None, None, None, -2.1, -3.9, None, None, -3.0, 2022-01-13 03:00:00
None, None, -1.4, 100.0, None, None, None, None, None, -2.6, -3.9, None, None, -2.0, 2022-01-13 04:00:00
None, None, -1.4, 100.0, None, None, None, None, None, -2.9, -3.9, None, None, -3.0, 2022-01-13 05:00:00
None, None, -1.4, 100.0, None, None, None, None, None, -3.1, -3.9, None, None, -3.0, 2022-01-13 06:00:00
None, None, -3.0, 100.0, None, None, None, None, None, -3.8, -3.8, None, None, -4.0, 2022-01-13 07:00:00
None, None, -3.0, 100.0, None, None, None, None, None, -4.4, -4.3, None, None, -4.0, 2022-01-13 08:00:00
None, None, -3.0, 100.0, None, None, None, None, None, -4.6, -4.7, None, None, -5.0, 2022-01-13 09:00:00
None, None, -3.0, 100.0, None, None, None, None, None, -3.9, -4.7, None, None, -5.0, 2022-01-13 10:00:00
None, None, -3.0, 100.0, None, None, None, None, None, -3.2, -4.7, None, None, -3.0, 2022-01-13 11:00:00
None, None, -3.0, 100.0, None, None, None, None, None, -3.5, -4.7, None, None, -3.0, 2022-01-13 12:00:00
None, None, -2.9, 100.0, None, None, None, None, None, -3.2, -4.7, None, None, -3.0, 2022-01-13 13:00:00
None, None, -2.9, 100.0, None, None, None, None, None, -4.1, -4.7, None, None, -4.0, 2022-01-13 14:00:00
None, None, -2.9, 100.0, None, None, None, None, None, -4.3, -4.7, None, None, -4.0, 2022-01-13 15:00:00
None, None, -2.9, 100.0, None, None, None, None, None, -4.5, -4.7, None, None, -5.0, 2022-01-13 16:00:00
None, None, -2.9, 100.0, None, None, None, None, None, -4.6, -4.8, None, None, -5.0, 2022-01-13 17:00:00
None, None, -2.9, 100.0, None, None, None, None, None, -4.8, -4.8, None, None, -5.0, 2022-01-13 18:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -4.8, -4.9, None, None, -5.0, 2022-01-13 19:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -5.1, -5.1, None, None, -6.0, 2022-01-13 20:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -5.5, -5.5, None, None, -6.0, 2022-01-13 21:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -5.8, -5.9, None, None, -6.0, 2022-01-13 22:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -6.0, -6.1, None, None, -6.0, 2022-01-13 23:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -6.3, -6.3, None, None, -6.0, 2022-01-14 00:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -6.4, -6.5, None, None, -6.0, 2022-01-14 01:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -6.6, -6.7, None, None, -7.0, 2022-01-14 02:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -6.5, -6.9, None, None, -7.0, 2022-01-14 03:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -7.3, -7.5, None, None, -7.0, 2022-01-14 04:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -7.8, -7.8, None, None, -8.0, 2022-01-14 05:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -7.8, -8.2, None, None, -8.0, 2022-01-14 06:00:00
None, None, -7.2, 100.0, None, None, None, None, None, -7.3, -8.0, None, None, -8.0, 2022-01-14 07:00:00
None, None, -7.2, 100.0, None, None, None, None, None, -7.4, -8.0, None, None, -7.0, 2022-01-14 08:00:00
None, None, -7.0, 100.0, None, None, None, None, None, -6.9, -8.0, None, None, -7.0, 2022-01-14 09:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.2, -8.0, None, None, -6.0, 2022-01-14 10:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.7, -8.0, None, None, -7.0, 2022-01-14 11:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.9, -8.0, None, None, -7.0, 2022-01-14 12:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.6, -8.0, None, None, -7.0, 2022-01-14 13:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -5.8, -8.0, None, None, -6.0, 2022-01-14 14:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -6.1, -8.0, None, None, -6.0, 2022-01-14 15:00:00
None, None, -5.4, 100.0, None, None, None, None, None, -5.3, -8.0, None, None, -6.0, 2022-01-14 16:00:00
None, None, -5.3, 100.0, None, None, None, None, None, -5.8, -8.0, None, None, -6.0, 2022-01-14 17:00:00
None, None, -5.3, 100.0, None, None, None, None, None, -6.0, -8.0, None, None, -6.0, 2022-01-14 18:00:00
None, None, -6.0, 100.0, None, None, None, None, None, -6.8, -6.8, None, None, -7.0, 2022-01-14 19:00:00
None, None, -6.0, 100.0, None, None, None, None, None, -6.8, -7.0, None, None, -7.0, 2022-01-14 20:00:00
None, None, -6.0, 100.0, None, None, None, None, None, -7.2, -7.3, None, None, -7.0, 2022-01-14 21:00:00
None, None, -6.0, 100.0, None, None, None, None, None, -7.3, -7.4, None, None, -7.0, 2022-01-14 22:00:00
None, None, -6.0, 100.0, None, None, None, None, None, -7.2, -7.4, None, None, -7.0, 2022-01-14 23:00:00
None, None, -6.0, 100.0, None, None, None, None, None, -7.0, -7.4, None, None, -7.0, 2022-01-15 00:00:00
None, None, -6.0, 100.0, None, None, None, None, None, -6.7, -7.4, None, None, -7.0, 2022-01-15 01:00:00
None, None, -5.7, 100.0, None, None, None, None, None, -5.7, -7.4, None, None, -6.0, 2022-01-15 02:00:00
None, None, -5.1, 100.0, None, None, None, None, None, -5.4, -7.4, None, None, -5.0, 2022-01-15 03:00:00
None, None, -5.1, 100.0, None, None, None, None, None, -5.6, -7.4, None, None, -6.0, 2022-01-15 04:00:00
None, None, -5.1, 100.0, None, None, None, None, None, -6.0, -7.4, None, None, -6.0, 2022-01-15 05:00:00
None, None, -5.1, 100.0, None, None, None, None, None, -6.2, -7.4, None, None, -6.0, 2022-01-15 06:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.2, -6.4, None, None, -6.0, 2022-01-15 07:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.3, -6.4, None, None, -6.0, 2022-01-15 08:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.3, -6.5, None, None, -6.0, 2022-01-15 09:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.4, -6.5, None, None, -6.0, 2022-01-15 10:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.2, -6.5, None, None, -6.0, 2022-01-15 11:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.2, -6.5, None, None, -6.0, 2022-01-15 12:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.7, -6.8, None, None, -7.0, 2022-01-15 13:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -7.3, -7.2, None, None, -7.0, 2022-01-15 14:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -7.5, -7.5, None, None, -7.0, 2022-01-15 15:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -7.6, -7.8, None, None, -8.0, 2022-01-15 16:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -8.3, -8.5, None, None, -8.0, 2022-01-15 17:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -8.8, -8.8, None, None, -9.0, 2022-01-15 18:00:00
None, None, -8.7, 100.0, None, None, None, None, None, -8.9, -9.2, None, None, -9.0, 2022-01-15 19:00:00
None, None, -8.7, 100.0, None, None, None, None, None, -9.3, -9.3, None, None, -10.0, 2022-01-15 20:00:00
None, None, -8.7, 100.0, None, None, None, None, None, -9.4, -9.4, None, None, -9.0, 2022-01-15 21:00:00
None, None, -8.7, 99.0, None, None, None, None, None, -9.1, -9.4, None, None, -10.0, 2022-01-15 22:00:00
None, None, -8.7, 99.0, None, None, None, None, None, -9.3, -9.4, None, None, -9.0, 2022-01-15 23:00:00
None, None, -8.7, 99.0, None, None, None, None, None, -9.4, -9.6, None, None, -10.0, 2022-01-16 00:00:00
None, None, -8.7, 98.0, None, None, None, None, None, -9.6, -9.7, None, None, -10.0, 2022-01-16 01:00:00
None, None, -8.7, 99.0, None, None, None, None, None, -9.5, -9.7, None, None, -10.0, 2022-01-16 02:00:00
None, None, -8.7, 100.0, None, None, None, None, None, -8.7, -9.7, None, None, -9.0, 2022-01-16 03:00:00
None, None, -8.7, 100.0, None, None, None, None, None, -8.9, -9.7, None, None, -9.0, 2022-01-16 04:00:00
None, None, -8.6, 100.0, None, None, None, None, None, -8.7, -9.7, None, None, -9.0, 2022-01-16 05:00:00
None, None, -8.2, 100.0, None, None, None, None, None, -8.2, -9.7, None, None, -8.0, 2022-01-16 06:00:00
None, None, -8.1, 100.0, None, None, None, None, None, -8.4, -8.6, None, None, -8.0, 2022-01-16 07:00:00
None, None, -8.1, 100.0, None, None, None, None, None, -8.1, -8.6, None, None, -8.0, 2022-01-16 08:00:00
None, None, -7.7, 100.0, None, None, None, None, None, -7.9, -8.6, None, None, -8.0, 2022-01-16 09:00:00
None, None, -7.6, 100.0, None, None, None, None, None, -7.7, -8.6, None, None, -7.0, 2022-01-16 10:00:00
None, None, -6.8, 100.0, None, None, None, None, None, -6.8, -8.6, None, None, -7.0, 2022-01-16 11:00:00
None, None, -6.1, 100.0, None, None, None, None, None, -6.1, -8.6, None, None, -6.0, 2022-01-16 12:00:00
None, None, -5.9, 100.0, None, None, None, None, None, -6.1, -8.6, None, None, -6.0, 2022-01-16 13:00:00
None, None, -5.8, 100.0, None, None, None, None, None, -6.0, -8.6, None, None, -6.0, 2022-01-16 14:00:00
None, None, -5.8, 100.0, None, None, None, None, None, -5.9, -8.6, None, None, -6.0, 2022-01-16 15:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -5.6, -8.6, None, None, -6.0, 2022-01-16 16:00:00
None, None, -5.3, 100.0, None, None, None, None, None, -5.3, -8.6, None, None, -5.0, 2022-01-16 17:00:00
None, None, -5.0, 100.0, None, None, None, None, None, -5.1, -8.6, None, None, -5.0, 2022-01-16 18:00:00
None, None, -4.8, 100.0, None, None, None, None, None, -5.0, -5.2, None, None, -5.0, 2022-01-16 19:00:00
None, None, -4.7, 100.0, None, None, None, None, None, -4.7, -5.2, None, None, -5.0, 2022-01-16 20:00:00
None, None, -4.6, 100.0, None, None, None, None, None, -4.7, -5.2, None, None, -5.0, 2022-01-16 21:00:00
None, None, -4.5, 100.0, None, None, None, None, None, -4.6, -5.2, None, None, -5.0, 2022-01-16 22:00:00
None, None, -4.4, 100.0, None, None, None, None, None, -4.6, -5.2, None, None, -5.0, 2022-01-16 23:00:00
None, None, -4.3, 100.0, None, None, None, None, None, -4.4, -5.2, None, None, -5.0, 2022-01-17 00:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -4.3, -5.2, None, None, -4.0, 2022-01-17 01:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -4.5, -5.2, None, None, -4.0, 2022-01-17 02:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -4.5, -5.2, None, None, -4.0, 2022-01-17 03:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -4.4, -5.2, None, None, -4.0, 2022-01-17 04:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -4.4, -5.2, None, None, -4.0, 2022-01-17 05:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -4.4, -5.2, None, None, -4.0, 2022-01-17 06:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -4.2, -4.5, None, None, -4.0, 2022-01-17 07:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -4.7, -4.7, None, None, -5.0, 2022-01-17 08:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -5.6, -5.7, None, None, -6.0, 2022-01-17 09:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -5.5, -5.8, None, None, -5.0, 2022-01-17 10:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -6.0, -6.3, None, None, -6.0, 2022-01-17 11:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -5.7, -6.3, None, None, -6.0, 2022-01-17 12:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -5.4, -6.3, None, None, -6.0, 2022-01-17 13:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -5.6, -6.3, None, None, -6.0, 2022-01-17 14:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -5.5, -6.3, None, None, -6.0, 2022-01-17 15:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -5.9, -6.3, None, None, -6.0, 2022-01-17 16:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -5.9, -6.3, None, None, -6.0, 2022-01-17 17:00:00
None, None, -4.2, 100.0, None, None, None, None, None, -5.8, -6.3, None, None, -6.0, 2022-01-17 18:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -5.8, -6.0, None, None, -6.0, 2022-01-17 19:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -5.8, -6.0, None, None, -6.0, 2022-01-17 20:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -5.8, -6.0, None, None, -6.0, 2022-01-17 21:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -5.8, -6.0, None, None, -6.0, 2022-01-17 22:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -6.0, -6.1, None, None, -6.0, 2022-01-17 23:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -6.3, -6.3, None, None, -7.0, 2022-01-18 00:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -6.3, -6.4, None, None, -7.0, 2022-01-18 01:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -6.6, -6.6, None, None, -6.0, 2022-01-18 02:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -6.7, -6.8, None, None, -7.0, 2022-01-18 03:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -7.0, -7.0, None, None, -7.0, 2022-01-18 04:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -7.1, -7.2, None, None, -7.0, 2022-01-18 05:00:00
None, None, -5.6, 100.0, None, None, None, None, None, -7.9, -8.0, None, None, -8.0, 2022-01-18 06:00:00
None, None, -7.8, 100.0, None, None, None, None, None, -8.0, -8.1, None, None, -8.0, 2022-01-18 07:00:00
None, None, -7.8, 99.0, None, None, None, None, None, -9.3, -9.4, None, None, -9.0, 2022-01-18 09:00:00
None, None, -7.8, 100.0, None, None, None, None, None, -8.5, -9.4, None, None, -8.0, 2022-01-18 10:00:00
None, None, -7.2, 100.0, None, None, None, None, None, -7.5, -9.4, None, None, -8.0, 2022-01-18 11:00:00
None, None, -6.9, 100.0, None, None, None, None, None, -7.1, -9.4, None, None, -7.0, 2022-01-18 12:00:00
None, None, -6.9, 100.0, None, None, None, None, None, -7.9, -9.4, None, None, -8.0, 2022-01-18 13:00:00
None, None, -6.9, 100.0, None, None, None, None, None, -8.2, -9.4, None, None, -9.0, 2022-01-18 14:00:00
None, None, -6.9, 100.0, None, None, None, None, None, -8.0, -9.4, None, None, -8.0, 2022-01-18 15:00:00
None, None, -6.9, 99.0, None, None, None, None, None, -9.6, -9.7, None, None, -10.0, 2022-01-18 16:00:00
None, None, -6.9, 94.0, None, None, None, None, None, -11.8, -11.9, None, None, -13.0, 2022-01-18 17:00:00
None, None, -6.9, 91.0, None, None, None, None, None, -13.2, -13.3, None, None, -14.0, 2022-01-18 18:00:00
None, None, -13.2, 90.0, None, None, None, None, None, -14.0, -14.1, None, None, -15.0, 2022-01-18 19:00:00
None, None, -13.2, 90.0, None, None, None, None, None, -14.1, -14.4, None, None, -15.0, 2022-01-18 20:00:00
None, None, -13.2, 90.0, None, None, None, None, None, -14.1, -14.4, None, None, -15.0, 2022-01-18 21:00:00
None, None, -13.2, 90.0, None, None, None, None, None, -14.1, -14.4, None, None, -15.0, 2022-01-18 22:00:00
None, None, -13.2, 90.0, None, None, None, None, None, -14.2, -14.5, None, None, -15.0, 2022-01-18 23:00:00
None, None, -13.2, 90.0, None, None, None, None, None, -14.5, -14.6, None, None, -15.0, 2022-01-19 00:00:00
None, None, -13.2, 90.0, None, None, None, None, None, -14.3, -14.6, None, None, -15.0, 2022-01-19 01:00:00
None, None, -13.2, 90.0, None, None, None, None, None, -14.5, -14.6, None, None, -16.0, 2022-01-19 02:00:00
None, None, -13.2, 90.0, None, None, None, None, None, -14.5, -14.7, None, None, -15.0, 2022-01-19 03:00:00
None, None, -13.2, 90.0, None, None, None, None, None, -14.4, -14.7, None, None, -15.0, 2022-01-19 04:00:00
None, None, -13.2, 89.0, None, None, None, None, None, -14.8, -14.7, None, None, -16.0, 2022-01-19 05:00:00
None, None, -13.2, 89.0, None, None, None, None, None, -14.6, -14.9, None, None, -16.0, 2022-01-19 06:00:00
None, None, -14.5, 89.0, None, None, None, None, None, -14.8, -14.9, None, None, -17.0, 2022-01-19 07:00:00
None, None, -14.5, 89.0, None, None, None, None, None, -14.9, -15.2, None, None, -16.0, 2022-01-19 08:00:00
None, None, -13.6, 91.0, None, None, None, None, None, -13.7, -15.2, None, None, -15.0, 2022-01-19 09:00:00
None, None, -11.9, 93.0, None, None, None, None, None, -11.8, -15.2, None, None, -13.0, 2022-01-19 10:00:00
None, None, -10.7, 94.0, None, None, None, None, None, -10.6, -15.2, None, None, -11.0, 2022-01-19 11:00:00
None, None, -10.1, 95.0, None, None, None, None, None, -10.3, -15.2, None, None, -11.0, 2022-01-19 12:00:00
None, None, -9.8, 97.0, None, None, None, None, None, -9.9, -15.2, None, None, -10.0, 2022-01-19 13:00:00
None, None, -9.8, 97.0, None, None, None, None, None, -10.0, -15.2, None, None, -10.0, 2022-01-19 14:00:00
None, None, -9.8, 97.0, None, None, None, None, None, -10.1, -15.2, None, None, -10.0, 2022-01-19 15:00:00
None, None, -9.8, 96.0, None, None, None, None, None, -10.3, -15.2, None, None, -11.0, 2022-01-19 17:00:00
None, None, -9.8, 96.0, None, None, None, None, None, -10.4, -15.2, None, None, -11.0, 2022-01-19 18:00:00
None, None, -10.2, 97.0, None, None, None, None, None, -10.3, -10.5, None, None, -11.0, 2022-01-19 19:00:00
None, None, -10.2, 97.0, None, None, None, None, None, -10.4, -10.5, None, None, -11.0, 2022-01-19 20:00:00
None, None, -10.2, 96.0, None, None, None, None, None, -10.3, -10.5, None, None, -10.0, 2022-01-19 21:00:00
None, None, -10.2, 96.0, None, None, None, None, None, -10.3, -10.6, None, None, -11.0, 2022-01-19 22:00:00
None, None, -10.0, 97.0, None, None, None, None, None, -10.1, -10.2, None, None, -10.0, 2022-01-19 23:00:00
None, None, -9.7, 98.0, None, None, None, None, None, -9.9, -10.2, None, None, -10.0, 2022-01-20 00:00:00
None, None, -9.5, 99.0, None, None, None, None, None, -9.6, -10.2, None, None, -10.0, 2022-01-20 01:00:00
None, None, -9.0, 100.0, None, None, None, None, None, -9.1, -10.2, None, None, -9.0, 2022-01-20 02:00:00
