station_observations
pcpn_amt_pst24hrs, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, time, dwpt_temp, stn_pres
0.0, -5.2, -7.9, 1022.3, 0.0, 0.0, -5.1, 94.0, 2022-01-01 00:00:00, -6.0, 985.0
0.0, -4.7, -7.9, 1022.2, 0.0, 0.0, -4.8, 95.0, 2022-01-01 01:00:00, -5.0, 985.0
0.0, -4.2, -7.9, 1023.1, 0.1, 0.0, -4.2, 92.0, 2022-01-01 02:00:00, -5.0, 986.0
0.0, -4.3, -7.9, 1023.2, 0.1, 0.0, -4.1, 94.0, 2022-01-01 03:00:00, -5.0, 986.0
0.0, -4.5, -7.9, 1023.3, 0.0, 0.0, -4.1, 92.0, 2022-01-01 04:00:00, -5.0, 986.0
0.0, -4.5, -7.9, 1022.3, 0.0, 0.0, -4.1, 91.0, 2022-01-01 05:00:00, -6.0, 985.0
0.0, -4.4, -7.9, 1022.3, 0.0, 0.0, -4.1, 89.0, 2022-01-01 06:00:00, -6.0, 985.0
0.0, -4.5, -4.6, 1021.3, 0.0, 0.0, -4.3, 90.0, 2022-01-01 07:00:00, -6.0, 984.0
0.0, -4.3, -4.6, 1021.3, 0.0, 0.0, -4.2, 89.0, 2022-01-01 08:00:00, -6.0, 984.0
0.0, -4.0, -4.6, 1021.3, 0.0, 0.0, -4.0, 90.0, 2022-01-01 09:00:00, -5.0, 984.0
0.0, -3.8, -4.6, 1020.2, 0.1, 0.0, -3.7, 92.0, 2022-01-01 10:00:00, -5.0, 983.0
0.2, -3.4, -4.6, 1020.2, 0.2, 0.0, -3.4, 92.0, 2022-01-01 11:00:00, -4.0, 983.0
0.4, -3.1, -4.6, 1018.1, 0.2, 0.0, -3.0, 95.0, 2022-01-01 12:00:00, -4.0, 981.0
None, -1.2, -1.7, 1007.6, 0.0, 0.0, -1.1, 99.0, 2022-01-01 19:00:00, -1.0, 971.0
None, -0.9, -1.7, 1006.5, 3.3, 3.0, -0.8, 99.0, 2022-01-01 20:00:00, -1.0, 970.0
None, 0.6, -1.7, None, 0.4, 0.0, 0.5, 100.0, 2022-01-02 06:00:00, 0.0, 970.0
None, 0.9, 0.5, 1005.3, 0.5, 0.0, 1.1, 100.0, 2022-01-02 07:00:00, 1.0, 969.0
None, 0.1, 0.1, 1004.3, 0.8, 1.0, 1.2, 100.0, 2022-01-02 08:00:00, 0.0, 968.0
None, 0.1, -0.4, None, 0.7, 1.0, 1.2, 100.0, 2022-01-02 12:00:00, 0.0, 964.0
None, 0.7, -0.4, None, 0.6, 1.0, 1.2, 100.0, 2022-01-02 13:00:00, 1.0, 962.0
None, 1.5, -0.4, None, 0.4, 0.0, 1.6, 100.0, 2022-01-02 14:00:00, 2.0, 961.0
None, 1.2, -0.4, None, 0.5, 0.0, 1.6, 100.0, 2022-01-02 15:00:00, 1.0, 960.0
None, 1.5, -0.4, None, 0.8, 0.0, 1.7, 100.0, 2022-01-02 16:00:00, 1.0, 960.0
None, 1.7, -0.4, None, 0.2, 0.0, 2.3, 100.0, 2022-01-02 17:00:00, 2.0, 960.0
None, 1.8, -0.4, 994.8, 0.3, 0.0, 2.3, 100.0, 2022-01-02 18:00:00, 2.0, 959.0
None, 1.9, 1.6, 992.7, 0.4, 0.0, 2.6, 100.0, 2022-01-02 19:00:00, 2.0, 957.0
None, 1.8, 1.6, 992.7, 1.3, 0.0, 2.6, 100.0, 2022-01-02 20:00:00, 2.0, 957.0
None, 1.9, 1.6, None, 1.7, 0.0, 2.6, 100.0, 2022-01-02 21:00:00, 2.0, 956.0
None, 1.1, 1.0, None, 0.8, 0.0, 2.6, 100.0, 2022-01-02 22:00:00, 1.0, 955.0
None, 1.2, 0.8, None, 0.3, 0.0, 2.6, 100.0, 2022-01-02 23:00:00, 1.0, 955.0
None, 1.6, 0.8, 990.7, 0.2, 0.0, 2.6, 100.0, 2022-01-03 00:00:00, 2.0, 955.0
None, 2.0, 0.8, 990.6, 0.1, 0.0, 2.6, 100.0, 2022-01-03 01:00:00, 2.0, 955.0
None, 1.5, 0.8, 991.7, 0.1, 0.0, 2.6, 100.0, 2022-01-03 02:00:00, 1.0, 956.0
None, 0.2, 0.2, 990.7, 0.0, 0.0, 2.6, 100.0, 2022-01-03 03:00:00, 0.0, 955.0
None, 0.0, -0.3, 990.7, 0.0, 0.0, 2.6, 100.0, 2022-01-03 04:00:00, 0.0, 955.0
None, -0.1, -0.3, 991.7, 0.0, 0.0, 2.6, 100.0, 2022-01-03 05:00:00, 0.0, 956.0
None, -0.1, -0.6, 990.7, 0.0, 0.0, 2.6, 100.0, 2022-01-03 06:00:00, 0.0, 955.0
None, -0.5, -0.9, 990.7, 0.0, 0.0, -0.1, 100.0, 2022-01-03 07:00:00, -1.0, 955.0
None, 0.3, -0.9, 990.7, 0.0, 0.0, 0.3, 100.0, 2022-01-03 08:00:00, 0.0, 955.0
None, 0.7, -0.9, 991.7, 0.4, 0.0, 1.0, 100.0, 2022-01-03 09:00:00, 1.0, 956.0
None, 0.5, -0.9, 991.7, 0.1, 0.0, 1.0, 100.0, 2022-01-03 10:00:00, 0.0, 956.0
8.6, 0.7, -0.9, 991.7, 0.0, 0.0, 1.0, 99.0, 2022-01-03 11:00:00, 1.0, 956.0
7.9, 0.7, -0.9, 991.7, 0.1, 0.0, 1.0, 100.0, 2022-01-03 12:00:00, 1.0, 956.0
7.6, 1.0, -0.9, 992.7, 0.3, 0.0, 1.1, 99.0, 2022-01-03 13:00:00, 1.0, 957.0
7.2, 0.7, -0.9, 992.7, 0.0, 0.0, 1.1, 99.0, 2022-01-03 14:00:00, 1.0, 957.0
