station_observations
air_temp, CURRENT_AIR_TEMPERATURE1, min_air_temp_snc_last_reset, max_air_temp_snc_last_reset, rel_hum, time, dwpt_temp
-17.2, None, -18.1, -17.3, None, 2022-01-08 09:00:00, None
-13.4, None, -18.1, -13.5, None, 2022-01-08 10:00:00, None
-9.3, None, -18.1, -9.3, None, 2022-01-08 11:00:00, None
-6.6, None, -18.1, -6.7, None, 2022-01-08 12:00:00, None
-4.9, None, -18.1, -4.9, None, 2022-01-08 13:00:00, None
-4.9, None, -18.1, -4.7, None, 2022-01-08 14:00:00, None
-4.9, None, -18.1, -4.7, None, 2022-01-08 15:00:00, None
-4.7, None, -18.1, -4.7, None, 2022-01-08 16:00:00, None
-4.8, None, -18.1, -4.7, None, 2022-01-08 17:00:00, None
-4.8, None, -18.1, -4.7, None, 2022-01-08 18:00:00, None
-4.8, None, -4.8, -4.8, None, 2022-01-08 19:00:00, None
-4.7, None, -4.8, -4.7, None, 2022-01-08 20:00:00, None
-4.3, None, -4.8, -4.3, None, 2022-01-08 21:00:00, None
-4.0, None, -4.8, -4.0, None, 2022-01-08 22:00:00, None
-3.8, None, -4.8, -3.8, None, 2022-01-08 23:00:00, None
-2.9, None, -4.8, -2.9, None, 2022-01-09 00:00:00, None
-2.4, None, -4.8, -2.4, None, 2022-01-09 01:00:00, None
-2.1, None, -4.8, -2.1, None, 2022-01-09 02:00:00, None
-2.3, None, -4.8, -2.1, None, 2022-01-09 03:00:00, None
-2.2, None, -4.8, -2.1, None, 2022-01-09 04:00:00, None
-2.2, None, -4.8, -2.1, None, 2022-01-09 05:00:00, None
-2.5, None, -4.8, -2.1, None, 2022-01-09 06:00:00, None
-2.4, None, -2.6, -2.4, None, 2022-01-09 07:00:00, None
-1.6, None, -2.6, -1.6, None, 2022-01-09 08:00:00, None
-1.4, None, -2.6, -1.2, None, 2022-01-09 09:00:00, None
-1.4, None, -2.6, -1.2, None, 2022-01-09 10:00:00, None
-0.1, None, -2.6, -0.1, None, 2022-01-09 11:00:00, None
1.6, None, -2.6, 1.5, None, 2022-01-09 12:00:00, None
3.1, None, -2.6, 3.1, None, 2022-01-09 13:00:00, None
4.0, None, -2.6, 4.0, None, 2022-01-09 14:00:00, None
6.1, None, -2.6, 6.1, None, 2022-01-09 15:00:00, None
5.7, None, -2.6, 6.3, None, 2022-01-09 16:00:00, None
1.6, None, -2.6, 6.3, None, 2022-01-09 17:00:00, None
-0.2, None, -2.6, 6.3, None, 2022-01-09 18:00:00, None
-1.1, None, -1.1, -0.2, None, 2022-01-09 19:00:00, None
-2.0, None, -2.0, -0.2, None, 2022-01-09 20:00:00, None
-2.7, None, -2.6, -0.2, None, 2022-01-09 21:00:00, None
-3.3, None, -3.3, -0.2, None, 2022-01-09 22:00:00, None
-3.8, None, -3.8, -0.2, None, 2022-01-09 23:00:00, None
-4.3, None, -4.2, -0.2, None, 2022-01-10 00:00:00, None
-4.4, None, -4.4, -0.2, None, 2022-01-10 01:00:00, None
-4.2, None, -4.4, -0.2, None, 2022-01-10 02:00:00, None
-4.3, None, -4.4, -0.2, None, 2022-01-10 03:00:00, None
-4.3, None, -4.4, -0.2, None, 2022-01-10 04:00:00, None
-4.2, None, -4.4, -0.2, None, 2022-01-10 05:00:00, None
-4.5, None, -4.4, -0.2, None, 2022-01-10 06:00:00, None
-4.7, None, -4.7, -4.5, None, 2022-01-10 07:00:00, None
-5.0, None, -5.0, -4.5, None, 2022-01-10 08:00:00, None
-4.6, None, -5.0, -4.5, None, 2022-01-10 09:00:00, None
-3.3, None, -5.0, -3.3, None, 2022-01-10 10:00:00, None
-0.2, None, -5.0, -0.3, None, 2022-01-10 11:00:00, None
1.8, None, -5.0, 1.7, None, 2022-01-10 12:00:00, None
4.2, None, -5.0, 4.1, None, 2022-01-10 13:00:00, None
4.3, None, -5.0, 4.3, None, 2022-01-10 14:00:00, None
5.6, None, -5.0, 5.6, None, 2022-01-10 15:00:00, None
3.4, None, -5.0, 5.6, None, 2022-01-10 16:00:00, None
2.2, None, -5.0, 5.6, None, 2022-01-10 17:00:00, None
1.8, None, -5.0, 5.6, None, 2022-01-10 18:00:00, None
1.1, None, 1.1, 1.7, None, 2022-01-10 19:00:00, None
0.9, None, 0.9, 1.7, None, 2022-01-10 20:00:00, None
1.0, None, 0.9, 1.7, None, 2022-01-10 21:00:00, None
1.2, None, 0.9, 1.7, None, 2022-01-10 22:00:00, None
1.2, None, 0.9, 1.7, None, 2022-01-10 23:00:00, None
1.1, None, 0.9, 1.7, None, 2022-01-11 00:00:00, None
0.6, None, 0.6, 1.7, None, 2022-01-11 01:00:00, None
-0.1, None, -0.1, 1.7, None, 2022-01-11 02:00:00, None
-0.2, None, -0.2, 1.7, None, 2022-01-11 03:00:00, None
-0.4, None, -0.4, 1.7, None, 2022-01-11 04:00:00, None
-1.1, None, -1.1, 1.7, None, 2022-01-11 05:00:00, None
-1.0, None, -1.2, 1.7, None, 2022-01-11 06:00:00, None
-0.4, None, -1.0, -0.4, None, 2022-01-11 07:00:00, None
1.8, None, -1.0, 1.8, None, 2022-01-11 08:00:00, None
2.5, None, -1.0, 2.5, None, 2022-01-11 09:00:00, None
3.0, None, -1.0, 3.0, None, 2022-01-11 10:00:00, None
3.8, None, -1.0, 3.8, None, 2022-01-11 11:00:00, None
4.1, None, -1.0, 4.1, None, 2022-01-11 12:00:00, None
3.9, None, -1.0, 4.1, None, 2022-01-11 13:00:00, None
4.0, None, -1.0, 4.1, None, 2022-01-11 14:00:00, None
4.2, None, -1.0, 4.2, None, 2022-01-11 15:00:00, None
3.9, None, -1.0, 4.2, None, 2022-01-11 16:00:00, None
3.5, None, -1.0, 4.2, None, 2022-01-11 17:00:00, None
2.9, None, -1.0, 4.2, None, 2022-01-11 18:00:00, None
2.4, None, 2.4, 2.9, None, 2022-01-11 19:00:00, None
2.1, None, 2.1, 2.9, None, 2022-01-11 20:00:00, None
1.8, None, 1.8, 2.9, None, 2022-01-11 21:00:00, None
1.6, None, 1.6, 2.9, None, 2022-01-11 22:00:00, None
1.6, None, 1.6, 2.9, None, 2022-01-11 23:00:00, None
1.6, None, 1.6, 2.9, None, 2022-01-12 00:00:00, None
1.6, None, 1.3, 2.9, None, 2022-01-12 01:00:00, None
2.5, None, 1.3, 2.9, None, 2022-01-12 02:00:00, None
3.3, None, 1.3, 3.3, None, 2022-01-12 03:00:00, None
3.2, None, 1.3, 3.5, None, 2022-01-12 04:00:00, None
2.8, None, 1.3, 3.5, None, 2022-01-12 05:00:00, None
3.0, None, 1.3, 3.5, None, 2022-01-12 06:00:00, None
3.0, None, 3.0, 3.1, None, 2022-01-12 07:00:00, None
3.1, None, 2.8, 3.1, None, 2022-01-12 08:00:00, None
3.9, None, 2.8, 3.8, None, 2022-01-12 09:00:00, None
4.2, None, 2.8, 4.2, None, 2022-01-12 10:00:00, None
4.1, None, 2.8, 4.3, None, 2022-01-12 11:00:00, None
4.0, None, 2.8, 4.3, None, 2022-01-12 12:00:00, None
4.3, None, 2.8, 4.3, None, 2022-01-12 13:00:00, None
4.4, None, 2.8, 4.4, None, 2022-01-12 14:00:00, None
4.4, None, 2.8, 4.4, None, 2022-01-12 15:00:00, None
4.1, None, 2.8, 4.4, None, 2022-01-12 16:00:00, None
3.3, None, 2.8, 4.4, None, 2022-01-12 17:00:00, None
2.9, None, 2.8, 4.4, None, 2022-01-12 18:00:00, None
3.2, None, 2.9, 3.2, None, 2022-01-12 19:00:00, None
3.1, None, 2.9, 3.3, None, 2022-01-12 20:00:00, None
3.2, None, 2.9, 3.3, None, 2022-01-12 21:00:00, None
3.7, None, 2.9, 3.7, None, 2022-01-12 22:00:00, None
3.6, None, 2.9, 3.8, None, 2022-01-12 23:00:00, None
2.7, None, 2.7, 3.8, None, 2022-01-13 00:00:00, None
1.5, None, 1.6, 3.8, None, 2022-01-13 01:00:00, None
0.9, None, 0.9, 3.8, None, 2022-01-13 02:00:00, None
0.8, None, 0.7, 3.8, None, 2022-01-13 03:00:00, None
0.7, None, 0.7, 3.8, None, 2022-01-13 04:00:00, None
0.4, None, 0.4, 3.8, None, 2022-01-13 05:00:00, None
0.4, None, 0.3, 3.8, None, 2022-01-13 06:00:00, None
0.3, None, 0.2, 0.5, None, 2022-01-13 07:00:00, None
0.8, None, 0.2, 0.8, None, 2022-01-13 08:00:00, None
0.2, None, 0.2, 0.8, None, 2022-01-13 09:00:00, None
0.3, None, 0.1, 0.8, None, 2022-01-13 10:00:00, None
1.1, None, 0.1, 1.1, None, 2022-01-13 11:00:00, None
1.3, None, 0.1, 1.3, None, 2022-01-13 12:00:00, None
2.3, None, 0.1, 2.3, None, 2022-01-13 13:00:00, None
4.2, None, 0.1, 4.1, None, 2022-01-13 14:00:00, None
10.5, None, 0.1, 10.4, None, 2022-01-13 15:00:00, None
9.7, None, 0.1, 10.9, None, 2022-01-13 16:00:00, None
4.0, None, 0.1, 10.9, None, 2022-01-13 17:00:00, None
1.3, None, 0.1, 10.9, None, 2022-01-13 18:00:00, None
0.6, None, 0.6, 1.3, None, 2022-01-13 19:00:00, None
1.4, None, 0.6, 1.3, None, 2022-01-13 20:00:00, None
1.5, None, 0.6, 1.6, None, 2022-01-13 21:00:00, None
1.4, None, 0.6, 1.6, None, 2022-01-13 22:00:00, None
1.4, None, 0.6, 1.6, None, 2022-01-13 23:00:00, None
0.8, None, 0.6, 1.6, None, 2022-01-14 00:00:00, None
-0.5, None, -0.4, 1.6, None, 2022-01-14 01:00:00, None
-1.4, None, -1.4, 1.6, None, 2022-01-14 02:00:00, None
-1.8, None, -1.8, 1.6, None, 2022-01-14 03:00:00, None
-2.2, None, -2.2, 1.6, None, 2022-01-14 04:00:00, None
-2.2, None, -2.2, 1.6, None, 2022-01-14 05:00:00, None
-2.0, None, -2.2, 1.6, None, 2022-01-14 06:00:00, None
-1.7, None, -2.0, -1.7, None, 2022-01-14 07:00:00, None
-1.7, None, -2.0, -1.6, None, 2022-01-14 08:00:00, None
-2.1, None, -2.1, -1.6, None, 2022-01-14 09:00:00, None
-1.2, None, -2.1, -1.3, None, 2022-01-14 10:00:00, None
0.1, None, -2.1, 0.1, None, 2022-01-14 11:00:00, None
1.0, None, -2.1, 1.0, None, 2022-01-14 12:00:00, None
2.8, None, -2.1, 2.8, None, 2022-01-14 13:00:00, None
4.4, None, -2.1, 4.4, None, 2022-01-14 14:00:00, None
4.6, None, -2.1, 4.7, None, 2022-01-14 15:00:00, None
4.2, None, -2.1, 4.7, None, 2022-01-14 16:00:00, None
4.1, None, -2.1, 4.7, None, 2022-01-14 17:00:00, None
4.1, None, -2.1, 4.7, None, 2022-01-14 18:00:00, None
3.4, None, 3.5, 4.1, None, 2022-01-14 19:00:00, None
3.0, None, 3.0, 4.1, None, 2022-01-14 20:00:00, None
2.1, None, 2.1, 4.1, None, 2022-01-14 21:00:00, None
1.8, None, 1.7, 4.1, None, 2022-01-14 22:00:00, None
2.3, None, 1.7, 4.1, None, 2022-01-14 23:00:00, None
1.8, None, 1.7, 4.1, None, 2022-01-15 00:00:00, None
1.6, None, 1.5, 4.1, None, 2022-01-15 01:00:00, None
1.9, None, 1.5, 4.1, None, 2022-01-15 02:00:00, None
1.8, None, 1.5, 4.1, None, 2022-01-15 03:00:00, None
1.4, None, 1.4, 4.1, None, 2022-01-15 04:00:00, None
0.7, None, 0.7, 4.1, None, 2022-01-15 05:00:00, None
0.2, None, 0.2, 4.1, None, 2022-01-15 06:00:00, None
0.2, None, 0.2, 0.2, None, 2022-01-15 07:00:00, None
0.1, None, 0.1, 0.2, None, 2022-01-15 08:00:00, None
0.7, None, 0.1, 0.7, None, 2022-01-15 09:00:00, None
1.3, None, 0.1, 1.3, None, 2022-01-15 10:00:00, None
2.2, None, 0.1, 2.2, None, 2022-01-15 11:00:00, None
2.8, None, 0.1, 2.8, None, 2022-01-15 12:00:00, None
5.4, None, 0.1, 5.4, None, 2022-01-15 13:00:00, None
7.4, None, 0.1, 7.3, None, 2022-01-15 14:00:00, None
9.9, None, 0.1, 10.2, None, 2022-01-15 15:00:00, None
6.9, None, 0.1, 10.2, None, 2022-01-15 16:00:00, None
3.6, None, 0.1, 10.2, None, 2022-01-15 17:00:00, None
2.4, None, 0.1, 10.2, None, 2022-01-15 18:00:00, None
1.7, None, 1.7, 2.4, None, 2022-01-15 19:00:00, None
0.2, None, 0.2, 2.4, None, 2022-01-15 20:00:00, None
-1.0, None, -1.0, 2.4, None, 2022-01-15 21:00:00, None
-1.9, None, -1.8, 2.4, None, 2022-01-15 22:00:00, None
-2.7, None, -2.6, 2.4, None, 2022-01-15 23:00:00, None
-3.2, None, -3.2, 2.4, None, 2022-01-16 00:00:00, None
-2.9, None, -3.2, 2.4, None, 2022-01-16 01:00:00, None
-2.6, None, -3.2, 2.4, None, 2022-01-16 02:00:00, None
-2.3, None, -3.2, 2.4, None, 2022-01-16 03:00:00, None
-2.0, None, -3.2, 2.4, None, 2022-01-16 04:00:00, None
-1.7, None, -3.2, 2.4, None, 2022-01-16 05:00:00, None
-1.5, None, -3.2, 2.4, None, 2022-01-16 06:00:00, None
-1.4, None, -1.5, -1.4, None, 2022-01-16 07:00:00, None
-0.4, None, -1.5, -0.5, None, 2022-01-16 08:00:00, None
0.4, None, -1.5, 0.4, None, 2022-01-16 09:00:00, None
2.2, None, -1.5, 2.2, None, 2022-01-16 10:00:00, None
4.1, None, -1.5, 4.1, None, 2022-01-16 11:00:00, None
4.4, None, -1.5, 4.4, None, 2022-01-16 12:00:00, None
4.0, None, -1.5, 4.4, None, 2022-01-16 13:00:00, None
4.0, None, -1.5, 4.4, None, 2022-01-16 14:00:00, None
4.4, None, -1.5, 4.4, None, 2022-01-16 15:00:00, None
5.5, None, -1.5, 5.4, None, 2022-01-16 16:00:00, None
5.2, None, -1.5, 5.8, None, 2022-01-16 17:00:00, None
4.3, None, -1.5, 5.8, None, 2022-01-16 18:00:00, None
4.3, None, 4.1, 4.3, None, 2022-01-16 19:00:00, None
4.4, None, 4.1, 4.6, None, 2022-01-16 20:00:00, None
3.5, None, 3.5, 4.6, None, 2022-01-16 21:00:00, None
3.1, None, 3.1, 4.6, None, 2022-01-16 22:00:00, None
2.8, None, 2.8, 4.6, None, 2022-01-16 23:00:00, None
3.0, None, 2.8, 4.6, None, 2022-01-17 00:00:00, None
3.0, None, 2.8, 4.6, None, 2022-01-17 01:00:00, None
3.4, None, 2.8, 4.6, None, 2022-01-17 02:00:00, None
3.2, None, 2.8, 4.6, None, 2022-01-17 03:00:00, None
3.0, None, 2.8, 4.6, None, 2022-01-17 04:00:00, None
2.5, None, 2.6, 4.6, None, 2022-01-17 05:00:00, None
1.4, None, 1.4, 4.6, None, 2022-01-17 06:00:00, None
1.1, None, 1.1, 1.4, None, 2022-01-17 07:00:00, None
0.9, None, 0.8, 1.4, None, 2022-01-17 08:00:00, None
1.7, None, 0.8, 1.7, None, 2022-01-17 09:00:00, None
3.5, None, 0.8, 3.5, None, 2022-01-17 10:00:00, None
5.0, None, 0.8, 5.0, None, 2022-01-17 11:00:00, None
5.4, None, 0.8, 5.4, None, 2022-01-17 12:00:00, None
6.9, None, 0.8, 6.9, None, 2022-01-17 13:00:00, None
8.2, None, 0.8, 8.1, None, 2022-01-17 14:00:00, None
