station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, 1.487, 295.0, None, -5.2, None, None, None, None, None, 154.0, None, 154.0, None, None, -0.769, None, -0.7, None, None, 61.52, None, -0.8, None, 0.0, 0.0, 2022-01-02 16:00:00, 450.0
None, None, None, None, 2.633, 56.66, None, -5.2, None, None, None, None, None, 154.0, None, 153.6, None, None, 1.332, None, 1.4, None, None, 61.17, None, 1.3, None, -0.2, 0.0, 2022-01-02 17:00:00, 450.0
None, None, None, None, 2.766, 95.4, None, -5.2, None, None, None, None, None, 154.0, None, 153.5, None, None, 0.482, None, 1.5, None, None, 45.72, None, 0.5, None, -0.2, 0.0, 2022-01-02 18:00:00, 450.0
None, None, None, None, 0.746, 354.7, None, -1.2, None, None, None, None, None, 153.0, None, 152.8, None, None, -0.902, None, 0.8, None, None, 70.5, None, -0.9, None, 0.0, -1.0, 2022-01-02 19:00:00, 450.0
None, None, None, None, 3.992, 98.6, None, -1.2, None, None, None, None, None, 153.0, None, 152.6, None, None, 1.915, None, 1.9, None, None, 47.57, None, 1.9, None, 0.2, 0.0, 2022-01-02 20:00:00, 450.0
None, None, None, None, 3.586, 98.4, None, -1.2, None, None, None, None, None, 152.0, None, 152.3, None, None, 1.218, None, 1.9, None, None, 50.0, None, 1.2, None, -0.4, 0.0, 2022-01-02 21:00:00, 450.0
None, None, None, None, 7.83, 79.3, None, -1.2, None, None, None, None, None, 152.0, None, 152.0, None, None, 1.093, None, 1.9, None, None, 26.91, None, 1.1, None, 0.0, 0.0, 2022-01-02 22:00:00, 450.0
None, None, None, None, 6.211, 82.6, None, -1.2, None, None, None, None, None, 152.0, None, 151.7, None, None, 0.386, None, 1.9, None, None, 25.67, None, 0.4, None, -0.1, 0.0, 2022-01-02 23:00:00, 450.0
None, None, None, None, 6.449, 90.2, None, -1.2, None, None, None, None, None, 151.0, None, 151.3, None, None, 0.158, None, 1.9, None, None, 28.65, None, 0.2, None, 0.0, 0.0, 2022-01-03 00:00:00, 450.0
None, None, None, None, 7.4, 104.7, None, -1.2, None, None, None, None, None, 151.0, None, 150.9, None, None, 0.005, None, 1.9, None, None, 32.12, None, 0.0, None, 0.0, 0.0, 2022-01-03 01:00:00, 450.0
None, None, None, None, 10.23, 125.4, None, -1.2, None, None, None, None, None, 151.0, None, 150.8, None, None, -0.548, None, 1.9, None, None, 25.03, None, -0.5, None, 0.0, 0.0, 2022-01-03 02:00:00, 450.0
None, None, None, None, 8.69, 113.8, None, -1.2, None, None, None, None, None, 151.0, None, 150.5, None, None, -1.131, None, 1.9, None, None, 29.93, None, -1.1, None, 0.0, 0.0, 2022-01-03 03:00:00, 450.0
None, None, None, None, 9.72, 110.1, None, -1.7, None, None, None, None, None, 150.0, None, 150.2, None, None, -1.704, None, 1.9, None, None, 27.08, None, -1.7, None, 0.0, 0.0, 2022-01-03 04:00:00, 450.0
None, None, None, None, 10.17, 101.0, None, -2.1, None, None, None, None, None, 150.0, None, 149.7, None, None, -2.087, None, 1.9, None, None, 28.4, None, -2.1, None, 0.2, 0.0, 2022-01-03 05:00:00, 450.0
None, None, None, None, 9.33, 103.5, None, -2.7, None, None, None, None, None, 149.0, None, 149.4, None, None, -2.603, None, 1.9, None, None, 27.41, None, -2.6, None, 0.0, 0.0, 2022-01-03 06:00:00, 450.0
None, None, None, None, 8.23, 103.9, None, -3.4, None, None, None, None, None, 149.0, None, 149.2, None, None, -3.334, None, -2.6, None, None, 28.39, None, -3.3, None, 0.0, 0.0, 2022-01-03 07:00:00, 450.0
None, None, None, None, 11.04, 92.6, None, -4.1, None, None, None, None, None, 149.0, None, 148.7, None, None, -4.036, None, -2.6, None, None, 25.44, None, -4.0, None, 0.0, 0.0, 2022-01-03 08:00:00, 450.0
None, None, None, None, 10.43, 89.9, None, -5.0, None, None, None, None, None, 149.0, None, 148.7, None, None, -4.925, None, -2.6, None, None, 23.25, None, -4.9, None, 0.2, 0.0, 2022-01-03 09:00:00, 450.0
None, None, None, None, 9.23, 98.2, None, -5.2, None, None, None, None, None, 149.0, None, 148.5, None, None, -5.087, None, -2.6, None, None, 24.98, None, -5.1, None, 0.1, 0.0, 2022-01-03 10:00:00, 450.0
None, None, None, None, 10.58, 99.0, None, -5.2, None, None, None, None, None, 148.0, None, 148.1, None, None, -5.068, None, -2.6, None, None, 24.81, None, -5.1, None, 0.1, 0.0, 2022-01-03 11:00:00, 450.0
None, None, None, None, 10.78, 100.5, None, -5.5, None, None, None, None, None, 148.0, None, 147.9, None, None, -5.518, None, -2.6, None, None, 26.02, None, -5.5, None, -0.1, 0.0, 2022-01-03 12:00:00, 450.0
None, None, None, None, 9.19, 104.0, None, -5.6, None, None, None, None, None, 148.0, None, 147.8, None, None, -5.322, None, -2.6, None, None, 29.32, None, -5.3, None, 0.0, 0.0, 2022-01-03 13:00:00, 450.0
None, None, None, None, 11.78, 98.0, None, -5.6, None, None, None, None, None, 148.0, None, 147.8, None, None, -5.489, None, -2.6, None, None, 26.93, None, -5.5, None, 0.0, 0.0, 2022-01-03 14:00:00, 450.0
None, None, None, None, 11.24, 93.5, None, -6.0, None, None, None, None, None, 147.0, None, 147.4, None, None, -5.95, None, -2.6, None, None, 25.68, None, -6.0, None, 0.0, 0.0, 2022-01-03 15:00:00, 450.0
None, None, None, None, 9.2, 102.2, None, -6.7, None, None, None, None, None, 147.0, None, 147.3, None, None, -6.656, None, -2.6, None, None, 27.64, None, -6.7, None, 0.0, 0.0, 2022-01-03 16:00:00, 450.0
None, None, None, None, 9.33, 91.4, None, -7.1, None, None, None, None, None, 147.0, None, 147.1, None, None, -6.968, None, -2.6, None, None, 24.78, None, -7.0, None, 0.1, 0.0, 2022-01-03 17:00:00, 450.0
None, None, None, None, 8.99, 103.8, None, -7.3, None, None, None, None, None, 147.0, None, 146.9, None, None, -7.24, None, -2.6, None, None, 28.95, None, -7.2, None, 0.0, 0.0, 2022-01-03 18:00:00, 450.0
None, None, None, None, 9.73, 100.3, None, -7.7, None, None, None, None, None, 147.0, None, 146.7, None, None, -7.59, None, -7.2, None, None, 24.51, None, -7.6, None, 0.3, 0.0, 2022-01-03 19:00:00, 450.0
None, None, None, None, 11.22, 103.6, None, -7.9, None, None, None, None, None, 146.0, None, 146.4, None, None, -7.89, None, -7.2, None, None, 26.95, None, -7.9, None, 0.2, 0.0, 2022-01-03 20:00:00, 450.0
None, None, None, None, 10.94, 100.9, None, -8.2, None, None, None, None, None, 146.0, None, 146.3, None, None, -8.18, None, -7.2, None, None, 26.38, None, -8.2, None, 0.0, 0.0, 2022-01-03 21:00:00, 450.0
None, None, None, None, 10.1, 99.8, None, -8.3, None, None, None, None, None, 146.0, None, 146.0, None, None, -8.31, None, -7.2, None, None, 25.82, None, -8.3, None, 0.0, 0.0, 2022-01-03 22:00:00, 450.0
None, None, None, None, 10.5, 106.9, None, -8.8, None, None, None, None, None, 146.0, None, 145.9, None, None, -8.8, None, -7.2, None, None, 26.22, None, -8.8, None, 0.0, 0.0, 2022-01-03 23:00:00, 450.0
None, None, None, None, 9.69, 104.6, None, -9.3, None, None, None, None, None, 146.0, None, 145.7, None, None, -9.21, None, -7.2, None, None, 27.35, None, -9.2, None, 0.1, 0.0, 2022-01-04 00:00:00, 450.0
None, None, None, None, 9.89, 96.5, None, -9.7, None, None, None, None, None, 146.0, None, 145.5, None, None, -9.45, None, -7.2, None, None, 24.56, None, -9.5, None, 0.1, 0.0, 2022-01-04 01:00:00, 450.0
None, None, None, None, 8.65, 95.7, None, -10.3, None, None, None, None, None, 145.0, None, 145.3, None, None, -10.2, None, -7.2, None, None, 24.41, None, -10.2, None, 0.0, 0.0, 2022-01-04 02:00:00, 450.0
None, None, None, None, 7.51, 108.8, None, -10.5, None, None, None, None, None, 145.0, None, 145.1, None, None, -10.4, None, -7.2, None, None, 29.26, None, -10.4, None, 0.1, 0.0, 2022-01-04 03:00:00, 450.0
None, None, None, None, 6.248, 107.4, None, -11.0, None, None, None, None, None, 145.0, None, 145.0, None, None, -10.98, None, -7.2, None, None, 29.93, None, -11.0, None, 0.0, 0.0, 2022-01-04 04:00:00, 450.0
None, None, None, None, 5.57, 102.5, None, -11.2, None, None, None, None, None, 145.0, None, 144.8, None, None, -10.89, None, -7.2, None, None, 31.75, None, -10.9, None, 0.3, 0.0, 2022-01-04 05:00:00, 450.0
None, None, None, None, 5.656, 107.6, None, -11.2, None, None, None, None, None, 145.0, None, 144.7, None, None, -10.99, None, -7.2, None, None, 33.43, None, -11.0, None, 0.0, 0.0, 2022-01-04 06:00:00, 450.0
None, None, None, None, 5.842, 107.1, None, -11.2, None, None, None, None, None, 145.0, None, 144.6, None, None, -11.06, None, -10.8, None, None, 30.59, None, -11.1, None, 0.2, 0.0, 2022-01-04 07:00:00, 450.0
None, None, None, None, 5.673, 106.0, None, -11.3, None, None, None, None, None, 144.0, None, 144.3, None, None, -10.92, None, -10.8, None, None, 33.71, None, -10.9, None, 0.0, 0.0, 2022-01-04 08:00:00, 450.0
None, None, None, None, 3.735, 94.4, None, -11.5, None, None, None, None, None, 144.0, None, 144.4, None, None, -11.08, None, -10.8, None, None, 38.17, None, -11.1, None, 0.0, 0.0, 2022-01-04 09:00:00, 450.0
None, None, None, None, 5.118, 112.9, None, -11.5, None, None, None, None, None, 144.0, None, 144.2, None, None, -10.86, None, -10.8, None, None, 34.46, None, -10.9, None, 0.1, 0.0, 2022-01-04 10:00:00, 450.0
None, None, None, None, 4.148, 107.8, None, -11.5, None, None, None, None, None, 144.0, None, 143.8, None, None, -10.76, None, -10.6, None, None, 34.17, None, -10.8, None, 0.0, 0.0, 2022-01-04 11:00:00, 450.0
None, None, None, None, 4.658, 96.8, None, -11.5, None, None, None, None, None, 144.0, None, 143.8, None, None, -10.71, None, -10.6, None, None, 35.06, None, -10.7, None, -0.1, 0.0, 2022-01-04 12:00:00, 450.0
None, None, None, None, 7.05, 93.3, None, -11.5, None, None, None, None, None, 144.0, None, 143.7, None, None, -9.63, None, -9.6, None, None, 26.77, None, -9.6, None, 0.2, 0.0, 2022-01-04 13:00:00, 450.0
None, None, None, None, 10.55, 92.7, None, -11.5, None, None, None, None, None, 144.0, None, 143.6, None, None, -9.93, None, -9.6, None, None, 25.2, None, -9.9, None, -0.6, 0.0, 2022-01-04 14:00:00, 450.0
None, None, None, None, 11.15, 91.2, None, -11.5, None, None, None, None, None, 143.0, None, 143.4, None, None, -10.53, None, -9.6, None, None, 24.56, None, -10.5, None, -0.3, 0.0, 2022-01-04 15:00:00, 450.0
None, None, None, None, 10.78, 94.1, None, -11.5, None, None, None, None, None, 143.0, None, 143.3, None, None, -11.18, None, -9.6, None, None, 24.54, None, -11.2, None, 0.0, 0.0, 2022-01-04 16:00:00, 450.0
None, None, None, None, 8.47, 106.5, None, -11.6, None, None, None, None, None, 143.0, None, 143.2, None, None, -11.53, None, -9.6, None, None, 30.43, None, -11.5, None, 0.2, 0.0, 2022-01-04 17:00:00, 450.0
None, None, None, None, 11.46, 91.2, None, -12.0, None, None, None, None, None, 143.0, None, 143.1, None, None, -11.78, None, -9.6, None, None, 21.85, None, -11.8, None, 0.2, 0.0, 2022-01-04 18:00:00, 450.0
None, None, None, None, 9.02, 107.8, None, -12.3, None, None, None, None, None, 143.0, None, 142.9, None, None, -12.26, None, -11.8, None, None, 30.83, None, -12.3, None, 0.0, 0.0, 2022-01-04 19:00:00, 450.0
None, None, None, None, 9.13, 109.8, None, -12.3, None, None, None, None, None, 143.0, None, 142.8, None, None, -12.34, None, -11.8, None, None, 31.58, None, -12.3, None, 0.1, 0.0, 2022-01-04 20:00:00, 450.0
None, None, None, None, 7.4, 121.3, None, -12.8, None, None, None, None, None, 143.0, None, 142.7, None, None, -12.35, None, -11.8, None, None, 30.48, None, -12.4, None, 0.0, 0.0, 2022-01-04 21:00:00, 450.0
None, None, None, None, 8.32, 119.4, None, -12.8, None, None, None, None, None, 143.0, None, 142.6, None, None, -12.58, None, -11.8, None, None, 30.07, None, -12.6, None, 0.1, 0.0, 2022-01-04 22:00:00, 450.0
None, None, None, None, 8.16, 131.5, None, -12.8, None, None, None, None, None, 142.0, None, 142.3, None, None, -12.68, None, -11.8, None, None, 29.38, None, -12.7, None, 0.0, 0.0, 2022-01-04 23:00:00, 450.0
None, None, None, None, 8.01, 132.5, None, -12.9, None, None, None, None, None, 142.0, None, 142.3, None, None, -12.75, None, -11.8, None, None, 27.27, None, -12.8, None, 0.0, 0.0, 2022-01-05 00:00:00, 450.0
None, None, None, None, 7.58, 134.9, None, -12.9, None, None, None, None, None, 142.0, None, 142.1, None, None, -12.8, None, -11.8, None, None, 26.91, None, -12.8, None, 0.1, 0.0, 2022-01-05 01:00:00, 450.0
None, None, None, None, 7.2, 135.0, None, -13.2, None, None, None, None, None, 142.0, None, 142.2, None, None, -12.59, None, -11.8, None, None, 27.58, None, -12.6, None, 0.0, 0.0, 2022-01-05 02:00:00, 450.0
None, None, None, None, 7.5, 140.3, None, -13.2, None, None, None, None, None, 142.0, None, 141.9, None, None, -12.78, None, -11.8, None, None, 26.0, None, -12.8, None, 0.0, 0.0, 2022-01-05 03:00:00, 450.0
None, None, None, None, 8.1, 137.7, None, -13.2, None, None, None, None, None, 142.0, None, 141.8, None, None, -13.03, None, -11.8, None, None, 24.99, None, -13.0, None, 0.2, 0.0, 2022-01-05 04:00:00, 450.0
None, None, None, None, 7.02, 139.3, None, -13.2, None, None, None, None, None, 142.0, None, 141.8, None, None, -13.01, None, -11.8, None, None, 24.2, None, -13.0, None, 0.0, 0.0, 2022-01-05 05:00:00, 450.0
None, None, None, None, 7.01, 139.0, None, -13.3, None, None, None, None, None, 142.0, None, 141.6, None, None, -12.92, None, -11.8, None, None, 23.57, None, -12.9, None, 0.0, 0.0, 2022-01-05 06:00:00, 450.0
None, None, None, None, 7.81, 137.2, None, -13.2, None, None, None, None, None, 142.0, None, 141.5, None, None, -13.03, None, -12.8, None, None, 24.46, None, -13.0, None, 0.0, 0.0, 2022-01-05 07:00:00, 450.0
None, None, None, None, 8.79, 137.0, None, -13.2, None, None, None, None, None, 141.0, None, 141.4, None, None, -12.95, None, -12.8, None, None, 24.85, None, -13.0, None, 0.0, 0.0, 2022-01-05 08:00:00, 450.0
None, None, None, None, 7.89, 134.2, None, -13.2, None, None, None, None, None, 141.0, None, 141.2, None, None, -12.82, None, -12.6, None, None, 25.43, None, -12.8, None, 0.1, 0.0, 2022-01-05 09:00:00, 450.0
None, None, None, None, 9.02, 139.1, None, -13.2, None, None, None, None, None, 141.0, None, 141.0, None, None, -12.77, None, -12.4, None, None, 25.27, None, -12.8, None, 0.0, 0.0, 2022-01-05 10:00:00, 450.0
None, None, None, None, 8.63, 134.7, None, -13.2, None, None, None, None, None, 141.0, None, 141.1, None, None, -12.34, None, -12.1, None, None, 26.75, None, -12.3, None, -0.2, 0.0, 2022-01-05 11:00:00, 450.0
None, None, None, None, 8.59, 126.4, None, -13.2, None, None, None, None, None, 141.0, None, 140.9, None, None, -12.05, None, -11.9, None, None, 31.1, None, -12.1, None, 0.0, 0.0, 2022-01-05 12:00:00, 450.0
None, None, None, None, 9.4, 128.0, None, -13.2, None, None, None, None, None, 141.0, None, 140.8, None, None, -10.83, None, -10.8, None, None, 31.6, None, -10.8, None, 0.2, 0.0, 2022-01-05 13:00:00, 450.0
None, None, None, None, 10.58, 114.8, None, -13.2, None, None, None, None, None, 141.0, None, 140.6, None, None, -10.75, None, -10.6, None, None, 30.26, None, -10.8, None, -0.6, 0.0, 2022-01-05 14:00:00, 450.0
None, None, None, None, 11.05, 110.1, None, None, None, None, None, None, None, None, None, 140.4, None, None, -11.36, None, None, None, None, 31.03, None, None, None, None, None, 2022-01-05 15:00:00, None
None, None, None, None, 11.73, 111.4, None, -13.2, None, None, None, None, None, 140.0, None, 140.3, None, None, -11.89, None, -10.6, None, None, 29.66, None, -11.9, None, 0.0, 0.0, 2022-01-05 16:00:00, 450.0
None, None, None, None, 10.98, 134.6, None, -13.2, None, None, None, None, None, 140.0, None, 140.2, None, None, -12.32, None, -10.6, None, None, 26.64, None, -12.3, None, 0.0, 0.0, 2022-01-05 17:00:00, 450.0
None, None, None, None, 10.31, 133.3, None, -13.2, None, None, None, None, None, 140.0, None, 140.1, None, None, -12.36, None, -10.6, None, None, 29.13, None, -12.4, None, 0.2, 0.0, 2022-01-05 18:00:00, 450.0
None, None, None, None, 11.06, 133.3, None, -12.6, None, None, None, None, None, 140.0, None, 140.0, None, None, -12.5, None, -12.0, None, None, 29.02, None, -12.5, None, 0.0, 0.0, 2022-01-05 19:00:00, 450.0
None, None, None, None, 11.05, 128.5, None, -12.7, None, None, None, None, None, 140.0, None, 140.0, None, None, -12.57, None, -12.0, None, None, 28.38, None, -12.6, None, 0.0, 0.0, 2022-01-05 20:00:00, 450.0
None, None, None, None, 10.66, 127.6, None, -13.1, None, None, None, None, None, 140.0, None, 140.3, None, None, -12.68, None, -12.0, None, None, 28.73, None, -12.7, None, 0.0, 0.0, 2022-01-05 21:00:00, 450.0
None, None, None, None, 10.78, 129.2, None, -13.1, None, None, None, None, None, 140.0, None, 140.1, None, None, -12.68, None, -12.0, None, None, 29.07, None, -12.7, None, 0.2, 0.0, 2022-01-05 22:00:00, 450.0
