station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
85.0, None, None, None, 0.071, 281.4, -17.0, -16.6, -17.0, 994.0, None, None, None, 47.0, None, 47.01, None, None, -15.42, None, -15.1, None, None, 3.951, None, -15.4, 1010.7, 0.4, 2.0, 85.0, 2022-01-01 00:00:00, 994.0
85.6, None, None, None, 0.071, 287.2, -17.0, -16.6, -17.0, 992.0, None, None, None, 47.0, None, 46.64, None, None, -14.85, None, -14.8, None, None, 4.529, None, -14.9, 1008.6, 0.3, 0.0, 86.0, 2022-01-01 01:00:00, 992.0
85.2, None, None, None, 0.169, 288.9, -16.0, -16.6, -16.0, 990.0, None, None, None, 47.0, None, 46.52, None, None, -14.79, None, -14.6, None, None, 4.175, None, -14.8, 1006.6, 0.1, 0.0, 85.0, 2022-01-01 02:00:00, 990.0
85.9, None, None, None, 0.143, 286.8, -16.0, -16.6, -16.0, 988.0, None, None, None, 47.0, None, 46.59, None, None, -14.63, None, -14.3, None, None, 8.54, None, -14.6, 1004.6, -0.1, 0.0, 86.0, 2022-01-01 03:00:00, 988.0
86.6, None, None, None, 0.392, 285.3, -16.0, -16.6, -16.0, 985.0, None, None, None, 46.0, None, 46.41, None, None, -14.31, None, -14.0, None, None, 10.47, None, -14.3, 1001.5, 0.1, 0.0, 87.0, 2022-01-01 04:00:00, 985.0
86.5, None, None, None, 0.426, 282.5, -16.0, -16.6, -16.0, 983.0, None, None, None, 47.0, None, 46.58, None, None, -13.67, None, -13.7, None, None, 10.93, None, -13.7, 999.4, 0.4, 0.0, 87.0, 2022-01-01 05:00:00, 983.0
88.1, None, None, None, 0.695, 281.4, -14.0, -16.6, -14.0, 980.0, None, None, None, 47.0, None, 46.92, None, None, -12.88, None, -13.0, None, None, 12.72, None, -12.9, 996.4, 0.5, 1.0, 88.0, 2022-01-01 06:00:00, 980.0
89.8, None, None, None, 2.364, 276.6, -12.0, -13.2, -12.0, 978.0, None, None, None, 47.0, None, 46.79, None, None, -11.17, None, -11.3, None, None, 18.86, None, -11.2, 994.3, 0.0, 0.0, 90.0, 2022-01-01 07:00:00, 978.0
90.6, None, None, None, 2.724, 273.2, -12.0, -13.2, -12.0, 977.0, None, None, None, 47.0, None, 47.48, None, None, -10.44, None, -10.1, None, None, 19.3, None, -10.4, 993.3, 0.8, 1.0, 91.0, 2022-01-01 08:00:00, 977.0
91.9, None, None, None, 0.402, 287.0, -9.0, -13.2, -9.0, 977.0, None, None, None, 50.0, None, 49.64, None, None, -8.63, None, -8.7, None, None, 9.94, None, -8.6, 993.2, 2.0, 3.0, 92.0, 2022-01-01 09:00:00, 977.0
93.6, None, None, None, 0.265, 287.5, -7.0, -13.2, -7.0, 976.0, None, None, None, 51.0, None, 50.84, None, None, -6.404, None, -6.2, None, None, 10.15, None, -6.4, 992.2, 2.5, 2.0, 94.0, 2022-01-01 10:00:00, 976.0
92.4, None, None, None, 1.311, 278.1, -8.0, -13.2, -8.0, 976.0, None, None, None, 55.0, None, 54.52, None, None, -7.092, None, -5.5, None, None, 14.59, None, -7.1, 992.2, 3.4, 4.0, 92.0, 2022-01-01 11:00:00, 976.0
