station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, 0.186, 286.8, None, -14.6, None, 936.0, None, None, None, 44.0, None, 43.73, 2.8, None, -13.73, None, -13.5, None, None, 48.9, None, -13.7, 971.2, 0.7, 1.0, 2022-01-01 00:00:00, 936.0
None, None, None, None, 0.046, 337.7, None, -14.6, None, 935.0, None, None, None, 44.0, None, 44.28, 3.6, None, -13.35, None, -13.4, None, None, 67.61, None, -13.4, 970.1, 0.8, 1.0, 2022-01-01 01:00:00, 935.0
None, None, None, None, 0.068, 92.4, None, -14.6, None, 932.0, None, None, None, 45.0, None, 45.11, 3.9, None, -13.26, None, -13.3, None, None, 14.58, None, -13.3, 967.0, 0.7, 1.0, 2022-01-01 02:00:00, 932.0
None, None, None, None, 0.248, 190.3, None, -14.6, None, 930.0, None, None, None, 45.0, None, 45.37, 4.5, None, -13.07, None, -12.9, None, None, 44.41, None, -13.1, 964.9, 0.6, 0.0, 2022-01-01 03:00:00, 930.0
None, None, None, None, 0.839, 52.13, None, -14.6, None, 928.0, None, None, None, 46.0, None, 45.69, 5.0, None, -12.47, None, -12.4, None, None, 46.49, None, -12.5, 962.8, 0.5, 0.0, 2022-01-01 04:00:00, 928.0
None, None, None, None, 0.055, 241.4, None, -14.6, None, 927.0, None, None, None, 46.0, None, 46.29, 5.9, None, -12.2, None, -11.9, None, None, 65.67, None, -12.2, 961.7, 0.9, 1.0, 2022-01-01 05:00:00, 927.0
None, None, None, None, 0.608, 46.16, None, -14.6, None, 926.0, None, None, None, 48.0, None, 47.81, 7.3, None, -11.65, None, -11.7, None, None, 12.27, None, -11.7, 960.7, 1.4, 2.0, 2022-01-01 06:00:00, 926.0
None, None, None, None, 0.068, 246.8, None, -12.1, None, 925.0, None, None, None, 48.0, None, 47.96, 7.9, None, -12.09, None, -11.6, None, None, 67.12, None, -12.1, 959.6, 0.6, 0.0, 2022-01-01 07:00:00, 925.0
None, None, None, None, 0.061, 75.1, None, -12.6, None, 924.0, None, None, None, 48.0, None, 48.24, 8.2, None, -12.57, None, -11.6, None, None, 30.49, None, -12.6, 958.6, 0.3, 0.0, 2022-01-01 08:00:00, 924.0
None, None, None, None, 0.237, 321.5, None, -12.6, None, 926.0, None, None, None, 49.0, None, 49.21, 8.7, None, -12.33, None, -11.6, None, None, 60.62, None, -12.3, 960.7, 0.5, 1.0, 2022-01-01 09:00:00, 926.0
None, None, None, None, 0.323, 22.43, None, -12.6, None, 927.0, None, None, None, 50.0, None, 49.66, 8.9, None, -12.16, None, -11.6, None, None, 31.39, None, -12.2, 961.7, 0.6, 0.0, 2022-01-01 10:00:00, 927.0
None, None, None, None, 0.068, 74.6, None, -12.6, None, 928.0, None, None, None, 50.0, None, 49.6, 8.7, None, -11.63, None, -11.5, None, None, 16.09, None, -11.6, 962.7, 0.1, 0.0, 2022-01-01 11:00:00, 928.0
None, None, None, None, 0.069, 69.37, None, -12.6, None, 929.0, None, None, None, 49.0, None, 49.48, 8.5, None, -10.76, None, -10.8, None, None, 11.91, None, -10.8, 963.7, 0.1, 0.0, 2022-01-01 12:00:00, 929.0
None, None, None, None, 0.066, 68.36, None, -12.6, None, 931.0, None, None, None, 49.0, None, 48.7, 8.5, None, -10.73, None, -10.4, None, None, 23.73, None, -10.7, 965.8, 0.0, -1.0, 2022-01-01 13:00:00, 931.0
None, None, None, None, 0.064, 75.3, None, -12.6, None, 932.0, None, None, None, 49.0, None, 48.73, 8.5, None, -11.02, None, -10.3, None, None, 25.59, None, -11.0, 966.8, 0.0, 0.0, 2022-01-01 14:00:00, 932.0
None, None, None, None, 0.271, 56.43, None, -12.6, None, 932.0, None, None, None, 49.0, None, 48.65, None, None, -11.34, None, -10.3, None, None, 12.36, None, -11.3, 966.8, -0.1, 0.0, 2022-01-01 15:00:00, 932.0
None, None, None, None, 1.212, 62.73, None, -12.6, None, 932.0, None, None, None, 48.0, None, 48.34, None, None, -10.38, None, -9.4, None, None, 11.84, None, -10.4, 966.8, 0.1, 0.0, 2022-01-01 16:00:00, 932.0
