station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, None, None, None, -20.4, None, None, None, None, None, None, None, None, None, -20.35, None, -18.9, None, None, None, None, -20.4, 0.0, None, 2022-01-01 00:00:00, None
None, None, None, None, None, None, None, -20.5, None, None, None, None, None, None, None, None, None, -20.24, None, -18.9, None, None, None, None, -20.2, 0.0, None, 2022-01-01 01:00:00, None
None, None, None, None, None, None, None, -20.5, None, None, None, None, None, None, None, None, None, -20.02, None, -18.9, None, None, None, None, -20.0, 0.0, None, 2022-01-01 02:00:00, None
None, None, None, None, None, None, None, -20.5, None, None, None, None, None, None, None, None, None, -20.05, None, -18.9, None, None, None, None, -20.1, 0.0, None, 2022-01-01 03:00:00, None
None, None, None, None, None, None, None, -20.5, None, None, None, None, None, None, None, None, None, -19.46, None, -18.9, None, None, None, None, -19.5, 0.0, None, 2022-01-01 04:00:00, None
None, None, None, None, None, None, None, -20.5, None, None, None, None, None, None, None, None, None, -19.82, None, -18.9, None, None, None, None, -19.8, 0.0, None, 2022-01-01 05:00:00, None
None, None, None, None, None, None, None, -20.5, None, None, None, None, None, None, None, None, None, -18.81, None, -18.8, None, None, None, None, -18.8, 0.0, None, 2022-01-01 06:00:00, None
None, None, None, None, None, None, None, -19.2, None, None, None, None, None, None, None, None, None, -18.9, None, -18.1, None, None, None, None, -18.9, 0.0, None, 2022-01-01 07:00:00, None
None, None, None, None, None, None, None, -19.4, None, None, None, None, None, None, None, None, None, -18.92, None, -18.1, None, None, None, None, -18.9, 0.0, None, 2022-01-01 08:00:00, None
None, None, None, None, None, None, None, -19.4, None, None, None, None, None, None, None, None, None, -18.59, None, -18.1, None, None, None, None, -18.6, 0.0, None, 2022-01-01 09:00:00, None
None, None, None, None, None, None, None, -19.4, None, None, None, None, None, None, None, None, None, -17.98, None, -17.8, None, None, None, None, -18.0, 0.0, None, 2022-01-01 10:00:00, None
None, None, None, None, None, None, None, -19.4, None, None, None, None, None, None, None, None, None, -18.12, None, -17.5, None, None, None, None, -18.1, 0.0, None, 2022-01-01 11:00:00, None
None, None, None, None, None, None, None, -19.4, None, None, None, None, None, None, None, None, None, -16.97, None, -17.0, None, None, None, None, -17.0, 0.0, None, 2022-01-01 12:00:00, None
None, None, None, None, None, None, None, -19.4, None, None, None, None, None, None, None, None, None, -17.11, None, -16.8, None, None, None, None, -17.1, 0.0, None, 2022-01-01 13:00:00, None
None, None, None, None, None, None, None, -19.4, None, None, None, None, None, None, None, None, None, -16.7, None, -16.5, None, None, None, None, -16.7, 0.0, None, 2022-01-01 14:00:00, None
None, None, None, None, None, None, None, -19.4, None, None, None, None, None, None, None, None, None, -17.25, None, -16.5, None, None, None, None, -17.3, 0.0, None, 2022-01-01 15:00:00, None
None, None, None, None, None, None, None, -19.4, None, None, None, None, None, None, None, None, None, -17.33, None, -16.5, None, None, None, None, -17.3, 0.0, None, 2022-01-01 16:00:00, None
None, None, None, None, None, None, None, -19.4, None, None, None, None, None, None, None, None, None, -17.02, None, -16.5, None, None, None, None, -17.0, 0.0, None, 2022-01-01 17:00:00, None
None, None, None, None, None, None, None, -19.4, None, None, None, None, None, None, None, None, None, -17.01, None, -16.5, None, None, None, None, -17.0, 0.0, None, 2022-01-01 18:00:00, None
None, None, None, None, None, None, None, -17.4, None, None, None, None, None, None, None, None, None, -17.14, None, -16.9, None, None, None, None, -17.1, 0.0, None, 2022-01-01 19:00:00, None
None, None, None, None, None, None, None, -17.4, None, None, None, None, None, None, None, None, None, -16.92, None, -16.7, None, None, None, None, -16.9, 0.0, None, 2022-01-01 20:00:00, None
None, None, None, None, None, None, None, -17.4, None, None, None, None, None, None, None, None, None, -16.42, None, -16.3, None, None, None, None, -16.4, 0.0, None, 2022-01-01 21:00:00, None
None, None, None, None, None, None, None, -17.4, None, None, None, None, None, None, None, None, None, -16.59, None, -16.1, None, None, None, None, -16.6, 0.0, None, 2022-01-01 22:00:00, None
None, None, None, None, None, None, None, -17.4, None, None, None, None, None, None, None, None, None, -15.98, None, -16.0, None, None, None, None, -16.0, 0.0, None, 2022-01-01 23:00:00, None
None, None, None, None, None, None, None, -17.4, None, None, None, None, None, None, None, None, None, -16.08, None, -15.9, None, None, None, None, -16.1, 0.0, None, 2022-01-02 00:00:00, None
None, None, None, None, None, None, None, -17.4, None, None, None, None, None, None, None, None, None, -15.67, None, -15.7, None, None, None, None, -15.7, 0.0, None, 2022-01-02 01:00:00, None
None, None, None, None, None, None, None, -17.4, None, None, None, None, None, None, None, None, None, -15.59, None, -15.4, None, None, None, None, -15.6, 0.0, None, 2022-01-02 02:00:00, None
None, None, None, None, None, None, None, -17.4, None, None, None, None, None, None, None, None, None, -15.25, None, -15.2, None, None, None, None, -15.3, 0.0, None, 2022-01-02 03:00:00, None
