station_observations
air_temp, min_air_temp_snc_last_reset, mslp, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, time, avg_wnd_spd_10m_pst10mts, dwpt_temp, stn_pres
5.3, 4.4, 983.1, None, 5.5, 75.0, None, 2022-01-02 20:00:00, None, 1.0, 976.0
4.6, 4.4, 982.1, None, 5.5, 74.0, None, 2022-01-02 21:00:00, None, 0.0, 975.0
4.3, 4.3, 981.1, None, 5.5, 76.0, None, 2022-01-02 22:00:00, None, 1.0, 974.0
4.0, 4.0, 981.1, None, 5.5, 78.0, None, 2022-01-02 23:00:00, None, 1.0, 974.0
4.6, 4.0, 981.1, None, 5.5, 76.0, None, 2022-01-03 00:00:00, None, 1.0, 974.0
4.1, 4.0, 980.1, None, 5.5, 78.0, None, 2022-01-03 01:00:00, None, 1.0, 973.0
3.8, 3.8, 980.1, None, 5.5, 80.0, None, 2022-01-03 02:00:00, None, 1.0, 973.0
3.6, 3.5, 980.1, None, 5.5, 78.0, None, 2022-01-03 03:00:00, None, 0.0, 973.0
4.1, 3.5, 980.1, None, 5.5, 77.0, None, 2022-01-03 04:00:00, None, 0.0, 973.0
3.8, 3.5, 980.1, None, 5.5, 80.0, None, 2022-01-03 05:00:00, None, 1.0, 973.0
3.6, 3.5, 979.1, None, 5.5, 84.0, None, 2022-01-03 06:00:00, None, 1.0, 972.0
3.6, 3.6, 979.1, None, 3.8, 84.0, None, 2022-01-03 07:00:00, None, 1.0, 972.0
3.6, 3.3, 979.1, None, 3.8, 84.0, None, 2022-01-03 08:00:00, None, 1.0, 972.0
4.0, 3.3, 980.1, None, 4.0, 83.0, None, 2022-01-03 09:00:00, None, 1.0, 973.0
4.2, 3.3, 981.1, None, 4.2, 79.0, None, 2022-01-03 10:00:00, None, 1.0, 974.0
4.7, 3.3, 980.1, None, 4.6, 77.0, None, 2022-01-03 11:00:00, None, 1.0, 973.0
5.0, 3.3, 981.1, None, 5.3, 78.0, None, 2022-01-03 12:00:00, None, 1.0, 974.0
2.2, 2.0, 981.1, None, 5.3, 82.0, None, 2022-01-03 13:00:00, None, -1.0, 974.0
3.7, 2.0, 981.1, None, 5.3, 75.0, None, 2022-01-03 14:00:00, None, 0.0, 974.0
4.8, 2.0, 983.1, None, 5.3, 60.0, None, 2022-01-03 15:00:00, None, -2.0, 976.0
3.4, 2.0, 984.2, None, 5.3, 67.0, None, 2022-01-03 16:00:00, None, -2.0, 977.0
3.2, 2.0, 985.2, None, 5.3, 63.0, None, 2022-01-03 17:00:00, None, -3.0, 978.0
2.7, 2.0, 985.2, None, 5.3, 71.0, None, 2022-01-03 18:00:00, None, -2.0, 978.0
2.8, 2.5, 986.2, None, 3.0, 70.0, None, 2022-01-03 19:00:00, None, -2.0, 979.0
3.8, 2.4, 987.2, None, 3.8, 63.0, None, 2022-01-03 20:00:00, None, -2.0, 980.0
2.6, 2.4, 987.2, None, 3.8, 76.0, None, 2022-01-03 21:00:00, None, -1.0, 980.0
0.9, 0.9, 989.2, None, 3.8, 86.0, None, 2022-01-03 22:00:00, None, -1.0, 982.0
1.7, 0.7, 989.2, None, 3.8, 87.0, None, 2022-01-03 23:00:00, None, 0.0, 982.0
1.5, 0.7, 990.2, None, 3.8, 85.0, None, 2022-01-04 00:00:00, None, -1.0, 983.0
1.7, 0.7, 990.2, None, 3.8, 83.0, None, 2022-01-04 01:00:00, None, -1.0, 983.0
2.4, 0.7, 991.2, None, 3.8, 79.0, None, 2022-01-04 02:00:00, None, -1.0, 984.0
2.0, 0.7, 992.2, None, 3.8, 82.0, None, 2022-01-04 03:00:00, None, -1.0, 985.0
1.5, 0.7, 992.2, None, 3.8, 84.0, None, 2022-01-04 04:00:00, None, -1.0, 985.0
1.3, 0.7, 992.2, None, 3.8, 83.0, None, 2022-01-04 05:00:00, None, -1.0, 985.0
1.2, 0.7, 992.2, None, 3.8, 87.0, None, 2022-01-04 06:00:00, None, -1.0, 985.0
3.9, 1.2, 992.2, None, 3.9, 77.0, None, 2022-01-04 07:00:00, None, 0.0, 985.0
3.4, 1.2, 993.2, None, 4.1, 74.0, None, 2022-01-04 08:00:00, None, -1.0, 986.0
3.7, 1.2, 994.2, None, 4.1, 69.0, None, 2022-01-04 09:00:00, None, -1.0, 987.0
4.5, 1.2, 996.3, None, 4.5, 65.0, None, 2022-01-04 10:00:00, None, -1.0, 989.0
3.4, 1.2, 996.3, None, 5.2, 76.0, None, 2022-01-04 11:00:00, None, -1.0, 989.0
3.9, 1.2, 996.3, None, 5.2, 77.0, None, 2022-01-04 12:00:00, None, 0.0, 989.0
3.5, 1.2, 996.3, None, 5.2, 73.0, None, 2022-01-04 13:00:00, None, -1.0, 989.0
3.5, 1.2, 996.3, None, 5.2, 73.0, None, 2022-01-04 14:00:00, None, -1.0, 989.0
2.9, 1.2, 996.3, None, 5.2, 74.0, None, 2022-01-04 15:00:00, None, -1.0, 989.0
0.7, 0.8, 996.3, None, 5.2, 86.0, None, 2022-01-04 16:00:00, None, -1.0, 989.0
0.7, 0.6, 996.3, None, 5.2, 88.0, None, 2022-01-04 17:00:00, None, -1.0, 989.0
0.7, 0.6, 996.3, None, 5.2, 89.0, None, 2022-01-04 18:00:00, None, -1.0, 989.0
0.5, 0.5, 996.3, None, 0.8, 89.0, None, 2022-01-04 19:00:00, None, -1.0, 989.0
0.5, 0.5, 996.3, None, 0.8, 90.0, None, 2022-01-04 20:00:00, None, -1.0, 989.0
0.2, 0.2, 996.3, None, 0.8, 90.0, None, 2022-01-04 21:00:00, None, -1.0, 989.0
0.2, 0.1, 996.3, None, 0.8, 91.0, None, 2022-01-04 22:00:00, None, -1.0, 989.0
0.5, 0.1, 997.3, None, 0.8, 91.0, None, 2022-01-04 23:00:00, None, -1.0, 990.0
0.4, 0.1, 998.3, None, 0.8, 91.0, None, 2022-01-05 00:00:00, None, -1.0, 991.0
0.5, 0.1, 998.3, None, 0.8, 91.0, None, 2022-01-05 01:00:00, None, -1.0, 991.0
0.3, 0.1, 999.3, None, 0.8, 91.0, None, 2022-01-05 02:00:00, None, -1.0, 992.0
-0.5, -0.4, 999.3, None, 0.8, 91.0, None, 2022-01-05 03:00:00, None, -2.0, 992.0
-1.2, -1.3, 1000.3, None, 0.8, 91.0, None, 2022-01-05 04:00:00, None, -2.0, 993.0
-2.0, -2.0, 1001.4, None, 0.8, 91.0, None, 2022-01-05 05:00:00, None, -3.0, 994.0
-2.8, -2.8, 1001.4, None, 0.8, 90.0, None, 2022-01-05 06:00:00, None, -4.0, 994.0
-3.0, -3.1, 1002.4, None, -2.7, 89.0, None, 2022-01-05 07:00:00, None, -4.0, 995.0
-3.3, -3.5, 1002.4, None, -2.7, 84.0, None, 2022-01-05 08:00:00, None, -5.0, 995.0
-3.3, -3.6, 1002.4, None, -2.7, 72.0, None, 2022-01-05 09:00:00, None, -7.0, 995.0
-3.6, -3.7, 1003.4, None, -2.7, 77.0, None, 2022-01-05 10:00:00, None, -7.0, 996.0
-3.3, -3.8, 1004.4, None, -2.7, 78.0, None, 2022-01-05 11:00:00, None, -6.0, 997.0
-3.3, -3.8, 1003.4, None, -2.7, 76.0, None, 2022-01-05 12:00:00, None, -7.0, 996.0
-3.4, -3.8, 1003.4, None, -2.7, 75.0, None, 2022-01-05 13:00:00, None, -7.0, 996.0
-3.6, -3.8, 1002.4, None, -2.7, 76.0, None, 2022-01-05 14:00:00, None, -7.0, 995.0
-3.5, -3.8, 1002.4, None, -2.7, 74.0, None, 2022-01-05 15:00:00, None, -7.0, 995.0
-3.3, -3.8, 1002.4, None, -2.7, 78.0, None, 2022-01-05 16:00:00, None, -6.0, 995.0
-3.6, -3.8, 1002.4, None, -2.7, 73.0, None, 2022-01-05 17:00:00, None, -7.0, 995.0
-3.9, -3.9, 1001.4, None, -2.7, 70.0, None, 2022-01-05 18:00:00, None, -8.0, 994.0
-3.9, -3.9, 1000.4, None, -3.8, 69.0, None, 2022-01-05 19:00:00, None, -8.0, 993.0
-3.7, -3.9, 1000.4, None, -3.7, 70.0, None, 2022-01-05 20:00:00, None, -8.0, 993.0
-3.9, -3.9, 998.4, None, -3.6, 71.0, None, 2022-01-05 21:00:00, None, -8.0, 991.0
-4.4, -4.5, 997.4, None, -3.6, 85.0, None, 2022-01-05 22:00:00, None, -6.0, 990.0
-4.0, -4.5, 995.4, None, -3.6, 88.0, None, 2022-01-05 23:00:00, None, -6.0, 988.0
-3.7, -4.5, 994.3, None, -3.6, 89.0, None, 2022-01-06 00:00:00, None, -5.0, 987.0
-2.9, -4.5, 992.3, None, -2.9, 91.0, None, 2022-01-06 01:00:00, None, -4.0, 985.0
-2.3, -4.5, 991.3, None, -2.2, 91.0, None, 2022-01-06 02:00:00, None, -3.0, 984.0
-3.3, -4.5, 991.3, None, -2.2, 91.0, None, 2022-01-06 03:00:00, None, -4.0, 984.0
-3.7, -4.5, 990.3, None, -2.2, 91.0, None, 2022-01-06 04:00:00, None, -5.0, 983.0
-3.0, -4.5, 990.3, None, -2.2, 91.0, None, 2022-01-06 05:00:00, None, -4.0, 983.0
-2.7, -4.5, 990.3, None, -2.2, 91.0, None, 2022-01-06 06:00:00, None, -4.0, 983.0
-2.6, -2.7, 989.3, None, -2.5, 91.0, None, 2022-01-06 07:00:00, None, -4.0, 982.0
-2.2, -2.7, 988.3, None, -2.2, 92.0, None, 2022-01-06 08:00:00, None, -3.0, 981.0
-1.5, -2.7, 988.3, None, -1.5, 92.0, None, 2022-01-06 09:00:00, None, -3.0, 981.0
-0.9, -2.7, 988.3, None, -0.9, 92.0, None, 2022-01-06 10:00:00, None, -2.0, 981.0
-0.2, -2.7, 988.3, None, -0.2, 92.0, None, 2022-01-06 11:00:00, None, -1.0, 981.0
0.2, -2.7, 987.3, None, 0.5, 91.0, None, 2022-01-06 12:00:00, None, -1.0, 980.0
0.8, -2.7, 986.2, None, 0.9, 91.0, None, 2022-01-06 13:00:00, None, 0.0, 979.0
1.3, -2.7, 985.2, None, 1.3, 92.0, None, 2022-01-06 14:00:00, None, 0.0, 978.0
1.9, -2.7, 985.2, None, 1.9, 91.0, None, 2022-01-06 15:00:00, None, 1.0, 978.0
2.0, -2.7, 984.2, None, 2.8, 91.0, None, 2022-01-06 16:00:00, None, 1.0, 977.0
2.4, -2.7, 983.2, None, 2.9, 91.0, None, 2022-01-06 17:00:00, None, 1.0, 976.0
2.0, -2.7, 982.2, None, 2.9, 91.0, None, 2022-01-06 18:00:00, None, 1.0, 975.0
2.5, 1.7, 982.2, None, 2.6, 91.0, None, 2022-01-06 19:00:00, None, 1.0, 975.0
2.8, 1.7, 981.2, None, 3.0, 91.0, None, 2022-01-06 20:00:00, None, 2.0, 974.0
3.0, 1.7, 980.2, None, 3.3, 92.0, None, 2022-01-06 21:00:00, None, 2.0, 973.0
3.9, 1.7, 979.2, None, 4.1, 91.0, None, 2022-01-06 22:00:00, None, 3.0, 972.0
3.7, 1.7, 978.1, None, 4.8, 91.0, None, 2022-01-06 23:00:00, None, 2.0, 971.0
4.5, 1.7, 978.1, None, 4.8, 90.0, None, 2022-01-07 00:00:00, None, 3.0, 971.0
3.9, 1.7, 977.1, None, 4.8, 91.0, None, 2022-01-07 01:00:00, None, 2.0, 970.0
3.9, 1.7, 977.1, None, 4.8, 91.0, None, 2022-01-07 02:00:00, None, 3.0, 970.0
4.1, 1.7, 977.1, None, 5.3, 91.0, None, 2022-01-07 03:00:00, None, 3.0, 970.0
3.7, 1.7, 977.1, None, 5.3, 91.0, None, 2022-01-07 04:00:00, None, 2.0, 970.0
3.6, 1.7, 977.1, None, 5.3, 91.0, None, 2022-01-07 05:00:00, None, 2.0, 970.0
4.2, 1.7, 977.1, None, 5.3, 91.0, None, 2022-01-07 06:00:00, None, 3.0, 970.0
3.7, 3.5, 977.1, None, 4.2, 91.0, None, 2022-01-07 07:00:00, None, 2.0, 970.0
3.5, 3.4, 978.1, None, 4.2, 91.0, None, 2022-01-07 08:00:00, None, 2.0, 971.0
2.7, 2.7, 979.1, None, 4.2, 91.0, None, 2022-01-07 09:00:00, None, 1.0, 972.0
2.8, 2.6, 980.1, None, 4.2, 70.0, None, 2022-01-07 10:00:00, None, -2.0, 973.0
2.8, 2.5, 981.1, None, 4.2, 62.0, None, 2022-01-07 11:00:00, None, -4.0, 974.0
3.0, 2.5, 982.1, None, 4.2, 55.0, None, 2022-01-07 12:00:00, None, -5.0, 975.0
2.7, 2.5, 983.2, None, 4.2, 47.0, None, 2022-01-07 13:00:00, None, -8.0, 976.0
2.7, 2.5, 985.2, None, 4.2, 49.0, None, 2022-01-07 14:00:00, None, -7.0, 978.0
2.7, 2.5, 986.2, None, 4.2, 50.0, None, 2022-01-07 15:00:00, None, -7.0, 979.0
3.1, 2.5, 987.2, None, 4.2, 46.0, None, 2022-01-07 16:00:00, None, -7.0, 980.0
3.0, 2.5, 988.2, None, 4.2, 45.0, None, 2022-01-07 17:00:00, None, -8.0, 981.0
2.9, 2.5, 990.2, None, 4.2, 42.0, None, 2022-01-07 18:00:00, None, -9.0, 983.0
2.8, 2.7, 991.2, None, 2.9, 44.0, None, 2022-01-07 19:00:00, None, -8.0, 984.0
2.8, 2.7, 991.2, None, 2.9, 43.0, None, 2022-01-07 20:00:00, None, -9.0, 984.0
2.8, 2.6, 992.2, None, 2.9, 47.0, None, 2022-01-07 21:00:00, None, -7.0, 985.0
2.5, 2.4, 994.3, None, 2.9, 51.0, None, 2022-01-07 22:00:00, None, -7.0, 987.0
2.2, 2.1, 995.3, None, 2.9, 59.0, None, 2022-01-07 23:00:00, None, -5.0, 988.0
1.9, 1.8, 995.3, None, 2.9, 58.0, None, 2022-01-08 00:00:00, None, -5.0, 988.0
1.9, 1.8, 996.3, None, 2.9, 58.0, None, 2022-01-08 01:00:00, None, -6.0, 989.0
1.5, 1.4, 997.3, None, 2.9, 62.0, None, 2022-01-08 02:00:00, None, -5.0, 990.0
1.7, 1.4, 998.3, None, 2.9, 59.0, None, 2022-01-08 03:00:00, None, -5.0, 991.0
1.0, 1.0, 998.3, None, 2.9, 64.0, None, 2022-01-08 04:00:00, None, -5.0, 991.0
0.7, 0.6, 999.3, None, 2.9, 67.0, None, 2022-01-08 05:00:00, None, -5.0, 992.0
1.2, 0.5, 1000.3, None, 2.9, 64.0, None, 2022-01-08 06:00:00, None, -5.0, 993.0
0.5, 0.4, 1000.3, None, 1.2, 74.0, None, 2022-01-08 07:00:00, None, -3.0, 993.0
0.7, 0.4, 1001.3, None, 1.2, 73.0, None, 2022-01-08 08:00:00, None, -4.0, 994.0
1.1, 0.4, 1002.3, None, 1.2, 69.0, None, 2022-01-08 09:00:00, None, -4.0, 995.0
0.9, 0.4, 1002.3, None, 2.0, 73.0, None, 2022-01-08 10:00:00, None, -3.0, 995.0
0.5, 0.3, 1002.3, None, 2.0, 85.0, None, 2022-01-08 11:00:00, None, -2.0, 995.0
0.5, 0.3, 1002.3, None, 2.0, 88.0, None, 2022-01-08 12:00:00, None, -1.0, 995.0
0.7, 0.3, 1002.3, None, 2.0, 90.0, None, 2022-01-08 13:00:00, None, -1.0, 995.0
1.0, 0.3, 1002.3, None, 2.0, 89.0, None, 2022-01-08 14:00:00, None, -1.0, 995.0
1.3, 0.3, 1003.3, None, 2.0, 88.0, None, 2022-01-08 15:00:00, None, 0.0, 996.0
1.1, 0.3, 1003.3, None, 2.0, 89.0, None, 2022-01-08 16:00:00, None, -1.0, 996.0
1.1, 0.3, 1003.3, None, 2.0, 90.0, None, 2022-01-08 17:00:00, None, 0.0, 996.0
1.7, 0.3, 1004.3, None, 2.0, 87.0, None, 2022-01-08 18:00:00, None, 0.0, 997.0
1.8, 1.7, 1004.3, None, 2.2, 87.0, None, 2022-01-08 19:00:00, None, 0.0, 997.0
2.3, 1.7, 1004.3, None, 2.3, 88.0, None, 2022-01-08 20:00:00, None, 1.0, 997.0
2.2, 1.7, 1004.3, None, 2.4, 89.0, None, 2022-01-08 21:00:00, None, 0.0, 997.0
2.2, 1.7, 1005.3, None, 2.4, 89.0, None, 2022-01-08 22:00:00, None, 1.0, 998.0
2.9, 1.7, 1005.3, None, 2.9, 86.0, None, 2022-01-08 23:00:00, None, 1.0, 998.0
3.0, 1.7, 1005.3, None, 3.0, 85.0, None, 2022-01-09 00:00:00, None, 1.0, 998.0
3.1, 1.7, 1005.3, None, 3.2, 85.0, None, 2022-01-09 01:00:00, None, 1.0, 998.0
3.2, 1.7, 1005.3, None, 3.4, 85.0, None, 2022-01-09 02:00:00, None, 1.0, 998.0
3.4, 1.7, 1005.3, None, 3.5, 83.0, None, 2022-01-09 03:00:00, None, 1.0, 998.0
3.8, 1.7, 1005.3, None, 3.8, 82.0, None, 2022-01-09 04:00:00, None, 1.0, 998.0
3.5, 1.7, 1005.3, None, 3.9, 81.0, None, 2022-01-09 05:00:00, None, 1.0, 998.0
2.8, 1.7, 1005.3, None, 3.9, 83.0, None, 2022-01-09 06:00:00, None, 0.0, 998.0
3.6, 2.8, 1005.3, None, 3.5, 79.0, None, 2022-01-09 07:00:00, None, 0.0, 998.0
3.4, 2.8, 1005.3, None, 3.6, 79.0, None, 2022-01-09 08:00:00, None, 0.0, 998.0
3.2, 2.8, 1005.3, None, 3.6, 80.0, None, 2022-01-09 09:00:00, None, 0.0, 998.0
4.1, 2.8, 1006.3, None, 4.0, 80.0, None, 2022-01-09 10:00:00, None, 1.0, 999.0
3.6, 2.8, 1006.3, None, 4.3, 81.0, None, 2022-01-09 11:00:00, None, 1.0, 999.0
5.3, 2.8, 1005.3, None, 5.3, 74.0, None, 2022-01-09 12:00:00, None, 1.0, 998.0
6.3, 2.8, 1005.3, None, 6.3, 70.0, None, 2022-01-09 13:00:00, None, 1.0, 998.0
6.8, 2.8, 1004.3, None, 6.8, 68.0, None, 2022-01-09 14:00:00, None, 1.0, 997.0
8.6, 2.8, 1004.3, None, 8.9, 61.0, None, 2022-01-09 15:00:00, None, 2.0, 997.0
6.4, 2.8, 1004.3, None, 8.9, 71.0, None, 2022-01-09 16:00:00, None, 2.0, 997.0
6.4, 2.8, 1004.3, None, 8.9, 71.0, None, 2022-01-09 17:00:00, None, 2.0, 997.0
5.8, 2.8, 1004.3, None, 8.9, 76.0, None, 2022-01-09 18:00:00, None, 2.0, 997.0
5.4, 5.4, 1004.3, None, 6.3, 77.0, None, 2022-01-09 19:00:00, None, 2.0, 997.0
5.4, 5.2, 1004.3, None, 6.3, 76.0, None, 2022-01-09 20:00:00, None, 2.0, 997.0
4.3, 4.2, 1004.3, None, 6.3, 80.0, None, 2022-01-09 21:00:00, None, 1.0, 997.0
4.4, 4.2, 1004.3, None, 6.3, 79.0, None, 2022-01-09 22:00:00, None, 1.0, 997.0
3.3, 3.2, 1004.3, None, 6.3, 83.0, None, 2022-01-09 23:00:00, None, 1.0, 997.0
4.4, 3.2, 1004.3, None, 6.3, 78.0, None, 2022-01-10 00:00:00, None, 1.0, 997.0
4.0, 3.2, 1005.3, None, 6.3, 80.0, None, 2022-01-10 01:00:00, None, 1.0, 998.0
3.9, 3.2, 1004.3, None, 6.3, 80.0, None, 2022-01-10 02:00:00, None, 1.0, 997.0
3.9, 3.2, 1004.3, None, 6.3, 77.0, None, 2022-01-10 03:00:00, None, 0.0, 997.0
3.5, 2.4, 1004.3, None, 6.3, 80.0, None, 2022-01-10 04:00:00, None, 0.0, 997.0
4.1, 2.4, 1003.3, None, 6.3, 74.0, None, 2022-01-10 05:00:00, None, 0.0, 996.0
4.2, 2.4, 1002.3, None, 6.3, 73.0, None, 2022-01-10 06:00:00, None, 0.0, 995.0
4.2, 4.1, 1003.3, None, 4.5, 73.0, None, 2022-01-10 07:00:00, None, 0.0, 996.0
5.2, 4.1, 1004.3, None, 5.2, 72.0, None, 2022-01-10 08:00:00, None, 1.0, 997.0
5.5, 3.1, 1004.3, None, 5.5, 66.0, None, 2022-01-10 09:00:00, None, 0.0, 997.0
4.9, 3.1, 1005.3, None, 5.6, 76.0, None, 2022-01-10 10:00:00, None, 1.0, 998.0
4.6, 3.1, 1006.3, None, 5.6, 84.0, None, 2022-01-10 11:00:00, None, 2.0, 999.0
5.9, 3.1, 1005.3, None, 6.4, 83.0, None, 2022-01-10 12:00:00, None, 3.0, 998.0
6.5, 3.1, 1005.3, None, 6.5, 83.0, None, 2022-01-10 13:00:00, None, 4.0, 998.0
6.1, 3.1, 1004.3, None, 6.5, 85.0, None, 2022-01-10 14:00:00, None, 4.0, 997.0
6.2, 3.1, 1005.3, None, 6.5, 86.0, None, 2022-01-10 15:00:00, None, 4.0, 998.0
7.2, 3.1, 1005.3, None, 7.1, 81.0, None, 2022-01-10 16:00:00, None, 4.0, 998.0
6.6, 3.1, 1005.3, None, 7.8, 82.0, None, 2022-01-10 17:00:00, None, 4.0, 998.0
7.4, 3.1, 1005.3, None, 7.8, 78.0, None, 2022-01-10 18:00:00, None, 4.0, 998.0
6.6, 6.6, 1003.3, None, 8.0, 80.0, None, 2022-01-10 19:00:00, None, 3.0, 996.0
6.1, 6.0, 1003.3, None, 8.0, 82.0, None, 2022-01-10 20:00:00, None, 3.0, 996.0
7.2, 5.9, 1002.3, None, 8.0, 78.0, None, 2022-01-10 21:00:00, None, 4.0, 995.0
8.2, 5.9, 1002.3, None, 8.5, 73.0, None, 2022-01-10 22:00:00, None, 4.0, 995.0
7.4, 5.9, 1002.3, None, 8.5, 80.0, None, 2022-01-10 23:00:00, None, 4.0, 995.0
7.6, 5.9, 1001.2, None, 8.5, 83.0, None, 2022-01-11 00:00:00, None, 5.0, 994.0
7.8, 5.9, 1000.2, None, 8.5, 83.0, None, 2022-01-11 01:00:00, None, 5.0, 993.0
7.1, 5.9, 1001.2, None, 8.5, 83.0, None, 2022-01-11 02:00:00, None, 5.0, 994.0
8.1, 5.9, 1000.2, None, 8.5, 85.0, None, 2022-01-11 03:00:00, None, 6.0, 993.0
9.7, 5.9, 1000.2, None, 9.8, 78.0, None, 2022-01-11 04:00:00, None, 6.0, 993.0
9.4, 5.9, 1000.2, None, 9.8, 79.0, None, 2022-01-11 05:00:00, None, 6.0, 993.0
9.5, 5.9, 1000.2, None, 9.8, 79.0, None, 2022-01-11 06:00:00, None, 6.0, 993.0
9.7, 9.5, 1000.2, None, 9.7, 79.0, None, 2022-01-11 07:00:00, None, 6.0, 993.0
9.9, 9.5, 1001.2, None, 9.9, 79.0, None, 2022-01-11 08:00:00, None, 7.0, 994.0
10.1, 9.5, 1002.2, None, 10.1, 80.0, None, 2022-01-11 09:00:00, None, 7.0, 995.0
10.4, 9.5, 1002.2, None, 10.4, 81.0, None, 2022-01-11 10:00:00, None, 7.0, 995.0
