station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, HEIGHT_OF_SNOW
None, None, -8.68, 92.0, None, None, None, 0.965, 0.0, 10.94, 59.25, -10.0, -8.7, -10.2, 0.0, -10.0, -8.9, 92.0, None, 2022-01-01 22:00:00, 115.0, 114.8
None, None, -8.55, 91.8, None, None, None, 0.457, 0.0, 6.848, 60.04, -10.0, -8.6, -10.2, 0.1, -10.0, -7.9, 92.0, None, 2022-01-01 23:00:00, 115.0, 114.7
None, None, -6.374, 86.7, None, None, None, 1.152, 0.0, 6.786, 57.5, -8.0, -6.4, -10.2, 0.0, -8.0, -6.2, 87.0, None, 2022-01-02 00:00:00, 114.0, 114.4
None, None, -2.873, 87.9, None, None, None, 3.492, 0.0, 14.72, 49.81, -4.0, -2.9, -10.2, 0.2, -4.0, -2.4, 88.0, None, 2022-01-02 01:00:00, 114.0, 114.2
None, None, -2.622, 88.2, None, None, None, 1.803, 1.0, 13.2, 39.9, -4.0, -2.6, -10.2, 0.6, -4.0, -1.9, 88.0, None, 2022-01-02 02:00:00, 115.0, 115.0
None, None, -3.009, 94.0, None, None, None, 0.454, 2.0, 7.958, 36.23, -4.0, -3.0, -10.2, 0.9, -4.0, -1.9, 94.0, None, 2022-01-02 03:00:00, 117.0, 116.7
None, None, -3.34, 95.8, None, None, None, 0.145, 1.0, 6.007, 35.34, -4.0, -3.3, -10.2, 1.1, -4.0, -1.9, 96.0, None, 2022-01-02 04:00:00, 118.0, 117.5
None, None, -3.646, 95.6, None, None, None, 0.115, 5.0, 4.741, 35.12, -4.0, -3.6, -10.2, 1.7, -4.0, -1.9, 96.0, None, 2022-01-02 05:00:00, 122.0, 121.9
None, None, -3.993, 95.8, None, None, None, 0.177, 2.0, 2.296, 35.27, -5.0, -4.0, -10.2, 0.5, -5.0, -1.9, 96.0, None, 2022-01-02 06:00:00, 123.0, 123.0
None, None, -3.589, 95.8, None, None, None, 0.079, 0.0, 2.466, 35.61, -4.0, -3.6, -4.0, 0.6, -4.0, -3.5, 96.0, None, 2022-01-02 07:00:00, 123.0, 122.5
None, None, -3.908, 95.7, None, None, None, 0.162, 1.0, 1.584, 35.89, -4.0, -3.9, -4.0, 0.4, -4.0, -3.5, 96.0, None, 2022-01-02 08:00:00, 123.0, 123.4
None, None, -3.06, 96.5, None, None, None, 0.02, 4.0, 2.952, 36.12, -3.0, -3.1, -4.0, 0.9, -3.0, -2.8, 97.0, None, 2022-01-02 09:00:00, 127.0, 126.5
None, None, -2.723, 95.5, None, None, None, 0.22, 0.0, 0.547, 36.56, -4.0, -2.7, -4.0, 0.6, -4.0, -2.6, 96.0, None, 2022-01-02 10:00:00, 127.0, 126.8
None, None, -2.235, 94.7, None, None, None, 0.088, -1.0, 5.443, 36.85, -3.0, -2.2, -4.0, 0.2, -3.0, -2.2, 95.0, None, 2022-01-02 11:00:00, 126.0, 126.2
None, None, -2.157, 94.7, None, None, None, 0.295, 0.0, 8.69, 36.08, -3.0, -2.2, -4.0, 0.0, -3.0, -1.7, 95.0, None, 2022-01-02 12:00:00, 126.0, 125.9
None, None, -1.91, 94.0, None, None, None, 0.097, 0.0, 3.269, 35.58, -3.0, -1.9, -4.0, 0.1, -3.0, -1.7, 94.0, None, 2022-01-02 13:00:00, 126.0, 126.1
None, None, -2.359, 96.5, None, None, None, 0.165, -1.0, 2.928, 35.75, -3.0, -2.4, -4.0, 1.2, -3.0, -1.7, 97.0, None, 2022-01-02 14:00:00, 125.0, 125.3
None, None, -2.058, 96.2, None, None, None, 0.167, 4.0, 3.319, 36.37, -3.0, -2.1, -4.0, 1.3, -3.0, -1.7, 96.0, None, 2022-01-02 15:00:00, 128.0, 128.4
11.5, None, -3.204, 95.9, None, None, None, 0.02, 2.0, 9.06, 36.68, -4.0, -3.2, -4.0, 1.3, -4.0, -1.7, 96.0, None, 2022-01-02 16:00:00, 130.0, 129.5
12.3, None, -3.974, 94.1, None, None, None, 0.23, 1.0, 10.61, 36.21, -5.0, -4.0, -4.1, 0.8, -5.0, -1.7, 94.0, None, 2022-01-02 17:00:00, 130.0, 130.2
12.8, None, -5.696, 92.7, None, None, None, 0.108, 0.0, 11.58, 35.82, -6.0, -5.7, -5.6, 0.5, -6.0, -1.7, 93.0, None, 2022-01-02 18:00:00, 130.0, 130.1
13.5, None, -5.353, 93.7, None, None, None, 0.144, 2.0, 9.85, 36.21, -6.0, -5.4, -6.0, 0.7, -6.0, -5.2, 94.0, None, 2022-01-02 19:00:00, 131.0, 131.4
15.0, None, -5.536, 93.8, None, None, None, 0.071, 3.0, 10.38, 36.28, -6.0, -5.5, -6.0, 1.5, -6.0, -5.2, 94.0, None, 2022-01-02 20:00:00, 134.0, 133.6
15.7, None, -5.278, 94.5, None, None, None, 0.02, 2.0, 11.43, 36.2, -6.0, -5.3, -6.0, 0.7, -6.0, -5.0, 95.0, None, 2022-01-02 21:00:00, 135.0, 134.9
16.6, None, -5.732, 92.6, None, None, None, 0.048, 1.0, 13.24, 36.22, -7.0, -5.7, -6.0, 0.9, -7.0, -4.9, 93.0, None, 2022-01-02 22:00:00, 135.0, 135.1
17.4, None, -6.09, 93.1, None, None, None, 0.14, 0.0, 14.83, 36.37, -6.0, -6.1, -6.2, 0.8, -6.0, -4.9, 93.0, None, 2022-01-02 23:00:00, 135.0, 135.0
18.4, None, -6.74, 90.7, None, None, None, 0.101, 2.0, 12.6, 36.53, -8.0, -6.7, -6.9, 1.0, -8.0, -4.9, 91.0, None, 2022-01-03 00:00:00, 136.0, 136.2
18.2, None, -6.443, 91.5, None, None, None, 0.136, 0.0, 9.24, 36.79, -8.0, -6.4, -6.9, 0.1, -8.0, -4.9, 92.0, None, 2022-01-03 01:00:00, 136.0, 135.8
17.6, None, -6.011, 92.6, None, None, None, 0.114, -1.0, 8.89, 36.87, -7.0, -6.0, -6.9, 0.1, -7.0, -4.9, 93.0, None, 2022-01-03 02:00:00, 135.0, 135.1
16.7, None, -5.41, 91.6, None, None, None, 0.115, 0.0, 12.37, 37.2, -7.0, -5.4, -6.9, 0.0, -7.0, -4.9, 92.0, None, 2022-01-03 03:00:00, 135.0, 135.0
15.6, None, -5.78, 89.9, None, None, None, 0.153, 0.0, 11.87, 37.37, -7.0, -5.8, -6.9, 0.0, -7.0, -4.9, 90.0, None, 2022-01-03 04:00:00, 135.0, 134.6
14.1, None, -5.519, 94.0, None, None, None, 0.167, 0.0, 9.4, 37.75, -7.0, -5.5, -6.9, 0.2, -7.0, -4.9, 94.0, None, 2022-01-03 05:00:00, 134.0, 134.1
13.6, None, -5.846, 93.4, None, None, None, 0.119, -2.0, 4.0, 37.65, -7.0, -5.8, -6.9, 0.1, -7.0, -4.9, 93.0, None, 2022-01-03 06:00:00, 132.0, 131.7
13.4, None, -5.356, 94.6, None, None, None, 0.063, 3.0, 4.929, 37.7, -6.0, -5.4, -5.9, 0.4, -6.0, -5.4, 95.0, None, 2022-01-03 07:00:00, 134.0, 134.3
13.6, None, -6.411, 93.2, None, None, None, 0.0, 1.0, 5.857, 37.64, -7.0, -6.4, -6.6, 0.6, -7.0, -5.4, 93.0, None, 2022-01-03 08:00:00, 135.0, 134.6
12.7, None, -6.753, 91.4, None, None, None, 0.02, 0.0, 4.914, 37.61, -8.0, -6.8, -6.8, 0.1, -8.0, -5.4, 91.0, None, 2022-01-03 09:00:00, 134.0, 134.1
12.1, None, -5.889, 93.3, None, None, None, 0.079, 0.0, 2.332, 37.73, -7.0, -5.9, -6.9, 0.0, -7.0, -5.4, 93.0, None, 2022-01-03 10:00:00, 134.0, 134.0
12.3, None, -4.859, 92.9, None, None, None, 0.074, 1.0, 1.745, 37.71, -5.0, -4.9, -6.9, 0.4, -5.0, -4.6, 93.0, None, 2022-01-03 11:00:00, 134.0, 134.3
12.3, None, -4.358, 93.5, None, None, None, 0.074, -1.0, 3.485, 37.62, -5.0, -4.4, -6.9, 0.0, -5.0, -4.0, 94.0, None, 2022-01-03 12:00:00, 134.0, 133.8
13.1, None, -3.496, 92.9, None, None, None, 0.095, 0.0, 4.282, 37.7, -5.0, -3.5, -6.9, 0.8, -5.0, -3.4, 93.0, None, 2022-01-03 13:00:00, 134.0, 133.9
14.0, None, -4.372, 93.8, None, None, None, 0.084, 6.0, 6.316, 37.68, -5.0, -4.4, -6.9, 2.1, -5.0, -3.4, 94.0, None, 2022-01-03 14:00:00, 140.0, 139.6
14.4, None, -4.147, 93.8, None, None, None, 0.052, 3.0, 4.785, 37.67, -5.0, -4.1, -6.9, 1.7, -5.0, -3.4, 94.0, None, 2022-01-03 15:00:00, 142.0, 142.2
14.7, None, -6.074, 80.1, None, None, None, 0.0, 4.0, 12.55, 37.75, -8.0, -6.1, -6.9, 1.6, -8.0, -3.4, 80.0, None, 2022-01-03 16:00:00, 146.0, 145.9
14.4, None, -6.452, 88.3, None, None, None, 0.034, 0.0, 13.6, 37.69, -8.0, -6.5, -6.9, 0.5, -8.0, -3.4, 88.0, None, 2022-01-03 17:00:00, 146.0, 145.6
14.9, None, -6.578, 89.4, None, None, None, 0.0, 2.0, 10.81, 37.69, -8.0, -6.6, -6.9, 1.0, -8.0, -3.4, 89.0, None, 2022-01-03 18:00:00, 147.0, 147.1
14.5, None, -6.465, 79.65, None, None, None, 0.071, 1.0, 12.48, 37.76, -9.0, -6.5, -7.1, 0.3, -9.0, -6.3, 80.0, None, 2022-01-03 19:00:00, 148.0, 147.9
13.3, None, -6.865, 84.6, None, None, None, 0.165, -1.0, 14.72, 37.97, -9.0, -6.9, -7.1, 0.3, -9.0, -6.3, 85.0, None, 2022-01-03 20:00:00, 147.0, 147.0
12.8, None, -7.065, 81.6, None, None, None, 0.114, 0.0, 10.39, 38.27, -9.0, -7.1, -7.4, 0.2, -9.0, -6.3, 82.0, None, 2022-01-03 21:00:00, 147.0, 146.9
11.9, None, -7.598, 89.1, None, None, None, 0.147, -1.0, 9.26, 38.54, -8.0, -7.6, -7.5, 0.1, -8.0, -6.3, 89.0, None, 2022-01-03 22:00:00, 146.0, 146.2
11.9, None, -7.104, 92.4, None, None, None, 0.04, -1.0, 8.82, 38.54, -8.0, -7.1, -7.6, 0.8, -8.0, -6.3, 92.0, None, 2022-01-03 23:00:00, 145.0, 145.3
10.9, None, -7.224, 92.4, None, None, None, 0.048, 3.0, 6.472, 38.51, -8.0, -7.2, -7.6, 0.1, -8.0, -6.3, 92.0, None, 2022-01-04 00:00:00, 148.0, 147.5
10.9, None, -7.236, 92.2, None, None, None, 0.158, -1.0, 7.203, 38.69, -8.0, -7.2, -7.6, 0.1, -8.0, -6.3, 92.0, None, 2022-01-04 01:00:00, 147.0, 146.6
10.9, None, -8.28, 93.6, None, None, None, 0.145, 0.0, 8.91, 38.82, -9.0, -8.3, -8.6, 0.0, -9.0, -6.3, 94.0, None, 2022-01-04 02:00:00, 146.0, 146.1
10.9, None, -8.55, 93.2, None, None, None, 0.157, 0.0, 6.861, 38.69, -9.0, -8.6, -8.9, 0.1, -9.0, -6.3, 93.0, None, 2022-01-04 03:00:00, 146.0, 145.9
10.9, None, -8.35, 92.8, None, None, None, 0.19, 0.0, 3.132, 39.0, -9.0, -8.4, -8.9, 0.1, -9.0, -6.3, 93.0, None, 2022-01-04 04:00:00, 146.0, 145.5
None, None, -8.86, 92.9, None, None, None, 0.199, 0.0, 1.545, 39.1, -10.0, -8.9, -9.2, -0.1, -10.0, -6.3, 93.0, None, 2022-01-04 05:00:00, 145.0, 145.1
None, None, -8.51, 91.3, None, None, None, 0.125, 1.0, 3.692, 38.97, -10.0, -8.5, -9.2, 0.2, -10.0, -6.3, 91.0, None, 2022-01-04 06:00:00, 146.0, 145.6
None, None, -12.53, 88.6, None, None, None, 0.048, 0.0, 10.54, 38.92, -14.0, -12.5, -12.7, -0.1, -14.0, -8.2, 89.0, None, 2022-01-04 07:00:00, 145.0, 145.2
None, None, -13.85, 87.2, None, None, None, 0.0, -1.0, 10.87, 38.95, -15.0, -13.9, -14.0, 0.1, -15.0, -8.2, 87.0, None, 2022-01-04 08:00:00, 145.0, 144.7
None, None, -13.59, 88.2, None, None, None, 0.059, 0.0, 9.78, 39.09, -15.0, -13.6, -14.5, 0.2, -15.0, -8.2, 88.0, None, 2022-01-04 09:00:00, 145.0, 144.8
None, None, -13.29, 87.7, None, None, None, 0.059, 1.0, 8.58, 39.25, -15.0, -13.3, -14.5, 0.4, -15.0, -8.2, 88.0, None, 2022-01-04 10:00:00, 146.0, 145.6
None, None, -8.64, 90.3, None, None, None, 0.101, 1.0, 6.752, 39.51, -10.0, -8.6, -14.5, 0.5, -10.0, -8.2, 90.0, None, 2022-01-04 11:00:00, 146.0, 146.0
None, None, -5.958, 83.5, None, None, None, 0.052, 0.0, 15.04, 39.76, -8.0, -6.0, -14.5, 0.0, -8.0, -5.4, 84.0, None, 2022-01-04 12:00:00, 146.0, 146.1
None, None, -5.648, 85.2, None, None, None, 0.059, -1.0, 11.52, 39.97, -7.0, -5.6, -14.5, 0.1, -7.0, -5.4, 85.0, None, 2022-01-04 13:00:00, 145.0, 145.3
None, None, None, None, None, None, None, None, -1.0, None, None, -8.0, -6.0, -14.5, 0.0, None, -5.4, 83.0, None, 2022-01-04 14:00:00, 145.0, None
None, None, -7.01, 90.5, None, None, None, 0.0, 0.0, 5.974, 39.83, -8.0, -7.0, -14.5, -0.1, -8.0, -5.4, 91.0, None, 2022-01-04 15:00:00, 144.0, 144.4
None, None, -7.619, 90.6, None, None, None, 0.052, 0.0, 1.514, 39.81, -9.0, -7.6, -14.5, 0.0, -9.0, -5.4, 91.0, None, 2022-01-04 16:00:00, 144.0, 144.0
None, None, -8.02, 91.8, None, None, None, 0.063, 0.0, 2.094, 39.86, -9.0, -8.0, -14.5, 0.0, -9.0, -5.4, 92.0, None, 2022-01-04 17:00:00, 144.0, 143.7
None, None, -10.43, 88.8, None, None, None, 0.034, 0.0, 6.353, 39.88, -12.0, -10.4, -14.5, 0.0, -12.0, -5.4, 89.0, None, 2022-01-04 18:00:00, 143.0, 143.3
None, None, -14.03, 84.8, None, None, None, 0.175, -1.0, 8.98, 40.08, -16.0, -14.0, -14.1, 0.1, -16.0, -10.4, 85.0, None, 2022-01-04 19:00:00, 143.0, 142.7
None, None, -14.87, 85.5, None, None, None, 0.091, 0.0, 11.48, 40.09, -17.0, -14.9, -15.5, 0.1, -17.0, -10.4, 86.0, None, 2022-01-04 20:00:00, 143.0, 142.6
None, None, -16.88, 84.3, None, None, None, 0.144, 1.0, 13.21, 40.33, -19.0, -16.9, -17.0, 0.4, -19.0, -10.4, 84.0, None, 2022-01-04 21:00:00, 144.0, 143.5
None, None, -17.46, 84.6, None, None, None, 0.144, 2.0, 19.18, 40.79, -19.0, -17.5, -17.6, 0.9, -19.0, -10.4, 85.0, None, 2022-01-04 22:00:00, 145.0, 145.0
None, None, -18.01, 83.6, None, None, None, 0.159, -1.0, 20.92, 41.29, -20.0, -18.0, -17.9, 0.3, -20.0, -10.4, 84.0, None, 2022-01-04 23:00:00, 144.0, 144.2
None, None, -18.4, 83.7, None, None, None, 0.189, 2.0, 19.05, 41.9, -20.0, -18.4, -18.5, 0.3, -20.0, -10.4, 84.0, None, 2022-01-05 00:00:00, 146.0, 145.8
None, None, -18.21, 83.6, None, None, None, 0.202, -1.0, 18.24, 42.56, -20.0, -18.2, -18.7, -0.2, -20.0, -10.4, 84.0, None, 2022-01-05 01:00:00, 145.0, 145.2
None, None, -18.75, 82.7, None, None, None, 0.167, 0.0, 21.42, 42.99, -21.0, -18.8, -19.0, 0.4, -21.0, -10.4, 83.0, None, 2022-01-05 02:00:00, 145.0, 145.2
None, None, -18.79, 82.1, None, None, None, 0.151, -1.0, 19.39, 43.46, -21.0, -18.8, -19.0, 0.1, -21.0, -10.4, 82.0, None, 2022-01-05 03:00:00, 144.0, 144.1
None, None, -19.61, 81.9, None, None, None, 0.182, 0.0, 18.64, 43.94, -22.0, -19.6, -19.8, 0.1, -22.0, -10.4, 82.0, None, 2022-01-05 04:00:00, 144.0, 143.6
None, None, -20.52, 80.7, None, None, None, 0.157, 0.0, 18.3, 44.21, -23.0, -20.5, -20.4, 0.0, -23.0, -10.4, 81.0, None, 2022-01-05 05:00:00, 143.0, 143.1
None, None, -20.95, 80.8, None, None, None, 0.145, 0.0, 20.06, 44.66, -23.0, -21.0, -21.0, 0.1, -23.0, -10.4, 81.0, None, 2022-01-05 06:00:00, 143.0, 143.0
None, None, -21.59, 79.98, None, None, None, 0.084, -1.0, 18.84, 44.75, -24.0, -21.6, -21.6, 0.1, -24.0, -20.7, 80.0, None, 2022-01-05 07:00:00, 142.0, 142.4
None, None, -21.55, 80.3, None, None, None, 0.162, 0.0, 16.02, 45.14, -24.0, -21.6, -21.7, 0.0, -24.0, -20.7, 80.0, None, 2022-01-05 08:00:00, 142.0, 142.1
None, None, -21.34, 79.53, None, None, None, 0.12, 0.0, 15.07, 45.64, -24.0, -21.3, -21.7, 0.0, -24.0, -20.7, 80.0, None, 2022-01-05 09:00:00, 142.0, 141.7
None, None, -21.21, 78.48, None, None, None, 0.212, 0.0, 16.76, 46.17, -24.0, -21.2, -21.7, 0.0, -24.0, -20.7, 78.0, None, 2022-01-05 10:00:00, 142.0, 141.6
None, None, -20.43, 78.6, None, None, None, 0.406, 0.0, 19.53, 47.26, -23.0, -20.4, -21.7, 0.0, -23.0, -20.4, 79.0, None, 2022-01-05 11:00:00, 141.0, 141.1
None, None, -19.73, 77.02, None, None, None, 0.412, 0.0, 19.56, 48.67, -23.0, -19.7, -21.7, 0.0, -23.0, -19.8, 77.0, None, 2022-01-05 12:00:00, 141.0, 140.8
None, None, -18.88, 77.25, None, None, None, 0.2, 0.0, 15.36, 49.78, -22.0, -18.9, -21.7, 0.0, -22.0, -18.8, 77.0, None, 2022-01-05 13:00:00, 141.0, 140.6
None, None, -18.66, 79.9, None, None, None, 0.2, 0.0, 17.38, 50.54, -21.0, -18.7, -21.7, -0.2, -21.0, -18.4, 80.0, None, 2022-01-05 14:00:00, 141.0, 140.5
None, None, -18.67, 80.6, None, None, None, 0.162, 0.0, 18.5, 51.0, -21.0, -18.7, -21.7, 0.1, -21.0, -18.4, 81.0, None, 2022-01-05 15:00:00, 140.0, 140.2
None, None, -19.24, 80.9, None, None, None, 0.369, 0.0, 19.92, 51.74, -21.0, -19.2, -21.7, 0.0, -21.0, -18.4, 81.0, None, 2022-01-05 16:00:00, 140.0, 139.7
None, None, -19.79, 81.9, None, None, None, 0.436, 0.0, 19.05, 53.01, -22.0, -19.8, -21.7, 0.0, -22.0, -18.4, 82.0, None, 2022-01-05 17:00:00, 140.0, 139.5
None, None, -19.36, 82.2, None, None, None, 0.262, 0.0, 20.7, 54.21, -22.0, -19.4, -21.7, 0.0, -22.0, -18.4, 82.0, None, 2022-01-05 18:00:00, 139.0, 139.2
None, None, -19.13, 81.2, None, None, None, 0.3, 0.0, 20.9, 55.16, -21.0, -19.1, -19.8, 0.0, -21.0, -19.0, 81.0, None, 2022-01-05 19:00:00, 139.0, 138.8
None, None, -19.44, 82.1, None, None, None, 0.114, 0.0, 20.82, 55.88, -22.0, -19.4, -19.8, -0.1, -22.0, -19.0, 82.0, None, 2022-01-05 20:00:00, 138.0, 138.4
None, None, -19.3, 81.9, None, None, None, 0.349, 0.0, 20.89, 56.66, -21.0, -19.3, -19.8, -0.3, -21.0, -19.0, 82.0, None, 2022-01-05 21:00:00, 138.0, 138.2
None, None, -19.64, 82.8, None, None, None, 0.359, 1.0, 24.95, 57.68, -22.0, -19.6, -19.9, -1.5, -22.0, -19.0, 83.0, None, 2022-01-05 22:00:00, 139.0, 139.1
None, None, -19.67, 82.8, None, None, None, 0.601, 1.0, 26.1, 59.17, -22.0, -19.7, -20.0, -2.1, -22.0, -19.0, 83.0, None, 2022-01-05 23:00:00, 140.0, 139.9
None, None, -19.5, 82.6, None, None, None, 0.214, 2.0, 23.92, 60.77, -21.0, -19.5, -20.1, 4.1, -21.0, -19.0, 83.0, None, 2022-01-06 00:00:00, 141.0, 140.9
None, None, -19.9, 82.6, None, None, None, 0.288, 2.0, 23.32, 61.57, -22.0, -19.9, -20.3, 2.1, -22.0, -19.0, 83.0, None, 2022-01-06 01:00:00, 143.0, 142.7
None, None, -20.34, 82.2, None, None, None, 0.356, 2.0, 24.63, 62.48, -22.0, -20.3, -20.3, 1.7, -22.0, -19.0, 82.0, None, 2022-01-06 02:00:00, 144.0, 144.2
None, None, -19.72, 82.6, None, None, None, 0.114, 1.0, 22.49, 63.33, -22.0, -19.7, -20.3, 1.2, -22.0, -19.0, 83.0, None, 2022-01-06 03:00:00, 145.0, 145.1
None, None, -19.07, 82.8, None, None, None, 0.269, 0.0, 17.29, 62.67, -21.0, -19.1, -20.3, 0.9, -21.0, -19.0, 83.0, None, 2022-01-06 04:00:00, 145.0, 145.2
None, None, -18.3, 82.6, None, None, None, 0.243, 0.0, 10.21, 61.77, -20.0, -18.3, -20.3, 0.5, -20.0, -17.5, 83.0, None, 2022-01-06 05:00:00, 145.0, 144.9
None, None, -18.34, 83.2, None, None, None, 0.178, 0.0, 8.93, 61.01, -20.0, -18.3, -20.3, 0.2, -20.0, -17.5, 83.0, None, 2022-01-06 06:00:00, 145.0, 144.7
None, None, -16.45, 86.8, None, None, None, 0.235, 0.0, 6.197, 60.64, -18.0, -16.5, -18.5, 0.3, -18.0, -16.4, 87.0, None, 2022-01-06 07:00:00, 145.0, 144.6
None, None, -15.91, 86.5, None, None, None, 0.218, 0.0, 8.08, 60.25, -17.0, -15.9, -18.5, 0.3, -17.0, -15.1, 87.0, None, 2022-01-06 08:00:00, 144.0, 144.4
None, None, -15.46, 86.0, None, None, None, 0.178, 0.0, 8.04, 59.76, -17.0, -15.5, -18.5, 0.6, -17.0, -15.1, 86.0, None, 2022-01-06 09:00:00, 144.0, 144.2
None, None, -14.11, 86.8, None, None, None, 0.207, 0.0, 3.26, 59.41, -16.0, -14.1, -18.5, 0.9, -16.0, -14.2, 87.0, None, 2022-01-06 10:00:00, 144.0, 143.9
None, None, -9.3, 92.7, None, None, None, 0.066, 0.0, 11.0, 59.08, -10.0, -9.3, -18.5, 0.5, -10.0, -9.2, 93.0, None, 2022-01-06 11:00:00, 144.0, 144.1
