station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
None, -0.084, None, None, None, None, None, None, None, None, None, -0.1, -0.4, -0.1, None, None, None, 0.2, None, None, None, None, 2022-01-07 06:00:00, None, None, None, None
None, -0.213, None, None, None, None, None, None, None, None, None, -0.2, -0.3, 0.0, None, None, None, -0.1, None, None, None, None, 2022-01-07 07:00:00, None, None, None, None
None, -0.855, None, None, None, None, None, None, None, None, None, -0.9, -0.9, 0.2, None, None, None, -0.1, None, None, None, None, 2022-01-07 08:00:00, None, None, None, None
None, -1.251, None, None, None, None, None, None, None, None, None, -1.3, -1.4, 0.4, None, None, None, -0.1, None, None, None, None, 2022-01-07 09:00:00, None, None, None, None
None, -1.846, None, None, None, None, None, None, None, None, None, -1.8, -1.8, 0.2, None, None, None, -0.1, None, None, None, None, 2022-01-07 10:00:00, None, None, None, None
None, -2.461, None, None, None, None, None, None, None, None, None, -2.5, -2.5, 0.5, None, None, None, -0.1, None, None, None, None, 2022-01-07 11:00:00, None, None, None, None
None, -4.634, None, None, None, None, None, None, None, None, None, -4.6, -4.6, 0.8, None, None, None, -0.1, None, None, None, None, 2022-01-07 12:00:00, None, None, None, None
None, -4.97, None, None, None, None, None, None, None, None, None, -5.0, -5.2, 1.1, None, None, None, -0.1, None, None, None, None, 2022-01-07 13:00:00, None, None, None, None
None, -5.943, None, None, None, None, None, None, None, None, None, -5.9, -5.9, 0.7, None, None, None, -0.1, None, None, None, None, 2022-01-07 14:00:00, None, None, None, None
None, -7.13, None, None, None, None, None, None, None, None, None, -7.1, -7.1, 1.0, None, None, None, -0.1, None, None, None, None, 2022-01-07 15:00:00, None, None, None, None
None, -7.68, None, None, None, None, None, None, None, None, None, -7.7, -7.7, 0.5, None, None, None, -0.1, None, None, None, None, 2022-01-07 16:00:00, None, None, None, None
None, -8.79, None, None, None, None, None, None, None, None, None, -8.8, -8.8, 1.6, None, None, None, -0.1, None, None, None, None, 2022-01-07 17:00:00, None, None, None, None
