station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, PRECIP_DETECTOR_RATIO, MEASURED_WIND_DIRECTION1, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, MAXIMUM_MEASURED_WIND_SPEED1
0.0, -18.73, 81.8, None, None, None, None, None, None, None, -21.0, -18.7, -21.7, 0.0, None, -18.4, None, 82.0, None, 2022-01-01 00:00:00, None
0.0, -16.88, 78.78, None, None, None, None, None, None, None, -19.0, -16.9, -21.7, 0.0, None, -16.8, None, 79.0, None, 2022-01-01 01:00:00, None
0.0, -16.18, 77.12, None, None, None, None, None, None, None, -19.0, -16.2, -21.7, 0.0, None, -16.2, None, 77.0, None, 2022-01-01 02:00:00, None
0.0, -16.33, 74.58, None, None, None, None, None, None, None, -19.0, -16.3, -21.7, 0.0, None, -15.9, None, 75.0, None, 2022-01-01 03:00:00, None
0.0, -16.05, 74.22, None, None, None, None, None, None, None, -19.0, -16.1, -21.7, 0.0, None, -15.8, None, 74.0, None, 2022-01-01 04:00:00, None
0.0, -15.75, 75.77, None, None, None, None, None, None, None, -19.0, -15.8, -21.7, 0.0, None, -15.7, None, 76.0, None, 2022-01-01 05:00:00, None
0.0, -15.75, 75.52, None, None, None, None, None, None, None, -19.0, -15.8, -21.7, 0.0, None, -15.6, None, 76.0, None, 2022-01-01 06:00:00, None
0.0, -15.55, 75.56, None, None, None, None, None, None, None, -18.0, -15.6, -15.8, 0.0, None, -15.5, None, 76.0, None, 2022-01-01 07:00:00, None
0.0, -15.12, 75.86, None, None, None, None, None, None, None, -18.0, -15.1, -15.8, 0.0, None, -15.2, None, 76.0, None, 2022-01-01 08:00:00, None
0.0, -14.82, 73.57, None, None, None, None, None, None, None, -18.0, -14.8, -15.8, 0.0, None, -14.8, None, 74.0, None, 2022-01-01 09:00:00, None
