station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
2.0, -16.68, 87.5, -15.6, 88.0, -18.0, -16.7, -16.8, 980.4, 0.0, -18.0, 884.0, 0.0, 2022-01-01 10:00:00, 48.0, 47.92, 884.0
2.0, -16.37, 87.5, -15.6, 88.0, -18.0, -16.4, -16.8, 981.5, 0.0, -18.0, 885.0, 0.0, 2022-01-01 11:00:00, 48.0, 47.86, 885.0
2.0, -16.2, 87.0, -15.6, 87.0, -18.0, -16.2, -16.8, 982.5, 0.0, -18.0, 886.0, 0.0, 2022-01-01 12:00:00, 48.0, 47.71, 886.0
2.0, -15.88, 85.8, -15.6, 86.0, -18.0, -15.9, -16.8, 983.6, 0.0, -18.0, 887.0, 0.0, 2022-01-01 13:00:00, 48.0, 47.76, 887.0
2.0, -15.82, 86.0, -15.6, 86.0, -17.0, -15.8, -16.8, 985.9, 0.0, -17.0, 889.0, 0.0, 2022-01-01 14:00:00, 48.0, 47.7, 889.0
2.0, -15.91, 86.5, -15.6, 87.0, -17.0, -15.9, -16.8, 986.9, 0.0, -17.0, 890.0, 0.0, 2022-01-01 15:00:00, 48.0, 47.62, 890.0
1.6, -16.49, 86.5, -15.6, 87.0, -18.0, -16.5, -16.8, 988.1, 0.0, -18.0, 891.0, 0.0, 2022-01-01 16:00:00, 47.0, 47.47, 891.0
1.0, -16.83, 86.7, -15.6, 87.0, -18.0, -16.8, -16.8, 988.1, 0.0, -18.0, 891.0, 0.0, 2022-01-01 17:00:00, 47.0, 47.42, 891.0
1.0, -16.68, 86.7, -15.6, 87.0, -18.0, -16.7, -16.8, 989.3, 0.0, -18.0, 892.0, 0.0, 2022-01-01 18:00:00, 47.0, 47.37, 892.0
1.0, -16.53, 86.9, -16.5, 87.0, -18.0, -16.5, -16.7, 989.3, 0.0, -18.0, 892.0, 0.0, 2022-01-01 19:00:00, 47.0, 47.32, 892.0
0.0, -16.42, 87.1, -16.4, 87.0, -18.0, -16.4, -16.7, 990.4, 0.0, -18.0, 893.0, 0.0, 2022-01-01 20:00:00, 47.0, 47.2, 893.0
0.0, -16.43, 87.3, -16.3, 87.0, -18.0, -16.4, -16.7, 991.6, 0.0, -18.0, 894.0, 0.0, 2022-01-01 21:00:00, 47.0, 47.38, 894.0
0.0, -16.45, 87.6, -16.3, 88.0, -18.0, -16.5, -16.7, 992.7, 0.0, -18.0, 895.0, 0.0, 2022-01-01 22:00:00, 47.0, 47.4, 895.0
0.8, -16.43, 85.3, -16.2, 85.0, -18.0, -16.4, -16.7, 993.8, 0.8, -18.0, 896.0, 0.0, 2022-01-01 23:00:00, 47.0, 47.47, 896.0
1.0, -16.97, 85.7, -16.2, 86.0, -19.0, -17.0, -17.0, 994.9, 0.2, -19.0, 897.0, 0.0, 2022-01-02 00:00:00, 47.0, 47.47, 897.0
1.0, -17.41, 85.3, -16.2, 85.0, -19.0, -17.4, -17.4, 996.0, 0.0, -19.0, 898.0, 0.0, 2022-01-02 01:00:00, 48.0, 47.5, 898.0
1.0, -17.79, 84.8, -16.2, 85.0, -20.0, -17.8, -17.8, 997.2, 0.0, -20.0, 899.0, 0.0, 2022-01-02 02:00:00, 48.0, 47.56, 899.0
1.0, -18.18, 84.6, -16.2, 85.0, -20.0, -18.2, -18.2, 999.5, 0.0, -20.0, 901.0, 0.0, 2022-01-02 03:00:00, 48.0, 47.5, 901.0
2.0, -18.61, 84.6, -16.2, 85.0, -20.0, -18.6, -18.6, 1000.7, 1.0, -20.0, 902.0, 0.0, 2022-01-02 04:00:00, 48.0, 47.71, 902.0
2.0, -19.25, 83.6, -16.2, 84.0, -21.0, -19.3, -19.3, 1000.8, 0.0, -21.0, 902.0, 0.0, 2022-01-02 05:00:00, 48.0, 47.87, 902.0
2.0, -19.49, 82.5, -16.2, 83.0, -22.0, -19.5, -19.5, 1001.9, 0.0, -22.0, 903.0, 0.0, 2022-01-02 06:00:00, 48.0, 47.8, 903.0
2.0, -19.81, 82.8, -19.5, 83.0, -22.0, -19.8, -19.8, 1003.0, 0.0, -22.0, 904.0, 1.0, 2022-01-02 07:00:00, 48.0, 48.06, 904.0
2.0, -20.47, 82.6, -19.5, 83.0, -22.0, -20.5, -20.5, 1004.2, 0.0, -22.0, 905.0, 0.0, 2022-01-02 08:00:00, 48.0, 48.06, 905.0
2.0, -20.79, 81.2, -19.5, 81.0, -23.0, -20.8, -20.8, 1005.4, 0.1, -23.0, 906.0, 0.0, 2022-01-02 09:00:00, 48.0, 47.97, 906.0
2.8, -21.45, 80.7, -19.5, 81.0, -24.0, -21.5, -21.4, 1005.4, 0.8, -24.0, 906.0, 0.0, 2022-01-02 10:00:00, 48.0, 47.9, 906.0
2.8, -21.33, 79.96, -19.5, 80.0, -24.0, -21.3, -21.5, 1005.4, 0.0, -24.0, 906.0, 0.0, 2022-01-02 11:00:00, 48.0, 47.77, 906.0
None, -20.84, 79.81, -19.5, 80.0, -23.0, -20.8, -21.5, 1006.5, -0.2, -23.0, 907.0, 0.0, 2022-01-02 12:00:00, 48.0, 47.79, 907.0
None, -20.74, 80.3, -19.5, 80.0, -23.0, -20.7, -21.5, 1006.6, 0.1, -23.0, 907.0, 0.0, 2022-01-02 13:00:00, 48.0, 47.76, 907.0
None, -20.75, 79.56, -19.5, 80.0, -23.0, -20.8, -21.5, 1006.6, 0.0, -23.0, 907.0, 0.0, 2022-01-02 14:00:00, 48.0, 47.65, 907.0
None, -21.09, 79.88, -19.5, 80.0, -23.0, -21.1, -21.5, 1006.7, -0.2, -23.0, 907.0, 0.0, 2022-01-02 15:00:00, 48.0, 47.58, 907.0
None, -21.39, 79.93, -19.5, 80.0, -24.0, -21.4, -21.5, 1006.8, 0.0, -24.0, 907.0, 0.0, 2022-01-02 16:00:00, 48.0, 47.58, 907.0
None, -22.01, 78.93, -19.5, 79.0, -24.0, -22.0, -22.0, 1006.9, 0.0, -24.0, 907.0, 0.0, 2022-01-02 17:00:00, 47.0, 47.41, 907.0
None, -22.03, 78.94, -19.5, 79.0, -24.0, -22.0, -22.2, 1006.9, 0.1, -24.0, 907.0, 0.0, 2022-01-02 18:00:00, 47.0, 47.39, 907.0
None, -22.4, 78.28, -22.0, 78.0, -25.0, -22.4, -22.4, 1007.0, 0.2, -25.0, 907.0, 0.0, 2022-01-02 19:00:00, 47.0, 47.45, 907.0
None, -22.59, 77.92, -22.0, 78.0, -25.0, -22.6, -22.6, 1007.1, 0.0, -25.0, 907.0, 0.0, 2022-01-02 20:00:00, 47.0, 47.38, 907.0
None, -22.63, 77.7, -22.0, 78.0, -25.0, -22.6, -22.6, 1007.2, -0.3, -25.0, 907.0, 0.0, 2022-01-02 21:00:00, 47.0, 47.3, 907.0
None, -22.68, 77.13, -22.0, 77.0, -25.0, -22.7, -22.7, 1008.4, 0.2, -25.0, 908.0, 0.0, 2022-01-02 22:00:00, 47.0, 47.22, 908.0
None, -22.73, 76.33, -22.0, 76.0, -25.0, -22.7, -22.7, 1008.3, 0.1, -25.0, 908.0, 0.0, 2022-01-02 23:00:00, 47.0, 47.2, 908.0
None, -22.77, 73.16, -22.0, 73.0, -26.0, -22.8, -22.8, 1008.3, -0.2, -26.0, 908.0, 0.0, 2022-01-03 00:00:00, 47.0, 47.16, 908.0
None, -23.03, 75.92, -22.0, 76.0, -26.0, -23.0, -23.0, 1008.3, 0.3, -26.0, 908.0, 0.0, 2022-01-03 01:00:00, 47.0, 47.04, 908.0
None, -22.93, 75.38, -22.0, 75.0, -26.0, -22.9, -23.1, 1008.3, 0.0, -26.0, 908.0, 0.0, 2022-01-03 02:00:00, 47.0, 47.02, 908.0
None, -23.03, 76.45, -22.0, 76.0, -26.0, -23.0, -23.1, 1008.4, 0.0, -26.0, 908.0, 0.0, 2022-01-03 03:00:00, 47.0, 46.94, 908.0
None, -23.42, 74.76, -22.0, 75.0, -26.0, -23.4, -23.4, 1009.5, -0.1, -26.0, 909.0, 0.0, 2022-01-03 04:00:00, 47.0, 46.9, 909.0
None, -23.81, 74.78, -22.0, 75.0, -27.0, -23.8, -23.8, 1009.7, 0.0, -27.0, 909.0, 0.0, 2022-01-03 05:00:00, 47.0, 46.88, 909.0
None, -24.1, 73.32, -22.0, 73.0, -27.0, -24.1, -24.1, 1009.7, 0.0, -27.0, 909.0, 0.0, 2022-01-03 06:00:00, 47.0, 46.79, 909.0
None, -24.69, 73.21, -24.1, 73.0, -28.0, -24.7, -24.7, 1009.8, 0.0, -28.0, 909.0, 0.0, 2022-01-03 07:00:00, 47.0, 46.85, 909.0
None, -24.83, 70.91, -24.1, 71.0, -28.0, -24.8, -24.8, 1011.0, -0.2, -28.0, 910.0, 0.0, 2022-01-03 08:00:00, 47.0, 46.81, 910.0
None, -24.97, 72.25, -24.1, 72.0, -28.0, -25.0, -25.0, 1011.0, 0.3, -28.0, 910.0, 0.0, 2022-01-03 09:00:00, 47.0, 46.76, 910.0
None, -25.41, 71.03, -24.1, 71.0, -29.0, -25.4, -25.4, 1012.1, 0.0, -29.0, 911.0, 0.0, 2022-01-03 10:00:00, 47.0, 46.61, 911.0
None, -25.22, 68.42, -24.1, 68.0, -29.0, -25.2, -25.5, 1013.2, -0.2, -29.0, 912.0, 0.0, 2022-01-03 11:00:00, 47.0, 46.63, 912.0
None, -24.0, 67.89, -24.0, 68.0, -28.0, -24.0, -25.5, 1013.1, 0.1, -28.0, 912.0, 0.0, 2022-01-03 12:00:00, 47.0, 46.63, 912.0
None, -23.81, 64.42, -23.8, 64.0, -28.0, -23.8, -25.5, 1013.1, -0.1, -28.0, 912.0, 0.0, 2022-01-03 13:00:00, 46.0, 46.42, 912.0
None, -24.81, 65.05, -23.7, 65.0, -29.0, -24.8, -25.5, 1014.3, 0.0, -29.0, 913.0, 0.0, 2022-01-03 14:00:00, 46.0, 46.15, 913.0
None, -25.12, 66.56, -23.7, 67.0, -29.0, -25.1, -25.5, 1015.5, 0.1, -29.0, 914.0, 0.0, 2022-01-03 15:00:00, 46.0, 46.18, 914.0
None, -25.75, 67.71, -23.7, 68.0, -30.0, -25.8, -25.8, 1015.6, -0.3, -30.0, 914.0, 0.0, 2022-01-03 16:00:00, 46.0, 46.07, 914.0
None, -26.59, 67.08, -23.7, 67.0, -30.0, -26.6, -26.6, 1016.9, -0.2, -30.0, 915.0, 0.0, 2022-01-03 17:00:00, 46.0, 45.96, 915.0
None, -26.91, 66.86, -23.7, 67.0, -31.0, -26.9, -27.0, 1016.9, 0.1, -31.0, 915.0, 0.0, 2022-01-03 18:00:00, 46.0, 45.92, 915.0
None, -26.72, 67.1, -26.7, 67.0, -31.0, -26.7, -26.9, 1018.1, 0.2, -31.0, 916.0, 1.0, 2022-01-03 19:00:00, 46.0, 46.17, 916.0
None, -26.62, 66.44, -26.6, 66.0, -31.0, -26.6, -26.9, 1018.1, 0.0, -31.0, 916.0, 0.0, 2022-01-03 20:00:00, 46.0, 46.07, 916.0
None, -26.87, 66.3, -26.6, 66.0, -31.0, -26.9, -26.9, 1019.3, -0.1, -31.0, 917.0, 0.0, 2022-01-03 21:00:00, 46.0, 46.05, 917.0
None, -27.11, 67.32, -26.6, 67.0, -31.0, -27.1, -27.1, 1019.3, None, -31.0, 917.0, None, 2022-01-03 22:00:00, None, 45.9, 917.0
None, -27.55, 66.61, -26.6, 67.0, -31.0, -27.6, -27.5, 1020.5, -0.2, -31.0, 918.0, 0.0, 2022-01-03 23:00:00, 46.0, 45.87, 918.0
None, -27.54, 66.83, -26.6, 67.0, -31.0, -27.5, -27.6, 1020.3, 0.2, -31.0, 918.0, 0.0, 2022-01-04 00:00:00, 46.0, 45.83, 918.0
None, -27.59, 66.15, -26.6, 66.0, -32.0, -27.6, -27.6, 1020.3, 0.0, -32.0, 918.0, 0.0, 2022-01-04 01:00:00, 46.0, 45.83, 918.0
None, -27.64, 65.99, -26.6, 66.0, -32.0, -27.6, -27.7, 1021.5, -0.2, -32.0, 919.0, 0.0, 2022-01-04 02:00:00, 46.0, 45.81, 919.0
None, -27.65, 64.96, -26.6, 65.0, -32.0, -27.7, -27.7, 1021.6, 0.1, -32.0, 919.0, 0.0, 2022-01-04 03:00:00, 46.0, 45.79, 919.0
None, -27.88, 64.53, -26.6, 65.0, -32.0, -27.9, -28.0, 1022.8, 0.0, -32.0, 920.0, 0.0, 2022-01-04 04:00:00, 46.0, 45.69, 920.0
None, -28.37, 65.47, -26.6, 65.0, -32.0, -28.4, -28.4, 1024.1, 0.3, -32.0, 921.0, 0.0, 2022-01-04 05:00:00, 46.0, 45.64, 921.0
None, -28.95, 66.4, -26.6, 66.0, -33.0, -29.0, -29.0, 1024.2, -0.2, -33.0, 921.0, 0.0, 2022-01-04 06:00:00, 46.0, 45.57, 921.0
None, -29.76, 67.76, -28.8, 68.0, -33.0, -29.8, -29.7, 1025.4, 0.3, -33.0, 922.0, 0.0, 2022-01-04 07:00:00, 46.0, 45.63, 922.0
None, -30.19, 67.01, -28.8, 67.0, -34.0, -30.2, -30.2, 1025.4, 0.0, -34.0, 922.0, 0.0, 2022-01-04 08:00:00, 46.0, 45.6, 922.0
None, -31.53, 70.21, -28.8, 70.0, -35.0, -31.5, -31.6, 1026.7, 0.0, -35.0, 923.0, -1.0, 2022-01-04 09:00:00, 45.0, 45.01, 923.0
None, -33.21, 68.92, -28.8, 69.0, -37.0, -33.2, -33.2, 1028.1, 0.0, -37.0, 924.0, 0.0, 2022-01-04 10:00:00, 45.0, 45.14, 924.0
None, -31.19, 68.03, -28.8, 68.0, -35.0, -31.2, -33.4, 1027.9, -1.0, -35.0, 924.0, 0.0, 2022-01-04 11:00:00, 45.0, 45.13, 924.0
None, -28.94, 64.14, -28.8, 64.0, -33.0, -28.9, -33.4, 1027.6, 0.6, -33.0, 924.0, 1.0, 2022-01-04 12:00:00, 46.0, 45.55, 924.0
None, -27.67, 61.43, -27.7, 61.0, -32.0, -27.7, -33.4, 1028.6, 0.4, -32.0, 925.0, 0.0, 2022-01-04 13:00:00, 46.0, 45.6, 925.0
None, -27.39, 60.38, -27.4, 60.0, -32.0, -27.4, -33.4, 1028.5, 0.0, -32.0, 925.0, 0.0, 2022-01-04 14:00:00, 46.0, 45.58, 925.0
None, -27.4, 62.72, -27.3, 63.0, -32.0, -27.4, -33.4, 1029.7, 0.0, -32.0, 926.0, 0.0, 2022-01-04 15:00:00, 46.0, 45.51, 926.0
None, -27.89, 63.93, -27.3, 64.0, -32.0, -27.9, -33.4, 1029.7, 0.0, -32.0, 926.0, 0.0, 2022-01-04 16:00:00, 45.0, 45.48, 926.0
None, -28.13, 63.53, -27.3, 64.0, -32.0, -28.1, -33.4, 1029.8, -0.2, -32.0, 926.0, 0.0, 2022-01-04 17:00:00, 45.0, 45.47, 926.0
None, -28.18, 63.09, -27.3, 63.0, -33.0, -28.2, -33.4, 1031.0, 0.1, -33.0, 927.0, 0.0, 2022-01-04 18:00:00, 45.0, 45.46, 927.0
None, -28.33, 62.68, -28.2, 63.0, -33.0, -28.3, -28.3, 1032.2, -0.2, -33.0, 928.0, 0.0, 2022-01-04 19:00:00, 45.0, 45.48, 928.0
None, -28.43, 64.69, -28.2, 65.0, -33.0, -28.4, -28.5, 1032.3, 0.2, -33.0, 928.0, 0.0, 2022-01-04 20:00:00, 45.0, 45.45, 928.0
None, -28.51, 63.78, -28.2, 64.0, -33.0, -28.5, -28.5, 1032.5, 0.0, -33.0, 928.0, 0.0, 2022-01-04 21:00:00, 45.0, 45.41, 928.0
None, -28.77, 64.57, -28.2, 65.0, -33.0, -28.8, -28.8, 1033.8, 0.0, -33.0, 929.0, 0.0, 2022-01-04 22:00:00, 45.0, 45.37, 929.0
None, -28.99, 63.45, -28.2, 63.0, -33.0, -29.0, -29.1, 1034.7, -0.1, -33.0, 930.0, 0.0, 2022-01-04 23:00:00, 45.0, 45.35, 930.0
None, -29.1, 62.59, -28.2, 63.0, -34.0, -29.1, -29.1, 1034.5, 0.0, -34.0, 930.0, 0.0, 2022-01-05 00:00:00, 45.0, 45.27, 930.0
None, -29.22, 64.07, -28.2, 64.0, -33.0, -29.2, -29.2, 1034.3, 0.0, -33.0, 930.0, 0.0, 2022-01-05 01:00:00, 45.0, 45.24, 930.0
None, -29.54, 64.31, -28.2, 64.0, -34.0, -29.5, -29.5, 1034.3, 0.0, -34.0, 930.0, 0.0, 2022-01-05 02:00:00, 45.0, 45.12, 930.0
None, -30.89, 67.13, -28.2, 67.0, -35.0, -30.9, -30.9, 1035.6, 0.0, -35.0, 931.0, 0.0, 2022-01-05 03:00:00, 45.0, 44.89, 931.0
None, -31.97, 68.79, -28.2, 69.0, -35.0, -32.0, -31.9, 1035.8, -0.2, -35.0, 931.0, 0.0, 2022-01-05 04:00:00, 45.0, 44.78, 931.0
None, -33.26, 68.38, -28.2, 68.0, -37.0, -33.3, -33.2, 1036.0, 0.2, -37.0, 931.0, 0.0, 2022-01-05 05:00:00, 45.0, 44.65, 931.0
None, -34.55, 67.96, -28.2, 68.0, -38.0, -34.6, -34.5, 1036.2, 0.0, -38.0, 931.0, 0.0, 2022-01-05 06:00:00, 45.0, 44.6, 931.0
None, -35.48, 69.0, -34.5, 69.0, -39.0, -35.5, -35.5, 1036.3, -1.0, -39.0, 931.0, 1.0, 2022-01-05 07:00:00, 45.0, 44.9, 931.0
None, -36.45, 67.85, -34.5, 68.0, -40.0, -36.5, -36.5, 1036.4, 0.0, -40.0, 931.0, 0.0, 2022-01-05 08:00:00, 45.0, 44.9, 931.0
None, -37.09, 66.72, -34.5, 67.0, -41.0, -37.1, -37.1, 1037.6, 0.0, -41.0, 932.0, 0.0, 2022-01-05 09:00:00, 45.0, 44.79, 932.0
None, -37.28, 66.4, -34.5, 66.0, -41.0, -37.3, -37.4, 1036.6, 0.0, -41.0, 931.0, 0.0, 2022-01-05 10:00:00, 45.0, 44.8, 931.0
None, -37.03, 66.58, -34.5, 67.0, -41.0, -37.0, -37.4, 1036.6, 0.0, -41.0, 931.0, 0.0, 2022-01-05 11:00:00, 45.0, 44.83, 931.0
None, -35.72, 68.45, -34.5, 68.0, -39.0, -35.7, -37.4, 1036.4, 0.0, -39.0, 931.0, 0.0, 2022-01-05 12:00:00, 45.0, 44.87, 931.0
None, -33.47, 66.81, -33.5, 67.0, -37.0, -33.5, -37.4, 1035.0, 0.0, -37.0, 930.0, 1.0, 2022-01-05 13:00:00, 45.0, 45.12, 930.0
None, -32.59, 65.82, -32.6, 66.0, -36.0, -32.6, -37.4, 1035.0, 1.0, -36.0, 930.0, 0.0, 2022-01-05 14:00:00, 45.0, 44.99, 930.0
None, -32.65, 66.11, None, None, None, None, None, None, None, -36.0, 930.0, None, 2022-01-05 15:00:00, None, 44.86, None
None, -33.89, 69.03, -32.2, 69.0, -37.0, -33.9, -37.4, 1034.3, 0.0, -37.0, 929.0, 0.0, 2022-01-05 16:00:00, 45.0, 44.86, 929.0
None, -35.38, 68.4, -32.2, 68.0, -39.0, -35.4, -37.4, 1033.6, 0.0, -39.0, 928.0, 0.0, 2022-01-05 17:00:00, 45.0, 44.66, 928.0
None, -36.5, 67.27, -32.2, 67.0, -40.0, -36.5, -37.4, 1032.8, -1.0, -40.0, 927.0, 0.0, 2022-01-05 18:00:00, 45.0, 44.53, 927.0
None, -37.13, 67.14, -36.5, 67.0, -41.0, -37.1, -37.1, 1031.9, 0.0, -41.0, 926.0, 0.0, 2022-01-05 19:00:00, 45.0, 44.76, 926.0
None, -37.81, 66.73, -36.5, 67.0, -41.0, -37.8, -37.8, 1032.1, 0.0, -41.0, 926.0, 0.0, 2022-01-05 20:00:00, 45.0, 44.69, 926.0
None, -38.4, 65.69, -36.5, 66.0, -42.0, -38.4, -38.4, 1032.2, 0.0, -42.0, 926.0, 0.0, 2022-01-05 21:00:00, 45.0, 44.72, 926.0
None, -38.68, 65.39, -36.5, 65.0, -42.0, -38.7, -38.7, 1031.2, 0.0, -42.0, 925.0, 0.0, 2022-01-05 22:00:00, 45.0, 44.77, 925.0
None, -39.18, 65.21, -36.5, 65.0, -43.0, -39.2, -39.2, 1030.1, -0.8, -43.0, 924.0, 0.0, 2022-01-05 23:00:00, 45.0, 44.76, 924.0
None, -39.57, 64.54, -36.5, 65.0, -43.0, -39.6, -39.6, 1028.9, -0.3, -43.0, 923.0, 0.0, 2022-01-06 00:00:00, 45.0, 44.64, 923.0
None, -39.91, 63.85, -36.5, 64.0, -44.0, -39.9, -39.9, 1027.5, 0.0, -44.0, 922.0, 0.0, 2022-01-06 01:00:00, 45.0, 44.55, 922.0
None, -40.05, 64.4, -36.5, 64.0, -44.0, -40.1, -40.3, 1026.3, -0.1, -44.0, 921.0, 0.0, 2022-01-06 02:00:00, 45.0, 44.73, 921.0
None, -40.64, 63.02, -36.5, 63.0, -45.0, -40.6, -40.6, 1025.3, -0.8, -45.0, 920.0, 0.0, 2022-01-06 03:00:00, 45.0, 44.57, 920.0
None, -40.99, 62.86, -36.5, 63.0, -45.0, -41.0, -41.0, 1024.4, 0.3, -45.0, 919.0, 0.0, 2022-01-06 04:00:00, 44.0, 44.44, 919.0
None, -40.99, 62.08, -36.5, 62.0, -45.0, -41.0, -41.1, 1023.4, -0.4, -45.0, 918.0, 0.0, 2022-01-06 05:00:00, 44.0, 44.42, 918.0
None, -41.62, 62.09, -36.5, 62.0, -46.0, -41.6, -41.6, 1022.5, 0.0, -46.0, 917.0, 0.0, 2022-01-06 06:00:00, 45.0, 44.53, 917.0
None, -41.81, 61.7, -41.4, 62.0, -46.0, -41.8, -41.8, 1021.5, -1.0, -46.0, 916.0, 1.0, 2022-01-06 07:00:00, 45.0, 44.78, 916.0
None, -41.96, 61.82, -41.4, 62.0, -46.0, -42.0, -42.1, 1020.5, 0.0, -46.0, 915.0, 0.0, 2022-01-06 08:00:00, 45.0, 44.91, 915.0
None, -42.3, 61.41, -41.4, 61.0, -46.0, -42.3, -42.4, 1019.5, 0.3, -46.0, 914.0, 0.0, 2022-01-06 09:00:00, 45.0, 44.81, 914.0
None, -41.93, 61.88, -41.4, 62.0, -46.0, -41.9, -42.6, 1019.5, 0.5, -46.0, 914.0, 0.0, 2022-01-06 10:00:00, 45.0, 44.91, 914.0
None, -41.45, 62.72, -41.4, 63.0, -45.0, -41.5, -42.6, 1018.4, 0.2, -45.0, 913.0, 0.0, 2022-01-06 11:00:00, 45.0, 45.08, 913.0
None, -39.51, 63.92, -39.5, 64.0, -43.0, -39.5, -42.6, 1017.1, 0.2, -43.0, 912.0, 0.0, 2022-01-06 12:00:00, 45.0, 44.85, 912.0
None, -37.8, 65.36, -37.8, 65.0, -42.0, -37.8, -42.6, 1015.8, 0.8, -42.0, 911.0, 0.0, 2022-01-06 13:00:00, 45.0, 44.9, 911.0
None, -36.59, 65.22, -36.5, 65.0, -40.0, -36.6, -42.6, 1014.6, 1.0, -40.0, 910.0, 0.0, 2022-01-06 14:00:00, 45.0, 44.54, 910.0
None, -36.6, 65.49, -36.4, 65.0, -40.0, -36.6, -42.6, 1013.5, 0.0, -40.0, 909.0, 1.0, 2022-01-06 15:00:00, 45.0, 44.86, 909.0
None, -37.27, 64.81, -36.4, 65.0, -41.0, -37.3, -42.6, 1012.5, 1.0, -41.0, 908.0, 0.0, 2022-01-06 16:00:00, 45.0, 44.68, 908.0
None, -38.46, 65.26, -36.4, 65.0, -42.0, -38.5, -42.6, 1012.7, 0.0, -42.0, 908.0, 0.0, 2022-01-06 17:00:00, 45.0, 44.63, 908.0
None, -38.94, 64.58, -36.4, 65.0, -43.0, -38.9, -42.6, 1011.7, 0.0, -43.0, 907.0, 0.0, 2022-01-06 18:00:00, 45.0, 44.56, 907.0
None, -38.5, 65.61, -38.5, 66.0, -42.0, -38.5, -39.0, 1010.6, -1.0, -42.0, 906.0, 1.0, 2022-01-06 19:00:00, 45.0, 44.95, 906.0
None, -37.16, 66.98, -37.2, 67.0, -41.0, -37.2, -39.0, 1010.4, 0.0, -41.0, 906.0, 0.0, 2022-01-06 20:00:00, 45.0, 44.97, 906.0
None, -35.91, 67.45, -35.9, 67.0, -39.0, -35.9, -39.0, 1009.2, 0.3, -39.0, 905.0, 0.0, 2022-01-06 21:00:00, 45.0, 44.88, 905.0
None, -36.4, 67.21, -35.9, 67.0, -40.0, -36.4, -39.0, 1009.2, 0.7, -40.0, 905.0, 0.0, 2022-01-06 22:00:00, 45.0, 44.84, 905.0
None, -35.83, 68.31, -35.9, 68.0, -39.0, -35.8, -39.0, 1007.9, -1.0, -39.0, 904.0, 0.0, 2022-01-06 23:00:00, 45.0, 44.94, 904.0
None, -34.91, 68.93, -34.9, 69.0, -38.0, -34.9, -39.0, 1006.5, -1.0, -38.0, 903.0, 0.0, 2022-01-07 00:00:00, 45.0, 44.94, 903.0
None, -33.91, 69.51, -33.9, 70.0, -37.0, -33.9, -39.0, 1005.0, 0.0, -37.0, 902.0, 0.0, 2022-01-07 01:00:00, 45.0, 44.92, 902.0
None, -33.38, 69.8, -33.4, 70.0, -37.0, -33.4, -39.0, 1003.7, 0.6, -37.0, 901.0, 0.0, 2022-01-07 02:00:00, 45.0, 44.77, 901.0
None, -32.85, 69.8, -32.9, 70.0, -36.0, -32.9, -39.0, 1004.7, -0.5, -36.0, 902.0, 0.0, 2022-01-07 03:00:00, 45.0, 44.83, 902.0
