station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -4.496, 93.0, -4.0, None, 1.813, 6.333, 49.46, -5.0, None, -4.5, -6.2, 1005.5, 0.4, -5.0, 1004.0, None, 0.0, 93.0, 2022-01-01 00:00:00, 74.0, 73.63, 1004.0
None, -3.356, 92.0, -2.9, None, 1.442, 7.038, 49.34, -4.0, None, -3.4, -6.2, 1003.5, 0.6, -4.0, 1002.0, None, 0.0, 92.0, 2022-01-01 01:00:00, 74.0, 73.73, 1002.0
None, -3.119, 91.6, -2.9, None, 2.049, 4.43, 48.3, -4.0, None, -3.1, -6.2, 1002.5, 0.3, -4.0, 1001.0, None, 0.0, 92.0, 2022-01-01 02:00:00, 74.0, 73.6, 1001.0
None, -2.974, 89.1, -2.7, None, 1.764, 5.246, 49.11, -4.0, None, -3.0, -6.2, 1000.5, 0.0, -4.0, 999.0, None, 0.0, 89.0, 2022-01-01 03:00:00, 74.0, 73.55, 999.0
None, -2.967, 88.2, -2.3, None, 1.808, 7.803, 49.25, -4.0, None, -3.0, -6.2, 997.5, 0.1, -4.0, 996.0, None, 0.0, 88.0, 2022-01-01 04:00:00, 73.0, 73.32, 996.0
None, -2.057, 92.1, -2.0, None, 1.436, 5.379, 49.15, -3.0, None, -2.1, -6.2, 995.5, 0.5, -3.0, 994.0, None, 0.0, 92.0, 2022-01-01 05:00:00, 73.0, 73.31, 994.0
None, 0.313, 90.1, 0.5, None, 1.344, 5.969, 49.33, -1.0, None, 0.3, -6.2, 992.5, 0.1, -1.0, 991.0, None, 0.0, 90.0, 2022-01-01 06:00:00, 73.0, 73.28, 991.0
None, 0.536, 94.4, 0.8, None, 2.473, 4.184, 48.88, 0.0, None, 0.5, 0.2, 991.5, 1.4, 0.0, 990.0, None, 0.0, 94.0, 2022-01-01 07:00:00, 73.0, 73.3, 990.0
None, 0.489, 96.0, 0.8, None, 5.016, 2.405, 47.41, 0.0, None, 0.5, 0.2, 991.5, 3.2, 0.0, 990.0, None, 0.0, 96.0, 2022-01-01 08:00:00, 73.0, 73.24, 990.0
None, None, None, 0.8, None, None, None, None, 0.0, None, 0.7, 0.2, 991.5, 2.6, None, None, None, 1.0, 97.0, 2022-01-01 09:00:00, 74.0, None, 990.0
None, 0.723, 96.8, 0.8, None, 3.911, 0.0, 46.97, 0.0, None, 0.7, 0.2, 991.5, 5.3, 0.0, 990.0, None, 0.0, 97.0, 2022-01-01 10:00:00, 73.0, 73.44, 990.0
None, 0.753, 96.9, 0.8, None, 2.078, 0.0, 48.69, 0.0, None, 0.8, 0.2, 992.5, 5.3, 0.0, 991.0, None, 2.0, 97.0, 2022-01-01 11:00:00, 75.0, 75.29, 991.0
None, 0.866, 96.9, 0.9, None, 2.379, 0.0, 47.73, 0.0, None, 0.9, 0.2, 993.5, 1.9, 0.0, 992.0, None, 0.0, 97.0, 2022-01-01 12:00:00, 75.0, 75.26, 992.0
None, 1.018, 96.8, 1.0, None, 2.287, 0.0, 47.12, 1.0, None, 1.0, 0.2, 992.5, 2.3, 1.0, 991.0, None, 0.0, 97.0, 2022-01-01 13:00:00, 75.0, 74.99, 991.0
30.8, 0.98, 96.8, 1.2, None, 1.311, 0.0, 46.17, 1.0, None, 1.0, 0.2, 992.5, 1.4, 1.0, 991.0, None, 0.0, 97.0, 2022-01-01 14:00:00, 75.0, 75.04, 991.0
32.0, 1.079, 96.6, 1.2, None, 2.017, 0.0, 47.07, 1.0, None, 1.1, 0.2, 992.5, 1.2, 1.0, 991.0, None, -1.0, 97.0, 2022-01-01 15:00:00, 75.0, 74.52, 991.0
32.4, 0.896, 96.6, 1.2, None, 0.244, 0.0, 45.75, 0.0, None, 0.9, 0.2, 991.5, 0.4, 0.0, 990.0, None, 0.0, 97.0, 2022-01-01 16:00:00, 75.0, 74.57, 990.0
33.5, 0.78, 96.8, 1.2, None, 3.364, 0.0, 45.75, 0.0, None, 0.8, 0.2, 991.5, 1.3, 0.0, 990.0, None, 1.0, 97.0, 2022-01-01 17:00:00, 75.0, 75.0, 990.0
33.5, 0.776, 96.9, 1.2, None, 1.341, 0.0, 45.81, 0.0, None, 0.8, 0.2, 990.5, 0.0, 0.0, 989.0, None, 0.0, 97.0, 2022-01-01 18:00:00, 75.0, 74.77, 989.0
36.4, 0.823, 97.0, 0.8, None, 3.117, 0.0, 45.75, 0.0, None, 0.8, 0.8, 990.5, 3.3, 0.0, 989.0, None, 0.0, 97.0, 2022-01-01 19:00:00, 75.0, 74.93, 989.0
35.9, 0.821, 97.1, 0.8, None, 0.901, 0.0, 45.99, 0.0, None, 0.8, 0.8, 990.5, 0.6, 0.0, 989.0, None, 1.0, 97.0, 2022-01-01 20:00:00, 75.0, 75.31, 989.0
36.0, None, None, 0.8, None, None, None, None, 0.0, None, 0.8, 0.8, 990.5, 0.7, None, None, None, 1.0, 97.0, 2022-01-01 21:00:00, 76.0, None, 989.0
34.4, 0.785, 97.2, 0.9, None, 1.964, 0.0, 46.22, 0.0, None, 0.8, 0.8, 991.5, 0.1, 0.0, 990.0, None, 0.0, 97.0, 2022-01-01 22:00:00, 76.0, 75.66, 990.0
