station_observations
pcpn_amt_pst24hrs, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, time, dwpt_temp, stn_pres
None, 0.7, 0.6, 1018.0, 0.0, 0.0, 5.8, 88.0, 2022-03-31 00:00:00, -1.0, 979.0
None, 0.0, -0.1, 1019.1, 0.0, 0.0, 5.8, 90.0, 2022-03-31 01:00:00, -1.0, 980.0
None, -0.5, -0.8, 1019.1, 0.0, 0.0, 5.8, 92.0, 2022-03-31 02:00:00, -1.0, 980.0
None, -1.0, -1.1, 1020.1, 0.0, 0.0, 5.8, 94.0, 2022-03-31 03:00:00, -2.0, 981.0
None, -1.5, -1.5, 1020.1, 0.0, 0.0, 5.8, 94.0, 2022-03-31 04:00:00, -2.0, 981.0
None, -1.8, -2.1, 1020.2, 0.0, 0.0, 5.8, 94.0, 2022-03-31 05:00:00, -3.0, 981.0
None, -2.3, -2.3, 1020.3, 0.0, 0.0, 5.8, 93.0, 2022-03-31 06:00:00, -3.0, 981.0
None, -3.0, -3.1, 1020.3, 0.0, 0.0, -2.2, 95.0, 2022-03-31 07:00:00, -4.0, 981.0
None, -3.1, -3.3, 1021.4, 0.0, 0.0, -2.2, 96.0, 2022-03-31 08:00:00, -4.0, 982.0
None, -1.4, -3.3, 1021.4, 0.0, 0.0, -1.5, 93.0, 2022-03-31 09:00:00, -2.0, 982.0
None, 0.9, -3.3, 1021.4, 0.0, 0.0, 0.9, 85.0, 2022-03-31 10:00:00, -1.0, 982.0
None, 3.8, -3.3, 1020.2, 0.0, None, 3.6, 59.0, 2022-03-31 11:00:00, -4.0, 981.0
None, 6.5, -3.3, 1020.1, 0.0, 0.0, 6.8, 35.0, 2022-03-31 12:00:00, -8.0, 981.0
None, 7.9, -3.3, 1019.1, 0.0, 0.0, 8.2, 29.0, 2022-03-31 13:00:00, -8.0, 980.0
None, 8.5, -3.3, 1019.1, 0.0, 0.0, 8.8, 30.0, 2022-03-31 14:00:00, -8.0, 980.0
None, 9.6, -3.3, 1019.0, 0.0, 0.0, 9.3, 30.0, 2022-03-31 15:00:00, -7.0, 980.0
None, 8.2, -3.3, 1018.1, 0.0, 0.0, 9.7, 33.0, 2022-03-31 16:00:00, -7.0, 979.0
None, 8.2, -3.3, 1018.1, 0.0, 0.0, 9.7, 33.0, 2022-03-31 17:00:00, -7.0, 979.0
None, 8.2, -3.3, 1018.1, 0.0, 0.0, 9.7, 35.0, 2022-03-31 18:00:00, -6.0, 979.0
None, 6.8, 6.7, 1017.2, 0.0, 0.0, 8.2, 45.0, 2022-03-31 19:00:00, -5.0, 978.0
None, 4.6, 4.3, 1017.2, 0.0, 0.0, 8.2, 57.0, 2022-03-31 20:00:00, -3.0, 978.0
None, 1.9, 1.2, 1017.3, 0.0, 0.0, 8.2, 65.0, 2022-03-31 21:00:00, -4.0, 978.0
None, 0.5, 0.5, 1017.3, 0.0, 0.0, 8.2, 78.0, 2022-03-31 22:00:00, -3.0, 978.0
None, -0.7, -0.6, 1017.2, 0.0, 0.0, 8.2, 83.0, 2022-03-31 23:00:00, -3.0, 978.0
None, -1.0, -1.0, 1016.1, 0.0, 0.0, 8.2, 85.0, 2022-04-01 00:00:00, -3.0, 977.0
None, -1.2, -1.3, 1016.0, 0.0, 0.0, 8.2, 85.0, 2022-04-01 01:00:00, -3.0, 977.0
None, -0.9, -1.3, 1014.9, 0.0, 0.0, 8.2, 85.0, 2022-04-01 02:00:00, -3.0, 976.0
None, -0.6, -1.3, 1013.8, 0.0, 0.0, 8.2, 85.0, 2022-04-01 03:00:00, -3.0, 975.0
None, -0.4, -1.3, 1013.9, 0.0, 0.0, 8.2, 85.0, 2022-04-01 04:00:00, -2.0, 975.0
None, -0.8, -1.3, 1013.9, 0.0, 0.0, 8.2, 94.0, 2022-04-01 05:00:00, -2.0, 975.0
None, -0.5, -1.3, 1012.8, 0.0, 0.0, 8.2, 95.0, 2022-04-01 06:00:00, -1.0, 974.0
None, -0.4, -0.6, 1011.9, 0.0, 0.0, -0.3, 96.0, 2022-04-01 07:00:00, -1.0, 973.0
None, -0.1, -0.6, 1010.9, 0.0, 0.0, -0.1, 96.0, 2022-04-01 08:00:00, -1.0, 972.0
None, 0.2, -0.6, 1009.9, 0.0, 0.0, 0.3, 96.0, 2022-04-01 09:00:00, 0.0, 971.0
None, 0.7, -0.6, 1010.0, 0.0, 0.0, 0.7, 96.0, 2022-04-01 10:00:00, 0.0, 971.0
None, 1.1, -0.6, 1009.0, 0.0, 0.0, 1.1, 95.0, 2022-04-01 11:00:00, 0.0, 970.0
None, 3.1, -0.6, 1007.9, 0.0, 0.0, 3.2, 90.0, 2022-04-01 12:00:00, 2.0, 969.0
None, 4.5, -0.6, 1007.8, 0.0, 0.0, 4.6, 77.0, 2022-04-01 13:00:00, 1.0, 969.0
None, 4.6, -0.6, 1006.8, 0.0, 0.0, 4.8, 82.0, 2022-04-01 14:00:00, 2.0, 968.0
None, 5.2, -0.6, 1006.7, 0.0, 0.0, 5.2, 88.0, 2022-04-01 15:00:00, 3.0, 968.0
None, 6.0, -0.6, 1006.7, 0.0, 0.0, 6.1, 75.0, 2022-04-01 16:00:00, 2.0, 968.0
None, 6.5, -0.6, 1007.7, 0.0, 0.0, 6.7, 66.0, 2022-04-01 17:00:00, 1.0, 969.0
None, 5.8, -0.6, 1008.8, 0.0, 0.0, 6.7, 70.0, 2022-04-01 18:00:00, 1.0, 970.0
None, 6.5, 5.8, 1008.7, 0.0, 0.0, 6.5, 71.0, 2022-04-01 19:00:00, 2.0, 970.0
None, 5.2, 5.2, 1009.8, 0.0, 0.0, 6.5, 72.0, 2022-04-01 20:00:00, 1.0, 971.0
None, 3.4, 3.3, 1009.9, 0.0, 0.0, 6.5, 79.0, 2022-04-01 21:00:00, 0.0, 971.0
None, 1.9, 1.8, 1011.0, 0.0, 0.0, 6.5, 85.0, 2022-04-01 22:00:00, 0.0, 972.0
None, 0.9, 0.2, 1012.0, 0.0, 0.0, 6.5, 90.0, 2022-04-01 23:00:00, 0.0, 973.0
None, -1.0, -1.0, 1013.1, 0.0, 0.0, 6.5, 94.0, 2022-04-02 00:00:00, -2.0, 974.0
None, -1.4, -1.5, 1013.0, 0.0, 0.0, 6.5, 95.0, 2022-04-02 01:00:00, -2.0, 974.0
None, -0.9, -1.7, 1013.0, 0.0, 0.0, 6.5, 96.0, 2022-04-02 02:00:00, -2.0, 974.0
None, -1.3, -1.7, 1014.0, 0.0, 0.0, 6.5, 95.0, 2022-04-02 03:00:00, -2.0, 975.0
None, -1.6, -1.7, 1014.0, 0.0, 0.0, 6.5, 95.0, 2022-04-02 04:00:00, -2.0, 975.0
None, -1.8, -1.8, 1014.0, 0.0, 0.0, 6.5, 95.0, 2022-04-02 05:00:00, -3.0, 975.0
None, -2.2, -2.2, 1014.0, 0.0, 0.0, 6.5, 95.0, 2022-04-02 06:00:00, -3.0, 975.0
None, -2.2, -2.5, 1014.0, 0.0, 0.0, -2.1, 96.0, 2022-04-02 07:00:00, -3.0, 975.0
None, -1.9, -2.5, 1014.1, 0.0, 0.0, -1.9, 95.0, 2022-04-02 08:00:00, -3.0, 975.0
None, -0.7, -2.5, 1013.0, 0.0, 0.0, -0.8, 94.0, 2022-04-02 09:00:00, -2.0, 974.0
None, 1.0, -2.5, 1013.0, 0.0, 0.0, 0.9, 90.0, 2022-04-02 10:00:00, 0.0, 974.0
None, 4.7, -2.5, 1011.9, 0.0, 0.0, 4.7, 66.0, 2022-04-02 11:00:00, -1.0, 973.0
None, 5.1, -2.5, 1010.9, 0.0, 0.0, 5.4, 61.0, 2022-04-02 12:00:00, -2.0, 972.0
None, 5.5, -2.5, 1010.9, 0.0, 0.0, 5.5, 60.0, 2022-04-02 13:00:00, -2.0, 972.0
None, 6.3, -2.5, 1009.8, 0.0, 0.0, 6.2, 57.0, 2022-04-02 14:00:00, -2.0, 971.0
None, 5.9, -2.5, 1009.8, 0.0, 0.0, 6.4, 61.0, 2022-04-02 15:00:00, -1.0, 971.0
None, 5.9, -2.5, 1008.8, 0.0, 0.0, 6.4, 64.0, 2022-04-02 16:00:00, 0.0, 970.0
None, 6.4, -2.5, 1007.8, 0.0, 0.0, 6.4, 62.0, 2022-04-02 17:00:00, 0.0, 969.0
None, 6.5, -2.5, 1006.7, 0.0, 0.0, 6.5, 62.0, 2022-04-02 18:00:00, 0.0, 968.0
None, 5.8, 5.7, 1005.7, 0.0, 0.0, 6.5, 68.0, 2022-04-02 19:00:00, 1.0, 967.0
None, 4.8, 4.8, 1004.7, 0.0, 0.0, 6.5, 73.0, 2022-04-02 20:00:00, 0.0, 966.0
None, 4.5, 4.3, 1004.7, 0.0, 0.0, 6.5, 75.0, 2022-04-02 21:00:00, 1.0, 966.0
None, 3.7, 3.7, 1003.6, 0.0, 0.0, 6.5, 78.0, 2022-04-02 22:00:00, 0.0, 965.0
None, 3.7, 3.6, 1002.4, 0.0, 0.0, 6.5, 83.0, 2022-04-02 23:00:00, 1.0, 964.0
None, 3.0, 2.9, 1001.4, 0.0, 0.0, 6.5, 84.0, 2022-04-03 00:00:00, 1.0, 963.0
None, 3.2, 2.9, 1000.3, 0.0, 0.0, 6.5, 83.0, 2022-04-03 01:00:00, 1.0, 962.0
None, 3.3, 2.5, 1000.3, 0.0, 0.0, 6.5, 82.0, 2022-04-03 02:00:00, 0.0, 962.0
None, 2.5, 2.5, 1000.3, 0.0, 0.0, 6.5, 94.0, 2022-04-03 03:00:00, 2.0, 962.0
None, 2.8, 2.5, 1000.3, 0.0, 0.0, 6.5, 88.0, 2022-04-03 04:00:00, 1.0, 962.0
None, 1.4, 1.4, 1000.4, 0.0, 0.0, 6.5, 95.0, 2022-04-03 05:00:00, 1.0, 962.0
None, 0.6, 0.7, 1000.4, 0.0, 0.0, 6.5, 96.0, 2022-04-03 06:00:00, 0.0, 962.0
None, 0.7, 0.4, 1001.5, 0.0, 0.0, 0.8, 96.0, 2022-04-03 07:00:00, 0.0, 963.0
None, 0.5, 0.4, 1001.5, 0.0, 0.0, 1.6, 94.0, 2022-04-03 08:00:00, -1.0, 963.0
None, 2.1, 0.2, 1001.4, 0.0, 0.0, 2.1, 79.0, 2022-04-03 09:00:00, -1.0, 963.0
None, 3.7, 0.2, 1001.4, 0.0, 0.0, 4.1, 66.0, 2022-04-03 10:00:00, -2.0, 963.0
None, 6.0, 0.2, 1001.3, 0.0, 0.0, 6.2, 44.0, 2022-04-03 11:00:00, -5.0, 963.0
None, 6.2, 0.2, 1001.3, 0.0, 0.0, 6.3, 40.0, 2022-04-03 12:00:00, -6.0, 963.0
None, 6.5, 0.2, 1001.3, 0.0, 0.0, 6.6, 39.0, 2022-04-03 13:00:00, -6.0, 963.0
None, 6.6, 0.2, 1001.3, 0.0, 0.0, 7.0, 38.0, 2022-04-03 14:00:00, -6.0, 963.0
None, 6.4, 0.2, 1001.4, 0.0, 0.0, 7.0, 40.0, 2022-04-03 15:00:00, -6.0, 963.0
None, 6.5, 0.2, 1000.3, 0.0, 0.0, 7.0, 45.0, 2022-04-03 16:00:00, -5.0, 962.0
None, 6.6, 0.2, 1000.4, 0.0, 0.0, 7.3, 41.0, 2022-04-03 17:00:00, -6.0, 962.0
None, 5.9, 0.2, 999.4, 0.0, 0.0, 7.3, 48.0, 2022-04-03 18:00:00, -4.0, 961.0
None, 5.3, 5.3, 999.4, 0.0, 0.0, 5.9, 49.0, 2022-04-03 19:00:00, -5.0, 961.0
None, 3.5, 3.5, 998.4, 0.0, 0.0, 5.9, 54.0, 2022-04-03 20:00:00, -5.0, 960.0
None, 0.5, 0.6, 997.4, 0.0, 0.0, 5.9, 75.0, 2022-04-03 21:00:00, -4.0, 959.0
None, -1.0, -1.1, 996.4, 0.0, 0.0, 5.9, 80.0, 2022-04-03 22:00:00, -4.0, 958.0
None, -1.9, -2.0, 995.3, 0.0, 0.0, 5.9, 84.0, 2022-04-03 23:00:00, -4.0, 957.0
None, -2.1, -2.3, 994.3, 0.0, 0.0, 5.9, 86.0, 2022-04-04 00:00:00, -4.0, 956.0
None, -3.0, -3.0, 993.2, 0.0, 0.0, 5.9, 90.0, 2022-04-04 01:00:00, -4.0, 955.0
None, -3.6, -3.5, 992.2, 0.0, 0.0, 5.9, 92.0, 2022-04-04 02:00:00, -5.0, 954.0
None, -4.2, -4.1, 990.2, 0.0, 0.0, 5.9, 93.0, 2022-04-04 03:00:00, -5.0, 952.0
None, -4.7, -4.6, 989.2, 0.0, 0.0, 5.9, 94.0, 2022-04-04 04:00:00, -5.0, 951.0
None, -4.9, -4.9, 988.1, 0.0, 0.0, 5.9, 93.0, 2022-04-04 05:00:00, -6.0, 950.0
None, -5.1, -5.2, 988.2, 0.0, 0.0, 5.9, 93.0, 2022-04-04 06:00:00, -6.0, 950.0
None, -5.5, -5.6, 987.2, 0.0, 0.0, -5.1, 93.0, 2022-04-04 07:00:00, -6.0, 949.0
None, -5.0, -5.7, 987.2, 0.0, 0.0, -5.1, 93.0, 2022-04-04 08:00:00, -6.0, 949.0
None, -3.0, -5.7, 987.2, 0.0, 0.0, -3.0, 89.0, 2022-04-04 09:00:00, -4.0, 949.0
None, -0.5, -5.7, 987.2, 0.0, 0.0, -0.5, 74.0, 2022-04-04 10:00:00, -4.0, 949.0
None, 1.5, -5.7, 987.2, 0.0, 0.0, 1.6, 56.0, 2022-04-04 11:00:00, -6.0, 949.0
None, 3.2, -5.7, 988.1, 0.0, 0.0, 3.2, 50.0, 2022-04-04 12:00:00, -6.0, 950.0
None, 5.5, -5.7, 988.1, 0.0, 0.0, 5.4, 41.0, 2022-04-04 13:00:00, -7.0, 950.0
None, 6.9, -5.7, 988.1, 0.0, 0.0, 7.5, 37.0, 2022-04-04 14:00:00, -7.0, 950.0
None, 7.7, -5.7, 989.1, 0.0, 0.0, 7.6, 36.0, 2022-04-04 15:00:00, -7.0, 951.0
None, 7.3, -5.7, 989.1, 0.0, 0.0, 7.9, 37.0, 2022-04-04 16:00:00, -6.0, 951.0
None, 7.3, -5.7, 990.2, 0.0, 0.0, 7.9, 40.0, 2022-04-04 17:00:00, -6.0, 952.0
None, 7.0, -5.7, 991.2, 0.0, 0.0, 7.9, 42.0, 2022-04-04 18:00:00, -5.0, 953.0
None, 6.7, 6.7, 992.3, 0.0, 0.0, 7.1, 48.0, 2022-04-04 19:00:00, -3.0, 954.0
None, 5.0, 5.1, 993.4, 0.0, 0.0, 7.1, 56.0, 2022-04-04 20:00:00, -3.0, 955.0
None, 2.8, 2.8, 994.4, 0.0, 0.0, 7.1, 71.0, 2022-04-04 21:00:00, -2.0, 956.0
None, 1.3, 1.2, 995.4, 0.0, 0.0, 7.1, 78.0, 2022-04-04 22:00:00, -2.0, 957.0
None, 0.2, 0.2, 997.5, 0.0, 0.0, 7.1, 86.0, 2022-04-04 23:00:00, -2.0, 959.0
None, 0.2, 0.0, 998.5, 0.0, 0.0, 7.1, 85.0, 2022-04-05 00:00:00, -2.0, 960.0
None, 0.0, -0.1, 999.4, 0.0, 0.0, 7.1, 85.0, 2022-04-05 01:00:00, -2.0, 961.0
None, -0.4, -0.4, 1000.4, 0.0, 0.0, 7.1, 88.0, 2022-04-05 02:00:00, -2.0, 962.0
None, -0.4, -0.4, 1002.5, 0.0, 0.0, 7.1, 88.0, 2022-04-05 03:00:00, -2.0, 964.0
None, -0.3, -0.6, 1003.5, 0.0, 0.0, 7.1, 89.0, 2022-04-05 04:00:00, -2.0, 965.0
None, -0.4, -0.6, 1004.6, 0.0, 0.0, 7.1, 94.0, 2022-04-05 05:00:00, -1.0, 966.0
None, -0.8, -0.8, 1006.7, 0.0, 0.0, 7.1, 94.0, 2022-04-05 06:00:00, -2.0, 968.0
None, -1.4, -1.4, 1007.7, 0.0, 0.0, -0.7, 95.0, 2022-04-05 07:00:00, -2.0, 969.0
None, -0.9, -1.4, 1009.9, 0.0, 0.0, -0.7, 94.0, 2022-04-05 08:00:00, -1.0, 971.0
None, 0.4, -1.4, 1010.9, 0.0, 0.0, 0.4, 90.0, 2022-04-05 09:00:00, -1.0, 972.0
None, 2.3, -1.4, 1013.0, 0.0, 0.0, 2.3, 85.0, 2022-04-05 10:00:00, 0.0, 974.0
None, 4.1, -1.4, 1014.0, 0.0, 0.0, 4.1, 78.0, 2022-04-05 11:00:00, 1.0, 975.0
None, 5.2, -1.4, 1016.1, 0.0, 0.0, 5.2, 73.0, 2022-04-05 12:00:00, 1.0, 977.0
None, 6.8, -1.4, 1018.1, 0.0, 0.0, 6.8, 34.0, 2022-04-05 13:00:00, -8.0, 979.0
None, 7.8, -1.4, 1019.1, 0.0, 0.0, 7.6, 32.0, 2022-04-05 14:00:00, -8.0, 980.0
None, 8.3, -1.4, 1020.1, 0.0, 0.0, 8.7, 31.0, 2022-04-05 15:00:00, -8.0, 981.0
None, 6.0, -1.4, 1022.3, 0.0, 0.0, 8.7, 50.0, 2022-04-05 16:00:00, -3.0, 983.0
None, 7.9, -1.4, 1022.2, 0.0, 0.0, 8.7, 29.0, 2022-04-05 17:00:00, -9.0, 983.0
None, 7.5, -1.4, 1023.3, 0.0, 0.0, 8.7, 33.0, 2022-04-05 18:00:00, -8.0, 984.0
None, 6.1, 6.0, 1024.4, 0.0, 0.0, 8.0, 37.0, 2022-04-05 19:00:00, -8.0, 985.0
None, 4.1, 4.2, 1025.5, 0.0, 0.0, 8.0, 57.0, 2022-04-05 20:00:00, -4.0, 986.0
None, 2.3, 2.0, 1026.6, 0.0, 0.0, 8.0, 60.0, 2022-04-05 21:00:00, -5.0, 987.0
None, 0.0, -0.1, 1028.7, 0.0, 0.0, 8.0, 69.0, 2022-04-05 22:00:00, -5.0, 989.0
None, -1.0, -1.1, 1029.7, 0.0, 0.0, 8.0, 74.0, 2022-04-05 23:00:00, -4.0, 990.0
None, -1.9, -2.0, 1030.7, 0.0, 0.0, 8.0, 82.0, 2022-04-06 00:00:00, -4.0, 991.0
None, -2.2, -2.4, 1031.7, 0.0, 0.0, 8.0, 83.0, 2022-04-06 01:00:00, -4.0, 992.0
None, -2.9, -3.0, 1031.7, 0.0, 0.0, 8.0, 87.0, 2022-04-06 02:00:00, -5.0, 992.0
None, -3.4, -3.4, 1032.7, 0.0, 0.0, 8.0, 89.0, 2022-04-06 03:00:00, -5.0, 993.0
None, -4.0, -4.1, 1032.8, 0.0, 0.0, 8.0, 92.0, 2022-04-06 04:00:00, -5.0, 993.0
None, -4.4, -4.5, 1032.8, 0.0, 0.0, 8.0, 92.0, 2022-04-06 05:00:00, -5.0, 993.0
None, -4.8, -5.0, 1032.8, 0.0, 0.0, 8.0, 94.0, 2022-04-06 06:00:00, -5.0, 993.0
None, -5.3, -5.4, 1032.9, 0.0, 0.0, -4.8, 93.0, 2022-04-06 07:00:00, -6.0, 993.0
None, -5.1, -5.4, 1033.0, 0.0, 0.0, -4.8, 92.0, 2022-04-06 08:00:00, -6.0, 993.0
None, -2.7, -5.4, 1032.9, 0.0, 0.0, -2.8, 86.0, 2022-04-06 09:00:00, -4.0, 993.0
None, 0.4, -5.4, 1031.9, 0.0, 0.0, 0.3, 72.0, 2022-04-06 10:00:00, -4.0, 992.0
None, 2.5, -5.4, 1030.8, 0.0, 0.0, 2.4, 63.0, 2022-04-06 11:00:00, -4.0, 991.0
None, 4.4, -5.4, 1029.7, 0.0, 0.0, 4.5, 45.0, 2022-04-06 12:00:00, -6.0, 990.0
None, 5.6, -5.4, 1027.6, 0.0, 0.0, 5.6, 40.0, 2022-04-06 13:00:00, -7.0, 988.0
None, 6.0, -5.4, 1026.5, 0.0, 0.0, 6.1, 38.0, 2022-04-06 14:00:00, -7.0, 987.0
None, 6.2, -5.4, 1026.6, 0.0, 0.0, 6.3, 38.0, 2022-04-06 15:00:00, -7.0, 987.0
None, 5.2, -5.4, 1026.6, 0.0, 0.0, 6.3, 48.0, 2022-04-06 16:00:00, -5.0, 987.0
None, 3.4, -5.4, 1026.7, 0.0, 0.0, 6.3, 71.0, 2022-04-06 17:00:00, -1.0, 987.0
None, 2.8, -5.4, 1026.8, 0.0, 0.0, 6.3, 80.0, 2022-04-06 18:00:00, 0.0, 987.0
None, 3.1, 2.8, 1025.7, 0.0, 0.0, 3.1, 76.0, 2022-04-06 19:00:00, -1.0, 986.0
None, 3.1, 2.8, 1024.7, 0.0, 0.0, 3.2, 74.0, 2022-04-06 20:00:00, -1.0, 985.0
None, 2.5, 2.6, 1024.6, 0.0, 0.0, 3.2, 78.0, 2022-04-06 21:00:00, -1.0, 985.0
None, 1.9, 1.8, 1024.5, 0.0, 0.0, 3.2, 86.0, 2022-04-06 22:00:00, 0.0, 985.0
None, 0.9, 0.8, 1024.5, 0.0, 0.0, 3.2, 94.0, 2022-04-06 23:00:00, 0.0, 985.0
None, 0.6, 0.6, 1025.4, 0.0, 0.0, 3.2, 95.0, 2022-04-07 00:00:00, 0.0, 986.0
None, 0.4, 0.3, 1025.4, 0.0, 1.0, 3.2, 96.0, 2022-04-07 01:00:00, 0.0, 986.0
None, 0.4, 0.3, 1025.4, 0.0, 0.0, 3.2, 96.0, 2022-04-07 02:00:00, 0.0, 986.0
None, 0.3, 0.3, 1025.4, 0.0, 0.0, 3.2, 96.0, 2022-04-07 03:00:00, 0.0, 986.0
None, 0.4, 0.3, 1024.4, 0.0, 0.0, 3.2, 96.0, 2022-04-07 04:00:00, 0.0, 985.0
None, 0.3, 0.3, 1024.4, 0.0, 0.0, 3.2, 96.0, 2022-04-07 05:00:00, 0.0, 985.0
None, 0.3, 0.2, 1023.4, 0.0, 0.0, 3.2, 96.0, 2022-04-07 06:00:00, 0.0, 984.0
None, 0.2, 0.2, 1022.4, 0.0, 1.0, 0.4, 96.0, 2022-04-07 07:00:00, 0.0, 983.0
None, 0.2, 0.1, 1021.3, 0.0, 1.0, 0.4, 97.0, 2022-04-07 08:00:00, 0.0, 982.0
None, 0.3, 0.1, 1020.3, 0.0, 1.0, 0.4, 97.0, 2022-04-07 09:00:00, 0.0, 981.0
None, 0.4, 0.1, 1020.3, 0.0, 1.0, 0.4, 97.0, 2022-04-07 10:00:00, 0.0, 981.0
None, 0.5, 0.1, 1019.3, 0.0, 1.0, 0.8, 96.0, 2022-04-07 11:00:00, 0.0, 980.0
None, 0.6, 0.1, 1019.3, 0.0, 1.0, 0.8, 95.0, 2022-04-07 12:00:00, 0.0, 980.0
None, 0.5, 0.1, 1018.3, 0.0, 1.0, 1.1, 95.0, 2022-04-07 13:00:00, 0.0, 979.0
None, 1.5, 0.1, 1018.3, 0.0, 0.0, 1.5, 94.0, 2022-04-07 14:00:00, 1.0, 979.0
None, 2.3, 0.1, 1017.2, 0.0, 0.0, 2.4, 93.0, 2022-04-07 15:00:00, 1.0, 978.0
None, 2.8, 0.1, 1017.2, 0.0, 0.0, 2.8, 94.0, 2022-04-07 16:00:00, 2.0, 978.0
None, 2.7, 0.1, 1016.1, 0.0, 0.0, 2.8, 95.0, 2022-04-07 17:00:00, 2.0, 977.0
None, 2.7, 0.1, 1015.1, None, None, 2.9, 95.0, 2022-04-07 18:00:00, 2.0, 976.0
None, 2.2, 2.2, 1015.1, 0.0, 0.0, 2.7, 96.0, 2022-04-07 19:00:00, 1.0, 976.0
None, 1.6, 1.6, 1014.1, 0.0, 0.0, 2.7, 96.0, 2022-04-07 20:00:00, 1.0, 975.0
