station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, rel_hum, time, stn_pres
-24.18, 79.23, -23.2, None, 8.55, 0.004, 299.0, -26.0, None, -24.2, -24.3, 1098.0, None, -26.0, 957.0, None, 79.0, 2022-01-01 00:00:00, 957.0
-24.68, 78.87, -23.2, None, 12.57, 0.002, 306.0, -27.0, None, -24.7, -24.7, 1098.1, None, -27.0, 957.0, None, 79.0, 2022-01-01 01:00:00, 957.0
-25.0, 78.97, -23.2, None, 4.972, 0.0, 307.2, -27.0, None, -25.0, -25.0, 1099.7, None, -27.0, 958.0, None, 79.0, 2022-01-01 02:00:00, 958.0
-24.02, 79.5, -23.2, None, 5.038, 0.0, 300.5, -26.0, None, -24.0, -25.0, 1099.8, None, -26.0, 958.0, None, 80.0, 2022-01-01 03:00:00, 958.0
-24.63, 79.07, -23.2, None, 7.591, 0.0, 302.6, -27.0, None, -24.6, -25.0, 1100.1, None, -27.0, 958.0, None, 79.0, 2022-01-01 04:00:00, 958.0
-23.21, 80.8, -23.2, None, 37.85, 0.0, 303.3, -25.0, None, -23.2, -25.0, 1099.9, None, -25.0, 958.0, None, 81.0, 2022-01-01 05:00:00, 958.0
-22.66, 80.5, -22.6, None, 71.47, 0.0, 82.5, -25.0, None, -22.7, -25.0, 1099.9, None, -25.0, 958.0, None, 81.0, 2022-01-01 06:00:00, 958.0
-22.53, 80.8, -22.6, None, 0.705, 0.0, 98.3, -25.0, None, -22.5, -22.8, 1099.9, None, -25.0, 958.0, None, 81.0, 2022-01-01 07:00:00, 958.0
-22.45, 80.9, -22.4, None, 18.77, 0.0, 71.17, -25.0, None, -22.5, -22.8, 1100.0, None, -25.0, 958.0, None, 81.0, 2022-01-01 08:00:00, 958.0
-21.95, 80.8, -22.0, None, 23.12, 0.0, 112.6, -24.0, None, -22.0, -22.8, 1099.9, None, -24.0, 958.0, None, 81.0, 2022-01-01 09:00:00, 958.0
-21.71, 80.8, -21.8, None, 24.55, 0.0, 107.5, -24.0, None, -21.7, -22.8, 1099.9, None, -24.0, 958.0, None, 81.0, 2022-01-01 10:00:00, 958.0
-21.58, 79.85, -21.3, None, 41.92, 0.0, 133.2, -24.0, None, -21.6, -22.8, 1099.9, None, -24.0, 958.0, None, 80.0, 2022-01-01 11:00:00, 958.0
-20.9, 80.0, -20.8, None, 25.27, 0.0, 141.0, -23.0, None, -20.9, -22.8, 1098.6, None, -23.0, 957.0, None, 80.0, 2022-01-01 12:00:00, 957.0
-19.78, 80.0, -19.7, None, 44.53, 0.0, 123.5, -22.0, None, -19.8, -22.8, 1098.5, None, -22.0, 957.0, None, 80.0, 2022-01-01 13:00:00, 957.0
-19.96, 80.6, -19.7, None, 45.98, 0.0, 135.6, -22.0, None, -20.0, -22.8, 1098.6, None, -22.0, 957.0, None, 81.0, 2022-01-01 14:00:00, 957.0
