RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
17.4, None, None, None, 12.81, 235.7, -13.0, 8.4, -13.0, None, None, None, None, None, None, None, None, 10.16, None, 13.6, None, None, 24.38, None, 10.2, 0.0, None, 17.0,2022-08-27 00:00:00, None,35
17.59, None, None, None, 11.17, 241.2, -14.0, 8.4, -14.0, None, None, None, None, None, None, None, None, 9.53, None, 13.6, None, None, 33.47, None, 9.5, 0.0, None, 18.0,2022-08-27 01:00:00, None,35
17.64, None, None, None, 4.462, 264.4, -14.0, 8.4, -14.0, None, None, None, None, None, None, None, None, 9.35, None, 13.6, None, None, 31.12, None, 9.4, 0.0, None, 18.0,2022-08-27 02:00:00, None,35
17.79, None, None, None, 5.229, 269.0, -14.0, 8.4, -14.0, None, None, None, None, None, None, None, None, 8.85, None, 13.6, None, None, 27.44, None, 8.9, 0.0, None, 18.0,2022-08-27 03:00:00, None,35
17.98, None, None, None, 7.79, 256.7, -15.0, 8.2, -15.0, None, None, None, None, None, None, None, None, 8.23, None, 13.6, None, None, 32.1, None, 8.2, 0.0, None, 18.0,2022-08-27 04:00:00, None,35
18.41, None, None, None, 10.38, 266.1, -16.0, 6.7, -16.0, None, None, None, None, None, None, None, None, 6.814, None, 13.6, None, None, 33.97, None, 6.8, 0.0, None, 18.0,2022-08-27 05:00:00, None,35
18.58, None, None, None, 11.47, 275.8, -16.0, 5.7, -16.0, None, None, None, None, None, None, None, None, 6.242, None, 13.6, None, None, 31.17, None, 6.2, 0.0, None, 19.0,2022-08-27 06:00:00, None,35
19.03, None, None, None, 10.04, 265.8, -17.0, 4.7, -17.0, None, None, None, None, None, None, None, None, 4.74, None, 6.2, None, None, 37.99, None, 4.7, 0.0, None, 19.0,2022-08-27 07:00:00, None,35
19.68, None, None, None, 9.35, 278.2, -18.0, 2.5, -18.0, None, None, None, None, None, None, None, None, 2.554, None, 6.2, None, None, 41.19, None, 2.6, 0.0, None, 20.0,2022-08-27 08:00:00, None,35
19.71, None, None, None, 6.249, 257.3, -18.0, 2.2, -18.0, None, None, None, None, None, None, None, None, 2.475, None, 6.2, None, None, 35.51, None, 2.5, 0.0, None, 20.0,2022-08-27 09:00:00, None,35
19.55, None, None, None, 7.79, 269.0, -18.0, 2.2, -18.0, None, None, None, None, None, None, None, None, 3.001, None, 6.2, None, None, 31.62, None, 3.0, 0.0, None, 20.0,2022-08-27 10:00:00, None,35
19.42, None, None, None, 8.54, 274.7, -18.0, 2.2, -18.0, None, None, None, None, None, None, None, None, 3.433, None, 6.2, None, None, 31.3, None, 3.4, 0.0, None, 19.0,2022-08-27 11:00:00, None,35
19.57, None, None, None, 8.37, 266.5, -18.0, 2.2, -18.0, None, None, None, None, None, None, None, None, 2.936, None, 6.2, None, None, 33.26, None, 2.9, 0.0, None, 20.0,2022-08-27 12:00:00, None,35
19.27, None, None, None, 8.57, 270.7, -17.0, 2.2, -17.0, None, None, None, None, None, None, None, None, 3.922, None, 6.2, None, None, 35.22, None, 3.9, 0.0, None, 19.0,2022-08-27 13:00:00, None,35
19.26, None, None, None, 8.17, 276.6, -17.0, 2.2, -17.0, None, None, None, None, None, None, None, None, 3.961, None, 6.2, None, None, 31.95, None, 4.0, 0.0, None, 19.0,2022-08-27 14:00:00, None,35
19.48, None, None, None, 7.87, 271.6, -18.0, 2.2, -18.0, None, None, None, None, None, None, None, None, 3.243, None, 6.2, None, None, 32.7, None, 3.2, 0.0, None, 19.0,2022-08-27 15:00:00, None,35
19.34, None, None, None, 6.436, 279.5, -18.0, 2.2, -18.0, None, None, None, None, None, None, None, None, 3.702, None, 6.2, None, None, 30.98, None, 3.7, 0.0, None, 19.0,2022-08-27 16:00:00, None,35
19.35, None, None, None, 4.115, 281.6, -18.0, 2.2, -18.0, None, None, None, None, None, None, None, None, 3.655, None, 6.2, None, None, 29.77, None, 3.7, 0.0, None, 19.0,2022-08-27 17:00:00, None,35
19.13, None, None, None, 5.262, 280.8, -17.0, 2.2, -17.0, None, None, None, None, None, None, None, None, 4.394, None, 6.9, None, None, 32.69, None, 4.4, 0.0, None, 19.0,2022-08-27 18:00:00, None,35
19.44, None, None, None, 7.0, 283.9, -18.0, 3.4, -18.0, None, None, None, None, None, None, None, None, 3.361, None, 6.7, None, None, 29.78, None, 3.4, 0.0, None, 19.0,2022-08-27 19:00:00, None,35
19.57, None, None, None, 6.327, 267.2, -18.0, 2.9, -18.0, None, None, None, None, None, None, None, None, 2.936, None, 6.7, None, None, 31.0, None, 2.9, 0.0, None, 20.0,2022-08-27 20:00:00, None,35
19.6, None, None, None, 4.539, 271.3, -18.0, 2.8, -18.0, None, None, None, None, None, None, None, None, 2.831, None, 6.7, None, None, 32.81, None, 2.8, 0.0, None, 20.0,2022-08-27 21:00:00, None,35
19.76, None, None, None, 4.164, 259.9, -18.0, 2.2, -18.0, None, None, None, None, None, None, None, None, 2.295, None, 6.7, None, None, 33.62, None, 2.3, 0.0, None, 20.0,2022-08-27 22:00:00, None,35
