air_temp,min_air_temp_snc_last_reset,time,max_air_temp_snc_last_reset,week_of_year
15.5,15.4,2022-08-27 00:00:00,19.4,35
15.1,15.0,2022-08-27 01:00:00,19.4,35
16.6,15.0,2022-08-27 02:00:00,19.4,35
17.1,15.0,2022-08-27 03:00:00,19.4,35
16.8,15.0,2022-08-27 04:00:00,19.4,35
16.4,15.0,2022-08-27 05:00:00,19.4,35
16.2,15.0,2022-08-27 06:00:00,19.4,35
16.0,16.0,2022-08-27 07:00:00,16.2,35
16.1,16.0,2022-08-27 08:00:00,16.2,35
16.3,16.0,2022-08-27 09:00:00,16.3,35
16.8,16.0,2022-08-27 10:00:00,16.9,35
17.5,16.0,2022-08-27 11:00:00,17.5,35
17.9,16.0,2022-08-27 12:00:00,17.9,35
16.6,16.0,2022-08-27 13:00:00,17.9,35
17.0,16.0,2022-08-27 14:00:00,17.9,35
16.8,16.0,2022-08-27 15:00:00,17.9,35
17.5,16.0,2022-08-27 16:00:00,17.9,35
18.1,16.0,2022-08-27 17:00:00,18.5,35
18.1,16.0,2022-08-27 18:00:00,18.8,35
18.1,-1736.0,2022-08-27 19:00:00,18.5,35
16.9,-1736.0,2022-08-27 20:00:00,18.5,35
16.8,-1736.0,2022-08-27 21:00:00,18.5,35
16.6,-1736.0,2022-08-27 22:00:00,18.5,35
17.1,-1736.0,2022-08-27 23:00:00,18.5,35
17.2,-1736.0,2022-08-28 00:00:00,18.5,35
17.3,-1736.0,2022-08-28 01:00:00,18.5,35
17.1,-1736.0,2022-08-28 02:00:00,18.5,35
14.9,-1736.0,2022-08-28 03:00:00,18.5,35
15.1,-1736.0,2022-08-28 04:00:00,18.5,35
15.5,-1736.0,2022-08-28 05:00:00,18.5,35
15.4,-1736.0,2022-08-28 06:00:00,18.5,35
15.5,15.2,2022-08-28 07:00:00,15.7,35
16.3,15.2,2022-08-28 08:00:00,16.3,35
17.0,15.2,2022-08-28 09:00:00,17.0,35
16.3,15.2,2022-08-28 10:00:00,17.7,35
16.6,15.2,2022-08-28 11:00:00,17.7,35
17.1,15.2,2022-08-28 12:00:00,17.7,35
18.2,15.2,2022-08-28 13:00:00,18.2,35
19.3,15.2,2022-08-28 14:00:00,19.3,35
20.2,15.2,2022-08-28 15:00:00,20.4,35
21.1,15.2,2022-08-28 16:00:00,21.4,35
21.6,15.2,2022-08-28 17:00:00,22.1,35
21.3,-680.8,2022-08-28 18:00:00,21.3,35
21.7,21.2,2022-08-28 19:00:00,22.0,35
