pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
5.3, 13.96, 96.9, 19.3, 97.0, 13.0, 14.0, 13.6, 1008.8, 2.6, 13.0, 880.0, 0.0,2022-08-27 00:00:00, None, 880.0,35
5.9, 13.73, 97.7, 19.3, 98.0, 13.0, 13.7, 13.6, 1008.6, 0.6, 13.0, 880.0, 0.0,2022-08-27 01:00:00, None, 880.0,35
5.9, 13.39, 97.8, 19.3, 98.0, 13.0, 13.4, 13.4, 1007.2, 0.0, 13.0, 879.0, 0.0,2022-08-27 02:00:00, None, 879.0,35
5.9, 13.24, 98.0, 19.3, 98.0, 13.0, 13.2, 13.1, 1006.0, 0.0, 13.0, 878.0, 0.0,2022-08-27 03:00:00, None, 878.0,35
5.9, 12.48, 97.8, 19.3, 98.0, 12.0, 12.5, 12.6, 1005.1, 0.0, 12.0, 877.0, 0.0,2022-08-27 04:00:00, None, 877.0,35
4.3, 12.2, 98.3, 19.3, 98.0, 12.0, 12.2, 12.0, 1005.6, 0.0, 12.0, 877.0, 0.0,2022-08-27 05:00:00, None, 877.0,35
4.3, 11.72, 98.2, 19.3, 98.0, 11.0, 11.7, 11.7, 1004.7, 0.0, 11.0, 876.0, 0.0,2022-08-27 06:00:00, None, 876.0,35
4.3, 11.29, 98.4, 11.8, 98.0, 11.0, 11.3, 11.3, 1004.9, 0.0, 11.0, 876.0, 0.0,2022-08-27 07:00:00, None, 876.0,35
4.3, 11.98, 98.3, 12.0, 98.0, 12.0, 12.0, 11.3, 1004.0, 0.0, 12.0, 875.0, 0.0,2022-08-27 08:00:00, None, 875.0,35
4.3, 12.88, 94.0, 13.0, 94.0, 12.0, 12.9, 11.3, 1004.1, 0.0, 12.0, 875.0, 0.0,2022-08-27 09:00:00, None, 875.0,35
4.3, 15.02, 84.8, 15.5, 85.0, 12.0, 15.0, 11.3, 1002.7, 0.0, 12.0, 874.0, 0.0,2022-08-27 10:00:00, None, 874.0,35
5.8, 10.99, 81.3, 15.5, 81.0, 8.0, 11.0, 10.6, 1005.5, 1.5, 8.0, 876.0, 0.0,2022-08-27 11:00:00, None, 876.0,35
5.8, 10.9, 88.2, 15.5, 88.0, 9.0, 10.9, 10.6, 1006.7, 0.0, 9.0, 877.0, 0.0,2022-08-27 12:00:00, None, 877.0,35
5.8, 14.87, 65.68, 15.5, 66.0, 8.0, 14.9, 10.6, 1006.2, 0.0, 8.0, 877.0, 0.0,2022-08-27 13:00:00, None, 877.0,35
5.8, 13.86, 74.84, 15.5, 75.0, 10.0, 13.9, 10.6, 1007.5, 0.0, 10.0, 878.0, 0.0,2022-08-27 14:00:00, None, 878.0,35
5.8, 13.8, 52.64, 15.5, 53.0, 4.0, 13.8, 10.6, 1006.4, 0.0, 4.0, 877.0, 0.0,2022-08-27 15:00:00, None, 877.0,35
5.8, 13.97, 51.69, 15.5, 52.0, 4.0, 14.0, 10.6, 1007.6, 0.0, 4.0, 878.0, 0.0,2022-08-27 16:00:00, None, 878.0,35
5.8, 13.53, 53.08, 15.5, 53.0, 4.0, 13.5, 10.6, 1007.7, 0.0, 4.0, 878.0, 0.0,2022-08-27 17:00:00, None, 878.0,35
5.8, 13.77, 50.45, 15.5, 50.0, 4.0, 13.8, 10.6, 1008.9, 0.0, 4.0, 879.0, 0.0,2022-08-27 18:00:00, None, 879.0,35
5.8, 13.91, 48.91, 14.1, 49.0, 3.0, 13.9, 13.8, 1010.1, 0.0, 3.0, 880.0, 0.0,2022-08-27 19:00:00, None, 880.0,35
5.8, 12.18, 57.04, 14.1, 57.0, 4.0, 12.2, 12.3, 1010.2, 0.0, 4.0, 880.0, 0.0,2022-08-27 20:00:00, None, 880.0,35
5.8, 10.08, 72.76, 14.1, 73.0, 5.0, 10.1, 10.1, 1010.4, 0.0, 5.0, 880.0, 0.0,2022-08-27 21:00:00, None, 880.0,35
5.2, 9.14, 79.57, 14.1, 80.0, 6.0, 9.1, 9.1, 1011.4, 0.0, 6.0, 881.0, 0.0,2022-08-27 22:00:00, None, 881.0,35
4.7, 7.58, 82.1, 14.1, 82.0, 5.0, 7.6, 7.6, 1012.2, 0.0, 5.0, 881.0, 0.0,2022-08-27 23:00:00, None, 881.0,35
2.1, 6.098, 88.5, 14.1, 89.0, 5.0, 6.1, 6.1, 1013.6, 0.0, 5.0, 882.0, 0.0,2022-08-28 00:00:00, None, 882.0,35
1.5, 5.093, 91.1, 14.1, 91.0, 4.0, 5.1, 5.1, 1013.1, 0.0, 4.0, 882.0, 0.0,2022-08-28 01:00:00, None, 882.0,35
1.5, 4.354, 93.5, 14.1, 94.0, 3.0, 4.4, 4.4, 1013.4, 0.0, 3.0, 882.0, 0.0,2022-08-28 02:00:00, None, 882.0,35
1.5, 3.778, 94.8, 14.1, 95.0, 3.0, 3.8, 3.8, 1014.6, 0.0, 3.0, 883.0, 0.0,2022-08-28 03:00:00, None, 883.0,35
1.5, 3.464, 95.7, 14.1, 96.0, 3.0, 3.5, 3.3, 1014.7, 0.0, 3.0, 883.0, 0.0,2022-08-28 04:00:00, None, 883.0,35
1.5, 2.696, 96.0, 14.1, 96.0, 2.0, 2.7, 2.7, 1016.0, 0.0, 2.0, 884.0, 0.0,2022-08-28 05:00:00, None, 884.0,35
1.5, 2.394, 96.5, 14.1, 97.0, 2.0, 2.4, 2.4, 1016.0, 0.0, 2.0, 884.0, 0.0,2022-08-28 06:00:00, None, 884.0,35
1.5, 2.332, 96.8, 2.4, 97.0, 2.0, 2.3, 2.1, 1016.0, 0.0, 2.0, 884.0, 0.0,2022-08-28 07:00:00, None, 884.0,35
1.5, 3.777, 97.5, 3.7, 98.0, 3.0, 3.8, 2.1, 1016.0, 0.0, 3.0, 884.0, 0.0,2022-08-28 08:00:00, None, 884.0,35
1.5, 9.71, 68.22, 9.7, 68.0, 4.0, 9.7, 2.1, 1015.5, 0.0, 4.0, 884.0, 0.0,2022-08-28 09:00:00, None, 884.0,35
1.5, 14.36, 48.89, 14.3, 49.0, 4.0, 14.4, 2.1, 1014.9, 0.0, 4.0, 884.0, 0.0,2022-08-28 10:00:00, None, 884.0,35
0.0, 15.48, 49.54, 16.1, 50.0, 5.0, 15.5, 2.1, 1015.0, 0.0, 5.0, 884.0, 0.0,2022-08-28 11:00:00, None, 884.0,35
0.0, 16.08, 46.03, 16.9, 46.0, 4.0, 16.1, 2.1, 1014.0, 0.0, 4.0, 883.0, 0.0,2022-08-28 12:00:00, None, 883.0,35
0.0, 16.0, 45.68, 16.9, 46.0, 4.0, 16.0, 2.1, 1015.3, 0.0, 4.0, 884.0, 0.0,2022-08-28 13:00:00, None, 884.0,35
0.0, 17.08, 45.91, 17.1, 46.0, 5.0, 17.1, 2.1, 1016.4, 0.0, 5.0, 885.0, 0.0,2022-08-28 14:00:00, None, 885.0,35
0.0, 17.71, 41.5, 17.8, 42.0, 4.0, 17.7, 2.1, 1015.2, 0.0, 4.0, 884.0, 0.0,2022-08-28 15:00:00, None, 884.0,35
0.0, 18.64, 39.66, 19.1, 40.0, 5.0, 18.6, 2.1, 1016.3, 0.0, 5.0, 885.0, 0.0,2022-08-28 16:00:00, None, 885.0,35
0.0, 18.57, 37.63, 19.2, 38.0, 4.0, 18.6, 2.1, 1015.2, 0.0, 4.0, 884.0, 0.0,2022-08-28 17:00:00, None, 884.0,35
0.0, 17.61, 39.75, 19.2, 40.0, 4.0, 17.6, 2.1, 1015.4, 0.0, 4.0, 884.0, 0.0,2022-08-28 18:00:00, None, 884.0,35
