CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-3.998,100.1, None, None, None,17.1,14.44,249.2, None, None, None, None, None, -4.0, None, None, None, None, None, None,2019-10-08 00:00:00, None, None, None, None,41
-5.068,99.4, None, None, None,12.73,18.56,250.4, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-10-08 01:00:00, None, None, None, None,41
-5.108,99.2, None, None, None,23.95,13.71,226.3, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-10-08 02:00:00, None, None, None, None,41
-5.386,98.8, None, None, None,35.9,6.334,182.2, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-10-08 03:00:00, None, None, None, None,41
-5.045,99.1, None, None, None,38.69,6.14,201.8, None, None, None, None, None, -5.0, None, None, None, None, None, None,2019-10-08 04:00:00, None, None, None, None,41
-5.58,98.6, None, None, None,31.1,7.81,187.9, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-10-08 05:00:00, None, None, None, None,41
-5.386,98.6, None, None, None,24.12,5.6,190.7, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-10-08 06:00:00, None, None, None, None,41
-5.775,98.5, None, None, None,28.48,4.68,174.6, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-10-08 07:00:00, None, None, None, None,41
-5.97,98.2, None, None, None,23.01,7.79,193.6, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-10-08 08:00:00, None, None, None, None,41
-6.164,98.2, None, None, None,20.57,10.84,206.1, None, None, None, None, None, -6.0, None, None, None, None, None, None,2019-10-08 09:00:00, None, None, None, None,41
-7.53,96.4, None, None, None,39.45,6.794,208.9, None, None, None, None, None, -8.0, None, None, None, None, None, None,2019-10-08 10:00:00, None, None, None, None,41
-9.42,95.2, None, None, None,13.28,21.21,32.67, None, None, None, None, None, -10.0, None, None, None, None, None, None,2019-10-08 11:00:00, None, None, None, None,41
-9.99,94.5, None, None, None,8.54,21.03,47.03, None, None, None, None, None, -11.0, None, None, None, None, None, None,2019-10-08 12:00:00, None, None, None, None,41
-10.28,94.0, None, None, None,8.03,18.32,52.64, None, None, None, None, None, -11.0, None, None, None, None, None, None,2019-10-08 13:00:00, None, None, None, None,41
-10.67,93.6, None, None, None,10.46,23.93,46.21, None, None, None, None, None, -11.0, None, None, None, None, None, None,2019-10-08 14:00:00, None, None, None, None,41
-10.96,93.2, None, None, None,8.31,24.99,49.17, None, None, None, None, None, -12.0, None, None, None, None, None, None,2019-10-08 15:00:00, None, None, None, None,41
-11.25,93.2, None, None, None,9.35,26.25,53.03, None, None, None, None, None, -12.0, None, None, None, None, None, None,2019-10-08 16:00:00, None, None, None, None,41
-11.25,93.0, None, None, None,9.92,24.1,49.14, None, None, None, None, None, -12.0, None, None, None, None, None, None,2019-10-08 17:00:00, None, None, None, None,41
-11.5,92.4, None, None, None,11.49,18.82,49.29, None, None, None, None, None, -12.0, None, None, None, None, None, None,2019-10-08 18:00:00, None, None, None, None,41
-11.59,92.4, None, None, None,9.81,17.08,49.27, None, None, None, None, None, -12.0, None, None, None, None, None, None,2019-10-08 19:00:00, None, None, None, None,41
-12.07,91.9, None, None, None,10.5,20.13,48.97, None, None, None, None, None, -13.0, None, None, None, None, None, None,2019-10-08 20:00:00, None, None, None, None,41
-12.46,91.5, None, None, None,9.91,20.95,48.4, None, None, None, None, None, -13.0, None, None, None, None, None, None,2019-10-08 21:00:00, None, None, None, None,41
-12.64,91.1, None, None, None,9.28,21.72,44.67, None, None, None, None, None, -14.0, None, None, None, None, None, None,2019-10-08 22:00:00, None, None, None, None,41
-12.69,91.2, None, None, None,14.33,17.98,49.72, None, None, None, None, None, -14.0, None, None, None, None, None, None,2019-10-08 23:00:00, None, None, None, None,41
-12.79,90.7, None, None, None,10.28,19.39,41.77, None, None, None, None, None, -14.0, None, None, None, None, None, None,2019-10-09 00:00:00, None, None, None, None,41
-13.23,90.0, None, None, None,10.55,20.91,46.76, None, None, None, None, None, -14.0, None, None, None, None, None, None,2019-10-09 01:00:00, None, None, None, None,41
-13.67,89.4, None, None, None,8.19,22.53,44.86, None, None, None, None, None, -15.0, None, None, None, None, None, None,2019-10-09 02:00:00, None, None, None, None,41
-13.96,89.0, None, None, None,7.45,21.14,46.41, None, None, None, None, None, -15.0, None, None, None, None, None, None,2019-10-09 03:00:00, None, None, None, None,41
-14.3,88.6, None, None, None,11.36,16.51,55.68, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-10-09 04:00:00, None, None, None, None,41
-14.64,88.2, None, None, None,9.94,13.32,58.15, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-10-09 05:00:00, None, None, None, None,41
-14.79,88.0, None, None, None,9.57,14.95,58.24, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-10-09 06:00:00, None, None, None, None,41
-14.88,88.2, None, None, None,10.17,14.04,72.0, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-10-09 07:00:00, None, None, None, None,41
-15.12,87.8, None, None, None,9.5,12.42,70.8, None, None, None, None, None, -17.0, None, None, None, None, None, None,2019-10-09 08:00:00, None, None, None, None,41
-14.78,88.0, None, None, None,12.92,11.43,80.3, None, None, None, None, None, -16.0, None, None, None, None, None, None,2019-10-09 09:00:00, None, None, None, None,41
-13.86,88.3, None, None, None,16.4,7.7,75.0, None, None, None, None, None, -15.0, None, None, None, None, None, None,2019-10-09 10:00:00, None, None, None, None,41
-11.74,91.1, None, None, None,22.48,3.827,73.5, None, None, None, None, None, -13.0, None, None, None, None, None, None,2019-10-09 11:00:00, None, None, None, None,41
-6.786,95.4, None, None, None,15.97,0.0,120.2, None, None, None, None, None, -7.0, None, None, None, None, None, None,2019-10-09 12:00:00, None, None, None, None,41
-8.69,94.5, None, None, None,0.253,0.0,126.1, None, None, None, None, None, -9.0, None, None, None, None, None, None,2019-10-09 13:00:00, None, None, None, None,41
-10.01,93.0, None, None, None,0.074,0.012,126.5, None, None, None, None, None, -11.0, None, None, None, None, None, None,2019-10-09 14:00:00, None, None, None, None,41
