pcpn_amt_pst24hrs,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
0.0,592.0, None,5.4,5.5,84.0, None, None, 0.0,475.0, None,2022-07-02 00:00:00, None,27
0.0,592.0, None,5.4,5.5,86.0, None, None, 0.0,475.0, None,2022-07-02 01:00:00, None,27
0.0,592.0, None,6.1,6.2,84.0, None, None, 0.0,475.0, None,2022-07-02 02:00:00, None,27
0.0,592.0, None,5.8,5.9,88.0, None, None, 0.0,475.0, None,2022-07-02 03:00:00, None,27
0.0,592.0, None,4.2,4.1,89.0, None, None, 0.0,475.0, None,2022-07-02 04:00:00, None,27
0.0,592.0, None,3.4,3.4,89.0, None, None, 0.0,475.0, None,2022-07-02 05:00:00, None,27
0.0,592.0, None,3.4,3.6,780.0, None, None, 0.0,475.0, None,2022-07-02 06:00:00, None,27
0.0,592.0, None,6.5,10.2,85.0, None, None, 0.0,475.0, None,2022-07-02 07:00:00, None,27
None,590.0, None,11.3,13.0,80.0, None, None, None,475.0, None,2022-07-02 08:00:00, None,27
None,589.0, None,13.8,15.1,79.0, None, None, None,475.0, None,2022-07-02 09:00:00, None,27
None,588.0, None,13.1,13.7,85.0, None, None, None,475.0, None,2022-07-02 10:00:00, None,27
0.0,588.0, None,14.6,15.2,81.0, None, None, 0.0,475.0, None,2022-07-02 11:00:00, None,27
None,587.0, None,14.9,15.7,79.0, None, None, None,473.0, None,2022-07-02 12:00:00, None,27
0.0,587.0, None,15.1,16.0,83.0, None, None, 0.0,468.0, None,2022-07-02 13:00:00, None,27
0.0,587.0, None,15.6,16.0,79.0, None, None, 0.0,463.0, None,2022-07-02 14:00:00, None,27
None,587.0, None,16.1,16.9,77.0, None, None, 0.0,458.0, None,2022-07-02 15:00:00, None,27
None,586.0, None,17.8,17.6,75.0, None, None, None,452.0, None,2022-07-02 16:00:00, None,27
None,585.0, None,18.1,18.3,75.0, None, None, None,447.0, None,2022-07-02 17:00:00, None,27
None,586.0, None,15.1,16.4,69.0, None, None, 1.0,443.0, None,2022-07-02 18:00:00, None,27
