RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
19.74, None, None, None,6.687,262.7, None, None,-18.0, None, None, None, None, None, None, None, None,2.363, None, None, None, None,15.94, None, None, None, None, None,2016-09-02 00:00:00, None,36
19.74, None, None, None,6.423,233.8, None, None,-18.0, None, None, None, None, None, None, None, None,2.592, None, None, None, None,28.31, None, None, None, None, None,2016-09-02 01:00:00, None,36
19.88, None, None, None,3.244,240.7, None, None,-19.0, None, None, None, None, None, None, None, None,1.905, None, None, None, None,37.83, None, None, None, None, None,2016-09-02 02:00:00, None,36
19.9, None, None, None,4.912,264.8, None, None,-19.0, None, None, None, None, None, None, None, None,1.847, None, None, None, None,14.54, None, None, None, None, None,2016-09-02 04:00:00, None,36
19.92, None, None, None,5.517,269.3, None, None,-19.0, None, None, None, None, None, None, None, None,1.763, None, None, None, None,14.65, None, None, None, None, None,2016-09-02 05:00:00, None,36
20.01, None, None, None,5.411,261.2, None, None,-19.0, None, None, None, None, None, None, None, None,1.476, None, None, None, None,15.65, None, None, None, None, None,2016-09-02 06:00:00, None,36
19.94, None, None, None,10.69,268.0, None, None,-19.0, None, None, None, None, None, None, None, None,1.705, None, None, None, None,20.01, None, None, None, None, None,2016-09-02 09:00:00, None,36
19.82, None, None, None,6.408,270.6, None, None,-19.0, None, None, None, None, None, None, None, None,2.096, None, None, None, None,24.63, None, None, None, None, None,2016-09-02 11:00:00, None,36
19.85, None, None, None,8.38,265.7, None, None,-19.0, None, None, None, None, None, None, None, None,2.012, None, None, None, None,27.18, None, None, None, None, None,2016-09-02 13:00:00, None,36
20.1, None, None, None,11.93,276.6, None, None,-19.0, None, None, None, None, None, None, None, None,1.171, None, None, None, None,15.92, None, None, None, None, None,2016-09-02 15:00:00, None,36
20.16, None, None, None,10.13,270.4, None, None,-19.0, None, None, None, None, None, None, None, None,0.961, None, None, None, None,14.23, None, None, None, None, None,2016-09-02 16:00:00, None,36
20.08, None, None, None,10.54,264.3, None, None,-19.0, None, None, None, None, None, None, None, None,1.438, None, None, None, None,18.78, None, None, None, None, None,2016-09-02 17:00:00, None,36
