ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
0.0,0.0,-31.0,0.0,2016-01-02,0.0, -10.0,1
0.0,0.0,-28.0,0.0,2016-01-03,0.0, -11.0,1
1.0,0.0,-23.5,1.0,2016-01-04,0.0, -8.0,1
