wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
160.0, None, None,0.0, None,2.4, None,7.9, None, None, None,61.0,2018-04-09 00:00:00,15,,,,,,
140.0, None, None,0.0, None,1.9, None,7.8, None, None, None,59.0,2018-04-09 01:00:00,15,,,,,,
169.0, None, None,0.0, None,2.5, None,8.0, None, None, None,62.0,2018-04-09 02:00:00,15,,,,,,
180.0, None, None,0.0, None,6.0, None,7.4, None, None, None,62.0,2018-04-09 03:00:00,15,,,,,,
162.0, None, None,0.0, None,1.1, None,6.3, None, None, None,72.0,2018-04-09 04:00:00,15,,,,,,
27.0, None, None,0.0, None,0.5, None,6.0, None, None, None,72.0,2018-04-09 05:00:00,15,,,,,,
131.0, None, None,0.0, None,1.2, None,6.5, None, None, None,73.0,2018-04-09 06:00:00,15,,,,,,
198.0, None, None,0.0, None,7.6, None,9.4, None, None, None,64.0,2018-04-09 07:00:00,15,,,,,,
194.0, None, None,0.0, None,7.3, None,10.8, None, None, None,58.0,2018-04-09 08:00:00,15,,,,,,
210.0, None, None,0.0, None,13.3, None,12.4, None, None, None,49.0,2018-04-09 09:00:00,15,,,,,,
174.0, None, None,0.0, None,11.5, None,13.4, None, None, None,42.0,2018-04-09 10:00:00,15,,,,,,
209.0, None, None,0.0, None,11.2, None,15.0, None, None, None,41.0,2018-04-09 11:00:00,15,,,,,,
217.0, None, None,0.0, None,10.8, None,13.9, None, None, None,38.0,2018-04-09 12:00:00,15,,,,,,
215.0, None, None,0.0, None,14.7, None,15.4, None, None, None,34.0,2018-04-09 13:00:00,15,,,,,,
208.0, None, None,0.0, None,12.7, None,15.8, None, None, None,34.0,2018-04-09 14:00:00,15,,,,,,
219.0, None, None,0.0, None,12.7, None,16.0, None, None, None,34.0,2018-04-09 15:00:00,15,,,,,,
