ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
0.0, 0.0,3.5, 0.0,2018-04-09,0.0, 16.5,15,,,,,,
0.0, 0.0,4.0, 0.0,2018-04-10,0.0, 13.0,15,,,,,,
1.8, 1.8,1.5, 0.0,2018-04-11,0.0, 15.5,15,,,,,,
, None,3.5, None,2018-04-12,0.0, None,15,,,,,,
0.0, 0.0,1.5, 0.0,2018-04-13,0.0, 8.0,15,,,,,,
10.0, 10.0,3.5, 0.0,2018-04-14,0.0, 11.0,15,,,,,,
2.2, 2.2,3.5, 0.0,2018-04-15,0.0, 12.0,15,,,,,,
,,,,2018-04-09 00:00:00,,,15,,8.0, 0.224,77.4,77.23,7.689
,,,,2018-04-09 01:00:00,,,15,,7.7, 0.499,77.2,75.45,7.6
,,,,2018-04-09 02:00:00,,,15,,7.6, None,75.5,76.08,7.067
,,,,2018-04-09 03:00:00,,,15,,7.1, 0.192,76.1,81.2,6.25
,,,,2018-04-09 04:00:00,,,15,,6.3, 0.685998,81.2,83.8,5.138
,,,,2018-04-09 05:00:00,,,15,,5.1, 0.425,83.8,85.4,4.185
,,,,2018-04-09 06:00:00,,,15,,4.2, 0.043999,85.4,87.5,3.638
,,,,2018-04-09 07:00:00,,,15,,3.6, 0.444999,87.5,83.2,4.773
,,,,2018-04-09 08:00:00,,,15,,4.8, 0.944,83.2,70.83,7.872
,,,,2018-04-09 09:00:00,,,15,,7.9, 0.739,70.8,63.48,9.55
,,,,2018-04-09 10:00:00,,,15,,9.6, 0.629,63.5,55.96,11.28
,,,,2018-04-09 11:00:00,,,15,,11.3, 0.621999,56.0,49.93,12.7
,,,,2018-04-09 12:00:00,,,15,,12.7, 1.984,49.9,45.95,13.5
,,,,2018-04-09 13:00:00,,,15,,13.5, 1.981,46.0,40.48,14.81
,,,,2018-04-09 14:00:00,,,15,,14.8, 2.335,40.5,35.99,15.73
,,,,2018-04-09 15:00:00,,,15,,15.7, 3.659,36.0,30.19,16.71
,,,,2018-04-09 16:00:00,,,15,,16.7, 3.115,30.2,29.45,17.19
,,,,2018-04-09 17:00:00,,,15,,17.2, 2.957,29.5,30.74,17.0
,,,,2018-04-09 18:00:00,,,15,,17.0, 1.805,30.7,36.64,15.8
,,,,2018-04-09 19:00:00,,,15,,15.8, 0.740998,36.6,41.08,14.54
,,,,2018-04-09 20:00:00,,,15,,14.5, 0.882,41.1,50.06,12.21
,,,,2018-04-09 21:00:00,,,15,,12.2, 0.308999,50.1,55.45,10.8
,,,,2018-04-09 22:00:00,,,15,,10.8, 0.097998,55.5,57.88,9.99
,,,,2018-04-09 23:00:00,,,15,,10.0, 0.160999,57.9,60.63,9.32
,,,,2018-04-10 00:00:00,,,15,,9.3, 0.463999,60.6,65.04,8.59
,,,,2018-04-10 01:00:00,,,15,,8.6, 0.563,65.0,72.1,7.219
,,,,2018-04-10 02:00:00,,,15,,7.2, 0.222,72.1,75.36,6.381
,,,,2018-04-10 03:00:00,,,15,,6.4, 0.99,75.4,78.19,5.873
,,,,2018-04-10 04:00:00,,,15,,5.9, 0.467999,78.2,77.95,5.78
,,,,2018-04-10 05:00:00,,,15,,5.8, 0.289,78.0,81.4,5.258
,,,,2018-04-10 06:00:00,,,15,,5.3, 0.305,81.4,83.2,4.75
,,,,2018-04-10 07:00:00,,,15,,4.8, 0.186,83.2,81.6,5.226
,,,,2018-04-10 08:00:00,,,15,,5.2, 0.052,81.6,76.67,6.293
,,,,2018-04-10 09:00:00,,,15,,6.3, 0.197999,76.7,69.95,7.746
,,,,2018-04-10 10:00:00,,,15,,7.7, 0.919,70.0,68.41,8.37
,,,,2018-04-10 11:00:00,,,15,,8.4, 1.063,68.4,66.57,8.95
,,,,2018-04-10 12:00:00,,,15,,8.9, 0.574998,66.6,62.88,9.93
,,,,2018-04-10 13:00:00,,,15,,9.9, 0.674,62.9,59.25,11.08
,,,,2018-04-10 14:00:00,,,15,,11.1, 1.512,59.3,55.16,12.51
,,,,2018-04-10 15:00:00,,,15,,12.5, 0.933,55.2,49.48,14.02
,,,,2018-04-10 16:00:00,,,15,,14.0, 1.343,49.5,49.5,14.54
,,,,2018-04-10 17:00:00,,,15,,14.5, None,49.5,50.86,12.96
,,,,2018-04-10 18:00:00,,,15,,13.0, 1.192,50.9,45.86,13.68
,,,,2018-04-10 19:00:00,,,15,,13.7, 1.789,45.9,41.7,12.79
,,,,2018-04-10 20:00:00,,,15,,12.8, 0.504,41.7,48.75,10.68
,,,,2018-04-10 21:00:00,,,15,,10.7, 0.531,48.8,57.67,8.79
,,,,2018-04-10 22:00:00,,,15,,8.8, 0.904999,57.7,63.83,7.271
,,,,2018-04-10 23:00:00,,,15,,7.3, 0.481,63.8,71.09,6.177
,,,,2018-04-11 00:00:00,,,15,,6.2, 0.596,71.1,73.24,5.74
,,,,2018-04-11 01:00:00,,,15,,5.7, 1.22,73.2,70.29,5.388
,,,,2018-04-11 02:00:00,,,15,,5.4, 0.166998,70.3,73.86,4.756
,,,,2018-04-11 03:00:00,,,15,,4.8, 0.228,73.9,75.72,4.425
,,,,2018-04-11 04:00:00,,,15,,4.4, 0.425,75.7,79.48,4.14
,,,,2018-04-11 05:00:00,,,15,,4.1, None,79.5,82.0,3.744
,,,,2018-04-11 06:00:00,,,15,,3.7, None,82.0,84.9,3.281
,,,,2018-04-11 07:00:00,,,15,,3.3, None,84.9,86.2,3.648
,,,,2018-04-11 08:00:00,,,15,,3.6, None,86.2,76.01,5.611
,,,,2018-04-11 09:00:00,,,15,,5.6, None,76.0,65.17,7.763
,,,,2018-04-11 10:00:00,,,15,,7.8, 2.157,65.2,60.02,8.7
,,,,2018-04-11 11:00:00,,,15,,8.7, 1.169,60.0,50.02,10.48
,,,,2018-04-11 12:00:00,,,15,,10.5, 1.13,50.0,38.78,12.74
,,,,2018-04-11 13:00:00,,,15,,12.7, 1.202,38.8,35.02,14.35
,,,,2018-04-11 14:00:00,,,15,,14.4, 1.574,35.0,33.12,14.93
,,,,2018-04-11 15:00:00,,,15,,14.9, 1.898,33.1,33.2,14.78
,,,,2018-04-11 16:00:00,,,15,,14.8, 2.02,33.2,32.93,14.3
,,,,2018-04-11 17:00:00,,,15,,14.3, 1.187,32.9,31.74,14.37
,,,,2018-04-11 18:00:00,,,15,,14.4, 0.944,31.7,34.01,13.99
,,,,2018-04-11 19:00:00,,,15,,14.0, 2.125,34.0,36.53,13.16
,,,,2018-04-11 20:00:00,,,15,,13.2, 3.125,36.5,57.09,10.58
,,,,2018-04-11 21:00:00,,,15,,10.6, 2.061,57.1,68.47,9.11
,,,,2018-04-11 22:00:00,,,15,,9.1, 0.221,68.5,65.9,9.31
,,,,2018-04-11 23:00:00,,,15,,9.3, None,65.9,67.55,9.1
,,,,2018-04-12 00:00:00,,,15,,9.1, None,67.6,71.13,8.45
,,,,2018-04-12 01:00:00,,,15,,8.4, None,71.1,74.98,7.825
,,,,2018-04-12 02:00:00,,,15,,7.8, None,75.0,74.77,7.609
,,,,2018-04-12 03:00:00,,,15,,7.6, None,74.8,76.38,7.429
,,,,2018-04-12 04:00:00,,,15,,7.4, None,76.4,79.41,7.076
,,,,2018-04-12 05:00:00,,,15,,7.1, 1.124,79.4,78.7,6.591
,,,,2018-04-12 06:00:00,,,15,,6.6, 0.0,78.7,83.2,6.353
,,,,2018-04-12 07:00:00,,,15,,6.4, 0.104998,83.2,84.3,6.391
,,,,2018-04-12 08:00:00,,,15,,6.4, 0.611998,84.3,75.8,6.916
,,,,2018-04-12 09:00:00,,,15,,6.9, 2.378,75.8,61.78,7.574
,,,,2018-04-12 10:00:00,,,15,,7.6, 2.346,61.8,56.61,7.776
,,,,2018-04-12 11:00:00,,,15,,7.8, 3.088,56.6,59.14,7.655
,,,,2018-04-12 12:00:00,,,15,,7.7, 2.441,59.1,52.49,8.77
,,,,2018-04-12 13:00:00,,,15,,8.8, 2.811,52.5,58.94,8.74
,,,,2018-04-12 14:00:00,,,15,,8.7, 2.526,58.9,61.68,8.68
,,,,2018-04-12 15:00:00,,,15,,8.7, 2.499,61.7,62.76,8.83
,,,,2018-04-12 16:00:00,,,15,,8.8, 1.502,62.8,53.27,10.17
,,,,2018-04-12 17:00:00,,,15,,10.2, 1.383,53.3,50.21,10.73
,,,,2018-04-12 18:00:00,,,15,,10.7, 2.275,50.2,55.23,10.13
,,,,2018-04-12 19:00:00,,,15,,10.1, 1.822,55.2,60.84,9.25
,,,,2018-04-12 20:00:00,,,15,,9.3, 1.153,60.8,65.37,8.54
,,,,2018-04-12 21:00:00,,,15,,8.5, 0.856998,65.4,68.45,7.828
,,,,2018-04-12 22:00:00,,,15,,7.8, 2.432,68.5,46.57,7.697
,,,,2018-04-12 23:00:00,,,15,,7.7, 4.056,46.6,42.0,7.258
,,,,2018-04-13 00:00:00,,,15,,7.3, 3.761,42.0,42.13,6.727
,,,,2018-04-13 01:00:00,,,15,,6.7, None,42.1,41.08,6.659
,,,,2018-04-13 02:00:00,,,15,,6.7, 0.143998,41.1,51.85,4.867
,,,,2018-04-13 03:00:00,,,15,,4.9, 0.142,51.9,63.05,2.929
,,,,2018-04-13 04:00:00,,,15,,2.9, None,63.1,67.47,2.324
,,,,2018-04-13 05:00:00,,,15,,2.3, 0.172,67.5,67.71,2.559
,,,,2018-04-13 06:00:00,,,15,,2.6, 0.365999,67.7,65.03,3.258
,,,,2018-04-13 07:00:00,,,15,,3.3, 1.27,65.0,63.96,4.03
,,,,2018-04-13 08:00:00,,,15,,4.0, 0.972998,64.0,58.22,5.456
,,,,2018-04-13 09:00:00,,,15,,5.5, 4.721,58.2,62.47,5.205
,,,,2018-04-13 10:00:00,,,15,,5.2, 3.348,62.5,60.79,6.186
,,,,2018-04-13 11:00:00,,,15,,6.2, 3.231,60.8,57.68,7.078
,,,,2018-04-13 12:00:00,,,15,,7.1, 2.559,57.7,57.47,7.243
,,,,2018-04-13 13:00:00,,,15,,7.2, 2.108,57.5,57.56,7.398
,,,,2018-04-13 14:00:00,,,15,,7.4, 0.787998,57.6,55.35,8.51
,,,,2018-04-13 15:00:00,,,15,,8.5, 2.275,55.4,59.27,8.56
,,,,2018-04-13 16:00:00,,,15,,8.6, 0.717,59.3,56.38,8.47
,,,,2018-04-13 17:00:00,,,15,,8.5, 0.36,56.4,56.89,8.61
,,,,2018-04-13 18:00:00,,,15,,8.6, 1.64,56.9,64.28,8.12
,,,,2018-04-13 19:00:00,,,15,,8.1, 1.523,64.3,70.6,7.404
,,,,2018-04-13 20:00:00,,,15,,7.4, 0.939,70.6,72.9,7.274
,,,,2018-04-13 21:00:00,,,15,,7.3, 0.857999,72.9,76.19,7.006
,,,,2018-04-13 22:00:00,,,15,,7.0, 0.018998,76.2,76.86,6.836
,,,,2018-04-13 23:00:00,,,15,,6.8, 0.614,76.9,78.39,6.587
,,,,2018-04-14 00:00:00,,,15,,6.6, 1.881,78.4,67.89,7.291
,,,,2018-04-14 01:00:00,,,15,,7.3, 0.708998,67.9,74.16,5.976
,,,,2018-04-14 02:00:00,,,15,,6.0, 0.796,74.2,75.3,6.222
,,,,2018-04-14 03:00:00,,,15,,6.2, 0.374,75.3,76.47,6.073
,,,,2018-04-14 04:00:00,,,15,,6.1, 0.822,76.5,76.94,5.869
,,,,2018-04-14 05:00:00,,,15,,5.9, 0.824998,76.9,79.74,5.367
,,,,2018-04-14 06:00:00,,,15,,5.4, 0.751999,79.7,75.72,5.898
,,,,2018-04-14 07:00:00,,,15,,5.9, 0.148,75.7,74.84,6.128
,,,,2018-04-14 08:00:00,,,15,,6.1, 0.061999,74.8,72.54,7.063
,,,,2018-04-14 09:00:00,,,15,,7.1, None,72.5,65.42,8.26
,,,,2018-04-14 10:00:00,,,15,,8.3, 0.964999,65.4,57.31,9.9
,,,,2018-04-14 11:00:00,,,15,,9.9, 2.484,57.3,55.05,10.13
,,,,2018-04-14 12:00:00,,,15,,10.1, 3.117,55.1,47.58,10.78
,,,,2018-04-14 13:00:00,,,15,,10.8, 3.075,47.6,46.81,11.34
,,,,2018-04-14 14:00:00,,,15,,11.3, 3.25,46.8,47.21,11.99
,,,,2018-04-14 15:00:00,,,15,,12.0, 3.001,47.2,46.21,12.29
,,,,2018-04-14 16:00:00,,,15,,12.3, 2.909,46.2,46.83,12.19
,,,,2018-04-14 17:00:00,,,15,,12.2, 2.131,46.8,48.73,12.13
,,,,2018-04-14 18:00:00,,,15,,12.1, 1.679,48.7,59.34,11.04
,,,,2018-04-14 19:00:00,,,15,,11.0, 1.181,59.3,76.43,8.81
,,,,2018-04-14 20:00:00,,,15,,8.8, 0.153999,76.4,76.25,8.5
,,,,2018-04-14 21:00:00,,,15,,8.5, 1.561,76.3,76.79,8.42
,,,,2018-04-14 22:00:00,,,15,,8.4, 0.211998,76.8,84.9,7.551
,,,,2018-04-14 23:00:00,,,15,,7.6, None,84.9,87.2,6.846
,,,,2018-04-15 00:00:00,,,15,,6.8, None,87.2,91.5,6.41
,,,,2018-04-15 01:00:00,,,15,,6.4, 0.323,91.5,94.6,6.157
,,,,2018-04-15 02:00:00,,,15,,6.2, 1.506,94.6,95.0,5.508
,,,,2018-04-15 03:00:00,,,15,,5.5, 0.469998,95.0,94.5,5.208
,,,,2018-04-15 04:00:00,,,15,,5.2, None,94.5,92.2,5.087
,,,,2018-04-15 05:00:00,,,15,,5.1, None,92.2,91.1,4.916
,,,,2018-04-15 06:00:00,,,15,,4.9, None,91.1,93.8,4.768
,,,,2018-04-15 07:00:00,,,15,,4.8, None,93.8,93.5,4.822
,,,,2018-04-15 08:00:00,,,15,,4.8, None,93.5,88.2,5.384
,,,,2018-04-15 09:00:00,,,15,,5.4, 0.312,88.2,83.2,5.974
,,,,2018-04-15 10:00:00,,,15,,6.0, 0.143,83.2,78.68,7.125
,,,,2018-04-15 11:00:00,,,15,,7.1, 0.187,78.7,71.78,8.44
,,,,2018-04-15 12:00:00,,,15,,8.4, 0.853999,71.8,69.65,9.12
,,,,2018-04-15 13:00:00,,,15,,9.1, 1.609,69.7,60.73,10.11
,,,,2018-04-15 14:00:00,,,15,,10.1, 2.135,60.7,52.27,11.24
,,,,2018-04-15 15:00:00,,,15,,11.2, 3.009,52.3,49.7,11.98
,,,,2018-04-15 16:00:00,,,15,,12.0, 3.886,49.7,48.53,12.22
,,,,2018-04-15 17:00:00,,,15,,12.2, 4.185,48.5,52.46,11.99
,,,,2018-04-15 18:00:00,,,15,,12.0, 3.383,52.5,54.57,11.67
,,,,2018-04-15 19:00:00,,,15,,11.7, 2.56,54.6,62.09,10.86
,,,,2018-04-15 20:00:00,,,15,,10.9, 1.608,62.1,63.9,10.25
,,,,2018-04-15 21:00:00,,,15,,10.3, 1.181,63.9,67.48,9.65
,,,,2018-04-15 22:00:00,,,15,,9.6, 1.471,67.5,71.4,9.06
,,,,2018-04-15 23:00:00,,,15,,9.1, 0.163,71.4,74.96,8.37
