pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 11.8, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 11.8, 11.6, 0.0, None, -6999.0, 13.1, -6999.0, None,2020-08-26 00:00:00, 26.0, None, -6999.0,35
None, None, 11.9, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 11.9, 11.6, 0.0, None, -6999.0, 13.1, -6999.0, None,2020-08-26 01:00:00, 26.0, None, -6999.0,35
None, None, 11.43, None, None, None, -6999.0, -2.0, -6999.0, -6999.0, 11.4, 11.3, 1.5, None, -6999.0, 13.1, -6999.0, None,2020-08-26 02:00:00, 24.0, None, -6999.0,35
None, None, 11.62, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 11.6, 11.3, 0.8, None, -6999.0, 13.1, -6999.0, None,2020-08-26 03:00:00, 24.0, None, -6999.0,35
10.1, None, 11.68, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 11.7, 11.3, 1.7, None, -6999.0, 13.1, -6999.0, None,2020-08-26 04:00:00, 24.0, None, -6999.0,35
12.3, None, 11.62, None, None, None, -6999.0, -22.0, -6999.0, -6999.0, 11.6, 11.3, 2.2, None, -6999.0, 13.1, -6999.0, None,2020-08-26 05:00:00, 2.0, None, -6999.0,35
13.3, None, 11.77, None, None, None, -6999.0, -20.0, -6999.0, -6999.0, 11.8, 11.3, 1.0, None, -6999.0, 13.1, -6999.0, None,2020-08-26 06:00:00, -18.0, None, -6999.0,35
17.6, None, 11.91, None, None, None, -6999.0, 9.0, -6999.0, -6999.0, 11.9, 11.8, 4.3, None, -6999.0, 12.0, -6999.0, None,2020-08-26 07:00:00, -9.0, None, -6999.0,35
None, None, 11.84, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-08-26 08:00:00, None, None, None,35
20.8, None, 12.14, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 12.1, 11.7, 0.7, None, -6999.0, 12.2, -6999.0, None,2020-08-26 09:00:00, 1.0, None, -6999.0,35
20.6, None, 12.44, None, None, None, -6999.0, 6.0, -6999.0, -6999.0, 12.4, 11.7, 0.0, None, -6999.0, 12.4, -6999.0, None,2020-08-26 10:00:00, 7.0, None, -6999.0,35
21.3, None, 13.16, None, None, None, -6999.0, 23.0, -6999.0, -6999.0, 13.2, 11.7, 0.7, None, -6999.0, 13.9, -6999.0, None,2020-08-26 11:00:00, 30.0, None, -6999.0,35
20.7, None, 14.41, None, None, None, -6999.0, -3.0, -6999.0, -6999.0, 14.4, 11.7, 0.7, None, -6999.0, 14.4, -6999.0, None,2020-08-26 12:00:00, 27.0, None, -6999.0,35
20.1, None, 16.14, None, None, None, -6999.0, 3.0, -6999.0, -6999.0, 16.1, 11.7, 0.6, None, -6999.0, 16.6, -6999.0, None,2020-08-26 13:00:00, 30.0, None, -6999.0,35
18.8, None, 14.98, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 15.0, 11.7, 0.0, None, -6999.0, 16.6, -6999.0, None,2020-08-26 14:00:00, 29.0, None, -6999.0,35
18.1, None, 17.1, None, None, None, -6999.0, -2.0, -6999.0, -6999.0, 17.1, 11.7, 0.0, None, -6999.0, 17.1, -6999.0, None,2020-08-26 15:00:00, 27.0, None, -6999.0,35
18.8, None, 16.13, None, None, None, -6999.0, 3.0, -6999.0, -6999.0, 16.1, 11.7, 0.7, None, -6999.0, 18.1, -6999.0, None,2020-08-26 16:00:00, 30.0, None, -6999.0,35
None, None, 13.93, None, None, None, -6999.0, 1.0, -6999.0, -6999.0, 13.9, 11.7, -0.3, None, -6999.0, 18.1, -6999.0, None,2020-08-26 17:00:00, 31.0, None, -6999.0,35
None, None, 12.91, None, None, None, -6999.0, 1.0, -6999.0, -6999.0, 12.9, 11.7, -0.5, None, -6999.0, 18.1, -6999.0, None,2020-08-26 18:00:00, 32.0, None, -6999.0,35
None, None, 13.0, None, None, None, -6999.0, -18.0, -6999.0, -6999.0, 13.0, 12.9, -0.3, None, -6999.0, 13.1, -6999.0, None,2020-08-26 19:00:00, 13.0, None, -6999.0,35
