WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None,1.252, None, 63.51,2016-04-22 00:00:00, 9.21,17
None, None,2.073, None, 65.76,2016-04-22 01:00:00, 8.34,17
None, None,3.707, None, 60.34,2016-04-22 02:00:00, 9.41,17
None, None,3.897, None, 61.29,2016-04-22 03:00:00, 9.36,17
None, None,2.924, None, 63.28,2016-04-22 04:00:00, 8.9,17
None, None,2.085, None, 65.98,2016-04-22 05:00:00, 8.3,17
None, None,1.418, None, 67.86,2016-04-22 06:00:00, 8.03,17
None, None,0.862999, None, 70.1,2016-04-22 07:00:00, 7.83,17
None, None,1.19, None, 66.98,2016-04-22 08:00:00, 8.79,17
None, None,1.699, None, 61.62,2016-04-22 09:00:00, 9.87,17
None, None,2.044, None, 55.23,2016-04-22 10:00:00, 10.85,17
None, None,2.024, None, 52.69,2016-04-22 11:00:00, 11.48,17
None, None,2.053, None, 48.2,2016-04-22 12:00:00, 13.0,17
None, None,1.914, None, 44.43,2016-04-22 13:00:00, 14.45,17
None, None,1.746, None, 41.61,2016-04-22 14:00:00, 15.5,17
None, None,2.82, None, 43.31,2016-04-22 15:00:00, 15.45,17
None, None,2.456, None, 43.35,2016-04-22 16:00:00, 15.62,17
None, None,2.375, None, 44.6,2016-04-22 17:00:00, 15.34,17
None, None,1.76, None, 45.36,2016-04-22 18:00:00, 15.34,17
None, None,2.194, None, 52.86,2016-04-22 19:00:00, 14.56,17
None, None,1.662, None, 77.2,2016-04-22 20:00:00, 11.85,17
None, None,1.438, None, 82.3,2016-04-22 21:00:00, 10.92,17
None, None,0.805998, None, 89.9,2016-04-22 22:00:00, 10.1,17
None, None,0.634, None, 92.1,2016-04-22 23:00:00, 9.73,17
None, None,0.640999, None, 94.4,2016-04-23 00:00:00, 9.48,17
None, None,1.046, None, 96.8,2016-04-23 01:00:00, 9.2,17
None, None,0.685, None, 96.8,2016-04-23 02:00:00, 9.08,17
None, None,0.467999, None, 96.8,2016-04-23 03:00:00, 8.82,17
None, None,2.147, None, 94.7,2016-04-23 04:00:00, 8.6,17
None, None,2.567, None, 91.7,2016-04-23 05:00:00, 8.08,17
None, None,3.393, None, 88.8,2016-04-23 06:00:00, 7.81,17
None, None,2.897, None, 90.2,2016-04-23 07:00:00, 7.4,17
None, None,2.618, None, 89.3,2016-04-23 08:00:00, 7.75,17
None, None,3.26, None, 83.3,2016-04-23 09:00:00, 8.6,17
None, None,2.938, None, 79.2,2016-04-23 10:00:00, 9.65,17
None, None,2.9, None, 73.9,2016-04-23 11:00:00, 10.97,17
None, None,2.469, None, 68.55,2016-04-23 12:00:00, 12.65,17
None, None,1.958, None, 59.86,2016-04-23 13:00:00, 14.19,17
None, None,2.091, None, 50.26,2016-04-23 14:00:00, 15.22,17
None, None,2.214, None, 48.01,2016-04-23 15:00:00, 15.18,17
None, None,1.543, None, 54.23,2016-04-23 16:00:00, 14.7,17
None, None,2.023, None, 52.43,2016-04-23 17:00:00, 14.92,17
None, None,3.382, None, 55.05,2016-04-23 18:00:00, 14.21,17
None, None,2.131, None, 80.8,2016-04-23 19:00:00, 10.84,17
None, None,0.757, None, 91.7,2016-04-23 20:00:00, 9.93,17
None, None,1.403, None, 94.9,2016-04-23 21:00:00, 9.53,17
None, None,1.528, None, 95.3,2016-04-23 22:00:00, 9.16,17
None, None,1.002, None, 94.3,2016-04-23 23:00:00, 8.66,17
None, None,0.697, None, 95.0,2016-04-24 00:00:00, 8.41,17
None, None,0.731, None, 97.0,2016-04-24 01:00:00, 8.19,17
None, None,0.837, None, 95.0,2016-04-24 02:00:00, 7.91,17
None, None,0.931999, None, 86.8,2016-04-24 03:00:00, 7.5,17
None, None,2.053, None, 85.4,2016-04-24 04:00:00, 6.726,17
None, None,1.862, None, 87.3,2016-04-24 05:00:00, 5.868,17
None, None,2.082, None, 87.5,2016-04-24 06:00:00, 5.365,17
None, None,2.469, None, 88.1,2016-04-24 07:00:00, 4.949,17
None, None,3.072, None, 88.0,2016-04-24 08:00:00, 4.804,17
None, None,2.964, None, 87.5,2016-04-24 09:00:00, 4.976,17
None, None,2.706, None, 87.0,2016-04-24 10:00:00, 4.949,17
None, None,2.781, None, 86.1,2016-04-24 11:00:00, 5.015,17
None, None,2.328, None, 84.2,2016-04-24 12:00:00, 5.771,17
None, None,2.494, None, 80.1,2016-04-24 13:00:00, 6.552,17
None, None,2.811, None, 84.5,2016-04-24 14:00:00, 6.772,17
None, None,2.808, None, 86.6,2016-04-24 15:00:00, 6.485,17
None, None,2.269, None, 83.2,2016-04-24 16:00:00, 6.75,17
None, None,1.76, None, 83.4,2016-04-24 17:00:00, 7.07,17
None, None,3.392, None, 83.4,2016-04-24 18:00:00, 6.657,17
None, None,2.103, None, 84.4,2016-04-24 19:00:00, 5.833,17
None, None,1.008, None, 88.9,2016-04-24 20:00:00, 5.436,17
None, None,1.119, None, 86.8,2016-04-24 21:00:00, 5.323,17
None, None,2.818, None, 80.3,2016-04-24 22:00:00, 5.02,17
None, None,0.931999, None, 90.0,2016-04-24 23:00:00, 4.266,17
None, None,0.689998, None, 92.7,2016-04-25 00:00:00, 3.858,17
None, None,1.081, None, 95.4,2016-04-25 01:00:00, 2.777,17
None, None,0.583998, None, 95.0,2016-04-25 02:00:00, 2.529,17
None, None,0.634998, None, 94.9,2016-04-25 03:00:00, 2.375,17
None, None,1.179, None, 91.6,2016-04-25 04:00:00, 2.142,17
None, None,0.712, None, 96.4,2016-04-25 05:00:00, 1.618,17
None, None,0.781, None, 92.7,2016-04-25 06:00:00, 1.834,17
None, None,1.523, None, 73.2,2016-04-25 07:00:00, 3.156,17
None, None,1.984, None, 64.18,2016-04-25 08:00:00, 3.924,17
None, None,1.722, None, 58.8,2016-04-25 09:00:00, 5.163,17
