WSPD_SCLR,time,week_of_year
3.8722,2018-09-24 00:00:00,39
3.97828,2018-09-24 01:00:00,39
3.2968,2018-09-24 02:00:00,39
2.24368,2018-09-24 03:00:00,39
2.4148,2018-09-24 04:00:00,39
1.83039,2018-09-24 05:00:00,39
1.7836,2018-09-24 06:00:00,39
3.47835,2018-09-24 07:00:00,39
3.04274,2018-09-24 08:00:00,39
3.7194,2018-09-24 09:00:00,39
3.44086,2018-09-24 10:00:00,39
2.73101,2018-09-24 11:00:00,39
2.02373,2018-09-24 12:00:00,39
2.46323,2018-09-24 13:00:00,39
2.62433,2018-09-24 14:00:00,39
2.62104,2018-09-24 15:00:00,39
2.58113,2018-09-24 16:00:00,39
2.4785,2018-09-24 17:00:00,39
2.46688,2018-09-24 18:00:00,39
3.09765,2018-09-24 19:00:00,39
3.13047,2018-09-24 20:00:00,39
3.1112,2018-09-24 21:00:00,39
2.98846,2018-09-24 22:00:00,39
2.99178,2018-09-24 23:00:00,39
2.65795,2018-09-25 00:00:00,39
2.8003,2018-09-25 01:00:00,39
2.76942,2018-09-25 02:00:00,39
3.39995,2018-09-25 03:00:00,39
3.70677,2018-09-25 04:00:00,39
3.66245,2018-09-25 05:00:00,39
3.4652,2018-09-25 06:00:00,39
3.5228,2018-09-25 07:00:00,39
3.14302,2018-09-25 08:00:00,39
3.2493,2018-09-25 09:00:00,39
4.37557,2018-09-25 10:00:00,39
5.03246,2018-09-25 11:00:00,39
5.61208,2018-09-25 12:00:00,39
4.62054,2018-09-25 13:00:00,39
5.6803,2018-09-25 14:00:00,39
5.17481,2018-09-25 15:00:00,39
5.02217,2018-09-25 16:00:00,39
4.74298,2018-09-25 17:00:00,39
5.04591,2018-09-25 18:00:00,39
5.1107,2018-09-25 19:00:00,39
3.0389,2018-09-25 20:00:00,39
3.70386,2018-09-25 21:00:00,39
3.99263,2018-09-25 22:00:00,39
3.151,2018-09-25 23:00:00,39
3.39208,2018-09-26 00:00:00,39
3.91276,2018-09-26 01:00:00,39
2.84578,2018-09-26 02:00:00,39
0.972704,2018-09-26 03:00:00,39
1.29347,2018-09-26 04:00:00,39
1.27887,2018-09-26 05:00:00,39
0.543628,2018-09-26 06:00:00,39
1.67354,2018-09-26 07:00:00,39
4.45165,2018-09-26 08:00:00,39
6.08188,2018-09-26 09:00:00,39
5.93099,2018-09-26 10:00:00,39
5.67632,2018-09-26 11:00:00,39
4.68405,2018-09-26 12:00:00,39
2.20857,2018-09-26 13:00:00,39
2.85302,2018-09-26 14:00:00,39
3.08172,2018-09-26 15:00:00,39
3.28659,2018-09-26 16:00:00,39
2.9706,2018-09-26 17:00:00,39
3.05335,2018-09-26 18:00:00,39
2.80345,2018-09-26 19:00:00,39
2.10063,2018-09-26 20:00:00,39
2.18094,2018-09-26 21:00:00,39
2.06587,2018-09-26 22:00:00,39
2.05019,2018-09-26 23:00:00,39
2.17399,2018-09-27 00:00:00,39
2.26228,2018-09-27 01:00:00,39
1.48312,2018-09-27 02:00:00,39
0.883279,2018-09-27 03:00:00,39
0.439176,2018-09-27 04:00:00,39
1.34502,2018-09-27 05:00:00,39
1.14663,2018-09-27 06:00:00,39
1.75461,2018-09-27 07:00:00,39
2.66636,2018-09-27 08:00:00,39
2.40506,2018-09-27 09:00:00,39
1.7655,2018-09-27 10:00:00,39
1.88876,2018-09-27 11:00:00,39
1.67757,2018-09-27 12:00:00,39
2.49968,2018-09-27 13:00:00,39
3.95689,2018-09-27 14:00:00,39
4.20686,2018-09-27 15:00:00,39
4.29907,2018-09-27 16:00:00,39
4.81436,2018-09-27 17:00:00,39
4.11221,2018-09-27 18:00:00,39
3.52895,2018-09-27 19:00:00,39
3.05036,2018-09-27 20:00:00,39
2.77857,2018-09-27 21:00:00,39
2.36594,2018-09-27 22:00:00,39
2.311,2018-09-27 23:00:00,39
2.42349,2018-09-28 00:00:00,39
1.99806,2018-09-28 01:00:00,39
1.96735,2018-09-28 02:00:00,39
1.94388,2018-09-28 03:00:00,39
1.77769,2018-09-28 04:00:00,39
1.94538,2018-09-28 05:00:00,39
1.88007,2018-09-28 06:00:00,39
2.36218,2018-09-28 07:00:00,39
2.01213,2018-09-28 08:00:00,39
2.30912,2018-09-28 09:00:00,39
2.05476,2018-09-28 10:00:00,39
1.68315,2018-09-28 11:00:00,39
1.00428,2018-09-28 12:00:00,39
1.15776,2018-09-28 13:00:00,39
1.24057,2018-09-28 14:00:00,39
1.23458,2018-09-28 15:00:00,39
1.25636,2018-09-28 16:00:00,39
2.13003,2018-09-28 17:00:00,39
2.75309,2018-09-28 18:00:00,39
3.05488,2018-09-28 19:00:00,39
2.74071,2018-09-28 20:00:00,39
2.90227,2018-09-28 21:00:00,39
4.34257,2018-09-28 22:00:00,39
4.7239,2018-09-28 23:00:00,39
4.79544,2018-09-29 00:00:00,39
5.11285,2018-09-29 01:00:00,39
4.934,2018-09-29 02:00:00,39
5.11476,2018-09-29 03:00:00,39
5.93142,2018-09-29 04:00:00,39
4.93966,2018-09-29 05:00:00,39
3.98882,2018-09-29 06:00:00,39
2.44129,2018-09-29 07:00:00,39
3.55808,2018-09-29 08:00:00,39
3.88475,2018-09-29 09:00:00,39
3.85219,2018-09-29 10:00:00,39
3.58424,2018-09-29 11:00:00,39
4.0174,2018-09-29 12:00:00,39
3.75604,2018-09-29 13:00:00,39
2.90445,2018-09-29 14:00:00,39
2.13765,2018-09-29 15:00:00,39
1.14358,2018-09-29 16:00:00,39
1.41564,2018-09-29 17:00:00,39
2.40443,2018-09-29 18:00:00,39
2.46328,2018-09-29 19:00:00,39
2.35679,2018-09-29 20:00:00,39
2.07221,2018-09-29 21:00:00,39
2.04488,2018-09-29 22:00:00,39
1.09676,2018-09-29 23:00:00,39
0.897679,2018-09-30 00:00:00,39
0.849088,2018-09-30 01:00:00,39
0.657934,2018-09-30 02:00:00,39
0.773655,2018-09-30 03:00:00,39
0.981878,2018-09-30 04:00:00,39
1.17132,2018-09-30 05:00:00,39
1.21969,2018-09-30 06:00:00,39
1.43085,2018-09-30 07:00:00,39
1.76651,2018-09-30 08:00:00,39
1.76953,2018-09-30 09:00:00,39
3.3905,2018-09-30 10:00:00,39
3.2168,2018-09-30 11:00:00,39
2.8674,2018-09-30 12:00:00,39
2.37315,2018-09-30 13:00:00,39
2.09818,2018-09-30 14:00:00,39
2.82735,2018-09-30 15:00:00,39
3.63634,2018-09-30 16:00:00,39
3.44873,2018-09-30 17:00:00,39
3.25551,2018-09-30 18:00:00,39
1.90675,2018-09-30 19:00:00,39
1.40595,2018-09-30 20:00:00,39
0.98999,2018-09-30 21:00:00,39
0.945074,2018-09-30 22:00:00,39
0.839207,2018-09-30 23:00:00,39
