AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
-3.1, 0.0, None,2022-05-21 00:00:00, -3.4, -2.4,21
-3.1, None, None,2022-05-21 00:15:00, None, None,21
-3.1, None, 561.5,2022-05-21 00:30:00, None, None,21
-3.2, None, 561.5,2022-05-21 00:45:00, None, None,21
-3.0, None, 561.5,2022-05-21 01:00:00, None, None,21
-2.9, None, 561.5,2022-05-21 01:15:00, None, None,21
-3.3, None, 561.5,2022-05-21 01:30:00, None, None,21
-3.4, None, 561.5,2022-05-21 01:45:00, None, None,21
-3.2, None, 561.5,2022-05-21 02:00:00, None, None,21
-3.1, None, 561.5,2022-05-21 02:15:00, None, None,21
-2.8, None, 561.5,2022-05-21 02:30:00, None, None,21
-2.6, None, 561.5,2022-05-21 02:45:00, None, None,21
-2.5, None, 561.5,2022-05-21 03:00:00, None, None,21
-2.5, None, 561.5,2022-05-21 03:15:00, None, None,21
-2.5, None, 561.5,2022-05-21 03:30:00, None, None,21
-2.6, None, 561.5,2022-05-21 03:45:00, None, None,21
-2.4, None, 561.5,2022-05-21 04:00:00, None, None,21
-2.4, None, 561.5,2022-05-21 04:15:00, None, None,21
-2.3, None, 561.5,2022-05-21 04:30:00, None, None,21
-2.3, None, 561.5,2022-05-21 04:45:00, None, None,21
-2.3, None, 561.5,2022-05-21 05:00:00, None, None,21
-2.5, None, 561.5,2022-05-21 05:15:00, None, None,21
-2.5, None, 561.5,2022-05-21 05:30:00, None, None,21
-2.6, None, 560.4,2022-05-21 05:45:00, None, None,21
-2.7, None, 560.4,2022-05-21 06:00:00, None, None,21
-2.7, None, 560.4,2022-05-21 06:15:00, None, None,21
-0.4, None, 560.4,2022-05-21 06:30:00, None, None,21
1.4, None, 560.4,2022-05-21 06:45:00, None, None,21
0.8, None, 560.4,2022-05-21 07:00:00, None, None,21
0.6, None, 560.4,2022-05-21 07:15:00, None, None,21
2.6, None, 559.4,2022-05-21 07:30:00, None, None,21
2.7, None, 559.4,2022-05-21 07:45:00, None, None,21
4.4, None, 559.4,2022-05-21 08:00:00, None, None,21
4.5, None, 559.4,2022-05-21 08:15:00, None, None,21
5.0, None, 560.4,2022-05-21 08:30:00, None, None,21
5.3, None, 560.4,2022-05-21 08:45:00, None, None,21
5.9, None, 561.5,2022-05-21 09:00:00, None, None,21
6.0, None, 562.5,2022-05-21 09:15:00, None, None,21
6.7, None, 562.5,2022-05-21 09:30:00, None, None,21
6.2, None, 562.5,2022-05-21 09:45:00, None, None,21
4.5, None, 562.5,2022-05-21 10:00:00, None, None,21
3.5, None, 562.5,2022-05-21 10:15:00, None, None,21
3.8, None, 562.5,2022-05-21 10:30:00, None, None,21
5.1, None, 562.5,2022-05-21 10:45:00, None, None,21
5.2, None, 562.5,2022-05-21 11:00:00, None, None,21
4.8, None, 562.5,2022-05-21 11:15:00, None, None,21
4.6, None, 562.5,2022-05-21 11:30:00, None, None,21
5.1, None, 562.5,2022-05-21 11:45:00, None, None,21
6.5, None, 562.5,2022-05-21 12:00:00, None, None,21
6.3, None, 562.5,2022-05-21 12:15:00, None, None,21
5.7, None, 562.5,2022-05-21 12:30:00, None, None,21
6.2, None, 562.5,2022-05-21 12:45:00, None, None,21
6.5, None, 562.5,2022-05-21 13:00:00, None, None,21
6.4, None, 562.5,2022-05-21 13:15:00, None, None,21
6.4, None, 562.5,2022-05-21 13:30:00, None, None,21
5.9, None, 562.5,2022-05-21 13:45:00, None, None,21
5.9, None, 562.5,2022-05-21 14:00:00, None, None,21
6.0, None, 562.5,2022-05-21 14:15:00, None, None,21
5.9, None, 562.5,2022-05-21 14:30:00, None, None,21
5.8, None, 562.5,2022-05-21 14:45:00, None, None,21
5.8, None, 562.5,2022-05-21 15:00:00, None, None,21
9.0, None, 562.5,2022-05-21 15:15:00, None, None,21
9.4, None, 562.5,2022-05-21 15:30:00, None, None,21
11.3, None, 561.5,2022-05-21 15:45:00, None, None,21
12.2, None, 561.5,2022-05-21 16:00:00, None, None,21
12.0, None, 561.5,2022-05-21 16:15:00, None, None,21
12.5, None, 561.5,2022-05-21 16:30:00, None, None,21
12.0, None, 561.5,2022-05-21 16:45:00, None, None,21
10.9, None, 561.5,2022-05-21 17:00:00, None, None,21
11.3, None, 561.5,2022-05-21 17:15:00, None, None,21
10.5, None, 562.5,2022-05-21 17:30:00, None, None,21
7.3, None, 562.5,2022-05-21 17:45:00, None, None,21
6.1, None, 562.5,2022-05-21 18:00:00, None, None,21
5.5, None, 562.5,2022-05-21 18:15:00, None, None,21
3.5, None, 562.5,2022-05-21 18:30:00, None, None,21
2.9, None, 562.5,2022-05-21 18:45:00, None, None,21
2.8, None, 562.5,2022-05-21 19:00:00, None, None,21
2.2, None, 562.5,2022-05-21 19:15:00, None, None,21
1.5, None, 562.5,2022-05-21 19:30:00, None, None,21
1.2, None, 562.5,2022-05-21 19:45:00, None, None,21
1.0, None, 562.5,2022-05-21 20:00:00, None, None,21
0.9, None, 562.5,2022-05-21 20:15:00, None, None,21
0.6, None, 562.5,2022-05-21 20:30:00, None, None,21
0.6, None, 561.5,2022-05-21 20:45:00, None, None,21
0.5, None, 561.5,2022-05-21 21:00:00, None, None,21
0.3, None, 561.5,2022-05-21 21:15:00, None, None,21
0.3, None, 561.5,2022-05-21 21:30:00, None, None,21
0.0, None, 561.5,2022-05-21 21:45:00, None, None,21
0.1, None, 561.5,2022-05-21 22:00:00, None, None,21
0.0, None, 561.5,2022-05-21 22:15:00, None, None,21
0.0, None, 561.5,2022-05-21 22:30:00, None, None,21
-0.4, None, 561.5,2022-05-21 22:45:00, None, None,21
-0.2, None, 561.5,2022-05-21 23:00:00, None, None,21
-0.3, None, 561.5,2022-05-21 23:15:00, None, None,21
-0.6, None, 561.5,2022-05-21 23:30:00, None, None,21
-0.7, None, 561.5,2022-05-21 23:45:00, None, None,21
-0.8, 0.0, 561.5,2022-05-22 00:00:00, -2.2, 16.1,21
-1.0, None, 561.5,2022-05-22 00:15:00, None, None,21
-1.2, None, 560.4,2022-05-22 00:30:00, None, None,21
-1.2, None, 560.4,2022-05-22 00:45:00, None, None,21
-1.4, None, 560.4,2022-05-22 01:00:00, None, None,21
-1.3, None, 560.4,2022-05-22 01:15:00, None, None,21
-1.2, None, 559.4,2022-05-22 01:30:00, None, None,21
-1.2, None, 559.4,2022-05-22 01:45:00, None, None,21
-1.4, None, 559.4,2022-05-22 02:00:00, None, None,21
-1.7, None, 559.4,2022-05-22 02:15:00, None, None,21
-1.6, None, 559.4,2022-05-22 02:30:00, None, None,21
-1.6, None, 559.4,2022-05-22 02:45:00, None, None,21
