WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 3.46,72.9,2016-04-03 16:00:00,12.91,14
None, None, 0.930998,70.3,2016-04-03 17:00:00,13.33,14
None, None, 0.66,74.3,2016-04-03 18:00:00,13.09,14
None, None, 0.112998,76.1,2016-04-03 19:00:00,12.92,14
None, None, 1.15,76.2,2016-04-03 20:00:00,13.0,14
None, None, 2.045,78.7,2016-04-03 21:00:00,12.87,14
None, None, 1.907,84.5,2016-04-03 22:00:00,12.31,14
None, None, 0.859,89.9,2016-04-03 23:00:00,11.79,14
None, None, 0.759998,92.5,2016-04-04 00:00:00,11.59,14
None, None, 1.881,93.6,2016-04-04 01:00:00,11.35,14
None, None, 1.792,93.1,2016-04-04 02:00:00,11.4,14
None, None, 4.526,87.4,2016-04-04 03:00:00,11.79,14
None, None, 8.49,82.2,2016-04-04 04:00:00,11.97,14
None, None, 6.649,82.7,2016-04-04 05:00:00,11.51,14
None, None, 2.714,80.6,2016-04-04 06:00:00,11.0,14
None, None, 2.693,77.1,2016-04-04 07:00:00,10.23,14
None, None, 2.941,68.51,2016-04-04 08:00:00,11.62,14
None, None, 4.36,60.02,2016-04-04 09:00:00,12.32,14
None, None, 3.509,53.87,2016-04-04 10:00:00,12.35,14
None, None, 4.679,49.62,2016-04-04 11:00:00,12.56,14
None, None, 5.451,46.62,2016-04-04 12:00:00,13.25,14
None, None, 5.417,42.25,2016-04-04 13:00:00,13.72,14
None, None, 4.686,40.16,2016-04-04 14:00:00,14.14,14
None, None, 5.649,44.1,2016-04-04 15:00:00,13.63,14
None, None, 4.207,43.05,2016-04-04 16:00:00,13.76,14
None, None, 3.854,41.47,2016-04-04 17:00:00,13.46,14
None, None, 2.83,40.32,2016-04-04 18:00:00,13.26,14
None, None, 1.549,54.61,2016-04-04 19:00:00,11.31,14
None, None, 1.012,54.36,2016-04-04 20:00:00,11.15,14
None, None, 1.427,53.33,2016-04-04 21:00:00,11.0,14
None, None, 1.246,64.24,2016-04-04 22:00:00,10.04,14
None, None, 1.922,66.49,2016-04-04 23:00:00,8.82,14
None, None, 1.918,71.6,2016-04-05 00:00:00,7.73,14
None, None, 1.819,72.2,2016-04-05 01:00:00,7.61,14
None, None, 1.367,72.1,2016-04-05 02:00:00,7.95,14
None, None, 1.993,71.6,2016-04-05 03:00:00,8.3,14
None, None, 2.421,71.8,2016-04-05 04:00:00,8.61,14
None, None, 3.442,74.1,2016-04-05 05:00:00,9.08,14
None, None, 1.465,77.5,2016-04-05 06:00:00,8.76,14
None, None, 1.527,79.8,2016-04-05 07:00:00,8.52,14
None, None, 1.514,81.9,2016-04-05 08:00:00,8.48,14
None, None, 1.434,83.8,2016-04-05 14:00:00,9.2,14
None, None, 1.362,84.9,2016-04-05 15:00:00,9.32,14
None, None, 1.246,86.5,2016-04-05 16:00:00,9.42,14
None, None, 1.437,87.0,2016-04-05 17:00:00,9.48,14
None, None, 1.113,87.5,2016-04-05 18:00:00,9.5,14
None, None, 2.76,90.4,2016-04-05 19:00:00,8.89,14
None, None, 2.643,90.8,2016-04-05 20:00:00,8.83,14
None, None, 3.022,90.7,2016-04-05 21:00:00,8.78,14
None, None, 2.048,89.2,2016-04-05 22:00:00,8.97,14
None, None, 0.883,88.3,2016-04-05 23:00:00,9.18,14
None, None, 1.446,89.1,2016-04-06 00:00:00,9.11,14
None, None, 1.112,89.5,2016-04-06 01:00:00,9.06,14
None, None, 2.06,89.8,2016-04-06 02:00:00,9.07,14
None, None, 1.759,90.4,2016-04-06 03:00:00,8.97,14
None, None, 1.447,90.6,2016-04-06 04:00:00,8.96,14
None, None, 0.759998,90.4,2016-04-06 05:00:00,8.97,14
None, None, 2.78,90.8,2016-04-06 06:00:00,8.97,14
None, None, 2.828,91.9,2016-04-06 07:00:00,8.95,14
None, None, 2.862,92.8,2016-04-06 08:00:00,9.04,14
None, None, 1.784,93.0,2016-04-06 09:00:00,9.16,14
None, None, 2.248,92.4,2016-04-06 10:00:00,9.3,14
None, None, 2.65,89.2,2016-04-06 11:00:00,9.86,14
None, None, 1.929,86.0,2016-04-06 12:00:00,10.57,14
None, None, 2.36,80.2,2016-04-06 13:00:00,11.45,14
None, None, 1.582,72.8,2016-04-06 14:00:00,12.55,14
None, None, 1.691,66.69,2016-04-06 15:00:00,13.45,14
None, None, 2.589,67.38,2016-04-06 16:00:00,13.55,14
None, None, 0.703998,74.3,2016-04-06 17:00:00,13.44,14
None, None, 1.036,72.7,2016-04-06 18:00:00,13.71,14
None, None, 1.217,79.4,2016-04-06 19:00:00,12.6,14
None, None, 2.016,84.7,2016-04-06 20:00:00,11.04,14
None, None, 1.332,86.7,2016-04-06 21:00:00,10.35,14
None, None, 1.53,88.5,2016-04-06 22:00:00,10.08,14
None, None, 1.685,88.2,2016-04-06 23:00:00,10.01,14
None, None, 2.083,88.8,2016-04-07 00:00:00,9.78,14
None, None, 1.829,89.6,2016-04-07 01:00:00,9.16,14
None, None, 1.227,90.6,2016-04-07 02:00:00,8.71,14
None, None, 1.803,91.5,2016-04-07 03:00:00,8.41,14
None, None, 0.493,91.8,2016-04-07 04:00:00,8.06,14
None, None, 1.243,92.5,2016-04-07 05:00:00,7.93,14
None, None, 1.703,92.4,2016-04-07 06:00:00,7.77,14
None, None, 0.841,90.2,2016-04-07 07:00:00,9.2,14
None, None, 1.232,82.9,2016-04-07 08:00:00,11.46,14
None, None, 2.163,76.6,2016-04-07 09:00:00,11.9,14
None, None, 4.717,76.7,2016-04-07 10:00:00,12.12,14
None, None, 4.781,70.9,2016-04-07 11:00:00,12.92,14
None, None, 2.958,62.48,2016-04-07 12:00:00,14.18,14
None, None, 3.652,55.64,2016-04-07 13:00:00,15.71,14
None, None, 2.036,57.21,2016-04-07 14:00:00,16.05,14
None, None, 4.43,51.33,2016-04-07 15:00:00,16.95,14
None, None, 3.579,57.96,2016-04-07 16:00:00,16.58,14
None, None, 0.966,56.24,2016-04-07 17:00:00,17.11,14
None, None, 0.542999,62.13,2016-04-07 18:00:00,16.88,14
None, None, 1.09,69.4,2016-04-07 19:00:00,15.31,14
None, None, 0.558,75.6,2016-04-07 20:00:00,14.0,14
None, None, 0.934,75.8,2016-04-07 21:00:00,12.98,14
None, None, 1.595,70.7,2016-04-07 22:00:00,13.01,14
None, None, 0.497999,70.5,2016-04-07 23:00:00,12.76,14
