CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
None, None, 13.6, 0.0, None, None, None, 7.0, 0.0, 9.5, 9.5, 1086.3, -6999.0, None, None, 6.0, 87.0,2020-09-16 00:00:00, 956.0,38
8.43, 89.1, 13.6, 0.0, 13.71, 0.0, 4.383, 7.0, 0.0, 8.4, 8.4, 1086.4, -6999.0, 7.0, 956.0, 4.0, 89.0,2020-09-16 01:00:00, 956.0,38
7.744, 89.6, 13.6, 0.0, 26.3, 0.0, 10.7, 6.0, 0.0, 7.7, 7.8, 1084.0, -6999.0, 6.0, 954.0, 11.0, 90.0,2020-09-16 02:00:00, 954.0,38
7.48, 90.3, 13.6, 0.0, 20.15, 0.0, 2.097, 6.0, 0.0, 7.5, 7.3, 1085.3, -6999.0, 6.0, 955.0, 2.0, 90.0,2020-09-16 03:00:00, 955.0,38
7.41, 90.6, 13.6, 0.0, 23.18, 0.0, 7.208, 6.0, 0.0, 7.4, 7.3, 1087.6, -6999.0, 6.0, 957.0, 7.0, 91.0,2020-09-16 04:00:00, 957.0,38
7.154, 91.0, 13.6, 0.0, 10.59, 0.0, 6.026, 6.0, 0.0, 7.2, 7.2, 1085.4, -6999.0, 6.0, 955.0, 6.0, 91.0,2020-09-16 05:00:00, 955.0,38
7.471, 91.3, 13.6, 0.0, 15.59, 0.0, 2.176, 6.0, 0.0, 7.5, 7.1, 1086.6, -6999.0, 6.0, 956.0, 2.0, 91.0,2020-09-16 06:00:00, 956.0,38
7.69, 91.1, 7.7, 0.0, 12.83, 0.0, 0.478, 6.0, 0.0, 7.7, 7.3, 1085.5, -6999.0, 6.0, 955.0, 0.0, 91.0,2020-09-16 07:00:00, 955.0,38
9.36, 90.3, 9.4, 0.0, 21.62, 0.0, 4.416, 8.0, 0.0, 9.4, 7.3, 1085.4, -6999.0, 8.0, 955.0, 4.0, 90.0,2020-09-16 08:00:00, 955.0,38
9.87, 90.1, 10.0, 0.0, 29.81, 0.0, 232.3, 8.0, 0.0, 9.9, 7.3, 1085.5, -6999.0, 8.0, 955.0, 232.0, 90.0,2020-09-16 09:00:00, 955.0,38
