RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, 1.1, 0.144, 264.5, -6999.0, 8.7, None, 980.0, 265.0, None, None, -1.0, None, None, None, None, 8.84, None, 14.1, -6999.0, None, 2.816, 0.1, 8.8, 1024.5, -0.1, 0.0,2020-09-16 00:00:00, 980.0,38
None, None, None, 1.0, 0.102, 262.0, -6999.0, 8.5, None, 980.0, 262.0, None, None, -1.0, None, None, None, None, 8.66, None, 14.1, -6999.0, None, 11.02, 0.1, 8.7, 1024.5, -0.2, 0.0,2020-09-16 01:00:00, 980.0,38
None, None, None, 0.1, 0.07, 273.6, -6999.0, 7.6, None, 980.0, 274.0, None, None, 0.0, None, None, None, None, 7.63, None, 14.1, -6999.0, None, 8.12, 0.1, 7.6, 1024.4, 0.0, 0.0,2020-09-16 02:00:00, 980.0,38
None, None, None, 1.3, 0.14, 268.6, -6999.0, 7.2, None, 980.0, 269.0, None, None, -1.0, None, None, None, None, 7.19, None, 14.1, -6999.0, None, 4.755, 0.1, 7.2, 1024.5, -0.2, 0.0,2020-09-16 03:00:00, 980.0,38
None, None, None, 1.2, 0.105, 264.0, -6999.0, 6.5, None, 980.0, 264.0, None, None, 0.0, None, None, None, None, 6.495, None, 14.1, -6999.0, None, 4.725, 0.1, 6.5, 1024.5, 0.0, 0.0,2020-09-16 04:00:00, 980.0,38
None, None, None, 1.7, 0.047, 352.2, -6999.0, 6.1, None, 979.0, 352.0, None, None, 0.0, None, None, None, None, 6.467, None, 14.1, -6999.0, None, 54.83, 0.0, 6.5, 1023.6, -0.1, 0.0,2020-09-16 05:00:00, 979.0,38
None, None, None, 1.0, 0.081, 257.1, -6999.0, 5.8, None, 980.0, 257.0, None, None, 0.0, None, None, None, None, 6.189, None, 14.1, -6999.0, None, 11.52, 0.1, 6.2, 1024.6, 0.0, 0.0,2020-09-16 06:00:00, 980.0,38
None, None, None, 0.8, 0.052, 282.2, -6999.0, 5.4, None, 979.0, 282.0, None, None, -1.0, None, None, None, None, 5.759, None, 6.2, -6999.0, None, 40.05, 0.1, 5.8, 1023.6, -0.2, 0.0,2020-09-16 07:00:00, 979.0,38
None, None, None, 0.1, 0.069, 307.8, -6999.0, 5.2, None, 980.0, 308.0, None, None, 0.0, None, None, None, None, 5.31, None, 6.2, -6999.0, None, 13.31, 0.1, 5.3, 1024.8, 0.0, 0.0,2020-09-16 08:00:00, 980.0,38
None, None, None, 1.0, 0.09, 345.4, -6999.0, 5.2, None, 980.0, 345.0, None, None, -1.0, None, None, None, None, 7.31, None, 7.3, -6999.0, None, 8.31, 0.1, 7.3, 1024.7, 0.1, 0.0,2020-09-16 09:00:00, 980.0,38
None, None, None, 3.5, 0.365, 126.0, -6999.0, 5.2, None, 980.0, 126.0, None, None, -1.0, None, None, None, None, 9.63, None, 9.8, -6999.0, None, 20.88, 0.4, 9.6, 1024.7, 0.2, 0.0,2020-09-16 10:00:00, 980.0,38
