WSPD_SCLR,time,week_of_year
8.45525,2019-04-23 00:00:00,17
8.25233,2019-04-23 01:00:00,17
9.75906,2019-04-23 02:00:00,17
8.24251,2019-04-23 03:00:00,17
6.39104,2019-04-23 04:00:00,17
6.87709,2019-04-23 05:00:00,17
6.47287,2019-04-23 06:00:00,17
7.72498,2019-04-23 07:00:00,17
7.98305,2019-04-23 08:00:00,17
7.93585,2019-04-23 09:00:00,17
7.54418,2019-04-23 10:00:00,17
6.40754,2019-04-23 11:00:00,17
6.93258,2019-04-23 12:00:00,17
7.33024,2019-04-23 13:00:00,17
8.19658,2019-04-23 14:00:00,17
8.00486,2019-04-23 15:00:00,17
7.74162,2019-04-23 16:00:00,17
7.44122,2019-04-23 17:00:00,17
7.00145,2019-04-23 18:00:00,17
6.36213,2019-04-23 19:00:00,17
5.57064,2019-04-23 20:00:00,17
4.69801,2019-04-23 21:00:00,17
4.0955,2019-04-23 22:00:00,17
3.73644,2019-04-23 23:00:00,17
3.76429,2019-04-24 00:00:00,17
3.49552,2019-04-24 01:00:00,17
3.5632,2019-04-24 02:00:00,17
2.9872,2019-04-24 03:00:00,17
3.59979,2019-04-24 04:00:00,17
4.97236,2019-04-24 05:00:00,17
5.16588,2019-04-24 06:00:00,17
5.70649,2019-04-24 07:00:00,17
7.15291,2019-04-24 08:00:00,17
7.07415,2019-04-24 09:00:00,17
7.25862,2019-04-24 10:00:00,17
7.20466,2019-04-24 11:00:00,17
7.55724,2019-04-24 12:00:00,17
7.13326,2019-04-24 13:00:00,17
9.32037,2019-04-24 14:00:00,17
8.9582,2019-04-24 15:00:00,17
5.99202,2019-04-24 16:00:00,17
6.21086,2019-04-24 17:00:00,17
5.62528,2019-04-24 18:00:00,17
7.83183,2019-04-24 19:00:00,17
4.91375,2019-04-24 20:00:00,17
4.7389,2019-04-24 21:00:00,17
3.59336,2019-04-24 22:00:00,17
3.74453,2019-04-24 23:00:00,17
2.98339,2019-04-25 00:00:00,17
3.56248,2019-04-25 01:00:00,17
3.3445,2019-04-25 02:00:00,17
2.55595,2019-04-25 03:00:00,17
3.22461,2019-04-25 04:00:00,17
3.41748,2019-04-25 05:00:00,17
2.89081,2019-04-25 06:00:00,17
3.18432,2019-04-25 07:00:00,17
4.06134,2019-04-25 08:00:00,17
3.86749,2019-04-25 09:00:00,17
2.88052,2019-04-25 10:00:00,17
3.47407,2019-04-25 11:00:00,17
3.30663,2019-04-25 12:00:00,17
3.51352,2019-04-25 13:00:00,17
3.2613,2019-04-25 14:00:00,17
4.00809,2019-04-25 15:00:00,17
4.31777,2019-04-25 16:00:00,17
4.59979,2019-04-25 17:00:00,17
4.17047,2019-04-25 18:00:00,17
3.06898,2019-04-25 19:00:00,17
2.17609,2019-04-25 20:00:00,17
1.71152,2019-04-25 21:00:00,17
1.99226,2019-04-25 22:00:00,17
1.84757,2019-04-25 23:00:00,17
2.39408,2019-04-26 00:00:00,17
1.90143,2019-04-26 01:00:00,17
2.08803,2019-04-26 02:00:00,17
1.52237,2019-04-26 03:00:00,17
1.25451,2019-04-26 04:00:00,17
1.89393,2019-04-26 05:00:00,17
2.14307,2019-04-26 06:00:00,17
1.87735,2019-04-26 07:00:00,17
1.70319,2019-04-26 08:00:00,17
