station_observations
Rain_Tot, Solar_Avg, WindDir_Std, Solar_Std, WS_Avg, WS_Std, Pressure, AirTC, time, RH, WindDir_Avg, DBTCDT
None, 0.0, 24.0, 0.0, 1.638, 0.33, 818.622, 3.924, 2012-07-04 23:00:00, 72.85, 207.0, 16.91
None, 0.0, 27.77, 0.0, 1.535, 0.846, 818.758, 3.655, 2012-07-04 23:15:00, 72.54, 225.4, 17.39
None, 0.0, 87.3, 0.0, 0.978, 0.794, 818.964, 3.436, 2012-07-04 23:30:00, 75.72, 206.3, 17.07
None, 0.0, 68.33, 0.0, 1.26, 0.732, 818.969, 3.779, 2012-07-04 23:45:00, 75.82, 171.4, 17.48
None, 0.0, 20.27, 0.0, 1.275, 0.581, 818.984, 3.98, 2012-07-05 00:00:00, 72.96, 226.2, 17.21
None, 0.0, 20.38, 0.0, 2.008, 0.461, 818.843, 3.441, 2012-07-05 00:15:00, 76.2, 199.8, 17.47
None, 0.0, 16.86, 0.0, 2.029, 0.218, 818.845, 3.247, 2012-07-05 00:30:00, 77.02, 202.2, 17.32
None, 0.0, 9.46, 0.0, 2.432, 0.335, 818.856, 3.251, 2012-07-05 00:45:00, 74.29, 198.9, 16.97
None, 0.0, 16.56, 0.0, 2.225, 0.367, 819.067, 3.985, 2012-07-05 01:00:00, 72.97, 178.8, 18.06
None, 0.0, 27.27, 0.0, 2.009, 0.688, 818.999, 3.936, 2012-07-05 01:15:00, 72.28, 182.2, 17.28
None, 0.0, 91.4, 0.0, 1.497, 0.536, 819.094, 3.055, 2012-07-05 01:30:00, 74.46, 188.6, 16.84
None, 0.0, 26.56, 0.0, 1.231, 0.528, 819.068, 4.034, 2012-07-05 01:45:00, 71.29, 225.9, 16.75
None, 0.0, 54.55, 0.0, 1.283, 0.925, 819.065, 3.936, 2012-07-05 02:00:00, 73.61, 134.1, 16.58
None, 0.0, 18.74, 0.0, 1.097, 0.493, 818.97, 2.718, 2012-07-05 02:15:00, 77.78, 206.1, 17.42
None, 0.0, 25.13, 0.0, 1.59, 0.684, 818.972, 2.816, 2012-07-05 02:30:00, 73.85, 223.5, 17.47
None, 0.0, 27.94, 0.0, 1.626, 0.437, 818.939, 3.061, 2012-07-05 02:45:00, 72.8, 215.3, 16.99
None, 0.0, 15.23, 0.0, 2.319, 0.424, 819.078, 2.866, 2012-07-05 03:00:00, 73.45, 219.4, 17.2
None, 0.0, 15.85, 0.0, 1.549, 0.327, 818.873, 2.622, 2012-07-05 03:15:00, 75.43, 214.1, 17.43
None, 0.0, 26.29, 0.0, 1.717, 0.44, 818.973, 3.695, 2012-07-05 03:30:00, 74.57, 195.1, 16.8
None, 0.0, 18.25, 0.0, 1.447, 0.377, 819.008, 3.158, 2012-07-05 03:45:00, 78.19, 171.0, 17.59
None, 0.0, 17.51, 0.0, 1.702, 0.37, 818.87, 3.402, 2012-07-05 04:00:00, 72.9, 193.2, 16.91
None, 0.0, 32.65, 0.0, 1.295, 0.605, 818.864, 2.961, 2012-07-05 04:15:00, 74.74, 232.8, 16.64
None, 0.0, 34.48, 0.0, 1.967, 0.44, 818.971, 3.548, 2012-07-05 04:30:00, 72.87, 218.9, 17.66
None, 1.783, 28.99, 2.39, 1.095, 0.412, 818.861, 3.496, 2012-07-05 04:45:00, 76.24, 193.8, 16.71
None, 11.4, 89.8, 2.599, 0.919, 0.646, 818.841, 3.489, 2012-07-05 05:00:00, 74.77, 178.5, 16.87
None, 35.18, 15.09, 10.73, 1.292, 0.305, 818.966, 3.876, 2012-07-05 05:15:00, 75.24, 207.1, 17.22
None, 25.15, 36.16, 14.63, 1.019, 0.631, 819.203, 3.582, 2012-07-05 05:30:00, 78.14, 198.0, 16.77
None, 20.04, 92.0, 5.009, 0.876, 0.53, 819.338, 3.533, 2012-07-05 05:45:00, 82.1, 213.5, 16.77
None, 21.89, 26.23, 6.408, 1.571, 0.845, 819.202, 2.997, 2012-07-05 06:00:00, 84.8, 334.2, 16.93
None, 33.64, 40.59, 0.804, 1.98, 0.578, 819.202, 2.997, 2012-07-05 06:15:00, 85.7, 294.3, 16.52
None, 43.35, 12.3, 8.03, 1.332, 0.276, 819.168, 3.143, 2012-07-05 06:30:00, 83.5, 218.4, 17.05
None, 47.51, 84.4, 13.24, 0.466, 0.316, 819.236, 3.338, 2012-07-05 06:45:00, 81.9, 208.3, 17.37
None, 83.5, 66.54, 6.161, 1.762, 0.264, 819.338, 2.948, 2012-07-05 07:00:00, 83.8, 234.5, 16.81
None, 161.4, 21.71, 60.59, 1.107, 0.322, 819.168, 3.192, 2012-07-05 07:15:00, 83.2, 219.4, 17.22
None, 264.2, 19.4, 47.22, 0.16, 0.245, 819.373, 4.265, 2012-07-05 07:30:00, 78.21, 230.1, 16.5
None, 215.7, 28.22, 57.05, 0.621, 0.358, 819.373, 3.875, 2012-07-05 07:45:00, 79.67, 196.5, 16.76
None, 176.1, 16.36, 50.69, 1.244, 0.213, 819.373, 3.924, 2012-07-05 08:00:00, 80.4, 226.5, 16.86
None, 284.0, 22.91, 67.64, 1.178, 0.251, 819.509, 4.705, 2012-07-05 08:15:00, 75.44, 191.3, 16.61
None, 368.0, 24.09, 140.9, 1.177, 0.551, 819.509, 5.095, 2012-07-05 08:30:00, 74.45, 201.9, 16.8
None, 531.6, 23.32, 98.6, 1.218, 0.356, 819.573, 5.24, 2012-07-05 08:45:00, 74.93, 188.1, 15.87
None, 609.3, 12.65, 21.45, 1.54, 0.136, 819.522, 5.319, 2012-07-05 09:00:00, 75.22, 188.7, 16.53
None, 609.5, 11.66, 13.14, 1.754, 0.221, 819.506, 5.118, 2012-07-05 09:15:00, 77.43, 203.5, 17.12
None, 593.8, 14.34, 28.12, 1.811, 0.366, 819.639, 5.654, 2012-07-05 09:30:00, 74.43, 189.5, 17.25
None, 700.1, 7.757, 33.75, 2.0, 0.448, 819.639, 5.264, 2012-07-05 09:45:00, 77.46, 216.6, 16.33
None, 754.3, 12.7, 21.56, 2.147, 0.4, 819.639, 5.507, 2012-07-05 10:00:00, 76.37, 199.8, 16.15
None, 785.9, 17.64, 7.136, 1.831, 0.28, 819.57, 6.434, 2012-07-05 10:15:00, 73.82, 213.0, 16.4
None, 815.0, 12.98, 7.914, 1.986, 0.33, 819.546, 6.62, 2012-07-05 10:30:00, 70.4, 208.6, 16.66
None, 754.2, 6.296, 199.0, 2.416, 0.19, 819.579, 7.291, 2012-07-05 10:45:00, 69.84, 195.7, 16.53
None, 890.0, 5.308, 11.28, 2.108, 0.189, 819.773, 7.384, 2012-07-05 11:00:00, 71.06, 192.2, 16.38
None, 906.0, 8.74, 7.272, 1.927, 0.343, 819.294, 7.238, 2012-07-05 11:15:00, 68.07, 202.3, 16.05
None, 938.0, 3.734, 14.16, 2.637, 0.164, 819.769, 6.846, 2012-07-05 11:30:00, 67.89, 200.7, 16.39
None, 571.5, 7.199, 288.5, 3.136, 0.294, 819.427, 6.31, 2012-07-05 11:45:00, 67.48, 195.1, 16.57
None, 284.4, 4.988, 14.18, 3.245, 0.207, 819.734, 6.7, 2012-07-05 12:00:00, 66.33, 191.9, 16.41
None, 208.6, 38.05, 38.84, 2.921, 0.771, 819.98, 7.824, 2012-07-05 12:15:00, 64.35, 134.4, 16.38
None, 190.6, 161.2, 10.71, 6.519, 1.547, 820.464, 4.23, 2012-07-05 12:30:00, 78.61, 151.3, 16.4
None, 389.8, 136.2, 308.2, 3.674, 0.937, 820.384, 4.969, 2012-07-05 12:45:00, 74.09, 78.49, 16.21
None, 1046.0, 81.2, 153.9, 3.888, 0.298, 820.456, 6.093, 2012-07-05 13:00:00, 71.19, 299.8, 15.92
None, 579.4, 6.665, 228.2, 2.76, 0.81, 820.388, 6.556, 2012-07-05 13:15:00, 65.12, 316.3, 15.74
None, 516.6, 38.56, 215.7, 1.909, 0.676, 820.457, 5.849, 2012-07-05 13:30:00, 70.58, 251.2, 15.64
None, 628.9, 24.85, 293.2, 1.894, 0.225, 820.491, 7.264, 2012-07-05 13:45:00, 62.84, 237.8, 15.64
None, 941.0, 22.66, 246.5, 1.682, 0.392, 820.389, 7.264, 2012-07-05 14:00:00, 68.26, 239.1, 14.82
None, 1024.0, 9.73, 213.3, 2.295, 0.298, 820.982, 7.842, 2012-07-05 14:15:00, 70.19, 222.7, 15.66
None, 298.2, 17.78, 44.53, 2.353, 0.458, 820.263, 5.877, 2012-07-05 14:30:00, 73.08, 218.9, 14.8
None, 627.5, 14.01, 330.2, 2.697, 0.296, 820.328, 6.266, 2012-07-05 14:45:00, 68.75, 208.7, 14.77
None, 393.8, 31.06, 192.3, 2.869, 0.684, 820.474, 8.66, 2012-07-05 15:00:00, 62.69, 157.1, 13.61
None, 168.0, 18.85, 26.32, 3.498, 0.978, 820.957, 7.686, 2012-07-05 15:15:00, 70.97, 159.1, 13.67
None, 152.6, 10.24, 48.94, 3.989, 0.561, 821.263, 6.357, 2012-07-05 15:30:00, 76.91, 141.4, 13.77
None, 490.2, 15.27, 57.26, 2.937, 0.346, 821.273, 6.434, 2012-07-05 15:45:00, 81.4, 132.9, 13.75
None, 397.3, 7.255, 38.57, 3.721, 0.312, 821.207, 6.532, 2012-07-05 16:00:00, 75.93, 174.8, 13.64
None, 588.6, 11.31, 241.1, 3.891, 0.307, 821.241, 7.215, 2012-07-05 16:15:00, 73.85, 164.0, 13.79
None, 153.0, 18.35, 68.66, 3.225, 0.415, 821.48, 4.385, 2012-07-05 16:30:00, 83.1, 194.2, 13.54
None, 77.64, 30.7, 8.16, 2.488, 0.608, 821.684, 5.898, 2012-07-05 16:45:00, 84.8, 185.3, 14.0
None, 169.2, 9.7, 49.34, 3.419, 0.502, 821.548, 6.239, 2012-07-05 17:00:00, 83.5, 157.9, 13.98
None, 597.8, 7.157, 112.1, 3.875, 0.606, 821.309, 6.825, 2012-07-05 17:15:00, 78.69, 145.5, 13.95
None, 479.1, 12.64, 159.6, 3.178, 0.457, 821.343, 5.849, 2012-07-05 17:30:00, 83.6, 182.0, 13.98
None, 479.4, 17.42, 148.5, 2.634, 0.334, 821.343, 6.678, 2012-07-05 17:45:00, 83.2, 189.9, 13.88
None, 361.1, 9.62, 168.8, 3.375, 0.488, 821.343, 6.629, 2012-07-05 18:00:00, 78.62, 161.1, 13.82
None, 392.0, 18.15, 197.2, 3.642, 0.518, 821.48, 6.727, 2012-07-05 18:15:00, 80.6, 158.0, 13.67
None, 408.4, 20.62, 55.27, 3.708, 0.408, 821.48, 5.507, 2012-07-05 18:30:00, 79.58, 208.3, 13.68
None, 399.3, 19.71, 44.28, 2.805, 0.777, 821.343, 5.8, 2012-07-05 18:45:00, 79.78, 197.0, 14.23
None, 330.8, 20.01, 10.35, 3.046, 0.415, 821.207, 5.507, 2012-07-05 19:00:00, 78.62, 202.8, 14.01
None, 302.1, 5.811, 4.982, 3.567, 0.377, 821.207, 5.166, 2012-07-05 19:15:00, 76.61, 219.3, 13.61
None, 249.4, 14.41, 20.8, 2.006, 0.733, 821.207, 6.483, 2012-07-05 19:30:00, 73.1, 186.8, 13.35
None, 208.7, 40.57, 6.406, 1.825, 0.255, 821.343, 5.703, 2012-07-05 19:45:00, 75.25, 193.5, 13.8
None, 182.8, 16.03, 18.24, 2.019, 0.204, 821.343, 4.971, 2012-07-05 20:00:00, 76.61, 216.5, 13.74
None, 59.8, 9.02, 24.29, 2.581, 0.48, 821.207, 5.068, 2012-07-05 20:15:00, 78.55, 181.2, 13.81
None, 28.86, 7.709, 3.594, 2.23, 0.332, 821.207, 4.922, 2012-07-05 20:30:00, 76.0, 212.5, 13.36
None, 26.3, 11.11, 0.654, 2.348, 0.324, 821.283, 5.023, 2012-07-05 20:45:00, 76.07, 180.9, 14.06
None, 25.15, 9.15, 2.749, 2.296, 0.411, 821.313, 5.423, 2012-07-05 21:00:00, 73.86, 187.3, 13.25
None, 12.1, 6.759, 4.596, 2.438, 0.273, 821.481, 4.702, 2012-07-05 21:15:00, 76.77, 187.9, 13.27
None, 2.682, 11.28, 1.604, 2.415, 0.382, 821.486, 4.411, 2012-07-05 21:30:00, 78.55, 191.6, 13.4
None, 0.065, 17.97, 0.189, 2.501, 0.441, 821.555, 4.753, 2012-07-05 21:45:00, 77.46, 183.0, 13.7
None, 0.0, 10.54, 0.0, 1.852, 0.4, 821.726, 5.339, 2012-07-05 22:00:00, 73.81, 198.6, 12.96
None, 0.0, 12.49, 0.0, 2.069, 0.405, 821.555, 5.144, 2012-07-05 22:15:00, 74.69, 192.3, 14.1
None, 0.0, 9.49, 0.0, 2.479, 0.271, 821.692, 5.973, 2012-07-05 22:30:00, 70.67, 178.3, 13.13
None, 0.0, 8.47, 0.0, 2.592, 0.262, 821.726, 5.876, 2012-07-05 22:45:00, 70.84, 181.4, 13.81
None, 0.0, 10.35, 0.0, 2.484, 0.345, 821.726, 6.339, 2012-07-05 23:00:00, 68.76, 174.9, 13.37
None, 0.0, 11.16, 0.0, 2.465, 0.267, 821.692, 4.997, 2012-07-05 23:15:00, 73.7, 177.5, 13.26
None, 0.0, 8.05, 0.0, 2.489, 0.364, 821.692, 5.437, 2012-07-05 23:30:00, 72.58, 178.6, 13.61
None, 0.0, 8.81, 0.0, 2.527, 0.381, 821.828, 4.997, 2012-07-05 23:45:00, 73.12, 178.9, 13.26
None, 0.0, 13.2, 0.0, 2.748, 0.319, 821.828, 5.485, 2012-07-06 00:00:00, 70.26, 202.6, 12.75
None, 0.0, 8.76, 0.0, 2.735, 0.43, 821.692, 4.949, 2012-07-06 00:15:00, 74.62, 190.9, 13.18
None, 0.0, 5.781, 0.0, 2.711, 0.239, 821.692, 5.827, 2012-07-06 00:30:00, 70.98, 188.9, 13.13
None, 0.0, 9.33, 0.0, 2.628, 0.237, 821.828, 5.876, 2012-07-06 00:45:00, 71.42, 195.5, 12.84
None, 0.0, 7.981, 0.0, 1.905, 0.418, 821.828, 6.412, 2012-07-06 01:00:00, 70.16, 208.5, 13.27
None, 0.0, 17.55, 0.0, 1.504, 0.215, 821.896, 5.924, 2012-07-06 01:15:00, 70.43, 231.4, 13.3
None, 0.0, 14.36, 0.0, 1.271, 0.327, 821.964, 5.534, 2012-07-06 01:30:00, 72.24, 238.4, 12.9
None, 0.0, 14.04, 0.0, 1.358, 0.393, 821.828, 5.729, 2012-07-06 01:45:00, 71.38, 205.8, 13.0
None, 0.0, 14.15, 0.0, 1.943, 0.402, 821.828, 6.168, 2012-07-06 02:00:00, 69.47, 199.6, 12.13
None, 0.0, 10.74, 0.0, 1.985, 0.516, 821.828, 5.339, 2012-07-06 02:15:00, 74.18, 192.4, 13.21
None, 0.0, 9.16, 0.0, 2.003, 0.247, 821.828, 5.778, 2012-07-06 02:30:00, 70.5, 197.7, 12.85
None, 0.0, 10.11, 0.0, 1.773, 0.188, 821.692, 5.632, 2012-07-06 02:45:00, 70.94, 197.6, 13.37
None, 0.0, 30.54, 0.0, 1.115, 0.457, 821.692, 5.827, 2012-07-06 03:00:00, 71.83, 183.7, 12.98
None, 0.0, 21.01, 0.0, 1.437, 0.236, 821.692, 5.241, 2012-07-06 03:15:00, 71.73, 216.6, 12.82
None, 0.0, 28.09, 0.0, 0.817, 0.479, 821.692, 5.729, 2012-07-06 03:30:00, 72.41, 258.3, 13.41
None, 0.0, 9.98, 0.0, 1.285, 0.26, 821.692, 5.973, 2012-07-06 03:45:00, 71.38, 211.0, 12.97
None, 0.0, 10.65, 0.0, 1.503, 0.364, 821.692, 6.754, 2012-07-06 04:00:00, 67.02, 213.2, 13.57
None, 0.0, 27.3, 0.0, 0.793, 0.405, 821.828, 6.461, 2012-07-06 04:15:00, 68.52, 228.4, 12.79
None, 0.0, 75.59, 0.0, 0.762, 0.402, 821.964, 5.827, 2012-07-06 04:30:00, 71.32, 243.1, 13.25
None, 0.0, 48.12, 0.0, 0.797, 0.571, 821.896, 5.339, 2012-07-06 04:45:00, 73.7, 237.4, 13.72
None, 3.664, 62.05, 2.405, 1.049, 0.672, 822.067, 6.412, 2012-07-06 05:00:00, 70.02, 218.7, 13.9
None, 15.21, 24.5, 4.241, 1.348, 0.405, 822.101, 5.583, 2012-07-06 05:15:00, 72.24, 228.5, 12.67
None, 24.7, 11.34, 2.674, 2.085, 0.324, 822.101, 5.876, 2012-07-06 05:30:00, 72.07, 189.4, 13.4
None, 36.63, 17.02, 2.519, 1.924, 0.612, 822.169, 6.168, 2012-07-06 05:45:00, 70.36, 199.3, 13.05
None, 36.14, 10.92, 4.563, 2.036, 0.319, 822.305, 5.949, 2012-07-06 06:00:00, 69.92, 194.5, 12.75
None, 30.38, 10.24, 4.15, 1.502, 0.314, 822.305, 6.071, 2012-07-06 06:15:00, 70.43, 195.4, 13.07
None, 40.98, 5.558, 1.06, 1.613, 0.299, 822.442, 6.51, 2012-07-06 06:30:00, 68.52, 194.0, 13.49
None, 40.13, 19.68, 0.904, 1.341, 0.492, 822.578, 5.729, 2012-07-06 06:45:00, 71.93, 208.9, 13.03
None, 44.39, 18.65, 1.589, 1.348, 0.32, 822.715, 6.559, 2012-07-06 07:00:00, 67.94, 197.3, 12.87
None, 212.0, 13.12, 116.2, 1.609, 0.181, 822.715, 6.754, 2012-07-06 07:15:00, 69.3, 206.3, 12.66
None, 319.3, 14.62, 91.6, 1.486, 0.294, 822.715, 6.754, 2012-07-06 07:30:00, 69.2, 215.3, 13.14
None, 392.8, 8.69, 12.64, 1.439, 0.261, 822.97, 7.577, 2012-07-06 07:45:00, 65.27, 208.9, 12.88
None, 440.9, 8.28, 15.37, 1.554, 0.201, 822.785, 6.828, 2012-07-06 08:00:00, 68.87, 210.8, 13.23
None, 459.8, 9.46, 77.28, 1.683, 0.236, 822.845, 7.264, 2012-07-06 08:15:00, 70.54, 206.5, 12.72
None, 470.5, 9.46, 80.1, 1.777, 0.285, 822.912, 6.873, 2012-07-06 08:30:00, 71.22, 208.4, 13.33
None, 545.3, 10.18, 46.53, 2.833, 0.337, 822.844, 7.264, 2012-07-06 08:45:00, 69.83, 191.2, 13.53
None, 594.7, 5.836, 10.42, 2.746, 0.177, 822.971, 6.675, 2012-07-06 09:00:00, 70.78, 195.8, 13.41
None, 630.8, 16.37, 9.97, 2.723, 0.261, 822.967, 7.527, 2012-07-06 09:15:00, 69.17, 203.8, 13.51
None, 665.6, 21.66, 9.34, 2.54, 0.375, 822.934, 7.393, 2012-07-06 09:30:00, 70.05, 209.6, 13.04
None, 698.7, 13.74, 11.0, 2.461, 0.255, 822.924, 7.682, 2012-07-06 09:45:00, 70.63, 221.4, 13.56
None, 726.6, 16.91, 24.76, 2.65, 0.435, 822.914, 7.923, 2012-07-06 10:00:00, 72.09, 217.9, 13.67
None, 759.0, 21.11, 8.89, 2.561, 0.631, 823.11, 7.871, 2012-07-06 10:15:00, 67.25, 227.6, 13.64
None, 790.5, 12.69, 8.14, 2.993, 0.379, 823.279, 8.36, 2012-07-06 10:30:00, 67.11, 198.7, 12.95
None, 820.0, 9.37, 10.7, 2.983, 0.379, 823.654, 9.04, 2012-07-06 10:45:00, 65.61, 202.1, 12.9
None, 798.3, 16.22, 126.9, 3.007, 0.566, 823.518, 7.797, 2012-07-06 11:00:00, 64.08, 197.5, 13.11
None, 776.9, 10.79, 206.3, 3.541, 0.832, 823.177, 8.46, 2012-07-06 11:15:00, 61.18, 224.6, 14.0
None, 788.3, 7.377, 299.3, 3.964, 0.617, 823.313, 7.968, 2012-07-06 11:30:00, 63.26, 225.5, 13.01
None, 855.0, 11.42, 257.4, 3.811, 0.403, 823.177, 8.31, 2012-07-06 11:45:00, 64.38, 215.2, 13.39
None, 950.0, 7.528, 98.2, 3.443, 0.381, 823.313, 8.65, 2012-07-06 12:00:00, 62.27, 211.7, 13.51
None, 953.0, 12.06, 9.18, 2.822, 0.515, 824.063, 9.09, 2012-07-06 12:15:00, 65.1, 204.0, 13.97
None, 997.0, 13.82, 11.43, 3.613, 0.595, 823.552, 9.48, 2012-07-06 12:30:00, 62.47, 206.0, 12.9
None, 1030.0, 11.91, 10.13, 3.916, 0.865, 823.586, 10.8, 2012-07-06 12:45:00, 48.7, 194.8, 14.53
None, 994.0, 17.86, 81.5, 3.499, 0.623, 823.586, 9.58, 2012-07-06 13:00:00, 59.99, 202.7, 12.92
None, 854.0, 13.03, 275.6, 3.779, 0.324, 823.654, 9.67, 2012-07-06 13:15:00, 61.93, 202.5, 13.38
None, 1012.0, 10.46, 10.83, 3.073, 0.496, 823.586, 9.14, 2012-07-06 13:30:00, 64.89, 205.7, 13.66
None, 992.0, 6.306, 34.0, 3.477, 0.301, 823.654, 8.75, 2012-07-06 13:45:00, 63.7, 205.9, 13.18
None, 954.0, 11.07, 13.67, 3.076, 0.293, 823.654, 8.7, 2012-07-06 14:00:00, 67.25, 206.7, 13.84
None, 877.0, 21.95, 123.8, 3.008, 0.791, 823.586, 10.41, 2012-07-06 14:15:00, 54.12, 206.3, 14.78
None, 911.0, 12.35, 4.543, 3.679, 0.994, 823.586, 10.06, 2012-07-06 14:30:00, 60.91, 218.2, 13.46
None, 898.0, 10.28, 2.654, 3.724, 0.299, 823.586, 9.24, 2012-07-06 14:45:00, 62.71, 204.4, 13.48
None, 885.0, 8.2, 9.15, 3.531, 0.207, 823.586, 9.48, 2012-07-06 15:00:00, 62.92, 205.2, 12.67
None, 856.0, 7.958, 7.186, 3.427, 0.315, 823.552, 9.58, 2012-07-06 15:15:00, 61.18, 203.1, 12.99
None, 808.0, 6.969, 72.71, 3.276, 0.413, 823.654, 8.55, 2012-07-06 15:30:00, 63.16, 208.4, 13.0
None, 798.6, 6.491, 7.352, 3.675, 0.261, 823.654, 9.53, 2012-07-06 15:45:00, 61.15, 201.8, 13.74
None, 775.6, 8.85, 7.33, 3.636, 0.342, 823.313, 7.578, 2012-07-06 16:00:00, 65.47, 208.9, 13.26
None, 740.4, 6.223, 11.04, 3.646, 0.407, 823.177, 8.5, 2012-07-06 16:15:00, 63.53, 206.3, 12.95
None, 705.8, 8.92, 11.18, 3.686, 0.53, 823.518, 8.8, 2012-07-06 16:30:00, 60.67, 206.0, 13.23
None, 667.7, 6.995, 9.13, 3.765, 0.439, 823.279, 8.31, 2012-07-06 16:45:00, 60.43, 209.6, 13.03
None, 630.4, 7.303, 18.48, 3.999, 0.405, 823.381, 8.36, 2012-07-06 17:00:00, 62.51, 215.2, 14.07
None, 553.0, 13.53, 133.9, 3.621, 0.307, 823.381, 8.65, 2012-07-06 17:15:00, 60.43, 212.2, 13.31
None, 553.1, 8.01, 61.57, 3.721, 0.417, 823.245, 8.24, 2012-07-06 17:30:00, 60.94, 205.7, 13.87
None, 526.9, 7.557, 14.56, 3.541, 0.329, 823.381, 8.21, 2012-07-06 17:45:00, 59.99, 206.0, 13.69
None, 471.9, 12.89, 40.02, 3.92, 0.453, 823.52, 8.6, 2012-07-06 18:00:00, 58.18, 212.9, 12.95
None, 341.6, 9.85, 67.75, 3.536, 0.462, 823.52, 7.628, 2012-07-06 18:15:00, 63.7, 214.7, 13.06
None, 238.4, 5.712, 46.48, 3.368, 0.306, 823.667, 7.436, 2012-07-06 18:30:00, 61.25, 210.4, 13.64
None, 298.7, 10.97, 46.41, 3.668, 0.334, 823.67, 8.27, 2012-07-06 18:45:00, 60.2, 209.6, 13.54
None, 304.1, 12.24, 41.89, 3.459, 0.237, 823.676, 8.12, 2012-07-06 19:00:00, 61.73, 206.3, 13.15
None, 273.5, 10.05, 31.91, 3.65, 0.468, 823.687, 8.08, 2012-07-06 19:15:00, 59.45, 211.3, 13.2
None, 170.9, 13.53, 16.0, 4.173, 0.414, 823.819, 8.66, 2012-07-06 19:30:00, 59.01, 208.2, 13.56
None, 88.1, 11.4, 36.01, 3.216, 0.515, 823.803, 7.79, 2012-07-06 19:45:00, 59.35, 213.8, 13.18
None, 74.83, 10.65, 24.09, 3.452, 0.363, 823.927, 8.29, 2012-07-06 20:00:00, 57.75, 196.9, 13.35
None, 74.63, 11.94, 18.87, 3.287, 0.522, 823.933, 8.39, 2012-07-06 20:15:00, 57.52, 207.6, 13.12
None, 45.61, 8.12, 2.876, 3.426, 0.234, 824.003, 7.264, 2012-07-06 20:30:00, 61.54, 202.3, 13.45
None, 41.21, 11.45, 2.893, 2.904, 0.499, 824.139, 8.82, 2012-07-06 20:45:00, 55.23, 202.4, 12.84
None, 21.47, 19.15, 6.416, 2.556, 0.677, 824.139, 9.17, 2012-07-06 21:00:00, 53.19, 206.6, 12.5
None, 9.14, 18.13, 3.451, 2.288, 0.507, 824.139, 8.19, 2012-07-06 21:15:00, 56.56, 242.2, 13.47
None, 1.308, 13.51, 1.24, 2.552, 0.529, 824.276, 9.65, 2012-07-06 21:30:00, 51.28, 217.6, 13.26
None, 0.0, 8.24, 0.0, 2.565, 0.344, 824.412, 8.68, 2012-07-06 21:45:00, 54.89, 232.4, 13.52
None, 0.0, 11.69, 0.0, 2.886, 0.429, 824.412, 8.78, 2012-07-06 22:00:00, 54.76, 218.9, 12.76
None, 0.0, 14.39, 0.0, 2.903, 0.566, 824.412, 9.12, 2012-07-06 22:15:00, 52.61, 216.4, 12.94
None, 0.0, 19.55, 0.0, 2.445, 0.517, 824.412, 8.43, 2012-07-06 22:30:00, 55.2, 224.9, 12.93
None, 0.0, 10.05, 0.0, 2.215, 0.435, 824.412, 9.07, 2012-07-06 22:45:00, 52.2, 234.5, 13.27
None, 0.0, 10.22, 0.0, 2.387, 0.324, 824.276, 8.29, 2012-07-06 23:00:00, 57.48, 237.0, 13.12
None, 0.0, 7.729, 0.0, 2.363, 0.263, 824.276, 8.78, 2012-07-06 23:15:00, 53.02, 237.3, 14.0
None, 0.0, 11.26, 0.0, 2.421, 0.37, 824.276, 9.36, 2012-07-06 23:30:00, 51.24, 232.8, 13.52
None, 0.0, 6.729, 0.0, 2.231, 0.196, 824.139, 9.36, 2012-07-06 23:45:00, 50.77, 245.6, 12.83
None, 0.0, 13.18, 0.0, 2.217, 0.441, 824.139, 9.09, 2012-07-07 00:00:00, 51.52, 228.3, 13.04
None, 0.0, 18.64, 0.0, 1.85, 0.302, 824.003, 8.87, 2012-07-07 00:15:00, 52.1, 236.3, 13.14
None, 0.0, 13.51, 0.0, 1.896, 0.49, 824.003, 8.29, 2012-07-07 00:30:00, 53.9, 228.7, 13.47
None, 0.0, 11.93, 0.0, 2.272, 0.522, 824.003, 8.29, 2012-07-07 00:45:00, 55.1, 226.9, 12.71
None, 0.0, 11.75, 0.0, 2.452, 0.486, 824.003, 8.09, 2012-07-07 01:00:00, 55.1, 226.4, 13.5
None, 0.0, 8.87, 0.0, 2.616, 0.447, 824.003, 7.947, 2012-07-07 01:15:00, 55.61, 224.5, 12.59
None, 0.0, 9.09, 0.0, 2.262, 0.565, 824.003, 7.947, 2012-07-07 01:30:00, 57.72, 228.4, 12.92
None, 0.0, 9.75, 0.0, 2.375, 0.532, 824.003, 7.459, 2012-07-07 01:45:00, 58.95, 227.8, 13.35
None, 0.0, 13.14, 0.0, 2.299, 0.385, 824.139, 8.58, 2012-07-07 02:00:00, 53.32, 234.2, 13.65
None, 0.0, 14.56, 0.0, 2.041, 0.317, 824.139, 8.09, 2012-07-07 02:15:00, 56.73, 240.8, 12.38
None, 0.0, 14.56, 0.0, 2.19, 0.316, 824.003, 7.678, 2012-07-07 02:30:00, 56.15, 239.6, 13.04
None, 0.0, 17.46, 0.0, 2.479, 0.332, 824.006, 8.58, 2012-07-07 02:45:00, 53.19, 223.7, 13.09
None, 0.0, 17.05, 0.0, 1.869, 0.446, 824.152, 8.29, 2012-07-07 03:00:00, 54.59, 239.0, 13.04
None, 0.0, 17.21, 0.0, 1.945, 0.367, 824.146, 8.24, 2012-07-07 03:15:00, 53.16, 226.3, 13.32
