station_observations
Rain_Tot, WS_Std, Pressure, AirTC, time, RH, WindDir_Avg, DBTCDT
0.0, 0.207, 852.16, 3.514, 2012-02-04 17:15:00, 32.26, 153.6, 129.9
0.0, 0.248, 852.178, 3.612, 2012-02-04 17:30:00, 32.4, 153.4, 129.6
0.0, 0.188, 852.043, 2.728, 2012-02-04 17:45:00, 36.1, 172.6, 130.0
0.0, 0.234, 851.907, 2.139, 2012-02-04 18:00:00, 39.33, 197.9, 129.9
0.0, 0.326, 851.78, 1.746, 2012-02-04 18:15:00, 40.49, 159.9, 129.6
0.0, 0.25, 851.925, 1.557, 2012-02-04 18:30:00, 41.73, 168.6, 130.1
0.0, 0.321, 851.91, 1.475, 2012-02-04 18:45:00, 42.43, 161.8, 130.1
0.0, 0.32, 851.923, 1.384, 2012-02-04 19:00:00, 43.67, 161.4, 130.1
0.0, 0.285, 852.207, 2.478, 2012-02-05 12:15:00, 36.53, 139.3, 129.2
0.0, 0.376, 852.313, 2.643, 2012-02-05 12:30:00, 34.8, 133.0, 129.1
0.0, 0.276, 852.378, 2.729, 2012-02-05 12:45:00, 38.98, 160.5, 129.1
0.0, 0.411, 852.422, 2.728, 2012-02-05 13:00:00, 38.23, 173.0, 128.9
0.0, 0.341, 852.459, 2.237, 2012-02-05 13:15:00, 40.91, 200.4, 129.2
0.0, 0.331, 852.385, 2.434, 2012-02-05 13:30:00, 39.05, 168.4, 129.0
0.0, 0.349, 852.316, 2.63, 2012-02-05 13:45:00, 39.74, 202.7, 128.9
0.0, 0.301, 852.18, 3.023, 2012-02-05 14:00:00, 39.26, 137.1, 129.0
0.0, 0.285, 852.316, 2.925, 2012-02-05 14:15:00, 39.33, 119.0, 128.8
0.0, 0.189, 852.25, 2.974, 2012-02-05 14:30:00, 37.54, 124.0, 128.9
0.0, 0.235, 852.12, 2.335, 2012-02-05 14:45:00, 39.26, 125.6, 129.0
0.0, 0.207, 852.054, 2.63, 2012-02-05 15:00:00, 37.06, 95.2, 129.0
0.0, 0.237, 852.113, 3.219, 2012-02-05 15:15:00, 34.73, 137.9, 128.8
0.0, 0.207, 852.18, 3.514, 2012-02-05 15:30:00, 34.32, 134.3, 128.9
0.0, 0.263, 852.316, 2.826, 2012-02-05 15:45:00, 36.44, 143.1, 129.0
0.0, 0.188, 852.316, 2.728, 2012-02-05 16:00:00, 37.06, 130.0, 129.0
0.0, 0.186, 852.316, 3.416, 2012-02-05 16:15:00, 33.91, 133.5, 128.8
0.0, 0.235, 852.452, 3.219, 2012-02-05 16:30:00, 42.07, 237.7, 128.6
0.0, 0.213, 852.418, 1.55, 2012-02-05 16:45:00, 49.62, 231.9, 128.8
0.0, 0.187, 852.384, 0.862, 2012-02-05 17:00:00, 46.26, 178.3, 129.1
0.0, 0.263, 852.324, 0.371, 2012-02-05 17:15:00, 47.98, 168.2, 128.9
0.0, 0.229, 852.227, 0.483, 2012-02-05 17:30:00, 44.83, 135.4, 129.0
0.0, 0.192, 852.256, 0.201, 2012-02-05 17:45:00, 46.48, 142.3, 129.0
0.0, 0.139, 852.129, 0.321, 2012-02-05 18:00:00, 45.12, 144.7, 129.0
0.0, 0.223, 852.129, 0.127, 2012-02-05 18:15:00, 47.32, 118.3, 128.9
0.0, 0.263, 852.266, 0.028, 2012-02-05 18:30:00, 47.8, 161.1, 129.0
0.0, 0.249, 852.13, 0.127, 2012-02-05 18:45:00, 49.66, 164.9, 129.0
0.0, 0.159, 852.13, 0.127, 2012-02-05 19:00:00, 48.83, 205.1, 129.1
0.0, 0.148, 852.266, 0.225, 2012-02-05 19:15:00, 48.76, 206.2, 128.9
0.0, 0.108, 852.407, 0.127, 2012-02-05 19:30:00, 49.31, 191.4, 128.9
0.0, 0.142, 851.921, 2.185, 2012-02-06 13:00:00, 35.99, 106.9, 127.9
0.0, 0.186, 851.833, 2.253, 2012-02-06 13:15:00, 36.38, 112.4, 128.0
0.0, 0.278, 851.791, 2.239, 2012-02-06 13:30:00, 35.48, 107.4, 127.9
0.0, 0.299, 851.637, 2.434, 2012-02-06 13:45:00, 35.14, 118.3, 127.9
0.0, 0.226, 851.635, 2.237, 2012-02-06 14:00:00, 39.53, 113.0, 127.9
0.0, 0.252, 851.534, 2.63, 2012-02-06 14:15:00, 34.59, 113.9, 127.9
0.0, 0.18, 851.555, 2.638, 2012-02-06 14:30:00, 34.8, 119.5, 127.9
0.0, 0.232, 851.414, 2.836, 2012-02-06 14:45:00, 33.64, 99.6, 127.8
0.0, 0.22, 851.404, 2.535, 2012-02-06 15:00:00, 34.59, 93.8, 127.8
0.0, 0.181, 851.303, 2.336, 2012-02-06 15:15:00, 35.55, 103.8, 127.7
0.0, 0.244, 851.193, 3.121, 2012-02-06 15:30:00, 34.45, 119.1, 127.8
0.0, 0.279, 851.226, 3.416, 2012-02-06 15:45:00, 33.49, 125.3, 127.7
0.0, 0.201, 851.09, 2.434, 2012-02-06 16:00:00, 37.2, 122.2, 127.7
0.0, 0.228, 851.09, 2.728, 2012-02-06 16:15:00, 36.38, 128.7, 127.6
0.0, 0.264, 851.09, 2.777, 2012-02-06 16:30:00, 36.51, 112.8, 127.7
0.0, 0.17, 850.818, 2.728, 2012-02-06 16:45:00, 38.16, 125.0, 127.7
0.0, 0.303, 850.818, 2.237, 2012-02-06 17:00:00, 39.53, 136.4, 127.6
0.0, 0.244, 850.681, 1.55, 2012-02-06 17:15:00, 40.91, 134.9, 127.8
0.0, 0.239, 850.681, 1.452, 2012-02-06 17:30:00, 42.0, 134.4, 127.8
0.0, 0.294, 850.577, 0.666, 2012-02-06 17:45:00, 43.86, 126.1, 127.9
0.0, 0.226, 850.567, 0.488, 2012-02-06 18:00:00, 45.04, 135.4, 127.7
0.0, 0.255, 850.558, 0.309, 2012-02-06 18:15:00, 46.97, 145.6, 127.8
0.0, 0.185, 850.562, 0.026, 2012-02-06 18:30:00, 49.45, 118.3, 127.7
0.0, 0.218, 850.494, 0.028, 2012-02-06 18:45:00, 48.76, 132.4, 127.8
0.0, 0.304, 850.324, -0.07, 2012-02-06 19:00:00, 48.7, 128.7, 127.9
0.0, 0.288, 850.221, 0.028, 2012-02-06 19:15:00, 49.04, 133.8, 127.7
0.0, 0.291, 850.221, -0.168, 2012-02-06 19:30:00, 50.41, 127.5, 127.7
0.0, 0.233, 845.349, 1.881, 2012-02-07 13:00:00, 27.33, 146.9, 126.8
0.0, 0.297, 845.301, 1.961, 2012-02-07 13:15:00, 27.46, 117.4, 126.8
0.0, 0.331, 845.266, 2.141, 2012-02-07 13:30:00, 27.45, 127.7, 126.8
0.0, 0.296, 844.963, 2.336, 2012-02-07 13:45:00, 27.11, 137.3, 126.8
0.0, 0.436, 844.967, 2.434, 2012-02-07 14:00:00, 28.0, 146.4, 126.6
0.0, 0.383, 844.849, 2.63, 2012-02-07 14:15:00, 31.71, 124.7, 126.6
0.0, 0.308, 844.766, 3.121, 2012-02-07 14:30:00, 29.86, 124.2, 126.6
0.0, 0.365, 844.725, 3.122, 2012-02-07 14:45:00, 29.38, 119.6, 126.6
0.0, 0.375, 844.496, 2.876, 2012-02-07 15:00:00, 29.58, 118.3, 126.7
0.0, 0.432, 844.552, 3.023, 2012-02-07 15:15:00, 29.86, 111.6, 126.5
0.0, 0.502, 844.55, 3.219, 2012-02-07 15:30:00, 30.2, 130.2, 126.5
0.0, 0.227, 844.55, 3.416, 2012-02-07 15:45:00, 30.47, 115.3, 126.4
0.0, 0.228, 844.414, 2.532, 2012-02-07 16:00:00, 31.02, 116.5, 126.6
0.0, 0.243, 844.278, 2.826, 2012-02-07 16:15:00, 29.65, 124.7, 126.4
0.0, 0.318, 844.278, 3.023, 2012-02-07 16:30:00, 29.79, 124.3, 126.3
0.0, 0.267, 844.278, 2.63, 2012-02-07 16:45:00, 30.89, 110.5, 126.2
0.0, 0.296, 844.142, 1.844, 2012-02-07 17:00:00, 30.61, 122.6, 126.4
0.0, 0.183, 844.005, 1.255, 2012-02-07 17:15:00, 32.6, 99.6, 126.5
0.0, 0.209, 844.008, 1.059, 2012-02-07 17:30:00, 30.95, 114.7, 126.5
0.0, 0.332, 844.181, 0.373, 2012-02-07 17:45:00, 32.6, 106.3, 126.3
0.0, 0.332, 844.071, 0.0, 2012-02-07 18:00:00, 34.12, 106.9, 126.5
0.0, 0.306, 844.087, -0.321, 2012-02-07 18:15:00, 35.57, 110.8, 126.5
0.0, 0.633, 844.157, -0.267, 2012-02-07 18:30:00, 37.22, 117.4, 126.5
0.0, 0.318, 844.225, -0.168, 2012-02-07 18:45:00, 36.06, 129.3, 126.5
0.0, 0.263, 844.225, -0.168, 2012-02-07 19:00:00, 37.23, 125.7, 126.4
0.0, 0.41, 844.234, -0.463, 2012-02-07 19:15:00, 38.12, 121.5, 126.4
0.0, 0.21, 844.258, -0.856, 2012-02-07 19:30:00, 40.8, 135.8, 126.5
0.0, 0.365, 844.16, -0.709, 2012-02-07 19:45:00, 41.21, 132.5, 126.3
0.0, 0.264, 844.17, -0.856, 2012-02-07 20:00:00, 42.58, 116.2, 126.2
0.0, 0.311, 846.423, 0.127, 2012-02-08 12:30:00, 37.98, 88.3, 125.4
0.0, 0.307, 846.407, 0.32, 2012-02-08 12:45:00, 38.94, 127.4, 125.4
0.0, 0.405, 846.406, 1.303, 2012-02-08 13:00:00, 38.46, 125.3, 125.3
0.0, 0.508, 846.406, 0.857, 2012-02-08 13:15:00, 38.94, 123.4, 125.3
0.0, 0.414, 846.527, 0.987, 2012-02-08 13:30:00, 40.78, 125.5, 125.4
0.0, 0.354, 846.519, 1.182, 2012-02-08 13:45:00, 39.07, 112.7, 125.3
0.0, 0.387, 846.656, 1.375, 2012-02-08 14:00:00, 39.82, 110.5, 125.2
0.0, 0.289, 846.724, 1.968, 2012-02-08 14:15:00, 38.86, 120.3, 125.2
0.0, 0.391, 846.728, 2.263, 2012-02-08 14:30:00, 37.69, 138.3, 125.1
0.0, 0.472, 846.866, 0.888, 2012-02-08 14:45:00, 44.49, 124.5, 125.5
0.0, 0.493, 846.864, 1.87, 2012-02-08 15:00:00, 41.95, 119.1, 125.3
0.0, 0.423, 846.893, 1.08, 2012-02-08 15:15:00, 44.01, 122.6, 125.3
0.0, 0.484, 846.887, 1.174, 2012-02-08 15:30:00, 44.9, 131.2, 125.2
0.0, 0.436, 846.987, 1.369, 2012-02-08 15:45:00, 42.84, 129.9, 125.2
0.0, 0.287, 847.091, 1.067, 2012-02-08 16:00:00, 45.1, 117.8, 125.2
0.0, 0.203, 847.321, 0.816, 2012-02-08 16:15:00, 47.08, 128.3, 125.3
0.0, 0.401, 847.461, 0.475, 2012-02-08 16:30:00, 47.5, 130.8, 125.3
0.0, 0.187, 847.613, 0.279, 2012-02-08 16:45:00, 49.76, 126.3, 125.2
0.0, 0.223, 847.739, 0.096, 2012-02-08 17:00:00, 53.55, 124.0, 125.2
0.0, 0.242, 847.811, -0.194, 2012-02-08 17:15:00, 57.53, 138.6, 125.2
0.0, 0.334, 847.83, -0.684, 2012-02-08 17:30:00, 62.27, 126.3, 125.2
0.0, 0.367, 847.836, -0.975, 2012-02-08 17:45:00, 64.68, 109.6, 125.2
0.0, 0.261, 847.939, -1.255, 2012-02-08 18:00:00, 67.03, 123.4, 125.2
0.0, 0.217, 848.177, -1.544, 2012-02-08 18:15:00, 77.54, 121.6, 125.2
0.0, 0.33, 848.45, -1.642, 2012-02-08 18:30:00, 83.9, 140.5, 125.2
0.0, 0.281, 848.79, -1.642, 2012-02-08 18:45:00, 87.2, 126.7, 125.2
0.0, 0.333, 848.893, -2.035, 2012-02-08 19:00:00, 90.5, 123.8, 125.2
0.0, 0.313, 851.043, 0.028, 2012-02-09 12:15:00, 72.73, 73.97, 124.3
0.0, 0.26, 851.005, 0.409, 2012-02-09 12:30:00, 71.14, 93.4, 124.3
0.0, 0.306, 851.024, 1.086, 2012-02-09 12:45:00, 68.38, 106.9, 124.3
0.0, 0.26, 850.889, 1.281, 2012-02-09 13:00:00, 68.25, 90.2, 124.3
0.0, 0.371, 850.737, 1.068, 2012-02-09 13:15:00, 68.57, 102.2, 124.3
0.0, 0.387, 850.565, 1.06, 2012-02-09 13:30:00, 68.36, 117.7, 124.3
0.0, 0.309, 850.549, 1.353, 2012-02-09 13:45:00, 67.19, 125.2, 124.2
0.0, 0.247, 850.554, 1.255, 2012-02-09 14:00:00, 67.54, 131.7, 124.2
0.0, 0.303, 850.425, 1.255, 2012-02-09 14:15:00, 67.95, 119.9, 124.2
0.0, 0.407, 850.164, 1.255, 2012-02-09 14:30:00, 68.09, 98.8, 124.2
0.0, 0.46, 850.167, 1.157, 2012-02-09 14:45:00, 68.63, 93.9, 124.2
0.0, 0.378, 850.028, 0.961, 2012-02-09 15:00:00, 69.87, 125.2, 124.3
0.0, 0.316, 850.023, 1.353, 2012-02-09 15:15:00, 68.98, 105.7, 124.3
0.0, 0.373, 849.95, 1.255, 2012-02-09 15:30:00, 69.11, 122.1, 124.2
0.0, 0.372, 849.867, 0.764, 2012-02-09 15:45:00, 71.04, 111.2, 124.3
0.0, 0.395, 849.728, 1.059, 2012-02-09 16:00:00, 70.01, 109.1, 124.2
0.0, 0.598, 849.597, 0.715, 2012-02-09 16:15:00, 71.59, 97.7, 124.2
0.0, 0.362, 849.6, 0.273, 2012-02-09 16:30:00, 74.26, 107.6, 124.2
0.0, 0.448, 849.474, 0.077, 2012-02-09 16:45:00, 75.09, 93.6, 124.2
0.0, 0.408, 849.377, 0.079, 2012-02-09 17:00:00, 75.5, 115.5, 124.2
0.0, 0.534, 849.648, -0.006, 2012-02-09 17:15:00, 75.79, 122.4, 124.1
0.0, 0.344, 849.638, -0.002, 2012-02-09 17:30:00, 76.2, 127.3, 124.1
0.0, 0.457, 849.381, 0.1, 2012-02-09 17:45:00, 75.52, 118.2, 124.2
0.0, 0.271, 849.073, -0.095, 2012-02-09 18:00:00, 75.8, 104.8, 124.1
0.0, 0.309, 848.908, -0.193, 2012-02-09 18:15:00, 76.0, 119.3, 124.1
0.0, 0.275, 848.583, -0.287, 2012-02-09 18:30:00, 75.8, 120.2, 124.1
0.0, 0.231, 847.972, -0.48, 2012-02-09 18:45:00, 77.25, 114.2, 124.1
0.0, 0.425, 847.973, -0.664, 2012-02-09 19:00:00, 78.57, 111.3, 124.0
0.0, 0.369, 848.45, -0.463, 2012-02-09 19:15:00, 76.79, 112.2, 124.0
0.0, 0.268, 848.722, -0.465, 2012-02-09 19:30:00, 75.75, 112.1, 123.9
0.0, 0.264, 846.333, 2.735, 2012-02-10 12:30:00, 66.03, 136.9, 123.0
0.0, 0.379, 846.118, 2.631, 2012-02-10 12:45:00, 66.85, 126.7, 123.1
0.0, 0.299, 846.117, 3.219, 2012-02-10 13:00:00, 65.2, 100.8, 123.0
0.0, 0.408, 846.151, 3.317, 2012-02-10 13:15:00, 65.61, 99.5, 123.0
0.0, 0.34, 846.185, 3.121, 2012-02-10 13:30:00, 65.0, 116.8, 122.9
0.0, 0.273, 846.049, 3.219, 2012-02-10 13:45:00, 65.2, 101.8, 122.9
0.0, 0.298, 846.049, 2.826, 2012-02-10 14:00:00, 67.81, 96.7, 122.9
0.0, 0.343, 846.049, 3.121, 2012-02-10 14:15:00, 66.09, 117.3, 122.8
0.0, 0.24, 845.912, 2.925, 2012-02-10 14:30:00, 67.4, 126.3, 122.7
0.0, 0.319, 846.049, 3.023, 2012-02-10 14:45:00, 66.71, 120.2, 122.7
0.0, 0.186, 846.049, 2.728, 2012-02-10 15:00:00, 69.05, 122.6, 122.7
0.0, 0.272, 846.049, 2.826, 2012-02-10 15:15:00, 70.56, 120.0, 122.6
0.0, 0.216, 846.049, 3.023, 2012-02-10 15:30:00, 70.62, 119.9, 122.6
0.0, 0.233, 845.913, 3.023, 2012-02-10 15:45:00, 70.76, 141.2, 122.5
0.0, 0.326, 846.049, 3.121, 2012-02-10 16:00:00, 71.17, 128.1, 122.5
0.0, 0.396, 846.049, 2.925, 2012-02-10 16:15:00, 72.07, 129.5, 122.5
0.0, 0.229, 846.049, 2.826, 2012-02-10 16:30:00, 72.89, 130.2, 122.5
0.0, 0.219, 846.049, 2.728, 2012-02-10 16:45:00, 73.58, 113.7, 122.4
0.0, 0.242, 846.049, 2.532, 2012-02-10 17:00:00, 74.06, 127.0, 122.4
0.0, 0.209, 845.913, 2.286, 2012-02-10 17:15:00, 74.74, 133.0, 122.4
0.0, 0.216, 845.913, 2.041, 2012-02-10 17:30:00, 74.95, 139.0, 122.4
0.0, 0.248, 845.913, 1.943, 2012-02-10 17:45:00, 77.28, 133.3, 122.4
0.0, 0.275, 845.913, 1.746, 2012-02-10 18:00:00, 77.14, 124.2, 122.4
0.0, 0.349, 845.64, 0.666, 2012-02-11 14:15:00, 85.3, 218.8, 121.1
0.0, 0.27, 845.504, 1.157, 2012-02-11 14:30:00, 83.2, 181.4, 121.1
0.0, 0.251, 845.232, 1.452, 2012-02-11 14:45:00, 82.2, 158.2, 121.0
0.0, 0.29, 845.095, 1.452, 2012-02-11 15:00:00, 81.9, 124.9, 120.9
0.0, 0.256, 845.095, 1.353, 2012-02-11 15:15:00, 83.0, 202.0, 120.9
0.0, 0.521, 845.027, 0.764, 2012-02-11 15:30:00, 85.1, 184.1, 120.9
0.0, 0.315, 844.891, 1.206, 2012-02-11 15:45:00, 84.2, 185.7, 120.8
0.0, 0.093, 844.891, 1.059, 2012-02-11 16:00:00, 84.8, 197.8, 120.8
0.0, 0.181, 845.027, 0.961, 2012-02-11 16:15:00, 85.1, 214.2, 120.7
0.0, 0.262, 845.027, 0.764, 2012-02-11 16:30:00, 85.9, 178.0, 120.8
0.0, 0.317, 845.095, 0.273, 2012-02-11 16:45:00, 88.5, 257.9, 120.8
0.0, 0.196, 845.095, 0.175, 2012-02-11 17:00:00, 88.9, 211.7, 120.8
0.0, 0.31, 844.959, 0.077, 2012-02-11 17:15:00, 89.6, 194.3, 120.8
0.0, 0.288, 844.959, -0.12, 2012-02-11 17:30:00, 90.6, 249.4, 120.7
0.0, 0.0, 840.814, -1.789, 2012-02-12 10:30:00, 97.3, 243.8, None
0.0, 0.191, 839.814, 2.342, 2012-02-12 13:45:00, 73.24, 145.9, 119.5
0.0, 0.16, 839.649, 1.747, 2012-02-12 14:00:00, 73.1, 149.5, 119.5
0.0, 0.278, 839.51, 1.648, 2012-02-12 14:15:00, 75.36, 204.4, 119.5
0.0, 0.226, 839.51, 1.452, 2012-02-12 14:30:00, 78.52, 76.53, 119.4
0.0, 0.393, 839.373, 1.55, 2012-02-12 14:45:00, 75.22, 168.0, 119.4
0.0, 0.234, 839.373, 1.059, 2012-02-12 15:00:00, 75.22, 221.5, 119.4
0.0, 0.311, 839.373, 0.961, 2012-02-12 15:15:00, 76.39, 254.1, 119.4
0.0, 0.285, 839.237, 0.568, 2012-02-12 15:30:00, 80.1, 257.6, 119.4
0.0, 0.284, 839.237, 0.077, 2012-02-12 15:45:00, 80.7, 236.8, 119.5
0.0, 0.193, 839.237, 0.273, 2012-02-12 16:00:00, 78.59, 288.2, 119.5
0.0, 0.204, 839.101, 0.273, 2012-02-12 16:15:00, 79.75, 276.6, 119.5
0.0, 0.299, 839.101, 0.175, 2012-02-12 16:30:00, 76.87, 268.0, 119.5
0.0, 0.195, 839.105, 0.077, 2012-02-12 16:45:00, 78.79, 272.0, 119.5
0.0, 0.335, 839.117, 0.077, 2012-02-12 17:00:00, 79.89, 265.2, 119.4
0.0, 0.227, 839.128, -0.316, 2012-02-12 17:15:00, 83.9, 245.4, 119.4
0.0, 0.239, 839.012, -0.607, 2012-02-12 17:30:00, 87.3, 240.6, 119.5
0.0, 0.204, 839.021, -0.789, 2012-02-12 17:45:00, 90.0, 239.2, 119.6
0.0, 0.249, 839.022, -1.078, 2012-02-12 18:00:00, 91.5, 241.1, 119.7
0.0, 0.189, 839.033, -1.274, 2012-02-12 18:15:00, 93.9, 251.3, 119.3
