station_observations
Rain_Tot, AirTC, time, RH, DBTCDT
0.0, -15.04, 2012-01-15 09:00:00, 52.58, 0.508
0.0, -15.07, 2012-01-15 09:15:00, 52.48, 0.504
0.0, -15.36, 2012-01-15 09:29:59, 54.09, 0.507
0.0, -15.48, 2012-01-15 09:45:00, 55.93, 0.505
0.0, -15.75, 2012-01-15 10:00:00, 60.51, 0.5
0.0, -15.8, 2012-01-15 10:14:59, 57.14, 0.503
0.0, -16.17, 2012-01-15 10:30:00, 65.71, 0.504
0.0, -16.21, 2012-01-15 10:45:00, 58.54, 0.497
0.0, -16.05, 2012-01-15 10:59:59, 58.45, 0.504
0.0, -16.21, 2012-01-15 11:15:00, 60.53, 0.505
0.0, -16.35, 2012-01-15 11:30:00, 64.9, 0.503
0.0, -16.72, 2012-01-15 11:44:59, 66.03, 0.501
0.0, -16.66, 2012-01-15 12:00:00, 66.78, 0.5
0.0, -16.77, 2012-01-15 12:15:00, 72.01, 0.497
0.0, -16.07, 2012-01-15 12:29:59, 63.84, 0.483
0.0, -16.33, 2012-01-15 12:45:00, 58.89, 0.49
0.0, -16.1, 2012-01-15 13:00:00, 58.68, 0.485
0.0, -16.13, 2012-01-15 13:14:59, 62.27, 0.481
0.0, -16.54, 2012-01-15 13:30:00, 68.32, 0.487
0.0, -16.85, 2012-01-15 13:45:00, 67.43, 0.489
0.0, -16.84, 2012-01-15 13:59:59, 67.26, 0.487
0.0, -16.61, 2012-01-15 14:15:00, 70.27, 0.484
0.0, -16.86, 2012-01-15 14:30:00, 71.22, 0.483
0.0, -16.76, 2012-01-15 14:44:59, 73.07, 0.483
0.0, -16.72, 2012-01-15 15:00:00, 76.08, 0.487
0.0, -16.81, 2012-01-15 15:15:00, 73.76, 0.484
0.0, -17.13, 2012-01-15 15:29:59, 77.31, 0.483
0.0, -17.33, 2012-01-15 15:45:00, 77.93, 0.485
0.0, -17.42, 2012-01-15 16:00:00, 76.87, 0.482
0.0, -17.68, 2012-01-15 16:14:59, 78.14, 0.483
0.0, -17.86, 2012-01-15 16:30:00, 75.11, 0.477
0.0, -18.18, 2012-01-15 16:45:00, 79.44, 0.481
0.0, -18.68, 2012-01-15 16:59:59, 77.67, 0.481
0.0, -18.82, 2012-01-15 17:15:00, 77.23, 0.48
0.0, -18.93, 2012-01-15 17:30:00, 76.69, 0.486
0.0, -18.82, 2012-01-15 17:44:59, 76.04, 0.483
0.0, -19.1, 2012-01-15 18:00:00, 77.34, 0.481
0.0, -19.08, 2012-01-15 18:15:00, 76.32, 0.479
0.0, -19.49, 2012-01-15 18:29:59, 76.42, 0.482
0.0, -19.22, 2012-01-15 18:45:00, 75.1, 0.483
0.0, -19.39, 2012-01-15 19:00:00, 76.88, 0.481
0.0, -19.75, 2012-01-15 19:14:59, 76.47, 0.48
0.0, -19.89, 2012-01-15 19:30:00, 78.24, 0.482
0.0, -19.88, 2012-01-15 19:45:00, 77.7, 0.482
0.0, -19.98, 2012-01-15 19:59:59, 76.84, 0.483
0.0, -20.33, 2012-01-15 20:15:00, 78.62, 0.481
0.0, -20.76, 2012-01-15 20:30:00, 78.19, 0.484
0.0, -21.0, 2012-01-15 20:44:59, 78.26, 0.476
0.0, -20.99, 2012-01-15 21:00:00, 78.94, 0.477
0.0, -21.14, 2012-01-15 21:15:00, 80.5, 0.484
0.0, -21.14, 2012-01-15 21:29:59, 79.9, 0.485
0.0, -20.88, 2012-01-15 21:45:00, 79.79, 0.485
0.0, -20.49, 2012-01-15 22:00:00, 78.8, 0.482
0.0, -20.44, 2012-01-15 22:14:59, 76.0, 0.483
0.0, -20.57, 2012-01-15 22:30:00, 79.38, 0.481
0.0, -20.52, 2012-01-15 22:45:00, 77.16, 0.477
0.0, -20.71, 2012-01-15 22:59:59, 79.69, 0.48
0.0, -20.89, 2012-01-15 23:15:00, 81.4, 0.479
0.0, -20.8, 2012-01-15 23:30:00, 79.54, 0.478
0.0, -20.59, 2012-01-15 23:44:59, 81.3, 0.478
0.0, -20.65, 2012-01-16 00:00:00, 78.48, 0.479
0.0, -20.29, 2012-01-16 00:15:00, 74.89, 0.477
0.0, -20.14, 2012-01-16 00:29:59, 73.32, 0.478
0.0, -20.15, 2012-01-16 00:45:00, 76.12, 0.476
0.0, -20.33, 2012-01-16 01:00:00, 76.43, 0.475
0.0, -20.34, 2012-01-16 01:14:59, 79.16, 0.476
0.0, -20.46, 2012-01-16 01:30:00, 73.28, 0.473
0.0, -20.44, 2012-01-16 01:45:00, 75.7, 0.473
0.0, -20.55, 2012-01-16 01:59:59, 76.83, 0.472
0.0, -20.96, 2012-01-16 02:15:00, 83.1, 0.472
0.0, -21.43, 2012-01-16 02:30:00, 78.17, 0.469
0.0, -20.97, 2012-01-16 02:44:59, 77.59, 0.468
0.0, -21.39, 2012-01-16 03:00:00, 86.4, 0.468
0.0, -21.6, 2012-01-16 03:15:00, 83.8, 0.47
0.0, -21.32, 2012-01-16 03:29:59, 82.1, 0.469
0.0, -21.28, 2012-01-16 03:45:00, 82.9, 0.465
0.0, -21.31, 2012-01-16 04:00:00, 78.24, 0.483
0.0, -21.45, 2012-01-16 04:14:59, 77.83, 0.481
0.0, -21.58, 2012-01-16 04:30:00, 80.4, 0.469
0.0, -21.75, 2012-01-16 04:45:00, 73.42, 0.467
0.0, -21.99, 2012-01-16 04:59:59, 78.24, 0.466
0.0, -22.2, 2012-01-16 05:15:00, 78.76, 0.474
0.0, -22.41, 2012-01-16 05:30:00, 75.42, 0.488
0.0, -22.6, 2012-01-16 05:44:59, 74.56, 0.492
0.0, -22.69, 2012-01-16 06:00:00, 76.0, 0.492
0.0, -22.83, 2012-01-16 06:15:00, 79.38, 0.493
0.0, -22.99, 2012-01-16 06:29:59, 75.04, 0.491
0.0, -23.07, 2012-01-16 06:45:00, 76.92, 0.477
0.0, -23.25, 2012-01-16 07:00:00, 75.04, 0.465
0.0, -23.44, 2012-01-16 07:14:59, 78.53, 0.469
0.0, -23.64, 2012-01-16 07:30:00, 76.38, 0.476
0.0, -23.74, 2012-01-16 07:45:00, 77.64, 0.466
0.0, -23.73, 2012-01-16 07:59:59, 77.07, 0.464
0.0, -23.84, 2012-01-16 08:15:00, 76.77, 0.469
0.0, -24.02, 2012-01-16 08:30:00, 79.41, 0.486
0.0, -24.14, 2012-01-16 08:44:59, 78.9, 0.489
0.0, -24.21, 2012-01-16 09:00:00, 76.64, 0.478
0.0, -24.38, 2012-01-16 09:15:00, 75.82, 0.481
0.0, -24.62, 2012-01-16 09:29:59, 79.31, 0.481
0.0, -24.65, 2012-01-16 09:45:00, 77.12, 0.476
0.0, -24.75, 2012-01-16 10:00:00, 77.12, 0.459
0.0, -24.81, 2012-01-16 10:14:59, 75.79, 0.483
0.0, -24.81, 2012-01-16 10:30:00, 73.8, 0.483
0.0, -24.95, 2012-01-16 10:45:00, 70.93, 0.475
0.0, -24.78, 2012-01-16 10:59:59, 73.12, 0.478
0.0, -24.7, 2012-01-16 11:15:00, 71.82, 0.476
0.0, -24.87, 2012-01-16 11:30:00, 69.32, 0.474
0.0, -24.82, 2012-01-16 11:44:59, 70.14, 0.475
0.0, -25.0, 2012-01-16 12:00:00, 67.17, 0.476
0.0, -25.16, 2012-01-16 12:15:00, 66.08, 0.465
0.0, -25.2, 2012-01-16 12:29:59, 67.48, 0.469
0.0, -25.34, 2012-01-16 12:45:00, 66.32, 0.471
0.0, -25.49, 2012-01-16 13:00:00, 65.75, 0.471
0.0, -25.65, 2012-01-16 13:14:59, 64.08, 0.479
0.0, -25.58, 2012-01-16 13:30:00, 66.34, 0.469
0.0, -25.62, 2012-01-16 13:45:00, 62.13, 0.476
0.0, -25.65, 2012-01-16 13:59:59, 60.83, 0.47
0.0, -25.63, 2012-01-16 14:15:00, 57.41, 0.473
0.0, -25.65, 2012-01-16 14:30:00, 57.92, 0.473
0.0, -25.68, 2012-01-16 14:44:59, 55.76, 0.474
0.0, -25.67, 2012-01-16 15:00:00, 59.08, 0.472
0.0, -25.73, 2012-01-16 15:15:00, 54.67, 0.469
0.0, -25.8, 2012-01-16 15:29:59, 56.14, 0.473
0.0, -25.73, 2012-01-16 15:45:00, 54.33, 0.471
0.0, -25.75, 2012-01-16 16:00:00, 56.66, 0.472
0.0, -25.9, 2012-01-16 16:14:59, 53.11, 0.471
0.0, -25.93, 2012-01-16 16:30:00, 57.36, 0.473
0.0, -26.06, 2012-01-16 16:45:00, 53.08, 0.479
0.0, -26.35, 2012-01-16 16:59:59, 54.14, 0.473
0.0, -26.48, 2012-01-16 17:15:00, 54.14, 0.471
0.0, -26.71, 2012-01-16 17:30:00, 56.16, 0.471
0.0, -26.69, 2012-01-16 17:44:59, 53.8, 0.473
0.0, -26.68, 2012-01-16 18:00:00, 54.59, 0.472
0.0, -26.63, 2012-01-16 18:15:00, 54.62, 0.471
0.0, -26.66, 2012-01-16 18:29:59, 54.65, 0.467
0.0, -26.71, 2012-01-16 18:45:00, 55.72, 0.471
0.0, -26.85, 2012-01-16 19:00:00, 52.77, 0.47
0.0, -26.86, 2012-01-16 19:14:59, 54.0, 0.477
0.0, -27.0, 2012-01-16 19:30:00, 55.07, 0.474
0.0, -27.03, 2012-01-16 19:45:00, 55.17, 0.473
0.0, -27.03, 2012-01-16 19:59:59, 58.25, 0.474
0.0, -27.1, 2012-01-16 20:15:00, 57.36, 0.471
0.0, -27.17, 2012-01-16 20:30:00, 59.21, 0.475
0.0, -27.34, 2012-01-16 20:44:59, 59.41, 0.481
0.0, -27.36, 2012-01-16 21:00:00, 59.41, 0.473
0.0, -27.45, 2012-01-16 21:15:00, 57.09, 0.473
0.0, -27.57, 2012-01-16 21:29:59, 57.92, 0.473
0.0, -27.64, 2012-01-16 21:45:00, 56.38, 0.474
0.0, -27.72, 2012-01-16 22:00:00, 56.11, 0.47
0.0, -27.72, 2012-01-16 22:14:59, 56.97, 0.47
0.0, -27.83, 2012-01-16 22:30:00, 58.03, 0.47
0.0, -27.89, 2012-01-16 22:45:00, 56.56, 0.47
0.0, -27.97, 2012-01-16 22:59:59, 56.93, 0.473
0.0, -28.13, 2012-01-16 23:15:00, 56.83, 0.475
0.0, -28.1, 2012-01-16 23:30:00, 56.45, 0.472
0.0, -28.13, 2012-01-16 23:44:59, 56.69, 0.465
0.0, -28.38, 2012-01-17 00:00:00, 56.28, 0.471
0.0, -28.42, 2012-01-17 00:15:00, 54.06, 0.473
0.0, -28.43, 2012-01-17 00:29:59, 56.35, 0.472
0.0, -28.66, 2012-01-17 00:45:00, 54.98, 0.464
0.0, -28.96, 2012-01-17 01:00:00, 57.8, 0.472
0.0, -28.93, 2012-01-17 01:14:59, 57.64, 0.472
0.0, -29.16, 2012-01-17 01:30:00, 58.84, 0.472
0.0, -29.37, 2012-01-17 01:45:00, 57.16, 0.465
0.0, -29.21, 2012-01-17 01:59:59, 63.15, 0.479
0.0, -29.11, 2012-01-17 02:15:00, 55.79, 0.471
0.0, -29.26, 2012-01-17 02:30:00, 63.94, 0.47
0.0, -28.97, 2012-01-17 02:44:59, 59.42, 0.466
0.0, -29.13, 2012-01-17 03:00:00, 56.03, 0.473
0.0, -28.82, 2012-01-17 03:15:00, 52.5, 0.471
0.0, -28.64, 2012-01-17 03:29:59, 54.86, 0.469
0.0, -28.79, 2012-01-17 03:45:00, 55.55, 0.467
0.0, -28.61, 2012-01-17 04:00:00, 55.03, 0.47
0.0, -29.15, 2012-01-17 04:14:59, 61.58, 0.47
0.0, -29.29, 2012-01-17 04:30:00, 57.02, 0.468
0.0, -28.85, 2012-01-17 04:45:00, 57.57, 0.47
0.0, -29.51, 2012-01-17 04:59:59, 65.07, 0.466
0.0, -29.35, 2012-01-17 05:15:00, 60.65, 0.463
0.0, -29.21, 2012-01-17 05:30:00, 55.99, 0.471
0.0, -28.89, 2012-01-17 05:44:59, 55.45, 0.473
0.0, -29.32, 2012-01-17 06:00:00, 61.54, 0.468
0.0, -29.54, 2012-01-17 06:15:00, 64.32, 0.469
0.0, -29.71, 2012-01-17 06:29:59, 62.77, 0.466
0.0, -29.57, 2012-01-17 06:45:00, 54.52, 0.47
0.0, -28.95, 2012-01-17 07:00:00, 53.22, 0.468
0.0, -29.13, 2012-01-17 07:14:59, 61.37, 0.472
0.0, -28.94, 2012-01-17 07:30:00, 50.27, 0.475
0.0, -28.61, 2012-01-17 07:45:00, 48.25, 0.467
0.0, -28.61, 2012-01-17 07:59:59, 47.53, 0.473
0.0, -28.96, 2012-01-17 08:15:00, 46.54, 0.467
0.0, -28.76, 2012-01-17 08:30:00, 44.38, 0.469
0.0, -28.76, 2012-01-17 08:44:59, 46.1, 0.467
0.0, -28.89, 2012-01-17 09:00:00, 47.88, 0.471
0.0, -28.86, 2012-01-17 09:15:00, 46.13, 0.477
0.0, -28.95, 2012-01-17 09:29:59, 53.94, 0.467
0.0, -29.25, 2012-01-17 09:45:00, 45.99, 0.471
0.0, -29.13, 2012-01-17 10:00:00, 50.58, 0.468
0.0, -29.54, 2012-01-17 10:14:59, 57.57, 0.465
0.0, -28.77, 2012-01-17 10:30:00, 45.72, 0.465
0.0, -28.38, 2012-01-17 10:45:00, 44.18, 0.472
0.0, -28.14, 2012-01-17 10:59:59, 45.0, 0.465
0.0, -28.27, 2012-01-17 11:15:00, 44.11, 0.467
0.0, -28.46, 2012-01-17 11:30:00, 47.29, 0.465
0.0, -28.61, 2012-01-17 11:44:59, 52.56, 0.471
0.0, -28.75, 2012-01-17 12:00:00, 48.49, 0.469
0.0, -28.22, 2012-01-17 12:15:00, 43.11, 0.471
0.0, -27.93, 2012-01-17 12:29:59, 42.84, 0.468
0.0, -27.62, 2012-01-17 12:45:00, 43.31, 0.469
0.0, -27.45, 2012-01-17 13:00:00, 43.03, 0.471
0.0, -27.42, 2012-01-17 13:14:59, 48.82, 0.474
0.0, -27.58, 2012-01-17 13:30:00, 53.68, 0.468
0.0, -27.41, 2012-01-17 13:45:00, 46.73, 0.466
0.0, -27.44, 2012-01-17 13:59:59, 50.63, 0.469
0.0, -27.51, 2012-01-17 14:15:00, 49.91, 0.477
0.0, -27.75, 2012-01-17 14:30:00, 51.28, 0.467
0.0, -27.53, 2012-01-17 14:44:59, 49.47, 0.474
0.0, -27.22, 2012-01-17 15:00:00, 48.55, 0.461
0.0, -27.54, 2012-01-17 15:15:00, 55.29, 0.468
0.0, -27.48, 2012-01-17 15:29:59, 54.5, 0.47
0.0, -27.17, 2012-01-17 15:45:00, 52.35, 0.47
0.0, -26.97, 2012-01-17 16:00:00, 53.61, 0.467
0.0, -27.07, 2012-01-17 16:14:59, 56.01, 0.462
0.0, -27.54, 2012-01-17 16:30:00, 61.86, 0.467
0.0, -27.63, 2012-01-17 16:45:00, 63.64, 0.464
0.0, -27.99, 2012-01-17 16:59:59, 62.41, 0.47
0.0, -28.29, 2012-01-17 17:15:00, 67.25, 0.471
0.0, -28.39, 2012-01-17 17:30:00, 65.61, 0.471
0.0, -28.5, 2012-01-17 17:44:59, 66.61, 0.472
0.0, -28.69, 2012-01-17 18:00:00, 67.29, 0.469
0.0, -28.64, 2012-01-17 18:15:00, 65.03, 0.471
0.0, -28.63, 2012-01-17 18:29:59, 63.32, 0.464
0.0, -28.71, 2012-01-17 18:45:00, 65.89, 0.473
0.0, -28.57, 2012-01-17 19:00:00, 66.71, 0.467
0.0, -28.76, 2012-01-17 19:14:59, 65.03, 0.468
0.0, -28.89, 2012-01-17 19:30:00, 66.99, 0.465
0.0, -29.04, 2012-01-17 19:45:00, 68.53, 0.466
0.0, -28.96, 2012-01-17 19:59:59, 66.71, 0.465
0.0, -28.83, 2012-01-17 20:15:00, 63.12, 0.463
0.0, -28.91, 2012-01-17 20:30:00, 66.2, 0.469
0.0, -29.05, 2012-01-17 20:44:59, 65.75, 0.471
0.0, -29.03, 2012-01-17 21:00:00, 68.56, 0.461
0.0, -29.15, 2012-01-17 21:15:00, 68.42, 0.468
0.0, -29.19, 2012-01-17 21:29:59, 67.26, 0.464
0.0, -29.31, 2012-01-17 21:45:00, 69.11, 0.469
0.0, -29.26, 2012-01-17 22:00:00, 68.84, 0.465
0.0, -29.24, 2012-01-17 22:14:59, 68.15, 0.466
0.0, -29.1, 2012-01-17 22:30:00, 67.05, 0.467
0.0, -29.29, 2012-01-17 22:45:00, 68.8, 0.472
0.0, -29.52, 2012-01-17 22:59:59, 69.66, 0.472
0.0, -29.74, 2012-01-17 23:15:00, 67.74, 0.469
0.0, -29.5, 2012-01-17 23:30:00, 66.23, 0.464
0.0, -29.76, 2012-01-17 23:44:59, 68.66, 0.471
0.0, -29.89, 2012-01-18 00:00:00, 70.1, 0.466
0.0, -29.75, 2012-01-18 00:15:00, 68.88, 0.463
0.0, -29.78, 2012-01-18 00:29:59, 68.81, 0.463
0.0, -29.84, 2012-01-18 00:45:00, 68.57, 0.467
0.0, -29.71, 2012-01-18 01:00:00, 69.53, 0.462
0.0, -29.89, 2012-01-18 01:14:59, 69.2, 0.468
0.0, -30.15, 2012-01-18 01:30:00, 68.41, 0.459
0.0, -30.15, 2012-01-18 01:45:00, 69.68, 0.471
0.0, -30.22, 2012-01-18 01:59:59, 67.01, 0.462
0.0, -30.26, 2012-01-18 02:15:00, 69.27, 0.463
0.0, -30.49, 2012-01-18 02:30:00, 70.02, 0.479
0.0, -30.58, 2012-01-18 02:44:59, 70.16, 0.47
0.0, -30.63, 2012-01-18 03:00:00, 71.02, 0.467
0.0, -30.86, 2012-01-18 03:15:00, 72.05, 0.471
0.0, -30.84, 2012-01-18 03:29:59, 71.95, 0.476
0.0, -30.74, 2012-01-18 03:45:00, 71.49, 0.465
0.0, -30.76, 2012-01-18 04:00:00, 70.9, 0.466
0.0, -30.99, 2012-01-18 04:14:59, 72.65, 0.468
0.0, -31.1, 2012-01-18 04:30:00, 71.42, 0.465
0.0, -30.95, 2012-01-18 04:45:00, 71.38, 0.466
0.0, -30.99, 2012-01-18 04:59:59, 71.66, 0.462
0.0, -31.27, 2012-01-18 05:15:00, 73.37, 0.463
0.0, -31.26, 2012-01-18 05:30:00, 71.52, 0.469
0.0, -31.04, 2012-01-18 05:44:59, 70.39, 0.47
0.0, -30.94, 2012-01-18 06:00:00, 70.36, 0.468
0.0, -31.11, 2012-01-18 06:15:00, 70.84, 0.463
0.0, -31.13, 2012-01-18 06:29:59, 70.01, 0.464
0.0, -31.36, 2012-01-18 06:45:00, 71.69, 0.463
0.0, -31.54, 2012-01-18 07:00:00, 71.59, 0.459
0.0, -31.45, 2012-01-18 07:14:59, 72.69, 0.47
0.0, -31.3, 2012-01-18 07:30:00, 71.86, 0.467
0.0, -31.33, 2012-01-18 07:45:00, 72.55, 0.467
0.0, -31.33, 2012-01-18 07:59:59, 71.62, 0.466
0.0, -31.4, 2012-01-18 08:15:00, 72.31, 0.466
0.0, -31.17, 2012-01-18 08:30:00, 71.32, 0.479
0.0, -31.14, 2012-01-18 08:44:59, 70.39, 0.473
0.0, -31.21, 2012-01-18 09:00:00, 70.73, 0.462
0.0, -31.33, 2012-01-18 09:15:00, 71.38, 0.465
0.0, -31.4, 2012-01-18 09:29:59, 73.17, 0.471
0.0, -31.32, 2012-01-18 09:45:00, 72.1, 0.463
0.0, -31.17, 2012-01-18 10:00:00, 72.76, 0.466
0.0, -30.71, 2012-01-18 10:14:59, 69.05, 0.465
0.0, -30.82, 2012-01-18 10:30:00, 70.19, 0.465
0.0, -31.49, 2012-01-18 10:45:00, 72.45, 0.469
0.0, -31.24, 2012-01-18 10:59:59, 69.33, 0.472
0.0, -30.69, 2012-01-18 11:15:00, 71.11, 0.462
0.0, -30.23, 2012-01-18 11:30:00, 66.72, 0.467
0.0, -29.8, 2012-01-18 11:44:59, 70.06, 0.471
0.0, -30.28, 2012-01-18 12:00:00, 67.15, 0.46
0.0, -30.12, 2012-01-18 12:15:00, 71.09, 0.466
0.0, -30.64, 2012-01-18 12:29:59, 72.56, 0.463
0.0, -30.81, 2012-01-18 12:45:00, 72.83, 0.464
0.0, -30.6, 2012-01-18 13:00:00, 72.29, 0.46
0.0, -30.91, 2012-01-18 13:14:59, 72.49, 0.467
0.0, -31.07, 2012-01-18 13:30:00, 74.69, 0.476
0.0, -30.85, 2012-01-18 13:45:00, 74.7, 0.47
0.0, -30.62, 2012-01-18 13:59:59, 72.1, 0.474
0.0, -30.79, 2012-01-18 14:15:00, 75.77, 0.468
0.0, -30.91, 2012-01-18 14:30:00, 75.73, 0.461
0.0, -30.69, 2012-01-18 14:44:59, 75.36, 0.463
0.0, -29.9, 2012-01-18 15:00:00, 70.49, 0.473
0.0, -30.19, 2012-01-18 15:15:00, 73.63, 0.458
0.0, -30.21, 2012-01-18 15:29:59, 74.96, 0.472
0.0, -29.85, 2012-01-18 15:45:00, 73.83, 0.466
0.0, -29.55, 2012-01-18 16:00:00, 72.94, 0.465
0.0, -29.6, 2012-01-18 16:14:59, 71.39, 0.469
0.0, -29.87, 2012-01-18 16:30:00, 72.29, 0.462
0.0, -29.96, 2012-01-18 16:45:00, 72.29, 0.465
0.0, -29.73, 2012-01-18 16:59:59, 72.66, 0.466
0.0, -29.58, 2012-01-18 17:15:00, 71.46, 0.462
0.0, -29.55, 2012-01-18 17:30:00, 72.52, 0.467
0.0, -29.68, 2012-01-18 17:44:59, 72.9, 0.462
0.0, -29.83, 2012-01-18 18:00:00, 73.96, 0.463
0.0, -29.68, 2012-01-18 18:15:00, 71.74, 0.466
0.0, -29.67, 2012-01-18 18:29:59, 71.91, 0.473
0.0, -29.87, 2012-01-18 18:45:00, 69.27, 0.463
0.0, -30.19, 2012-01-18 19:00:00, 73.0, 0.462
0.0, -30.19, 2012-01-18 19:14:59, 73.24, 0.459
0.0, -30.03, 2012-01-18 19:30:00, 72.73, 0.467
0.0, -30.15, 2012-01-18 19:45:00, 74.85, 0.464
0.0, -30.22, 2012-01-18 19:59:59, 74.75, 0.468
0.0, -30.1, 2012-01-18 20:15:00, 73.18, 0.467
0.0, -30.39, 2012-01-18 20:30:00, 75.68, 0.465
0.0, -30.35, 2012-01-18 20:44:59, 76.17, 0.463
0.0, -30.21, 2012-01-18 21:00:00, 75.05, 0.47
0.0, -30.39, 2012-01-18 21:15:00, 76.15, 0.464
0.0, -30.16, 2012-01-18 21:29:59, 75.94, 0.462
0.0, -29.93, 2012-01-18 21:45:00, 75.05, 0.467
0.0, -29.78, 2012-01-18 22:00:00, 74.43, 0.472
0.0, -30.04, 2012-01-18 22:14:59, 75.63, 0.467
0.0, -30.07, 2012-01-18 22:30:00, 77.58, 0.467
0.0, -29.89, 2012-01-18 22:45:00, 76.28, 0.463
0.0, -29.92, 2012-01-18 22:59:59, 75.63, 0.469
0.0, -29.85, 2012-01-18 23:15:00, 75.01, 0.469
0.0, -30.03, 2012-01-18 23:30:00, 74.02, 0.466
0.0, -30.17, 2012-01-18 23:44:59, 75.22, 0.462
0.0, -30.36, 2012-01-19 00:00:00, 75.8, 0.46
0.0, -30.67, 2012-01-19 00:15:00, 76.83, 0.464
0.0, -30.7, 2012-01-19 00:29:59, 76.56, 0.469
0.0, -30.8, 2012-01-19 00:45:00, 76.66, 0.463
0.0, -30.96, 2012-01-19 01:00:00, 76.22, 0.469
0.0, -31.02, 2012-01-19 01:14:59, 78.07, 0.464
0.0, -31.27, 2012-01-19 01:30:00, 78.31, 0.477
0.0, -31.3, 2012-01-19 01:45:00, 76.49, 0.463
0.0, -31.47, 2012-01-19 01:59:59, 77.04, 0.464
0.0, -31.3, 2012-01-19 02:15:00, 76.39, 0.462
0.0, -31.25, 2012-01-19 02:30:00, 74.61, 0.462
0.0, -31.26, 2012-01-19 02:44:59, 76.97, 0.476
0.0, -31.22, 2012-01-19 03:00:00, 77.21, 0.462
0.0, -31.3, 2012-01-19 03:15:00, 76.11, 0.47
0.0, -31.33, 2012-01-19 03:29:59, 76.7, 0.473
0.0, -31.34, 2012-01-19 03:45:00, 75.74, 0.463
0.0, -31.33, 2012-01-19 04:00:00, 75.81, 0.462
0.0, -31.31, 2012-01-19 04:14:59, 75.63, 0.464
0.0, -31.43, 2012-01-19 04:30:00, 76.59, 0.469
0.0, -31.41, 2012-01-19 04:45:00, 75.19, 0.472
0.0, -31.55, 2012-01-19 04:59:59, 74.61, 0.474
0.0, -31.54, 2012-01-19 05:15:00, 76.8, 0.464
0.0, -31.34, 2012-01-19 05:30:00, 76.7, 0.464
0.0, -31.46, 2012-01-19 05:44:59, 75.63, 0.463
0.0, -31.41, 2012-01-19 06:00:00, 77.14, 0.464
0.0, -30.66, 2012-01-19 06:15:00, 77.07, 0.474
0.0, -30.77, 2012-01-19 06:29:59, 78.51, 0.468
0.0, -30.48, 2012-01-19 06:45:00, 74.85, 0.471
0.0, -30.38, 2012-01-19 07:00:00, 77.11, 0.472
0.0, -30.19, 2012-01-19 07:14:59, 75.81, 0.462
0.0, -31.37, 2012-01-19 07:30:00, 78.55, 0.468
0.0, -30.75, 2012-01-19 07:45:00, 75.87, 0.465
0.0, -31.29, 2012-01-19 07:59:59, 76.53, 0.47
0.0, -31.93, 2012-01-19 08:15:00, 78.14, 0.474
0.0, -31.69, 2012-01-19 08:30:00, 77.59, 0.465
0.0, -31.53, 2012-01-19 08:44:59, 81.6, 0.459
0.0, -31.38, 2012-01-19 09:00:00, 76.9, 0.464
0.0, -31.73, 2012-01-19 09:15:00, 76.29, 0.472
0.0, -32.25, 2012-01-19 09:29:59, 78.14, 0.47
0.0, -32.38, 2012-01-19 09:45:00, 77.76, 0.466
0.0, -32.57, 2012-01-19 10:00:00, 77.29, 0.464
0.0, -32.34, 2012-01-19 10:14:59, 75.9, 0.464
0.0, -32.1, 2012-01-19 10:30:00, 80.4, 0.467
0.0, -30.39, 2012-01-19 10:45:00, 74.0, 0.471
0.0, -29.59, 2012-01-19 10:59:59, 74.06, 0.466
0.0, -30.42, 2012-01-19 11:15:00, 75.05, 0.466
0.0, -31.25, 2012-01-19 11:30:00, 74.61, 0.462
0.0, -32.0, 2012-01-19 11:44:59, 77.59, 0.467
0.0, -31.64, 2012-01-19 12:00:00, 76.9, 0.459
0.0, -31.67, 2012-01-19 12:15:00, 77.45, 0.465
0.0, -31.53, 2012-01-19 12:29:59, 75.91, 0.46
0.0, -31.16, 2012-01-19 12:45:00, 80.3, 0.473
0.0, -30.65, 2012-01-19 13:00:00, 75.6, 0.465
0.0, -30.61, 2012-01-19 13:14:59, 77.18, 0.469
0.0, -30.12, 2012-01-19 13:30:00, 74.64, 0.458
0.0, -30.65, 2012-01-19 13:45:00, 76.87, 0.464
0.0, -30.23, 2012-01-19 13:59:59, 76.01, 0.466
0.0, -30.01, 2012-01-19 14:15:00, 76.18, 0.463
0.0, -29.82, 2012-01-19 14:30:00, 76.49, 0.473
0.0, -29.84, 2012-01-19 14:44:59, 76.97, 0.465
0.0, -29.83, 2012-01-19 15:00:00, 76.86, 0.467
0.0, -29.76, 2012-01-19 15:15:00, 77.92, 0.469
0.0, -29.23, 2012-01-19 15:29:59, 78.15, 0.47
0.0, -29.19, 2012-01-19 15:45:00, 78.59, 0.472
0.0, -29.16, 2012-01-19 16:00:00, 77.36, 0.466
0.0, -29.06, 2012-01-19 16:14:59, 77.6, 0.463
0.0, -28.69, 2012-01-19 16:30:00, 77.9, 0.47
0.0, -28.44, 2012-01-19 16:45:00, 76.29, 0.469
0.0, -28.67, 2012-01-19 16:59:59, 76.88, 0.464
0.0, -28.9, 2012-01-19 17:15:00, 77.63, 0.465
0.0, -28.51, 2012-01-19 17:30:00, 77.25, 0.458
0.0, -28.21, 2012-01-19 17:44:59, 76.64, 0.465
0.0, -28.37, 2012-01-19 18:00:00, 77.87, 0.468
0.0, -28.67, 2012-01-19 18:15:00, 77.77, 0.462
0.0, -28.66, 2012-01-19 18:29:59, 78.55, 0.464
